Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Zuzana HEJNOVÁ,1655.4058335618358,40,2015,CZE,19-Dec-86
Kaliese SPENCER,1595.5876905216658,46,2015,JAM,6-May-87
Sara Slott PETERSEN,1561.726409553728,11,2015,DEN,9-Apr-87
Shamier LITTLE,1543.394627355368,3,2015,USA,20-Mar-95
Georganne MOLINE,1536.9325676590802,20,2015,USA,6-Mar-90
Cassandra TATE,1536.2167521223832,13,2015,USA,11-Sep-90
Perri SHAKES-DRAYTON,1523.026569827633,22,2013,GBR,21-Dec-88
Lea SPRUNGER,1514.6644101124734,4,2015,SUI,5-Mar-90
Denisa ROSOLOVÁ,1514.5404847526775,18,2015,CZE,21-Aug-86
Kemi ADEKOYA,1511.2976646006132,6,2015,BRN,16-Jan-93
Janieve RUSSELL,1511.2415878941056,7,2015,JAM,14-Nov-93
Melaine WALKER,1509.7318191133274,17,2012,JAM,1-Mar-83
Lauren WELLS,1507.7456140158313,3,2015,AUS,3-Aug-88
Meghan BEESLEY,1504.499306508538,8,2015,GBR,15-Nov-89
T'erea BROWN,1503.9954976271756,10,2013,USA,24-Oct-89
Anna RYZHYKOVA,1502.3354313832374,18,2015,UKR,24-Nov-89
Eilidh DOYLE,1501.7537214635086,28,2015,GBR,20-Feb-87
Anastasiya RABCHENYUK,1501.677532454732,5,2011,UKR,14-Sep-83
Wenda NEL,1501.5643626511712,12,2015,RSA,30-Jul-88
Petra FONTANIVE,1501.4891505444104,5,2015,SUI,10-Oct-88
Yelena CHURAKOVA,1500.144821374416,6,2012,RUS,16-Dec-86
Elodie OUÉDRAOGO,1499.8585441312898,6,2012,BEL,27-Feb-81
Nagihan KARADERE,1499.652787777212,1,2011,TUR,1-Jan-84
Anastasiya OTT,1499.6196263405034,1,2013,RUS,7-Sep-88
Vanya STAMBOLOVA,1499.4625783544175,6,2013,BUL,28-Nov-83
Xiaoxiao HUANG,1499.4340459414634,1,2012,CHN,3-Mar-83
Fawn DORR,1499.4050842012211,1,2010,USA,19-Apr-87
Angela MOROŞANU,1499.3295959665807,8,2013,ROU,26-Jul-86
Qi YANG,1499.2478777465042,1,2011,CHN,13-Apr-91
Jennifer ROCKWELL-GROSSARTH,1499.20466866857,1,2013,ITA,18-May-83
Ebony COLLINS,1499.152903901545,1,2010,USA,11-Mar-89
Birsen ENGIN,1499.094152833497,1,2011,TUR,18-Oct-80
Queen HARRISON,1498.9692615833524,9,2012,USA,10-Sep-88
Vilde SVORTEVIK,1498.798120237172,1,2014,NOR,18-May-94
Yevgeniya ISAKOVA,1498.7775882139304,2,2010,RUS,27-Nov-78
Irina KOLESNICHENKO,1498.6435120498186,7,2013,RUS,27-May-88
Hanitrasoa Olga RAZANAMALALA,1498.5052157426376,1,2011,MAD,8-Sep-88
Lucy María JARAMILLO,1498.422730040958,1,2012,ECU,23-Feb-83
Sheena JOHNSON-TOSTA,1498.3137549134894,6,2011,USA,1-Oct-82
Natalya ANTYUKH,1498.2063748815651,23,2014,RUS,26-Jun-81
Robine SCHÜRMANN,1498.1849779081294,2,2015,SUI,31-Jan-89
Bimbo Miel AYEDOU,1498.1592078367876,1,2011,BEN,17-Aug-91
Fatima Sulaiman DAHMAN,1498.0323986853068,1,2011,YEM,10-Nov-92
Sarah-Lynn WELLS,1498.0212938997452,2,2012,CAN,10-Nov-89
Kyeong-mi SON,1497.9967971138387,1,2011,KOR,9-Feb-90
Jessica AGUILERA,1497.9358673237025,1,2011,NCA,26-Jun-85
Nickiesha WILSON,1497.8809504993496,13,2013,JAM,28-Jul-86
Nicole LEACH,1497.8148550887513,5,2012,USA,18-Jul-87
Tatyana AZAROVA,1497.7106783669858,1,2012,KAZ,2-Dec-85
Stephenie Ann MCPHERSON,1497.699956924259,1,2012,JAM,25-Nov-88
Natalya ASANOVA,1497.5879921918417,1,2012,UZB,29-Nov-89
Raasin MCINTOSH,1497.5574632560747,2,2012,USA,29-Apr-82
Jana REISSOVÁ,1497.5457766625018,1,2014,CZE,1-Jan-96
Danielle DOWIE,1497.2436757834143,1,2013,JAM,5-May-92
Jailma SALES DE LIMA,1497.1909875876634,2,2012,BRA,31-Dec-86
Janeil BELLILLE,1497.1834120649253,1,2012,TTO,18-Jun-89
Dominique DARDEN,1497.1097354637168,4,2010,USA,9-Dec-83
Annerie MOOLMAN,1497.036707736413,1,2013,RSA,9-Aug-90
Sparkle MCKNIGHT,1496.9921609678502,3,2015,TTO,21-Dec-91
Sharolyn Shantell SCOTT,1496.8397759958216,2,2012,CRC,27-Oct-83
Manuela GENTILI,1496.756494620788,3,2012,ITA,7-Feb-78
Josanne LUCAS,1496.6804844015876,5,2011,TTO,14-May-84
