Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Elvan ABEYLEGESSE,1500.0586863336252,2,2010,TUR,11-Sep-82
Priscah Jepleting CHERONO,1500.0200914121574,4,2011,KEN,27-Jun-80
Werknesh KIDANE,1500.0166629162245,1,2012,ETH,7-Jan-81
Veronica WANJIRU,1500.0051991281957,3,2012,KEN,29-Oct-89
Meselech MELKAMU,1499.9960638470122,6,2011,ETH,19-Apr-85
Julie CULLEY,1499.9889138935182,2,2012,USA,10-Sep-81
Shalane FLANAGAN,1499.9834245487586,5,2011,USA,8-Jul-81
Irene Chebet CHEPTAI,1499.9768765219324,9,2017,KEN,4-Feb-92
Sylvia Jebiwot KIBET,1499.9714647706046,12,2013,KEN,28-Mar-84
Ines CHENONGE,1499.96466218811,2,2010,KEN,1-Feb-82
Lisa UHL,1499.9513167784928,1,2010,USA,31-Aug-87
Kara GOUCHER,1499.949236018398,1,2011,USA,9-Jul-78
Aheza KIROS,1499.948014757251,1,2010,ETH,16-Oct-85
Lineth CHEPKURUI,1499.9386948022916,1,2011,KEN,23-Feb-87
Magdalena LEWY-BOULET,1499.92537950833,1,2011,USA,1-Aug-73
Megumi KINUKAWA,1499.9251530509093,1,2011,JPN,7-Aug-89
Freya MURRAY,1499.9246963479882,1,2010,GBR,20-Sep-83
Gladys CHEMWENO,1499.9233568813195,1,2010,KEN,4-Jul-88
Renee BAILLIE,1499.920964187253,1,2010,USA,25-Dec-81
Irene JELAGAT,1499.91947881751,2,2015,KEN,10-Dec-88
Grace MOMANYI,1499.9164550434052,2,2011,KEN,13-Feb-81
Elizabeth MALOY,1499.91572647661,1,2011,USA,10-Aug-85
Caroline Chepkoech KIPKIRUI,1499.9122303715703,8,2019,KEN,26-May-94
Sara MOREIRA,1499.9087004807266,1,2011,POR,17-Oct-85
Lidia CHOJECKA,1499.9044828075228,1,2011,POL,25-Jan-77
Silvia WEISSTEINER,1499.9028601235964,2,2012,ITA,13-Jul-79
Emily PIDGEON,1499.9022725752998,1,2010,GBR,1-Jun-89
Kayo SUGIHARA,1499.90117114214,1,2011,JPN,24-Feb-83
René KALMER,1499.9005594467098,1,2010,RSA,3-Nov-80
Jenny SIMPSON,1499.8981579881724,2,2013,USA,23-Aug-86
Ferhiwot GOSHU,1499.8968742668585,1,2010,ETH,28-Jun-90
Pauline Chemning KORIKWIANG,1499.8921255479995,7,2011,KEN,1-Mar-88
Katrina WOOTTON,1499.8912603854674,1,2012,GBR,2-Sep-85
Kayoko FUKUSHI,1499.8900934809758,1,2012,JPN,25-Mar-82
Yelena ZADOROZHNAYA,1499.8866889530436,3,2011,RUS,3-Dec-77
Helen CLITHEROE,1499.8838964331285,4,2011,GBR,2-Jan-74
Desiree DAVILA,1499.8732741576964,3,2011,USA,26-Jul-83
Megan WRIGHT,1499.8722753498687,3,2011,CAN,27-Jan-82
Mercy Wanjiku NJOROGE,1499.8702646236159,1,2011,KEN,10-Jun-86
Sule UTURA,1499.8590133741955,7,2013,ETH,8-Feb-90
Florence KIPLAGAT,1499.858600312409,3,2010,KEN,27-Feb-87
Jessica AUGUSTO,1499.8522637498832,3,2011,POR,8-Nov-81
Wude AYALEW,1499.852231256972,3,2011,ETH,4-Jul-87
Amy YODER BEGLEY,1499.8510591613417,3,2011,USA,11-Jan-78
Shitaye ESHETE,1499.8510083959168,4,2013,BRN,21-May-90
Emebet ANTENEH,1499.8434826426437,7,2012,ETH,13-Jan-92
Hitomi NIIYA,1499.8408630524846,3,2012,JPN,26-Feb-88
Barbara PARKER,1499.8210327712393,1,2012,GBR,8-Nov-82
Yelena NAGOVITSYNA,1499.803224732726,4,2013,RUS,7-Dec-82
Yasemin CAN,1499.7912354532918,6,2019,TUR,11-Dec-96
Alissa MCKAIG,1499.786835087716,1,2012,USA,21-Feb-86
Esther CHEMTAI,1499.785262530243,3,2011,KEN,4-Jun-88
Purity Cherotich RIONORIPO,1499.780069658609,2,2011,KEN,10-Jun-93
Almenesh BELETE,1499.7732896327607,2,2013,BEL,26-Jul-89
Ruti AGA,1499.7438545234763,1,2013,ETH,16-Jan-94
Mika YOSHIKAWA,1499.7377597586542,1,2012,JPN,16-Sep-84
Judit PLA,1499.7355211827823,1,2012,ESP,2-May-78
Zipora WANJIRU,1499.7294319098196,1,2012,KEN,12-Aug-94
Viktoriya POLYUDINA,1499.7239705931531,1,2011,KGZ,29-Jun-89
Pauline NIYONGERE,1499.720742225627,1,2011,BDI,12-Apr-88
Charlotte PURDUE,1499.7192518401635,1,2012,GBR,10-Jun-91
Tarah MCKAY,1499.7070548881688,1,2012,CAN,1-May-87
Nadia EJJAFINI,1499.7045577619272,1,2012,ITA,8-Nov-77
Afera GODFAY,1499.69706333364,1,2013,ETH,25-Sep-91
Fionnuala MCCORMACK,1499.6956645163407,2,2012,IRL,24-Sep-84
Rhona AUCKLAND,1499.6873903183118,1,2015,GBR,11-May-93
Chelsea SODARO,1499.6829770515521,1,2013,USA,9-May-89
Sheila REID,1499.6713703621062,1,2012,CAN,2-Aug-89
Perine NENGAMPI,1499.663580358938,1,2015,KEN,1989
Dudu KARAKAYA,1499.6534138614265,1,2012,TUR,11-Nov-85
Etagegne WOLDU,1499.6190384992492,1,2014,ETH,10-May-96
Miyuki UEHARA,1499.6179092797092,2,2016,JPN,22-Nov-95
Elena ROMAGNOLO,1499.6026604852696,3,2012,ITA,5-Oct-82
Jennifer RHINES,1499.5986871416146,5,2011,USA,1-Jul-74
Waganesh MEKASHA,1499.5915134212028,3,2012,ETH,16-Jan-92
Huimin XIAO,1499.5581049303123,1,2013,CHN,1-Mar-92
Zakia Mrisho MOHAMED,1499.5551778343465,4,2012,TAN,19-Feb-84
Julia LUCAS,1499.533768429802,1,2013,USA,4-Mar-84
Roman GIDEY,1499.5305802285143,1,2013,ETH,20-Feb-96
Hiwot AYALEW,1499.528384513887,4,2014,ETH,6-Mar-90
Sofia ASSEFA,1499.5106093223887,1,2017,ETH,14-Nov-87
Sandra LÓPEZ,1499.4933572769712,1,2012,MEX,16-Apr-84
Roxana BÎRCĂ,1499.489635549736,1,2012,ROU,22-Jun-88
Sophie DUARTE,1499.4702257944045,2,2013,FRA,31-Jul-81
Julia BLEASDALE,1499.4621642646794,6,2014,GBR,9-Sep-81
Karissa SCHWEIZER,1499.452181496164,2,2019,USA,4-May-96
Layes ABDULLAYEVA,1499.4394334297986,2,2012,AZE,29-May-91
Madeleine HEINER,1499.4343978145985,1,2015,AUS,15-May-87
Clemence CALVIN,1499.4224515769831,1,2014,FRA,17-May-90
Giuli DEKANADZE,1499.3966170431333,1,2013,GEO,11-Jan-95
Kate AVERY,1499.3890203408355,2,2015,GBR,10-Oct-91
Alemitu HAWI,1499.3866395623982,1,2015,ETH,14-Nov-96
Jessica COULSON,1499.380104148556,1,2015,GBR,18-Apr-90
Gabriela DEBUES-STAFFORD,1499.3506173443525,2,2019,CAN,13-Sep-95
Yelena KOROBKINA,1499.2984164063892,1,2015,RUS,25-Nov-90
Gelete BURKA,1499.2855118720297,14,2017,ETH,23-Jan-86
Mary Teresa CULLEN,1499.275407824762,1,2015,IRL,17-Aug-82
Enatnesg ALAMREW,1499.2594251488972,1,2014,ETH,1995
Dominika NAPIERAJ,1499.2411076760088,1,2016,POL,12-Dec-91
Sheila CHELANGAT,1499.2323252089168,1,2017,KEN,11-Apr-98
Dolores CHECA,1499.2226281166031,6,2014,ESP,27-Dec-82
Amy CRAGG,1499.2082325355118,6,2013,USA,21-Jan-84
Betlhem DESALEGN,1499.1984066157315,2,2015,UAE,13-Nov-91
Carolina TABARES,1499.1925746187667,1,2013,COL,18-Jun-86
Ababel YESHANEH,1499.1810687841958,4,2016,ETH,22-Jul-91
Dera DIDA,1499.0712157398175,3,2017,ETH,26-Oct-96
Betsy SAINA,1499.0703632492641,3,2016,KEN,30-Jun-88
Netsanet GUDETA,1499.0590694013506,1,2015,ETH,12-Feb-91
Jessica MARTIN,1499.053413479287,1,2016,GBR,1-Oct-92
Genevieve LACAZE,1499.04760230984,4,2016,AUS,4-Aug-89
Changqin DING,1499.021521164943,1,2015,CHN,27-Nov-91
Belaynesh OLJIRA,1499.0058550071776,5,2017,ETH,26-Jun-90
Alisha WILLIAMS,1499.0042763487927,1,2015,USA,5-Feb-82
Elizabeth POTTER,1498.9965725471588,1,2015,GBR,27-Dec-91
Birtukan Fente ALEMU,1498.9866642639736,2,2016,ETH,18-Jun-89
Magdalyne MASAI,1498.9525693478722,4,2015,KEN,21-Nov-93
Jackie ARESON,1498.9358927012113,4,2013,USA,31-Mar-88
Beyenu DEGEFA,1498.8113101631825,1,2017,ETH,12-Jul-99
Gulshat GAYNETDINOVA,1498.7935506509998,1,2015,RUS,28-Aug-92
Joanne PAVEY,1498.7556141783466,6,2016,GBR,20-Sep-73
Azmera GEBRU,1498.7524846758392,5,2015,ETH,21-Oct-95
Zhixuan LI,1498.7275438031984,1,2015,CHN,23-Mar-94
Genet YALEW,1498.686808378306,10,2016,ETH,31-Dec-92
Deirdre BYRNE,1498.6468388822082,1,2016,IRL,21-Sep-82
Dominika NOWAKOWSKA,1498.6299582756426,3,2015,POL,25-Jan-85
Alia SAEED MOHAMMED,1498.5737080782878,2,2015,UAE,18-May-91
Nicole SIFUENTES,1498.3748104007288,1,2015,CAN,30-Jun-86
Emma CLAYTON,1498.3613230009723,1,2016,GBR,16-Jul-88
Juliet CHEKWEL,1498.290762511031,2,2016,UGA,25-May-90
Azusa SUMI,1498.2117733325458,1,2015,JPN,12-Aug-96
Tsige ABREHA,1498.1451880645668,1,2017,ETH,21-Sep-00
Alemitu HAROYE,1498.1371578928483,8,2016,ETH,9-May-95
Etenesh DIRO,1498.0711637656536,5,2017,ETH,10-May-91
Emily SISSON,1498.063035297036,2,2017,USA,12-Oct-91
Meryem AKDAĞ,1497.9624310001004,1,2016,TUR,5-Aug-92
Olivia CHITATE,1497.8124926578867,1,2015,ZIM,7-Dec-87
Sviatlana KUDZELICH,1497.7610428332057,1,2016,BLR,7-May-87
Sentayehu LEWETEGN,1497.6987987104205,2,2017,ETH,9-May-96
Meraf BAHTA,1497.6234170326538,2,2016,SWE,24-Jun-89
Laura WHITTLE,1497.485004201642,2,2016,GBR,27-Jun-85
Misaki ONISHI,1497.34907492608,4,2016,JPN,24-Feb-85
Gesa Felicitas KRAUSE,1497.28886413648,1,2017,GER,3-Aug-92
Nicole TULLY,1497.1902057593784,3,2016,USA,30-Oct-86
Lucy OLIVER,1497.1708674003337,1,2016,NZL,18-Nov-88
Ana LOZANO,1497.1090637141385,2,2017,ESP,22-Feb-91
Liv WESTPHAL,1496.8796621840606,2,2017,FRA,22-Dec-93
Sharon FIRISUA,1496.772110110789,1,2016,SOL,15-Dec-93
Mimi BELETE,1496.5738475672797,5,2016,BRN,9-Jun-88
Elinor PURRIER,1496.511900222496,2,2019,USA,20-Feb-95
Haftamnesh TESFAYE,1496.4146442980923,5,2017,ETH,28-Apr-94
Jip VASTENBURG,1496.4019931399662,1,2017,NED,21-Mar-94
Nikki HAMBLIN,1496.3357695701234,2,2016,NZL,20-May-88
Jennifer WENTH,1496.156327530738,4,2016,AUT,24-Jul-91
Molly HUDDLE,1496.1451831513746,19,2018,USA,31-Aug-84
Muriel CONEO PAREDES,1496.1242473084567,1,2017,COL,15-Mar-87
Beatrice KAMUCHANGA,1495.9954917848395,1,2016,COD,20-Nov-97
Lonah Chemtai SALPETER,1495.9946317313702,1,2019,ISR,12-Dec-88
Kalkidan GEZAHEGNE,1495.9582222426407,3,2017,BRN,8-May-91
Alice Aprot NAWOWUNA,1495.9558981349442,4,2018,KEN,2-Jan-94
Meskerem MAMO,1495.8395618979166,1,2018,ETH,13-Apr-99
Mercyline CHELANGAT,1495.8291102048242,2,2017,UGA,17-Dec-97
Heidi SEE,1495.6714044600162,1,2017,AUS,9-Aug-89
Madeleine HILLS,1495.522853203906,5,2017,AUS,15-May-87
Bontu Edao REBITU,1495.4265674739052,2,2017,BRN,12-Dec-97
Eloise WELLINGS,1495.3730426180236,12,2017,AUS,9-Nov-82
Karoline Bjerkeli GRØVDAL,1495.3244966880259,14,2019,NOR,14-Jun-90
Beatrice CHEPKOECH,1495.1010210640784,2,2019,KEN,6-Jul-91
Abbey COOPER,1494.89825077389,2,2016,USA,25-May-92
Louise CARTON,1494.8297739808067,2,2017,BEL,16-Apr-94
Gotytom GEBRESLASE,1494.6610193894862,5,2017,ETH,15-Jan-95
Sarah CHELANGAT,1494.5843613711954,1,2019,UGA,5-Jun-01
Marielle HALL,1494.562875593615,5,2017,USA,28-Jan-92
Gloriah KITE,1494.3927152695169,2,2019,KEN,10-Jan-98
Rachel SCHNEIDER,1494.1466832881138,1,2019,USA,18-Jul-91
Kaoutar FARKOUSSI,1494.0640628592496,1,2018,MAR,19-Mar-96
Yuliya SHMATENKO,1493.9201739533514,1,2017,UKR,10-Oct-91
Lauren PAQUETTE,1493.8794722415107,1,2018,USA,27-Jun-86
Rosie CLARKE,1493.781397691478,1,2019,GBR,17-Nov-91
Ayuko SUZUKI,1493.694462739385,4,2017,JPN,8-Oct-91
Alina REH,1493.3516174884894,2,2019,GER,23-May-97
Stella CHESANG,1493.2738777449604,3,2017,UGA,1-Dec-96
Kim CONLEY,1493.2501015012106,9,2017,USA,14-Mar-86
Rina NABESHIMA,1492.585062420556,3,2018,JPN,16-Dec-93
Melissa DUNCAN,1491.9208661452326,1,2019,AUS,30-Jan-90
Eva CHERONO,1491.7527938863566,2,2019,KEN,15-Aug-96
Melissa COURTNEY-BRYANT,1491.2992527778074,2,2019,GBR,30-Aug-93
Nozomi TANAKA,1491.2169531115742,2,2019,JPN,4-Sep-99
Anna Emilie MØLLER,1491.0074972393563,2,2019,DEN,28-Jul-97
Amy-Eloise NEALE,1490.8390546567557,1,2019,GBR,5-Aug-95
Eilish MCCOLGAN,1490.5880795514286,14,2019,GBR,25-Nov-90
Rachel CLIFF,1490.2002649417473,1,2019,CAN,1-Apr-88
Hanna KLEIN,1489.9184816325233,1,2019,GER,6-Apr-93
Camille BUSCOMB,1488.7218450544278,4,2019,NZL,11-Jul-90
Florencia BORELLI,1486.8575844228444,1,2019,ARG,30-Oct-92
Valeriya ZHANDAROVA,1486.5841796470695,1,2019,GEO,17-Mar-94
Stephanie TWELL,1486.1474815664526,12,2018,GBR,17-Aug-89
Jessica O'CONNELL,1485.9517389253983,5,2019,CAN,10-Feb-89
Andrea SECCAFIEN,1483.8975466772204,6,2019,CAN,27-Aug-90
Jessica JUDD,1483.7998251468084,2,2019,GBR,7-Jan-95
Tomoka KIMURA,1482.985318075845,1,2019,JPN,12-Nov-94
Cavaline NAHIMANA,1482.7129522817033,1,2019,BDI,14-Jan-97
Dominique SCOTT,1478.8632739400086,6,2019,RSA,24-Jun-92
