Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Shelly-Ann FRASER-PRYCE,1644.0520403957587,54,2019,JAM,27-Dec-86
Dina ASHER-SMITH,1618.173386892196,22,2019,GBR,4-Dec-95
Elaine THOMPSON,1598.754910078953,28,2019,JAM,28-Jun-92
Marie-Josée TA LOU,1598.1426400337787,38,2019,CIV,18-Nov-88
Murielle AHOURÉ,1565.9657622167313,50,2019,CIV,23-Aug-87
Blessing OKAGBARE,1536.7147371835645,5,2019,NGR,9-Oct-88
Dafne SCHIPPERS,1532.323476090262,39,2019,NED,15-Jun-92
Tori BOWIE,1531.345244814404,22,2019,USA,27-Aug-90
Aleia HOBBS,1525.6307341921995,5,2019,USA,24-Feb-96
Yasmin KWADWO,1523.2516407991907,3,2019,GER,9-Nov-90
Tatjana PINTO,1518.9408161472938,10,2019,GER,2-Jul-92
Jonielle SMITH,1518.640377441056,8,2019,JAM,30-Jan-96
Teahna DANIELS,1516.4868861494592,6,2019,USA,25-Mar-97
Daryll NEITA,1514.0166380426133,12,2019,GBR,29-Aug-96
Kelly-Ann BAPTISTE,1513.3524008047805,31,2019,TTO,14-Oct-86
Dezerea BRYANT,1512.6778341176416,5,2019,USA,27-Apr-93
Mujinga KAMBUNDJI,1510.862079900122,22,2019,SUI,17-Jun-92
Morolake AKINOSUN,1510.8190429533959,14,2019,USA,17-May-94
Blessing OKAGBARE-IGHOTEGUONOR,1508.2992258053112,59,2018,NGR,9-Oct-88
Xiaojing LIANG,1506.9457706824714,3,2019,CHN,7-Apr-97
Géraldine FREY,1506.5855120196888,1,2019,SUI,19-Jun-97
Tynia GAITHER,1505.5657982585972,3,2019,BAH,16-Mar-93
Jenna PRANDINI,1505.2326174225916,6,2019,USA,20-Nov-92
Michelle-Lee AHYE,1504.5653879621932,38,2019,TTO,10-Apr-92
Veronica CAMPBELL-BROWN,1504.5548432870553,28,2017,JAM,15-May-82
Kerron STEWART,1503.9751215026854,28,2016,JAM,16-Apr-84
English GARDNER,1503.7436660861194,23,2019,USA,22-Apr-92
Myriam SOUMARE,1501.6547439582146,18,2014,FRA,29-Oct-86
Tianna BARTOLETTA,1501.5100610066397,23,2017,USA,30-Aug-85
Carmelita JETER,1501.2933693489297,38,2016,USA,24-Nov-79
Sherone SIMPSON,1501.1216231691824,16,2015,JAM,12-Aug-84
Sha'Carri RICHARDSON,1501.0681455673734,1,2019,USA,25-Mar-00
Gina BASS,1500.8629943425133,2,2019,GAM,3-May-95
Candyce MCGRONE,1500.6561105081169,3,2015,USA,24-Mar-89
Semoy HACKETT,1500.5854031765875,5,2018,TTO,27-Nov-88
Marshevet HOOKER,1500.5073592739823,11,2013,USA,25-Sep-84
Ivet LALOVA-COLLIO,1500.4891795480637,23,2017,BUL,18-May-84
Allyson FELIX,1500.4713651255547,10,2014,USA,18-Nov-85
Stella AKAKPO,1500.4167003006128,6,2016,FRA,28-Feb-94
LaVerne JONES-FERRETTE,1500.3475890098418,3,2012,ISV,16-Sep-81
Aleen BAILEY,1500.2981531161988,13,2014,JAM,25-Nov-80
Samantha HENRY-ROBINSON,1500.2900814122418,6,2015,JAM,25-Sep-88
Marine LENERAND,1500.2242639050155,1,2015,FRA,4-Dec-95
Patricia BUVAL,1500.198673012182,1,2013,FRA,22-Jan-76
Octavious FREEMAN,1500.083887072199,4,2014,USA,20-Apr-92
Olga BELKINA,1500.0585440820555,1,2012,RUS,23-Aug-90
Nelky CASABONA,1500.0459808757978,1,2011,CUB,12-May-84
Lekeisha LAWSON,1500.034935563564,4,2014,USA,3-Jun-87
Guzel KHUBBIEVA,1500.0239586906391,2,2012,UZB,2-May-76
Tameka WILLIAMS,1500.0084757615305,1,2012,SKN,31-Aug-89
Chandra STURRUP,1500.0027001134954,5,2010,BAH,12-Sep-71
Aleksandra FEDORIVA-SPAYER,1499.9937751193474,2,2011,RUS,13-Sep-88
Leena GÜNTHER,1499.9690604494713,1,2011,GER,16-Apr-91
Me'Lisa BARBER,1499.9684756272027,1,2010,USA,4-Oct-80
Céline BAUSIVOIR,1499.9375891277814,1,2013,FRA,8-Sep-94
Oludamola OSAYOMI,1499.9196990379949,4,2012,NGR,26-Jun-86
Consuella MOORE,1499.9171350745396,1,2010,USA,29-Aug-81
Laura TURNER,1499.9132530160414,2,2011,GBR,12-Aug-82
Jeanette KWAKYE,1499.893513108781,3,2011,GBR,20-Mar-83
Audrey ALLOH,1499.8868802467518,1,2010,ITA,21-Jul-87
Lan JIANG,1499.886539996498,1,2010,CHN,27-Jun-89
Carrie RUSSELL,1499.88174611358,8,2014,JAM,18-Oct-90
Jiabei YE,1499.8743464806344,1,2011,CHN,20-Jan-93
Stephanie DURST,1499.8672264243294,1,2011,USA,6-Jan-82
Ching-Hsien LIAO,1499.8666333486008,1,2011,TPE,22-Jun-94
Hyelim JUNG,1499.8639706948363,1,2011,KOR,1-Jun-87
LaKya BROOKINS,1499.8600409968476,1,2011,USA,28-Jul-89
Andreea OGRĂZEANU,1499.855504640689,2,2012,ROU,24-Mar-90
LaShauntea MOORE,1499.8533923804425,6,2012,USA,31-Jul-83
Solenn COMPPER,1499.8452679294517,1,2015,FRA,14-Mar-95
Qiuping LIANG,1499.823571051697,1,2011,CHN,11-Mar-88
Joice MADUAKA,1499.8087464778457,2,2010,GBR,30-Sep-73
Katherine ENDACOTT,1499.8086500237619,2,2010,GBR,29-Jan-80
Kellie WELLS,1499.7960449513903,1,2012,USA,16-Jul-82
Amatercia QUIVE,1499.7955242392695,1,2011,MOZ,14-Mar-87
Joanne Priscilla LOUTOY,1499.7953260482543,1,2011,SEY,31-Dec-92
Cynthia LEDUC,1499.7840698296425,1,2013,FRA,16-Feb-97
Hayley MILLS-JONES,1499.7732469105986,1,2012,GBR,4-Sep-88
Nimet KARAKUS,1499.768634532954,1,2012,TUR,23-Jan-93
Kerri Ann MITCHELL,1499.768356139266,1,2012,CAN,29-Mar-83
Maria BELIMPASAKI,1499.746005029704,1,2012,GRE,19-Jun-91
Phobay KUTU-AKOI,1499.74290399733,2,2012,LBR,3-Dec-87
Pollara COBB,1499.7243465693728,1,2011,GUM,29-Jan-92
Lina GRINČIKAITÉ-SAMUOLÉ,1499.7201706934482,3,2013,LTU,3-May-87
Djénébou DANTÉ,1499.714863693595,1,2011,MLI,7-Aug-89
Alda PAULO,1499.7130125563847,1,2011,ANG,10-Jul-91
Gloria DIOGO,1499.7102974509694,1,2011,STP,13-Jan-84
Stephanie KALU,1499.7093391709464,1,2013,NGR,8-May-93
Ivana ROZMAN,1499.702976994257,1,2011,MKD,14-Jul-89
Marta JESCHKE,1499.7019821909885,2,2012,POL,2-Jun-86
Margaret ADEOYE,1499.6893607484394,1,2012,GBR,22-Apr-85
Debbie FERGUSON-MCKENZIE,1499.6749181413074,9,2012,BAH,16-Jan-76
Yuliya BALYKINA,1499.6690002685764,1,2012,BLR,12-Apr-84
Allison PETER,1499.6625422592233,1,2012,ISV,14-Jul-92
Saran KEITA,1499.652670611939,1,2013,FRA,29-Jun-95
Mariya RYEMYEN,1499.6271248601392,4,2013,UKR,2-Aug-87
Doris DESHAYES,1499.5914707122147,1,2015,FRA,13-Jun-95
Cache ARMBRISTER,1499.5766216189757,1,2013,BAH,26-Sep-89
Muna LEE,1499.5548350748154,3,2015,USA,30-Oct-81
Chisato FUKUSHIMA,1499.5484247073455,5,2015,JPN,27-Jun-88
Sheri-Ann BROOKS,1499.5474490571432,9,2013,JAM,11-Feb-83
Anyika ONUORA,1499.546032138308,5,2012,GBR,28-Oct-84
Yomara HINESTROZA,1499.5437508981677,2,2012,COL,20-May-88
Flings OWUSU-AGYAPONG,1499.54323929234,1,2016,GHA,16-Oct-88
Arianna WASHINGTON,1499.533569123958,2,2017,USA,4-Sep-96
Bamab NAPO,1499.5277577261318,1,2012,TOG,23-May-84
Danah HUSSEIN,1499.5222769255888,1,2012,IRQ,3-Jan-86
Delphine Bertille ATANGANA,1499.521607482976,2,2012,CMR,16-Aug-84
Saruba COLLEY,1499.5150286079795,1,2012,GAM,2-May-89
Bianca KNIGHT,1499.5012494354155,3,2012,USA,2-Jan-89
Feta AHAMADA,1499.4992159098288,2,2012,COM,24-Jun-87
Kataryna GANCHAR,1499.4864613826562,1,2013,BLR,30-Aug-88
Annabelle LEWIS,1499.4753332675687,1,2013,GBR,20-Mar-89
Axelle LAMBERT,1499.4682166184552,1,2013,FRA,11-Dec-97
Yvonne NALISHUWA,1499.4504257331073,1,2013,ZAM,11-Oct-94
Abiodun OYEPITAN,1499.3957266765078,3,2012,GBR,30-Dec-79
Lea MORMIN,1499.3887624594154,1,2015,FRA,23-Dec-96
Toea WISIL,1499.3885108837078,4,2017,PNG,1-Jan-88
Lauryn WILLIAMS,1499.3808050693763,5,2012,USA,11-Sep-83
Olesya POVH,1499.3716780377315,11,2015,UKR,18-Oct-87
Diane BORG,1499.369536882697,2,2012,MLT,12-Sep-90
Kaina MARTINEZ,1499.3453203687313,2,2012,BIZ,20-Feb-86
Ana Claudia LEMOS,1499.3158185938132,6,2016,BRA,6-Nov-88
Diana VAISMAN,1499.2760236324425,1,2019,ISR,23-Jul-98
Mariely SÁNCHEZ,1499.274722698141,3,2013,DOM,30-Dec-88
Alexandria ANDERSON,1499.268632155025,18,2016,USA,28-Jan-87
Charonda WILLIAMS,1499.257873530446,7,2015,USA,27-Mar-87
Rubie GABRIEL,1499.2294737994112,1,2013,PLW,22-Nov-94
Martina PRETELLI,1499.2219456723637,2,2013,SMR,28-Dec-88
Khamica BINGHAM,1499.2035113216061,3,2016,CAN,15-Jun-94
Karel Elodie ZIKETH,1499.1962986377844,1,2015,FRA,23-Sep-91
Jasmine TODD,1499.1923210892237,2,2015,USA,23-Dec-93
Pauline KWALEA,1499.1791805985629,1,2013,SOL,29-Feb-88
Montell DOUGLAS,1499.1685452555357,5,2012,GBR,24-Jan-86
Kabotaake ROMERI,1499.16405572125,1,2013,KIR,5-Aug-95
Lovelite DETENAMO,1499.151797786018,2,2013,NRU,22-Dec-93
Sheniqua FERGUSON,1499.1470643561183,7,2015,BAH,24-Nov-89
Natalia POHREBNIAK,1499.0797731062416,7,2016,UKR,19-Feb-88
Vladislava OVCHARENKO,1499.0578005941231,2,2013,TJK,18-Dec-86
Remona BURCHELL,1499.030569341573,1,2016,JAM,15-Sep-91
Jennifer MADU,1498.9892507073273,1,2016,NGR,23-Sep-94
Shaunae MILLER-UIBO,1498.9857169397037,2,2017,BAH,15-Apr-94
Cornnelly CALYDON,1498.96994287472,1,2015,FRA,24-Jul-89
Isidora JIMÉNEZ,1498.959774085562,1,2015,CHI,10-Aug-93
Shalonda SOLOMON,1498.9385422038308,12,2015,USA,19-Dec-85
Kateřina ČECHOVÁ,1498.8595846303836,3,2014,CZE,21-Mar-88
Desiree HENRY,1498.8444890410772,16,2017,GBR,26-Aug-95
Yee-Pui FONG,1498.8230742285123,2,2013,HKG,24-Dec-91
Viktoriya ZYABKINA,1498.758104453183,3,2016,KAZ,4-Sep-92
Eliecith PALACIOS,1498.7571464884086,1,2016,COL,15-Aug-87
