Athlete,Rating,Number Of Races
Sifan HASSAN,1558.5377043428707,1
Letesenbet GIDEY,1524.2783412806962,1
Agnes Jebet TIROP,1512.848876595257,1
Rosemary WANJIRU,1507.0311038077214,1
Hellen OBIRI,1503.458065442103,1
Senbere TEFERI,1501.0065722803834,1
Susan KRUMINS,1499.1919988573054,1
Marielle HALL,1497.7694064706488,1
Molly HUDDLE,1496.600400931939,1
Emily SISSON,1495.5995606769502,1
Hitomi NIIYA,1494.7097585875495,1
Camille BUSCOMB,1493.8894124135113,1
Ellie PASHLEY,1493.1050096373538,1
Sinead DIVER,1492.3258175251299,1
Stephanie TWELL,1491.5188335999464,1
Stella CHESANG,1490.6417891408719,1
Natasha WODAK,1489.6296325685269,1
Rachael Zena CHEBET,1488.3601669075497,1
Minami YAMANOUCHI,1486.5349071845299,1
Juliet CHEKWEL,1482.9626417491543,1
