Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Justin GATLIN,1637.9363765346004,45,2017,USA,10-Feb-82
Usain BOLT,1617.6704306662486,34,2017,JAM,21-Aug-86
Chijindu UJAH,1590.9196698394903,28,2017,GBR,5-Mar-94
Yohan BLAKE,1578.540242382921,26,2017,JAM,26-Dec-89
André DE GRASSE,1573.600541478103,12,2017,CAN,10-Nov-94
Ben Youssef MEITÉ,1563.278101721442,24,2017,CIV,11-Nov-86
Akani SIMBINE,1562.1513626704107,20,2017,RSA,21-Sep-93
Christian COLEMAN,1555.7492848188338,3,2017,USA,6-Mar-96
Jimmy VICAUT,1543.1802173217234,42,2017,FRA,27-Feb-92
Asafa POWELL,1541.8063193801747,35,2017,JAM,23-Nov-82
Jak Ali HARVEY,1532.7927567234808,13,2017,JAM,4-May-89
Bingtian SU,1530.8968648873342,19,2017,CHN,29-Aug-89
Ronnie BAKER,1529.3553636907764,4,2017,USA,15-Oct-93
Tyson GAY,1528.38906546994,22,2016,USA,9-Aug-82
Trayvon BROMELL,1515.4766826847545,6,2016,USA,10-Jul-95
Michael RODGERS,1514.0925215237417,62,2017,USA,24-Apr-85
Marvin BRACY,1513.8280340402516,7,2016,USA,15-Dec-93
Kemar BAILEY-COLE,1513.5938396509187,21,2015,JAM,10-Jan-92
Christophe LEMAITRE,1512.0900612727457,22,2016,FRA,11-Jun-90
Daniel BAILEY,1511.9292086942073,17,2016,ANT,9-Sep-86
Isiah YOUNG,1511.4235902709029,12,2017,USA,5-Jan-90
Ryota YAMAGATA,1509.7702580338569,5,2016,JPN,10-Jun-92
Reece PRESCOD,1509.200406055832,4,2017,GBR,29-Feb-96
Nesta CARTER,1508.7090383512636,54,2015,JAM,11-Oct-85
Femi OGUNODE,1508.653553092714,10,2017,QAT,15-May-91
Shuhei TADA,1507.9141323834613,2,2017,JPN,24-Jun-96
Kemarley BROWN,1505.809128860546,2,2016,BRN,20-Jul-92
Nickel ASHMEADE,1505.003439955675,20,2016,JAM,7-Apr-90
Ameer WEBB,1504.9675515060494,3,2016,USA,19-Mar-91
