Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Muktar EDRIS,1595.8933575394258,27,2019,ETH,14-Jan-94
Selemon BAREGA,1585.0135386752386,13,2019,ETH,20-Jan-00
Yomif KEJELCHA,1578.1334621512883,19,2019,ETH,1-Aug-97
Hagos GEBRHIWET,1564.5118357243136,33,2019,ETH,11-May-94
Telahun Haile BEKELE,1553.2830102600074,7,2019,ETH,13-May-99
Mo FARAH,1550.8963627134344,24,2017,GBR,23-Mar-83
Joshua CHEPTEGEI,1545.0122095405904,9,2019,UGA,12-Sep-96
Mohammed AHMED,1536.6657958137798,18,2019,CAN,5-Jan-91
Paul CHELIMO,1531.8870536412483,15,2019,USA,27-Oct-90
Jakob INGEBRIGTSEN,1529.439391615106,3,2019,NOR,19-Sep-00
Birhanu BALEW,1529.3428210083382,14,2019,BRN,27-Feb-96
Edward Zakayo PINGUA,1527.1996932577435,2,2019,KEN,25-Nov-01
Nicholas Kipkorir KIMELI,1518.3756619800274,6,2019,KEN,29-Sep-98
Jacob KROP,1516.7512555654937,2,2019,KEN,4-Jun-01
Isaac KIMELI,1511.9538599226457,3,2019,BEL,9-Mar-94
Bernard LAGAT,1508.056524420624,18,2016,USA,12-Dec-74
Geoffrey KAMWOROR,1506.9837181308399,3,2017,KEN,28-Nov-92
Ibrahim JEILAN,1505.3231079391417,7,2016,ETH,12-Jun-89
Caleb Mwangangi NDIKU,1504.7193420062295,13,2017,KEN,9-Oct-92
Thomas Pkemei LONGOSIWA,1504.6985735644446,32,2016,KEN,14-Jan-82
Andrew BUTCHART,1504.4556135298126,10,2019,GBR,14-Oct-91
Solomon BERIHU,1503.8302276753607,4,2019,ETH,2-Oct-99
Galen RUPP,1503.7949044342568,22,2015,USA,8-May-86
Justyn KNIGHT,1503.4890025012296,5,2019,CAN,19-Jul-96
Stanley Waithaka MBURU,1502.9571755101463,3,2019,KEN,9-Apr-00
Evan JAGER,1502.5606919891998,2,2016,USA,8-Mar-89
Yenew ALAMIREW,1502.3603682829757,30,2017,ETH,27-May-90
