Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Darvis PATTON,1498.2868013073228,5,2013,USA,4-Dec-77
Robin EREWA,1498.2755189100799,2,2015,GER,24-Jun-91
Carlos Rafael JORGE,1498.26625045234,1,2012,DOM,24-Sep-86
Ramone MCKENZIE,1498.236922213856,1,2013,JAM,15-Nov-90
Delano WILLIAMS,1498.0217977214274,3,2013,GBR,23-Dec-93
Ainsley WAUGH,1497.9260978316806,6,2011,JAM,17-Sep-81
Harry AIKINES-ARYEETEY,1497.83667978425,1,2012,GBR,29-Aug-88
Sergio RUIZ,1497.8240428410327,1,2013,ESP,21-Oct-89
Roudy MONROSE,1497.8079785260863,1,2011,HAI,26-Apr-78
Leeroy HENRIETTE,1497.7716475106654,1,2011,SEY,7-Jan-91
Khalilur RAHMAN,1497.7491553146335,1,2011,BAN,1-Feb-90
Calvin DASCENT,1497.7410467975176,1,2011,ISV,5-Apr-89
Holder Ocante DA SILVA,1497.7354240345858,1,2011,GBS,22-Jan-88
Ben BASSAW,1497.708226248968,1,2012,FRA,9-Jul-89
Serhiy SMELYK,1497.5838691456797,8,2015,UKR,19-Apr-87
Vyacheslav MURAVYEV,1497.512864625679,1,2012,KAZ,14-Jul-82
Christian REYES,1497.4188611305287,1,2012,CHI,5-Aug-86
Richard THOMPSON,1497.41601565895,3,2012,TTO,7-Jun-85
Arnaldo ABRANTES,1497.355370277994,2,2012,POR,27-Nov-86
José Carlos HERRERA,1497.2960618088448,1,2012,MEX,5-Feb-86
Trevorano MACKEY,1497.2912054486642,1,2012,BAH,5-Jan-92
Paul HESSION,1497.2701723253363,6,2012,IRL,27-Jan-83
Titus Kafunda MUKHALA,1497.1585973933313,1,2013,ZAM,3-Aug-93
Omar Jouma Bilal AL SALFA,1497.114743832698,2,2011,UAE,15-Oct-89
Marvin ANDERSON,1497.086430262394,11,2012,JAM,12-May-82
Patrick VAN LUIJK,1497.0832937975779,2,2012,NED,17-Sep-84
Lestrod ROLAND,1497.0512815530221,1,2013,SKN,5-Sep-92
Jan ŽUMER,1497.0337769217808,1,2013,SLO,9-Jun-82
Marek NIIT,1496.721814543468,2,2012,EST,9-Aug-87
Enrico DEMONTE,1496.6031677274543,1,2013,ITA,25-Sep-88
Méba-Mickaël ZEZE,1496.5531985902576,1,2013,FRA,19-May-94
Jidou EL MOCTAR,1496.3552089361378,1,2012,MTN,8-Jul-85
Ibrahim TURAY,1496.291638525598,1,2012,SLE,4-Sep-93
Maurice MITCHELL,1496.2820371380767,5,2013,USA,22-Dec-89
Joel REDHEAD,1496.275473493697,1,2012,GRN,3-Jul-86
Jean-Yves ESPARON,1496.2698914213693,1,2012,SEY,8-Aug-94
Terrel COTTON,1496.1182047904208,2,2015,USA,19-Jul-88
Kevin THOMPSON,1496.0767737528124,1,2013,JAM,5-Aug-86
Sandro Ricardo RODRIGUES VIANA,1496.0571404305501,2,2012,BRA,26-Mar-77
Ratu Banuve TABAKAUCORO,1496.0174320903666,1,2013,FIJ,4-Sep-92
Calesio NEWMAN,1495.991425925794,4,2013,USA,20-Aug-86
Reto Amaru SCHENKEL,1495.9830707804208,3,2012,SUI,28-Apr-88
Aleksandr KHYUTTE,1495.934921205458,1,2013,RUS,29-Sep-88
Julian FORTE,1495.900582899797,7,2015,JAM,7-Jan-93
Julius MORRIS,1495.8930404705347,1,2015,MNT,14-Apr-94
Tremaine HARRIS,1495.888750939775,3,2013,CAN,10-Feb-92
Jamial ROLLE,1495.8588110344476,1,2013,BAH,16-Apr-80
Mitchel DAVIS,1495.84498662525,1,2013,DMA,17-Aug-91
Jeffrey JOHN,1495.7220340611682,1,2015,FRA,6-Jun-92
Cruz Rolando PALACIOS,1495.7213910047874,2,2013,HON,3-May-87
Emmanuel CALLENDER,1495.7009095447293,4,2012,TTO,10-May-84
Aziz OUHADI,1495.5991266348483,2,2012,MAR,24-Jul-84
Hitjivirue KAANJUKA,1495.5689257397764,1,2013,NAM,29-Dec-87
Brandon BYRAM,1495.5434881567203,1,2014,USA,11-Sep-88
Ayman Mohammed AHMED SAID,1495.4690047468575,1,2013,EGY,10-Oct-88
Luguelín SANTOS,1495.4337506753527,1,2013,DOM,12-Nov-92
Aaron BROWN,1495.367979369958,5,2015,CAN,27-May-92
Shawn CRAWFORD,1495.222917629598,6,2012,USA,14-Jan-78
Tega ODELE,1495.0954145609776,1,2015,NGR,6-Dec-95
Mike MOKAMBA,1494.8477472926397,1,2015,KEN,28-Aug-94
Harry ADAMS,1494.6338260712757,2,2015,USA,27-Nov-89
Kenji FUJIMITSU,1494.4511673870252,3,2015,JPN,1-May-86
Nil DE OLIVEIRA,1494.2838196986784,2,2013,SWE,3-Sep-86
Dontae RICHARDS-KWOK,1494.1125870757246,1,2014,CAN,1-Mar-89
Didier KIKI,1494.0508644393856,1,2013,BEN,30-Nov-95
Bernardo BALOYES,1494.0294676170465,1,2013,COL,6-Jan-94
Yendountien TIEBEKABE,1493.936052234118,1,2013,TOG,18-Jan-91
Prezel HARDY,1493.8845111143407,1,2015,USA,1-Jun-92
Shota IIZUKA,1493.8211443739806,4,2014,JPN,25-Jun-91
Antoine ADAMS,1493.7423373332886,4,2015,SKN,31-Aug-88
Neddy MARIE,1493.7061354017846,1,2013,SEY,6-Feb-90
Courtney Carl WILLIAMS,1493.6150020851649,1,2013,VIN,31-Jan-91
Sean MCLEAN,1493.5903819020966,1,2014,USA,23-Mar-92
Chris CLARKE,1493.3809158721374,2,2015,GBR,25-Jan-90
Mario FORSYTHE,1493.3639070928089,11,2013,JAM,30-Oct-85
Carvin NKANATA,1492.896191694052,4,2015,KEN,6-May-91
Teray SMITH,1492.6253791779786,1,2015,BAH,28-Sep-94
Kei TAKASE,1492.2709528506725,5,2015,JPN,25-Nov-88
Eseosa Fostine DESALU,1492.141925594187,1,2015,ITA,19-Feb-94
Tatenda TSUMBA,1492.0718996335024,1,2015,ZIM,12-Nov-91
Brendon RODNEY,1491.9428021035155,2,2015,CAN,9-Apr-92
Jonathan BORLÉE,1491.8417092401687,2,2015,BEL,22-Feb-88
Trell KIMMONS,1491.8114723790463,3,2014,USA,13-Jul-85
Jaysuma SAIDY NDURE,1491.1195825053533,28,2015,NOR,1-Jul-84
Ryan BAILEY,1490.4845807015072,8,2014,USA,13-Apr-89
Gil ROBERTS,1490.4726899841094,1,2015,USA,15-Mar-89
Alex WILSON,1490.314839828221,6,2014,SUI,19-Sep-90
Jeremy DODSON,1489.885389077881,8,2015,USA,30-Aug-87
Sydney SIAME,1489.6562068639018,1,2015,ZAM,7-Oct-97
Charles SILMON,1489.558310134008,1,2015,USA,4-Jul-91
Phearath NGET,1489.5494918807412,1,2015,CAM,27-Mar-93
Adama JAMMEH,1489.299131347751,1,2015,GAM,10-Jun-93
Arnout MATTHIJS,1489.2393506031103,1,2015,BEL,10-Apr-87
Curtis MITCHELL,1489.2122253931298,13,2015,USA,11-Mar-89
Johan WISSMAN,1489.0875062673642,1,2015,SWE,2-Nov-82
Mohammed ABUKHOUSA,1488.8653866868003,1,2015,PLE,30-Dec-92
Diego MARANI,1488.560277973997,2,2015,ITA,27-Apr-90
Kyle GREAUX,1488.180772729284,2,2015,TTO,26-Apr-88
Daniel TALBOT,1487.8523385681465,6,2015,GBR,1-May-91
Zhenye XIE,1487.797210989173,4,2015,CHN,17-Aug-93
Luka RAKIĆ,1487.319062578354,2,2015,MNE,2-Aug-91
Sibusiso MATSENJWA,1487.1049605447834,3,2015,SWZ,2-May-88
Aldemir JUNIOR,1485.7377278897507,4,2015,BRA,8-Jun-92
Mauriel CARTY,1485.185705838841,1,2015,AIA,29-May-97
Beouch NGIRCHONGOR,1485.135456699137,1,2015,NMI,1994
Isiah YOUNG,1484.8996089313848,12,2015,USA,5-Jan-90
Tre HOUSTON,1484.8009785366949,1,2015,BER,23-Mar-90
Ameer WEBB,1483.5731875815095,2,2015,USA,19-Mar-91
Mosito LEHATA,1479.491616425982,5,2015,LES,8-Apr-89
Jerai TORRES,1479.3781171154346,2,2015,GIB,25-May-94
Ali LIAQAT,1478.8725688958575,2,2015,PAK,6-Aug-83
James ELLINGTON,1477.639271649953,15,2015,GBR,6-Sep-85
Karol ZALEWSKI,1470.4710369826194,7,2015,POL,7-Aug-93
