Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Kendra HARRISON,1642.6796167541265,10,2016,USA,18-Sep-92
Brianna MCNEAL,1626.4558712339258,21,2016,USA,18-Aug-91
Nia ALI,1563.0805223908865,24,2016,USA,23-Oct-88
Kristi CASTLIN,1555.9748690570218,24,2016,USA,7-Jul-88
Dawn HARPER-NELSON,1549.8412903988176,43,2016,USA,13-May-84
Jasmin STOWERS,1549.0291227660878,14,2016,USA,23-Sep-91
Danielle WILLIAMS,1548.1104485453936,6,2015,JAM,14-Sep-92
Cindy OFILI,1539.1305632691956,10,2016,GBR,5-Aug-94
Sharika NELVIS,1525.234691007428,11,2016,USA,10-May-90
Pedrya SEYMOUR,1519.4206331770874,3,2016,BAH,29-May-95
Queen HARRISON,1517.6283026377014,26,2016,USA,10-Sep-88
Noemi ZBÄREN,1516.4388348125062,9,2015,SUI,12-Mar-94
Shermaine WILLIAMS,1513.8342086665284,12,2016,JAM,4-Feb-90
Tiffany PORTER,1512.65018112984,58,2016,USA,13-Nov-87
Jasmine CAMACHO-QUINN,1512.3921689186368,1,2016,PUR,21-Aug-96
Kellie WELLS,1511.871442196919,29,2013,USA,16-Jul-82
Cindy ROLEDER,1511.8159993671475,19,2016,GER,21-Aug-89
Tobi AMUSAN,1510.6313455060408,2,2016,NGR,23-Apr-97
Lolo JONES,1507.4717662152907,24,2015,USA,5-Aug-82
Mathilde RAIBAUT,1504.3879958026678,1,2015,FRA,18-Apr-92
Eefje BOONS,1504.2105421252377,1,2015,NED,18-Jul-94
Danielle CARRUTHERS,1504.0174839679662,28,2012,USA,22-Dec-79
Virginia CRAWFORD,1503.8191247481207,21,2013,USA,7-Sep-83
Isabelle PEDERSEN,1503.3134427700397,12,2016,NOR,27-Jan-92
Pamela DUTKIEWICZ,1502.5913490269475,2,2016,GER,28-Sep-91
Franziska HOFMANN,1502.169736408268,1,2014,GER,27-Mar-94
Tatyana DEMENTYEVA,1502.1611539313378,8,2013,RUS,8-May-81
Nadine VISSER,1502.1594655332215,3,2016,NED,9-Feb-95
Sally PEARSON,1502.0668841471033,38,2016,AUS,19-Sep-86
Priscilla SCHLIEP,1501.6570188463752,18,2012,CAN,26-Aug-82
Nina MOROZOVA,1501.4860709390673,2,2015,RUS,3-Apr-89
Sara AERTS,1501.4652374131133,1,2013,BEL,25-Jan-84
Abigail LEWIS,1501.063712799727,1,2015,JAM,7-May-93
Gnima FAYE,1501.0204679392414,2,2013,SEN,17-Nov-84
Linda ZÜBLIN,1500.9953014389005,2,2015,SUI,21-Mar-86
Brigitte Ann FOSTER-HYLTON,1500.8543852811763,8,2012,JAM,7-Nov-74
Yuliya KONDAKOVA,1500.8362485858265,6,2013,RUS,4-Dec-81
Christina VUKICEVIC,1500.8150122618772,12,2012,NOR,18-Jun-87
Christina MANNING,1500.569414342472,2,2012,USA,29-May-90
Lisa URECH,1500.2850460062348,7,2012,SUI,27-Jul-89
Michelle PERRY,1500.0787730439952,1,2012,USA,1-May-79
Indira SPENCE,1500.0101771305576,2,2011,JAM,8-Sep-86
Derval O'ROURKE,1499.9586352179545,7,2012,IRL,28-May-81
Nichole DENBY,1499.8062067692922,5,2011,USA,10-Oct-82
Nataliya IVONINSKAYA,1499.7741273827482,2,2011,KAZ,22-Feb-85
Aleksandra ANTONOVA,1499.7675831201518,2,2011,RUS,24-Mar-80
Candice PRICE,1499.7486949578115,1,2011,USA,26-Oct-85
Jana SOTÁKOVÁ,1499.694699989735,1,2013,CZE,25-Apr-93
Vonette DIXON,1499.6509114939809,9,2011,JAM,26-Nov-75
Marie HAGLE,1499.6440407611105,2,2011,NOR,17-Feb-87
Perdita FELICIEN,1499.636099304324,16,2012,CAN,29-Aug-80
Louise WOOD,1499.5608034613256,1,2011,GBR,13-May-83
Elisabeth DAVIN,1499.5234665239009,1,2010,BEL,3-Jun-81
Yawei SUN,1499.4977896922246,3,2012,CHN,17-Oct-87
Anay TEJEDA,1499.4671499589351,1,2010,CUB,3-Apr-83
Celriece LAW,1499.3970687131841,1,2011,USA,2-Sep-86
Alice DECAUX,1499.383415534663,1,2012,FRA,10-Apr-85
Ashley HELSBY,1499.3754672632103,1,2011,GBR,1-Jul-90
Carolin DIETRICH,1499.3537397484588,5,2012,GER,26-Feb-85
Latoya GREAVES,1499.3395696632788,1,2012,JAM,31-May-86
Eline BERINGS,1499.3112913941634,4,2012,BEL,28-May-86
Audrey CIREDEM,1499.300617141676,1,2015,FRA,30-Apr-95
Eveline REBSAMEN,1499.282425160207,1,2013,SUI,8-Apr-94
Loreal SMITH,1499.2653024112942,3,2012,USA,12-Oct-85
Phylicia GEORGE,1499.2363303890243,24,2016,CAN,16-Nov-87
