Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Eunice Jepkoech SUM,1605.1663131512455,10,2013,KEN,10-Apr-88
Francine NIYONSABA,1592.9435865868654,8,2013,BDI,5-May-93
Pamela JELIMO,1546.3729150236109,11,2012,KEN,5-Dec-89
Brenda MARTINEZ,1545.1660858857176,7,2013,USA,8-Sep-87
Alysia MONTAÑO,1542.7213167661089,23,2013,USA,23-Apr-86
Caster SEMENYA,1542.4230988396685,15,2013,RSA,7-Jan-91
Yekaterina POISTOGOVA,1536.531333362739,9,2013,RUS,1-Mar-91
Jennifer MEADOWS,1525.6342435123702,13,2011,GBR,17-Apr-81
Janeth JEPKOSGEI,1525.5774826383272,21,2013,KEN,13-Dec-83
Ophelie SEXTIUS,1518.75,1,2013,FRA,21-Feb-94
Halima HACHLAF,1517.189317054564,12,2013,MAR,6-Sep-88
Mariya SAVINOVA,1516.758100517967,2,2013,RUS,13-Aug-85
Kenia SINCLAIR,1515.298533774312,10,2011,JAM,14-Jul-80
Rowena COLE,1515.2764285714286,1,2012,GBR,13-Jan-92
Fantu MAGISO,1514.5062914317273,9,2013,ETH,9-Jun-92
Yelena KOFANOVA,1514.0635369106556,3,2012,RUS,8-Aug-88
Jessica JUDD,1512.714961315769,3,2013,GBR,7-Jan-95
Ajee WILSON,1510.5144610458992,8,2013,USA,8-May-94
Nataliya LUPU,1508.7063581685188,9,2013,UKR,14-Nov-87
Molly LUDLOW,1508.5507956550375,7,2012,USA,4-Aug-87
Rose Mary ALMANZA,1506.9687928884064,4,2013,CUB,13-Jul-92
Malika AKKAOUI,1506.9273520928014,14,2013,MAR,25-Dec-87
Rosibel GARCÍA,1505.8945105395878,4,2012,COL,13-Feb-81
Anna BALAKSHINA,1505.0405142857144,1,2010,RUS,22-Nov-86
Claire TARPLEE,1504.9778021664572,1,2012,IRL,22-Sep-88
Alice SCHMIDT,1504.4602041845392,5,2012,USA,3-Oct-81
Liliya LOBANOVA,1504.1094631175704,2,2011,UKR,14-Oct-85
Maggie VESSEY,1503.9891421313446,11,2012,USA,23-Dec-81
Stephanie MICHEA,1502.6672618895782,1,2013,FRA,21-Oct-78
Laura MUIR,1502.2021091442598,2,2013,GBR,9-May-93
Nancy Jebet LANGAT,1502.133847755616,1,2010,KEN,22-Aug-81
Phillipa AUKETT,1501.5653519363464,1,2012,GBR,9-Sep-84
Kate GRACE,1501.4229223774523,1,2013,USA,24-Oct-88
Morgan UCENY,1500.384096738224,2,2011,USA,10-Mar-85
Christin WURTH-THOMAS,1500.295264411201,1,2010,USA,11-Jul-80
Angela PETTY,1499.7892659150139,2,2013,NZL,16-Aug-91
Tara BIRD,1499.7881202371723,1,2012,GBR,22-Jul-87
Lisa DOBRISKEY,1499.4165144337928,1,2010,GBR,23-Dec-83
Genzeb SHUMI,1499.1921581812853,2,2012,BRN,29-Jan-91
Yelena KOTULSKAYA,1499.1416338039026,3,2013,RUS,8-Aug-88
Celia TAYLOR,1499.1164795985005,1,2010,GBR,22-Jan-77
Yuneysi SANTIUSTI,1499.019642647116,5,2012,CUB,24-Dec-84
Victoria GRIFFITHS,1498.9437683952156,1,2010,GBR,9-Oct-84
Marilyn OKORO,1498.9166242440338,16,2013,GBR,23-Sep-84
Lucia HRIVNÁK,1498.8116474974222,7,2012,SVK,20-Nov-83
Mary CAIN,1498.7157105892315,1,2013,USA,3-May-96
Annet NEGESA,1498.7111975982302,2,2011,UGA,24-Apr-92
Hellen OBIRI,1498.6547160109162,1,2011,KEN,13-Dec-89
Adelle TRACEY,1498.632505699567,1,2012,GBR,27-May-93
Daniela REINA,1498.627317761587,1,2010,ITA,15-May-81
Nikki HAMBLIN,1498.589379066419,1,2011,NZL,20-May-88
Elisa CUSMA,1498.4564514408485,3,2010,ITA,24-Jul-81
Phoebe WRIGHT,1498.452951158597,3,2011,USA,30-Aug-88
Erica MOORE,1498.3614055725777,1,2012,USA,25-Mar-88
Renata PLIŚ,1498.36097324252,2,2011,POL,5-Feb-85
Hazel CLARK,1498.3261467783645,1,2010,USA,3-Oct-77
Yong LI,1498.3029212966908,1,2010,CHN,18-Jun-88
Shannon ROWBURY,1498.28610354191,1,2010,USA,19-Sep-84
Luiza GEGA,1498.1700732733898,1,2011,ALB,5-Nov-88
Hind DEHIBA CHAHYD,1498.1186227126047,2,2011,FRA,17-Mar-79
Nelly JEPKOSGEI,1498.0048666534326,1,2013,KEN,14-Jul-91
Anna WILLARD,1497.9486530762133,6,2012,USA,31-Mar-84
Andrea FERRIS,1497.7662886405346,1,2012,PAN,21-Sep-87
Hannah BROOKS,1497.7540152128754,1,2012,GBR,25-Jun-88
Heather KAMPF,1497.7116094261555,1,2011,USA,19-Jan-87
Haiyan ZHOU,1497.6043346487754,1,2010,CHN,3-Jan-90
Susan KRUMINS,1497.6043346487754,1,2010,NED,8-Jul-86
Angelika CICHOCKA,1497.5520616085805,3,2012,POL,15-Mar-88
Siham HILALI,1497.2170723217382,1,2013,MAR,2-May-86
Ewelina SĘTOWSKA-DRYK,1497.1022283089146,2,2011,POL,5-Mar-80
Alison LEONARD,1496.986732619349,1,2012,GBR,17-Mar-90
Nadia SOUFFOY,1496.930267603381,1,2013,FRA,22-Feb-90
Abeba AREGAWI,1496.9087618915155,1,2013,SWE,5-Jul-90
Marina ARZAMASOVA,1496.6991929983324,7,2013,BLR,17-Dec-87
Yeon-jung HUH,1496.6593336714946,1,2011,KOR,29-Oct-80
Hilary STELLINGWERFF,1496.5624943226035,1,2012,CAN,7-Aug-81
Yuliya KREVSUN,1496.4932013352586,4,2011,UKR,8-Dec-80
Lemlem BEREKET,1496.3581965849023,1,2011,CAN,10-Dec-87
