Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Allyson FELIX,1629.8426655863636,16,2012,USA,18-Nov-85
Veronica CAMPBELL-BROWN,1580.0367269666253,8,2012,JAM,15-May-82
Carmelita JETER,1571.8744894783804,13,2012,USA,24-Nov-79
Shelly-Ann FRASER-PRYCE,1552.359972716884,5,2012,JAM,27-Dec-86
Charonda WILLIAMS,1542.1271276860218,10,2012,USA,27-Mar-87
Murielle AHOURÉ,1541.7223345737102,6,2012,CIV,23-Aug-87
Sanya RICHARDS-ROSS,1540.6610173966728,5,2012,USA,26-Feb-85
Bianca KNIGHT,1531.90251287223,18,2012,USA,2-Jan-89
Myriam SOUMARE,1529.170600280996,10,2012,FRA,29-Oct-86
Mariya RYEMYEN,1523.7223433007211,8,2012,UKR,2-Aug-87
Shalonda SOLOMON,1517.8812657733474,10,2011,USA,19-Dec-85
LaVerne JONES-FERRETTE,1513.229663137385,2,2012,ISV,16-Sep-81
Anneisha MCLAUGHLIN-WHILBY,1510.0135644470045,8,2012,JAM,6-Jan-86
Blessing OKAGBARE-IGHOTEGUONOR,1505.6177102198935,3,2012,NGR,9-Oct-88
Marshevet HOOKER,1505.112930384113,1,2011,USA,25-Sep-84
Abiodun OYEPITAN,1504.6405592848428,5,2012,GBR,30-Dec-79
Hrystyna STUY,1504.5330163050908,6,2012,UKR,3-Feb-88
Lea SPRUNGER,1503.34250002634,1,2012,SUI,5-Mar-90
Yelizaveta BRYZGINA,1503.2695905473315,5,2012,UKR,28-Nov-89
Dafne SCHIPPERS,1502.7768259664924,2,2011,NED,15-Jun-92
Rose-Marie WHYTE-ROBINSON,1502.0220977217364,1,2010,JAM,8-Sep-86
Maria BELIMPASAKI,1501.5824441869518,1,2012,GRE,19-Jun-91
Kerron STEWART,1501.260163709549,9,2012,JAM,16-Apr-84
Jeneba TARMOH,1500.8335870755511,4,2012,USA,27-Sep-89
Olesya POVH,1500.6729013865606,1,2011,UKR,18-Oct-87
Kai SELVON,1500.4661807966013,4,2012,TTO,13-Apr-92
Ivet LALOVA-COLLIO,1500.4174044338056,5,2012,BUL,18-May-84
Anthonique STRACHAN,1500.0407552255092,4,2012,BAH,22-Aug-93
Anyika ONUORA,1500.0042917310952,4,2012,GBR,28-Oct-84
Patricia HALL,1499.7900331032074,1,2011,JAM,16-Oct-82
