Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Janelle REDHEAD,1499.619981080291,4,2012,GRN,27-Dec-89
Mikele BARBER,1499.5996835098026,1,2012,USA,4-Oct-80
Alexandria ANDERSON,1499.3779276149412,1,2011,USA,28-Jan-87
Christine AMERTIL,1499.0434180532616,1,2010,BAH,18-Aug-79
Nivea SMITH,1498.509771023479,2,2011,BAH,18-Feb-90
Sherone SIMPSON,1498.0997838658514,13,2012,JAM,12-Aug-84
Ashlee KIDD,1497.9947598244078,1,2010,USA,26-Jul-85
LaShauntea MOORE,1497.9545255115409,4,2012,USA,31-Jul-83
Natalie KNIGHT,1497.8808198587485,1,2010,USA,24-Oct-86
Ana Claudia LEMOS,1497.7936263171987,3,2012,BRA,6-Nov-88
Christy UDOH,1497.7824203162436,1,2012,NGR,30-Sep-91
Samantha HENRY-ROBINSON,1497.4222834042027,2,2012,JAM,25-Sep-88
Endurance ABINUWA,1497.344638374319,1,2011,NGR,31-Jul-87
Olivia BORLÉE,1497.204004650364,1,2010,BEL,10-Apr-86
Ebonie FLOYD,1497.1834717432275,1,2010,USA,21-Oct-83
Kelly-Ann BAPTISTE,1496.9415711170254,3,2010,TTO,14-Oct-86
Moa HJELMER,1496.8402450839417,1,2011,SWE,19-Jun-90
Ezinne OKPARAEBO,1496.7511133543885,1,2012,NOR,3-Mar-88
Evelyn Carolina de Oliveira DOS SANTOS,1496.7469105161806,2,2012,BRA,11-Apr-85
Cydonie MOTHERSILL,1496.4258545107305,5,2011,CAY,19-Mar-78
Mariely SÁNCHEZ,1496.2368882852766,1,2012,DOM,30-Dec-88
Lina JACQUES-SEBASTIEN,1496.0780640336193,1,2010,FRA,10-May-85
Monica HARGROVE,1496.0729178666643,1,2010,USA,30-Dec-82
Jessica ENNIS-HILL,1495.9278646420807,1,2010,GBR,28-Jan-86
Crystal EMMANUEL,1495.5750064145786,2,2012,CAN,27-Nov-91
Jodie WILLIAMS,1495.5614163447872,1,2011,GBR,28-Sep-93
Vanda FERREIRA GOMES,1495.543711016588,1,2011,BRA,7-Nov-88
Porscha LUCAS,1495.399720064716,2,2010,USA,18-Jun-88
Emily FREEMAN,1495.2030595069032,2,2010,GBR,24-Nov-80
Yelizaveta DEMIROVA,1495.1671238855097,4,2012,RUS,14-Aug-87
Libania GRENOT,1494.9725289148541,1,2012,ITA,12-Jul-83
Norma GONZÁLEZ,1494.4388122361659,1,2012,COL,11-Aug-82
Gloria HOOPER,1494.1938261366927,1,2012,ITA,3-Mar-92
Sheri-Ann BROOKS,1494.0073182804567,3,2012,JAM,11-Feb-83
Stephanie DURST,1493.5786571072363,1,2011,USA,6-Jan-82
Phumlile Sibonakele NDZINISA,1493.4083857829364,1,2011,SWZ,21-Aug-92
Natalya RUSAKOVA,1493.3995908770817,1,2012,RUS,12-Dec-79
Natalia POHREBNIAK,1493.3473546209057,1,2011,UKR,19-Feb-88
Kimberly HYACINTHE,1493.2692495360309,1,2011,CAN,28-Mar-89
Tiffany TOWNSEND,1493.0229011974716,2,2012,USA,14-Jun-89
Maryam TOOSI,1492.9880580409558,1,2011,IRI,5-Dec-88
Mary WINEBERG,1492.864225642471,1,2012,USA,3-Jan-80
Yuliya GUSHCHINA,1492.7280677463636,2,2011,RUS,4-Mar-83
Yongli WEI,1492.527648966736,1,2012,CHN,11-Oct-91
Andreea OGRĂZEANU,1491.502412598138,1,2012,ROU,24-Mar-90
Aleksandra FEDORIVA-SPAYER,1491.3770025148347,9,2012,RUS,13-Sep-88
Gloria ASUMNU,1491.275014656696,1,2012,NGR,22-May-85
Margaret ADEOYE,1491.0380489386916,3,2012,GBR,22-Apr-85
Erika Belinda CHÁVEZ,1490.747088699908,1,2012,ECU,4-Jun-90
Afa ISMAIL,1489.845383367377,1,2011,MDV,1-Nov-93
Candyce MCGRONE,1489.7715380934628,1,2012,USA,24-Mar-89
Mary Jane VINCENT,1489.6803311298959,1,2011,MRI,25-Jan-88
Hanne CLAES,1489.6018344004306,1,2012,BEL,4-Aug-91
Shan JIANG,1489.4889068451112,1,2012,CHN,4-Feb-91
Fanny SHONOBI,1489.4851024456793,1,2011,GAM,4-Aug-87
Folake AKINYEMI,1489.143188343651,1,2012,NOR,31-Mar-90
Johanna DANOIS,1488.9784773208255,1,2012,FRA,4-Apr-87
Aliann Tabitha POMPEY,1488.832998174415,1,2012,GUY,9-Mar-78
Nercely SOTO,1488.3433346654379,1,2012,VEN,23-Aug-90
Natasha HASTINGS,1488.3382185475996,2,2012,USA,23-Jul-86
Eleni ARTYMATA,1488.268642658153,2,2012,CYP,16-May-86
Vida ANIM,1488.2277646298066,1,2012,GHA,7-Dec-83
Kirsten NIEUWENDAM,1487.8370756010604,1,2012,SUR,26-Aug-91
Allison PETER,1486.3477368225535,4,2012,ISV,14-Jul-92
Aleen BAILEY,1485.3137982679918,4,2012,JAM,25-Nov-80
Anna KIEŁBASIŃSKA,1485.0395171875052,2,2012,POL,26-Jun-90
Debbie FERGUSON-MCKENZIE,1484.7452517093402,16,2012,BAH,16-Jan-76
Viktoriya ZYABKINA,1484.543706407296,2,2012,KAZ,4-Sep-92
Nelky CASABONA,1484.4806494796453,3,2012,CUB,12-May-84
Consuella MOORE,1483.6930740622126,4,2011,USA,29-Aug-81
Ndeye SOUMAH FATOU,1483.4096906608884,1,2012,SEN,6-Apr-86
Greta TASLAKIAN,1482.9554060041874,1,2012,LBN,16-Aug-85
Vladislava OVCHARENKO,1482.764542777475,1,2012,TJK,18-Dec-86
Chisato FUKUSHIMA,1482.5612832186725,3,2012,JPN,27-Jun-88
Luan GABRIEL,1482.1602660188623,1,2012,DMA,3-May-96
Seyha CHAN,1474.1109715750208,2,2012,CAM,8-Sep-94
Hinkissia Albertina NDIKERT,1473.135258978928,2,2012,CHA,15-Sep-92
