Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Asbel KIPROP,1593.2060670040692,40,2016,KEN,30-Jun-89
Matthew CENTROWITZ,1586.244233935501,26,2016,USA,18-Oct-89
Taoufik MAKHLOUFI,1578.3793119866348,22,2016,ALG,29-Apr-88
Timothy CHERUIYOT,1566.8368319413935,5,2016,KEN,20-Nov-95
Elijah Motonei MANANGOI,1558.0607695124702,10,2016,KEN,5-Jan-93
Abdelaati IGUIDER,1556.8097256832727,34,2016,MAR,25-Mar-87
Ayanleh SOULEIMAN,1553.517160379627,16,2016,DJI,3-Dec-92
Silas KIPLAGAT,1544.29113130028,38,2016,KEN,20-Aug-89
Nick WILLIS,1541.9829776171555,23,2016,NZL,25-Apr-83
Ronald KWEMOI,1536.7195201663103,8,2016,KEN,19-Sep-95
Robert BIWOTT,1516.4370592346431,7,2016,KEN,28-Jan-96
Mohammed MOUSSAOUI,1516.3044595873062,1,2015,FRA,23-Dec-90
James Kiplagat MAGUT,1513.5587541365012,10,2016,KEN,20-Jul-90
Ryan GREGSON,1512.0372670150136,19,2016,AUS,26-Apr-90
Ben BLANKENSHIP,1509.3865203411378,5,2016,USA,15-Dec-88
Mo FARAH,1507.8759045698466,3,2016,GBR,23-Mar-83
Nathan BRANNEN,1506.9682070365948,10,2016,CAN,8-Sep-82
Hillary Cheruiyot NGETICH,1506.8133809468845,4,2016,KEN,15-Sep-95
Mekonnen GEBREMEDHIN,1506.166965050183,33,2016,ETH,11-Oct-88
Hicham BENGHERDA,1505.8706415584415,1,2013,ALG,1-Apr-83
Thomas FONTENELLE,1505.7821953087332,1,2015,FRA,12-Jan-87
Aman WOTE,1504.275700227704,17,2016,ETH,18-Apr-84
Johan CRONJE,1503.1462614955672,11,2015,RSA,13-Apr-82
Amine LAALOU,1502.8044668357832,5,2011,MAR,13-May-82
Caleb Mwangangi NDIKU,1502.433778390664,7,2015,KEN,9-Oct-92
Cyril VINCENT-VIRY,1502.3016842860266,1,2015,FRA,28-Oct-89
Manuel OLMEDO,1502.2961173206359,5,2011,ESP,17-May-83
Nicholas Kiptanui KEMBOI,1502.172561332647,6,2012,KEN,18-Dec-89
Tarik THABET,1502.0822054029231,1,2013,FRA,20-Feb-80
Filip INGEBRIGTSEN,1501.6052649879348,2,2016,NOR,20-Apr-93
Hillary Kipkorir MAIYO,1501.0003482178322,1,2011,KEN,2-Oct-93
Nixon Kiplimo CHEPSEBA,1500.837347280391,24,2015,KEN,12-Dec-90
Taoufick MANAR,1500.8285304706424,1,2013,FRA,10-Sep-88
David TORRENCE,1500.739986417414,2,2012,USA,26-Nov-85
Sylvain QUIRION,1500.6698956463224,2,2015,FRA,8-Jun-88
Imad TOUIL,1500.4969698798072,1,2011,ALG,11-Feb-89
Lopez LOMONG,1500.496719859103,6,2013,USA,1-Jan-85
Yusuf Saad KAMEL,1500.4680905659775,2,2011,BRN,29-Mar-83
