Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Kaliese SPENCER,1587.6354921347172,7,2010,JAM,6-May-87
Lashinda DEMUS,1556.0766757289514,4,2010,USA,10-Mar-83
Zuzana HEJNOVÁ,1521.6247464401893,4,2010,CZE,19-Dec-86
Natalya ANTYUKH,1506.8029612005512,5,2010,RUS,26-Jun-81
Anastasiya RABCHENYUK,1498.8968670619538,1,2010,UKR,14-Sep-83
Perri SHAKES-DRAYTON,1497.7532837076583,1,2010,GBR,21-Dec-88
Anna JESIEŃ,1497.2795703821894,2,2010,POL,10-Dec-78
Melaine WALKER,1496.9158583607114,1,2010,JAM,1-Mar-83
Satomi KUBOKURA,1493.8439942798875,1,2010,JPN,27-Apr-82
Eilidh DOYLE,1493.5346541542087,3,2010,GBR,20-Feb-87
Nicole LEACH,1493.3347991430196,2,2010,USA,18-Jul-87
Queen HARRISON,1492.5168732382895,1,2010,USA,10-Sep-88
Fawn DORR,1492.3493338634414,1,2010,USA,19-Apr-87
Ajoke ODUMOSU,1491.9377634698326,4,2010,NGR,27-Oct-87
Josanne LUCAS,1491.8438316679612,3,2010,TTO,14-May-84
Angela MOROŞANU,1490.82129097409,3,2010,ROU,26-Jul-86
Sheena JOHNSON-TOSTA,1489.6242937897648,5,2010,USA,1-Oct-82
Manuela GENTILI,1489.239231755142,1,2010,ITA,7-Feb-78
Ebony COLLINS,1489.1062744540209,1,2010,USA,11-Mar-89
Yevgeniya ISAKOVA,1484.2796838211214,2,2010,RUS,27-Nov-78
Nickiesha WILSON,1481.7515601907521,2,2010,JAM,28-Jul-86
Dominique DARDEN,1462.8309601815458,4,2010,USA,9-Dec-83
