Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
David Kiprotich BETT,1494.7735155305468,2,2012,KEN,18-Oct-92
Nick MCCORMICK,1494.7504946729364,1,2012,GBR,11-Sep-81
Kaan Kigen ÖZBILEN,1494.5939608481335,3,2011,KEN,15-Jan-86
Chris THOMPSON,1494.5144281527337,3,2011,GBR,17-Apr-81
Josphat Kipkoech BETT,1494.418096560477,3,2011,KEN,12-Jun-90
Adrian BLINCOE,1494.4022421892714,1,2012,NZL,4-Nov-79
Scott BAUHS,1494.3827556340639,1,2011,USA,11-May-86
Hunegnaw MESFIN,1494.1295201673624,1,2011,ETH,31-Jan-89
Gerard GAHUNGU,1493.9794403998999,1,2011,BDI,5-May-89
Sondre Nordstad MOEN,1493.9572979968493,2,2011,NOR,12-Jan-91
Leonard Patrick KOMON,1493.9068459755986,3,2010,KEN,10-Jan-88
Jake ROBERTSON,1493.7082094517305,2,2011,NZL,14-Nov-89
Arne GABIUS,1493.5158581564383,3,2012,GER,22-Mar-81
Moses Ndiema MASAI,1493.4623373920576,3,2012,KEN,1-Jun-86
Kazuya WATANABE,1493.3298948050979,1,2011,JPN,7-Jul-87
Moses Ndiema KIPSIRO,1493.0643687469133,8,2012,UGA,2-Sep-86
Hassan HIRT,1492.9204586107078,1,2012,FRA,16-Jan-80
Andy VERNON,1492.817368258069,2,2011,GBR,7-Jan-86
Olivier IRABARUTA,1492.5245608230919,1,2012,BDI,25-Aug-90
Seung-ho BAEK,1492.428355718911,1,2011,KOR,16-Dec-90
Goitom KIFLE,1492.2318377344359,1,2011,ERI,3-Dec-93
Titus Kipjumba MBISHEI,1492.224818252852,3,2011,KEN,28-Oct-90
James Kwalia C'KURUI,1492.0292840086156,2,2012,QAT,12-Jun-84
Aziz LAHBABI,1491.7648758974099,1,2012,MAR,3-Feb-91
Abraham KIPLIMO,1490.9179337637224,2,2012,UGA,14-Apr-89
Christian NGNINGBA,1490.68106027914,1,2011,GAB,30-Dec-84
Yohan DURAND,1490.5789930015892,1,2012,FRA,14-May-85
Leonard KORIR,1490.3794707092225,1,2012,KEN,10-Dec-86
Chesari Kirui JACOB,1490.368731021131,3,2012,KEN,6-Apr-84
Amanuel MESEL,1490.2907189675884,4,2012,ERI,29-Dec-90
Matt TEGENKAMP,1490.242935942067,3,2012,USA,19-Jan-82
Abdishakor Nagea ABDULLE,1490.177023465993,1,2011,SOM,23-Jun-93
Polat Kemboi ARIKAN,1490.0916039304661,2,2012,TUR,12-Dec-90
Kidane TADESSE,1489.7415360740977,1,2012,ERI,31-Aug-87
Teklemariam MEDHIN,1489.72571331288,4,2012,ERI,24-Jun-89
David MCNEILL,1489.5915625292423,2,2012,AUS,6-Oct-86
Ben ST. LAWRENCE,1489.5600280701046,2,2012,AUS,7-Nov-81
Albert ROP,1489.5116755821755,3,2012,KEN,17-Jul-92
Elroy GELANT,1489.0231097160968,2,2012,RSA,25-Aug-86
Yuki SATO,1488.9454932039512,2,2012,JPN,26-Nov-86
Serhiy LEBID,1488.763756841211,1,2012,UKR,15-Jul-75
Daniel Lemashon SALEL,1488.3729146398637,4,2012,KEN,11-Dec-90
Lucas Kimeli ROTICH,1488.1237617996849,8,2012,KEN,16-Apr-90
Soufiyan BOUQANTAR,1487.9230792923863,1,2012,MAR,30-Aug-93
Rabah ABOUD,1486.9043647025746,2,2012,ALG,1-Jan-81
Javier CARRIQUEO,1486.6982331574534,2,2012,ARG,29-May-79
Vincent Kipsegechi YATOR,1486.6046111729925,5,2012,KEN,11-Jul-89
Yitayal Atnafu ZERIHUN,1486.5752013243496,3,2012,ETH,20-Jan-93
Moses KIBET,1486.1889180638427,2,2012,UGA,23-Mar-91
Abudllah Abdulaziz AL JOUD,1485.4200043878968,1,2012,KSA,10-Jul-75
Geofrey KUSURO,1484.757174002404,2,2012,UGA,12-Feb-89
Rene HERRERA,1483.7556852847738,1,2012,PHI,24-May-79
Craig MOTTRAM,1483.4068600671376,7,2012,AUS,18-Jun-80
Collis BIRMINGHAM,1483.2640679059418,9,2012,AUS,27-Dec-84
Ruben SANCA,1482.3205953728407,1,2012,CPV,13-Dec-86
Sindre BURAAS,1480.2659745367728,3,2012,NOR,8-May-89
Alistair Ian CRAGG,1477.8624147355868,8,2012,IRL,13-Jun-80
