Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Mo FARAH,1655.4026060297504,10,2012,GBR,23-Mar-83
Dejen GEBREMESKEL,1598.9370253589962,12,2012,ETH,24-Nov-89
Isiah Kiplangat KOECH,1579.5969469418746,10,2012,KEN,19-Dec-93
Thomas Pkemei LONGOSIWA,1558.9053648968115,13,2012,KEN,14-Jan-82
Bernard LAGAT,1554.8661249792553,8,2012,USA,12-Dec-74
Hagos GEBRHIWET,1550.8173441546228,5,2012,ETH,11-May-94
Imane MERGA,1547.761756928702,15,2012,ETH,15-Oct-88
Vincent Kiprop CHEPKOK,1528.2993849691964,10,2012,KEN,5-Jul-88
Galen RUPP,1519.2786411736652,9,2012,USA,8-May-86
Tariku BEKELE,1518.8528132475953,12,2012,ETH,28-Feb-87
Hayle IBRAHIMOV,1515.851573418241,2,2012,AZE,18-Jan-90
Abdelaati IGUIDER,1515.7442256645081,2,2012,MAR,25-Mar-87
John KIPKOECH,1510.825082781508,4,2012,KEN,29-Dec-91
Eliud KIPCHOGE,1510.7140988932958,12,2012,KEN,5-Nov-84
Juan Luis BARRIOS,1506.1108844278306,5,2012,MEX,24-Jun-83
Lopez LOMONG,1505.106583374542,3,2012,USA,1-Jan-85
Kenenisa BEKELE,1504.3505344507198,4,2012,ETH,13-Jun-82
Chris SOLINSKY,1503.718250165416,4,2010,USA,5-Dec-84
Yenew ALAMIREW,1503.2754988832507,9,2012,ETH,27-May-90
Sammy Alex MUTAHI,1501.393131028683,2,2010,KEN,1-Jun-89
Brandon BETHKE,1501.0611883441113,1,2011,USA,19-Jan-87
Yigrem DEMELASH,1500.9445094549892,2,2012,ETH,26-Jan-94
Sileshi SIHINE,1500.3811844193158,2,2012,ETH,29-Jan-83
Essa Ismail RASHED,1500.1043007137318,1,2010,QAT,14-Dec-86
Edwin Cheruiyot SOI,1499.8402521557523,6,2012,KEN,3-Mar-86
Jesús ESPANA,1499.7496296730267,4,2011,ESP,21-Aug-78
Daniele MEUCCI,1499.6208494673206,3,2012,ITA,7-Oct-85
Alemayehu BEZABEH,1499.592412742522,1,2010,ESP,22-Sep-86
Dathan RITZENHEIN,1499.5414702376231,1,2012,USA,30-Dec-82
Ahmad Hassan ABDULLAH,1498.916954019946,1,2010,QAT,4-Apr-81
Geoffrey KAMWOROR,1498.6944965105763,1,2011,KEN,28-Nov-92
Saif Saaeed SHAHEEN,1498.642536404876,1,2010,QAT,15-Oct-82
Bekana DABA,1498.5236983399218,3,2010,ETH,29-Jul-88
Bilisuma Shugi GELASSA,1498.477715761799,3,2012,BRN,19-Jul-89
Ed MORAN,1498.4132911011657,1,2010,USA,27-May-81
Cameron LEVINS,1498.0576916989016,2,2012,CAN,28-Mar-89
Juan VAN DEVENTER,1497.9835964478946,1,2010,RSA,26-Mar-83
Samuel CHELANGA,1497.948444707345,1,2012,KEN,23-Feb-85
Andrew BUMBALOUGH,1497.7231668490003,1,2011,USA,14-Mar-87
Mathew Kipkoech KISORIO,1497.3424160908685,5,2010,KEN,16-May-89
Mark Kosgei KIPTOO,1497.2705418342694,7,2012,KEN,21-Jun-76
Dennis MASAI,1497.2444459865487,1,2011,KEN,1-Dec-91
Abera KUMA,1497.1588160610358,11,2012,ETH,31-Aug-90
Jonathan MELLOR,1496.7265415516374,1,2011,GBR,27-Dec-86
Moukhled AL OUTAIBI,1496.575409487995,1,2012,KSA,20-Jun-76
Ayele ABSHERO,1496.5592892642794,1,2010,ETH,28-Dec-90
Paul Kipngetich TANUI,1496.4660874932179,1,2011,KEN,22-Dec-90
Abrar OSMAN,1496.337330745831,2,2012,ERI,1-Jan-94
Ben TRUE,1496.2190284631974,3,2012,USA,29-Dec-85
John Kemboi CHERUIYOT,1496.1743424790816,1,2011,KEN,5-Jul-90
James WALSH,1496.012623540772,1,2011,GBR,22-Sep-81
Mosinet GEREMEW,1495.9197938737766,1,2012,ETH,12-Feb-92
Dejeni REGASSA,1495.8598510674333,1,2011,BRN,18-Apr-89
Patrick Mutunga MWIKYA,1495.594579428593,1,2011,KEN,20-Nov-94
Micah Kemboi KOGO,1495.573598423468,2,2010,KEN,30-Jun-86
Joseph EBUYA,1495.5188998725334,3,2010,KEN,20-Jun-87
Daniel Kipchirchir KOMEN,1495.416372025582,2,2011,KEN,27-Nov-84
Emmanuel Kipkemei BETT,1495.393296312,2,2012,KEN,29-Mar-85
Hosea Mwok MACHARINYANG,1495.3759987953563,2,2010,KEN,12-Jun-86
Yusuf Kibet BIWOTT,1495.233009497069,2,2010,KEN,12-Nov-86
Mumin GALA,1495.1191450865263,4,2012,DJI,6-Apr-86
Sylvain RUKUNDO,1495.1172178357015,1,2011,RWA,20-Dec-88
Muktar EDRIS,1495.0983994175635,1,2012,ETH,14-Jan-94
Rui SILVA,1494.948787906415,1,2011,POR,3-Aug-77
Augustine Kiprono CHOGE,1494.8528837995768,3,2012,KEN,21-Jan-87
