Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Xavier LOMBARDO,1488.5646814302022,1,2013,FRA,6-May-83
James GLADMAN,1488.5269446703037,1,2013,GBR,3-Jun-93
Jorge Armando MCFARLANE,1488.0663770373299,1,2013,PER,20-Feb-88
Rayzamshah WAN SOFIAN,1487.8242139267068,1,2013,MAS,11-Jan-88
Mikel THOMAS,1487.7145166948785,7,2013,TTO,23-Nov-87
Tyron AKINS,1487.6704446523559,9,2013,USA,6-Jan-86
Omoghan OSAGHAE,1487.446639321525,7,2013,USA,18-May-88
Gregory SEDOC,1487.1123821878277,3,2013,NED,16-Oct-81
Fan JIANG,1486.2205397585656,3,2013,CHN,16-Sep-89
Jeff PORTER,1485.678073281288,13,2013,USA,27-Nov-85
Gianni FRANKIS,1485.4101268179893,4,2013,GBR,16-Apr-88
Martin MAZÁČ,1484.6094685664148,3,2013,CZE,6-May-90
Dongpeng SHI,1484.2000811840835,8,2013,CHN,6-Jan-84
Ahmad HAZER,1483.8611570454764,2,2012,LBN,4-Sep-89
Dwight THOMAS,1483.8091499924994,26,2013,JAM,23-Sep-80
Jumrut RITTIDET,1483.1481712088546,1,2013,THA,1-Feb-89
Xaysa ANOUSONE,1483.0088080404453,1,2013,LAO,20-Mar-94
Athmane HADJ LAZIB,1479.7603300569235,2,2013,ALG,10-May-83
Erik BALNUWEIT,1478.2368862341243,4,2013,GER,21-Sep-88
Kim Fai IONG,1478.0373833592867,2,2013,MAC,12-Jan-89
Joel BROWN,1476.6997141841143,16,2013,USA,31-Jan-80
Lehann FOURIE,1473.427251409917,9,2013,RSA,16-Feb-87
