Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
David OLIVER,1646.1733244204179,36,2013,USA,24-Apr-82
Aries MERRITT,1592.7531508109025,30,2013,USA,24-Jul-85
Jason RICHARDSON,1569.41960742853,38,2013,USA,4-Apr-86
Xiang LIU,1554.6881947806728,9,2012,CHN,13-Jul-83
Ryan WILSON,1554.6342640542707,28,2013,USA,19-Dec-80
Sergey SHUBENKOV,1548.564005873416,16,2013,RUS,4-Oct-90
Ryan BRATHWAITE,1534.3079192827543,17,2013,BAR,6-Jun-88
Hansle PARCHMENT,1534.1083995847744,8,2013,JAM,17-Jun-90
Dayron ROBLES,1533.0321748211786,13,2013,CUB,19-Nov-86
Pascal MARTINOT-LAGARDE,1519.7261501090106,5,2013,FRA,22-Sep-91
William SHARMAN,1517.4303943395153,20,2013,GBR,12-Sep-84
Thomas DELMESTRE,1516.4504757901718,1,2013,FRA,31-Mar-91
Artur NOGA,1509.09216574032,11,2013,POL,2-May-88
Orlando ORTEGA,1506.719637740946,7,2013,CUB,29-Jul-91
Wenjun XIE,1506.2375450928585,8,2013,CHN,11-Jul-90
Andrew TURNER,1505.8199141737423,21,2012,GBR,19-Sep-80
Adrien DEGHELT,1504.191670073649,2,2012,BEL,10-May-85
Andrew POZZI,1500.7612699883744,1,2012,GBR,15-May-92
Emanuele ABATE,1500.6550083171205,4,2013,ITA,8-Jul-85
Guillaume WOLFF,1500.4759037368135,1,2013,FRA,4-Mar-89
Dexter FAULK,1500.4359491285204,2,2012,USA,14-Apr-84
Wayne DAVIS,1499.6230630661998,4,2013,TTO,22-Aug-91
Allen JOHNSON,1499.1164795985005,1,2010,USA,1-Mar-71
Christopher BAILLIE,1498.8701509468947,1,2010,GBR,21-Apr-81
Richard PHILLIPS,1498.5362821994836,3,2012,JAM,26-Jan-83
Petr SVOBODA,1498.4436627366476,4,2010,CZE,10-Oct-84
Damien BROOTHAERTS,1498.3098036932631,1,2010,BEL,13-Mar-83
Yin JING,1498.3029212966908,1,2010,CHN,23-May-88
Andrew RILEY,1497.701768486655,9,2013,JAM,6-Sep-88
Mike VAN KRUCHTEN,1497.6043346487754,1,2010,NED,7-Apr-87
Dayron CAPETILLO,1497.5755748482225,1,2010,CUB,11-Sep-87
Wei JI,1497.5565014292806,1,2010,CHN,5-Feb-84
Helge SCHWARZER,1497.4322753351703,1,2010,GER,26-Nov-85
Maksim LYNSHA,1497.151901056714,2,2012,BLR,6-Apr-85
John YARBROUGH,1496.9344656691546,2,2010,USA,16-Aug-85
Matthias BÜHLER,1496.728862569284,1,2012,GER,2-Sep-86
Dimitri BASCOU,1496.7018830067977,6,2012,FRA,20-Jul-87
Ronnie ASH,1496.4445187316128,4,2011,USA,2-Jul-88
Willi MATHISZIK,1496.3972362157692,2,2011,GER,17-Jun-84
Tasuku TANONAKA,1496.249409181622,1,2011,JPN,23-Sep-78
Terrence TRAMMELL,1496.2426846148342,1,2011,USA,23-Nov-78
Paulo César VILLAR,1496.1545551509262,4,2012,COL,28-Jul-78
Barrett NUGENT,1495.8564901697468,2,2013,USA,29-Jan-90
Selim NURUDEEN,1495.81930601055,3,2013,NGR,1-Feb-83
Dominik BOCHENEK,1495.5935282659393,1,2011,POL,14-May-87
Eddie LOVETT,1495.4025647354936,1,2013,ISV,25-Jun-92
Alex AL AMEEN,1495.2310966319405,1,2012,GBR,2-Mar-89
Ashton EATON,1495.141828097773,2,2012,USA,21-Jan-88
Joao ALMEIDA,1495.1113094711204,1,2012,POR,5-Apr-88
Koen SMET,1495.0139131875694,1,2013,NED,9-Aug-92
Kevin CRADDOCK,1494.9197758272367,4,2012,USA,25-Jun-87
David PAYNE,1494.4478053347088,6,2013,USA,24-Jul-82
Dániel KISS,1494.256200954323,2,2012,HUN,12-Feb-82
Aleksey DRYOMIN,1494.1698019996106,1,2012,RUS,10-May-89
Fawzi Dahash AL SHAMMARI,1494.1194576777,1,2012,KUW,13-Feb-79
Ignacio MORALES,1494.0398896337406,1,2013,CUB,28-Jan-87
Tae-kyong PARK,1494.021914572642,1,2011,KOR,30-Jul-80
Andreas KUNDERT,1493.8422750976413,2,2011,SUI,1-Oct-84
Jackson QUINÓNEZ,1493.6771399199718,1,2012,ESP,12-Jun-80
Konstantin SHABANOV,1493.6337348884667,3,2013,RUS,17-Nov-89
Konstantinos DOUVALIDIS,1493.518573221756,4,2013,GRE,10-Mar-87
Dominic BERGER,1493.079109813636,2,2011,USA,19-May-86
Rohollah ASHGARI GANDMANI,1492.8555635820376,1,2012,IRI,8-Jan-82
Lawrence CLARKE,1492.43036757149,10,2013,GBR,12-Mar-90
Jeffrey JULMIS,1492.418449685126,1,2012,HAI,30-Sep-87
Bano TRAORE,1492.214650034392,2,2013,FRA,25-Apr-85
Garfield DARIEN,1492.0019515947906,9,2012,FRA,22-Dec-87
Ladji DOUCOURE,1491.4619449402226,2,2012,FRA,28-Mar-83
Alexander JOHN,1491.2029781666224,3,2012,GER,3-May-86
Ronald FORBES,1491.086004317241,3,2012,CAY,5-Apr-85
Héctor COTTO,1490.8980069042684,2,2012,PUR,25-Apr-84
Greggmar SWIFT,1490.5782173736338,2,2013,BAR,16-Feb-91
Antwon HICKS,1490.3905907279445,4,2013,USA,12-Mar-83
Philip NOSSMY,1490.3075989324668,2,2013,SWE,6-Dec-82
Thomas MARTINOT-LAGARDE,1489.953696255433,8,2013,FRA,7-Feb-88
Ronald Roosevelt BENNETT,1489.647438461754,1,2012,HON,11-Oct-86
Balázs BAJI,1489.476035520464,8,2013,HUN,9-Jun-89
David ILARIANI,1489.3919895889744,1,2012,GEO,20-Jan-81
