Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Dawn HARPER-NELSON,1631.0701769815648,28,2014,USA,13-May-84
Queen HARRISON,1573.0235813936401,20,2014,USA,10-Sep-88
Sally PEARSON,1565.9528386656993,35,2014,AUS,19-Sep-86
Brianna MCNEAL,1556.82852133784,6,2014,USA,18-Aug-91
Kellie WELLS,1532.9762283247746,29,2013,USA,16-Jul-82
Tiffany PORTER,1531.0492868574172,39,2014,USA,13-Nov-87
Lolo JONES,1529.5724684346546,22,2014,USA,5-Aug-82
Nadine VISSER,1522.9189875453103,1,2014,NED,9-Feb-95
Kristi CASTLIN,1521.5160089259034,15,2014,USA,7-Jul-88
Danielle CARRUTHERS,1511.1596776887955,28,2012,USA,22-Dec-79
Virginia CRAWFORD,1510.6086798558908,21,2013,USA,7-Sep-83
Phylicia GEORGE,1507.6112592805198,16,2012,CAN,16-Nov-87
Angela WHYTE,1507.2064305388196,4,2014,CAN,22-May-80
Franziska HOFMANN,1506.0270455785221,1,2014,GER,27-Mar-94
Tatyana DEMENTYEVA,1506.0032053648276,8,2013,RUS,8-May-81
Priscilla SCHLIEP,1504.6028301288202,18,2012,CAN,26-Aug-82
Sara AERTS,1504.0701039253145,1,2013,BEL,25-Jan-84
Clélia RARD-REUSE,1503.958990300851,1,2013,SUI,1-Aug-88
Gnima FAYE,1502.8346331645598,2,2013,SEN,17-Nov-84
Brigitte Ann FOSTER-HYLTON,1502.3732924477126,8,2012,JAM,7-Nov-74
Yuliya KONDAKOVA,1502.322912738407,6,2013,RUS,4-Dec-81
Christina VUKICEVIC,1502.2639229496597,12,2012,NOR,18-Jun-87
Christina MANNING,1501.5817065068668,2,2012,USA,29-May-90
Linda ZÜBLIN,1500.8453013291573,1,2013,SUI,21-Mar-86
Lisa URECH,1500.7917944617636,7,2012,SUI,27-Jul-89
Michelle PERRY,1500.2188140110975,1,2012,USA,1-May-79
Danielle WILLIAMS,1500.2129884440901,2,2013,JAM,14-Sep-92
Indira SPENCE,1500.0282698071048,2,2011,JAM,8-Sep-86
Anne ZAGRE,1499.9456309868083,7,2014,BEL,13-Mar-90
Derval O'ROURKE,1499.8850978276516,7,2012,IRL,28-May-81
Noemi ZBÄREN,1499.7102547905263,4,2014,SUI,12-Mar-94
Nichole DENBY,1499.4616854702558,5,2011,USA,10-Oct-82
Yekaterina GALITSKAYA,1499.4210235885785,2,2012,RUS,24-Feb-87
Nataliya IVONINSKAYA,1499.3725760631894,2,2011,KAZ,22-Feb-85
Aleksandra ANTONOVA,1499.3543975559778,2,2011,RUS,24-Mar-80
Candice PRICE,1499.3019304383658,1,2011,USA,26-Oct-85
Susanna KALLUR,1499.2583925342497,1,2010,SWE,16-Feb-81
Cindy BILLAUD,1499.2044316764118,11,2014,FRA,11-Mar-86
Jana SOTÁKOVÁ,1499.1519444159314,1,2013,CZE,25-Apr-93
Vonette DIXON,1499.030309705502,9,2011,JAM,26-Nov-75
Marie HAGLE,1499.0112243364179,2,2011,NOR,17-Feb-87
Perdita FELICIEN,1498.9891647342333,16,2012,CAN,29-Aug-80
Louise WOOD,1498.780009614793,1,2011,GBR,13-May-83
Elisabeth DAVIN,1498.6762958997247,1,2010,BEL,3-Jun-81
Yawei SUN,1498.604971367291,3,2012,CHN,17-Oct-87
Anay TEJEDA,1498.5198609970412,1,2010,CUB,3-Apr-83
Celriece LAW,1498.3251908699563,1,2011,USA,2-Sep-86
Alice DECAUX,1498.2872653740644,1,2012,FRA,10-Apr-85
Ashley HELSBY,1498.2651868422513,1,2011,GBR,1-Jul-90
Carolin DIETRICH,1498.204832634608,5,2012,GER,26-Feb-85
Latoya GREAVES,1498.165471286885,1,2012,JAM,31-May-86
Eline BERINGS,1498.0869205393428,4,2012,BEL,28-May-86
Eveline REBSAMEN,1498.00673655613,1,2013,SUI,8-Apr-94
Jessica ENNIS-HILL,1498.000376908756,3,2013,GBR,28-Jan-86
Loreal SMITH,1497.9591733647064,3,2012,USA,12-Oct-85
Nevin YANIT,1497.8130727298278,3,2011,TUR,16-Feb-86
Yevheniya SNIHUR,1497.7128247991468,5,2011,UKR,7-Mar-84
Tale ØRVING,1497.5846613429017,2,2011,NOR,17-Mar-89
Aisseta DIAWARA,1497.5420773105361,1,2012,FRA,29-Jun-89
Rosvitha Bodjiho OKOU,1497.50698670887,2,2013,CIV,5-Sep-86
Stephanie GAYNOR,1497.4817490190712,1,2011,GBR,27-Sep-90
Lauren SMITH,1497.4569283761334,1,2011,USA,27-Aug-81
Lene MYRMEL,1497.4101018607575,1,2011,NOR,18-May-85
Sonata TAMOSAITYTÉ,1497.4081217182502,2,2012,LTU,21-Apr-87
Dedeh ERAWATI,1497.321728559406,1,2011,INA,25-May-79
Gemma BENNETT,1497.3117717144723,4,2011,GBR,4-Jan-84
Jacquelyn COWARD,1497.3036255202674,1,2012,USA,5-Nov-89
Andrea MILLER,1497.2681984754422,1,2012,NZL,13-Mar-82
Suzanne WILLIAMS,1497.084669650676,1,2013,NED,7-Oct-93
Kine AALTVEDT,1497.0260874440582,2,2011,NOR,30-Aug-91
Tine Teigene DALEN,1496.6909206124747,3,2011,NOR,2-Nov-90
Lina Marcela FLORES,1496.6388004031924,5,2013,COL,1-Nov-84
Béatrice KAMBOULÉ,1496.4873985552217,1,2011,BUR,25-Feb-80
Ivanique KEMP,1496.418829569022,2,2012,BAH,11-Jun-91
Jessica ZELINKA,1496.3611477177128,6,2013,CAN,3-Sep-81
Pak Yan POON,1496.3569488804808,1,2011,HKG,2-Jan-90
Heloise KANE,1496.2014260395167,1,2013,FRA,25-Dec-95
Caroline LUNDAHL,1496.143184267909,1,2012,SWE,16-Oct-91
