Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Asbel KIPROP,1600.0670895451458,10,2011,KEN,30-Jun-89
Silas KIPLAGAT,1592.1210956322595,9,2011,KEN,20-Aug-89
Nixon Kiplimo CHEPSEBA,1571.9124223870488,8,2011,KEN,12-Dec-90
Nicholas Kiptanui KEMBOI,1545.930023113752,5,2011,KEN,18-Dec-89
Amine LAALOU,1536.0656743284885,5,2011,MAR,13-May-82
Manuel OLMEDO,1529.5282577242276,5,2011,ESP,17-May-83
Matthew CENTROWITZ,1523.0841472691932,5,2011,USA,18-Oct-89
Augustine Kiprono CHOGE,1519.245831436684,8,2011,KEN,21-Jan-87
Mekonnen GEBREMEDHIN,1518.4035680683228,11,2011,ETH,11-Oct-88
Mohamed MOUSTAOUI,1513.1256819005584,5,2011,MAR,2-Apr-85
Hillary Kipkorir MAIYO,1512.864560414509,1,2011,KEN,2-Oct-93
Eduard VILLANUEVA,1510.0994193191157,3,2011,VEN,29-Dec-84
Abdelaati IGUIDER,1507.8207069382374,7,2011,MAR,25-Mar-87
Abubaker KAKI,1506.9241314177839,1,2011,SUD,21-Jun-89
Imad TOUIL,1506.391073557194,1,2011,ALG,11-Feb-89
Bernard LAGAT,1506.2840350825138,3,2011,USA,12-Dec-74
Yusuf Saad KAMEL,1506.019683204441,2,2011,BRN,29-Mar-83
Álvaro RODRÍGUEZ,1505.7658470137007,1,2010,ESP,25-May-87
Nick WILLIS,1503.8308442412463,6,2011,NZL,25-Apr-83
Haron KEITANY,1503.5643104392989,3,2011,KEN,17-Dec-83
Jack BOLAS,1503.1626066069994,1,2011,USA,1-Nov-87
Ciaran O'LIONAIRD,1502.5360252330383,3,2011,IRL,11-Apr-88
Mehdi BAALA,1502.4339283366166,4,2011,FRA,17-Aug-78
Collins CHEBOI,1501.6561508829795,3,2011,KEN,25-Sep-87
Stefan EBERHARDT,1501.1855170856147,1,2011,GER,12-Jan-85
Thomas CHAMNEY,1500.4943103300402,1,2010,IRL,16-Apr-84
Caleb Mwangangi NDIKU,1499.6871677474255,1,2011,KEN,9-Oct-92
Thomas LANCASHIRE,1499.132964211095,2,2010,GBR,2-Jul-85
Morten MUNKHOLM,1498.8003254302284,1,2011,DEN,22-Sep-85
Jermaine MAYS,1498.5414965351156,1,2010,GBR,23-Dec-82
David TORRENCE,1498.5025932589447,1,2010,USA,26-Nov-85
Collis BIRMINGHAM,1498.481154950618,1,2010,AUS,27-Dec-84
Bethwell BIRGEN,1498.3441508530973,1,2011,KEN,6-Aug-88
Daniel Kipchirchir KOMEN,1498.2415367719864,9,2011,KEN,27-Nov-84
Suleiman Kipses SIMOTWO,1498.1949233665764,1,2010,KEN,21-Apr-80
Johan CRONJE,1498.0822780747726,1,2010,RSA,13-Apr-82
Matt TEGENKAMP,1497.9971351451836,1,2010,USA,19-Jan-82
Fekadu DEJENE,1497.982647557521,1,2011,ETH,29-Dec-92
Henrik INGEBRIGTSEN,1497.8794481284508,1,2010,NOR,24-Feb-91
Anter ZERGUELAINE,1497.6065323827133,2,2010,ALG,4-Jan-85
Kamal BOULAHFANE,1497.481115239903,1,2010,ALG,1-Jul-76
Jakub HOLUŠA,1497.2883806931768,1,2011,CZE,20-Feb-88
Ricky STEVENSON,1497.2867359019328,1,2010,GBR,14-Nov-88
Álvaro FERNÁNDEZ CEREZO,1497.1601911126256,1,2010,ESP,7-Apr-81
Markos GENETI,1497.0986578912343,1,2010,ETH,7-Jun-84
Lopez LOMONG,1496.8746405971638,3,2011,USA,1-Jan-85
Demma Daba BIKILA,1496.8696469788033,2,2010,ETH,18-Jul-89
Kristof VAN MALDEREN,1496.745414083256,1,2010,BEL,30-May-83
Boaz Kiplagat LALANG,1496.6896291936364,1,2010,KEN,8-Feb-89
Mitchell KEALEY,1496.683527949196,1,2010,AUS,28-Jan-84
Thomas Solberg EIDE,1496.656694669623,1,2011,NOR,20-Nov-92
Evan JAGER,1496.6328796364228,1,2010,USA,8-Mar-89
Eliud KIPCHOGE,1496.1516247205827,1,2010,KEN,5-Nov-84
Alistair Ian CRAGG,1496.0888448139497,1,2010,IRL,13-Jun-80
Ilham Tanui ÖZBILEN,1496.0179269705168,3,2011,KEN,5-Mar-90
Nick MCCORMICK,1495.64432723924,2,2010,GBR,11-Sep-81
Geoff MARTINSON,1495.5421604184205,2,2011,CAN,26-Mar-86
Andreas VOJTA,1495.518486942242,1,2011,AUT,9-Jun-89
Sindre BURAAS,1495.5174695629041,1,2011,NOR,8-May-89
Samir DAHMANI,1495.5136466321133,1,2010,FRA,3-Apr-91
Niall BROOKS,1495.3914603897028,1,2010,GBR,8-Jul-91
Will LEER,1495.34640609164,1,2010,USA,15-Apr-85
Hans Kristian FLØYSTAD,1494.9228298193939,1,2011,NOR,3-Apr-89
Mahiedine MEKHISSI,1494.8115142488505,1,2011,FRA,15-Mar-85
Juan Carlos HIGUERO,1494.202351393743,3,2011,ESP,3-Aug-78
Russell BROWN,1494.169486171012,1,2011,USA,6-Mar-85
Gideon GATHIMBA,1494.1253714488266,3,2011,KEN,9-Mar-80
Otmane BELHARBAZI,1494.0788369716001,1,2011,FRA,3-Nov-88
Tarek BOUKENSA,1494.0583960483473,5,2011,ALG,19-Nov-81
Dorian ULREY,1493.9422830466624,1,2010,USA,11-Jul-87
Lewis MOSES,1493.8601368699606,1,2010,GBR,9-Jan-87
Jeremy ROFF,1493.6626317460987,1,2010,AUS,22-Nov-83
Håkon BROX,1493.5005372287644,1,2011,NOR,18-Jan-85
Yoann KOWAL,1493.41844518367,6,2011,FRA,28-May-87
Andrew WHEATING,1493.3858941150359,3,2011,USA,21-Nov-87
Remmy Limo NDIWA,1493.3012973566792,3,2011,KEN,3-Feb-88
Colin MCCOURT,1493.2442328289808,2,2011,GBR,11-Dec-84
Carsten SCHLANGEN,1492.9509216157558,2,2011,GER,31-Dec-80
Haikun ZHANG,1492.8227721792618,1,2011,CHN,12-Mar-89
Craig MILLER,1492.4145872086665,1,2011,USA,3-Aug-87
James SHANE,1491.7561532902773,1,2011,GBR,18-Dec-89
Belal Mansoor ALI,1491.7445400298172,2,2010,BRN,17-Oct-88
Dmitrijs JURKEVIČS,1491.730980557811,1,2011,LAT,7-Jan-87
Alex KIPCHIRCHIR,1491.726203795259,2,2010,KEN,26-Nov-84
Deresse MEKONNEN,1491.665312420518,6,2011,ETH,20-Oct-87
Hamza DRIOUCH,1491.1552100485776,2,2011,QAT,16-Nov-94
Diego RUIZ,1490.998138348074,3,2011,ESP,5-Feb-82
Shouchun WEI,1490.308338278599,1,2011,CHN,29-Aug-88
Andrew BADDELEY,1489.9050374883411,3,2011,GBR,20-Jun-82
Jeffrey RISELEY,1489.697517994311,4,2011,AUS,11-Nov-86
Jeroen D'HOEDT,1489.6594105503113,1,2011,BEL,10-Jan-90
Chaminda Indika WIJEKOON,1489.5099800812093,2,2011,SRI,15-Sep-81
Morten VELDE,1488.5256669906817,2,2011,NOR,19-Dec-84
Geoffrey Kipkoech RONO,1488.5038554646776,6,2011,KEN,21-Apr-87
Nabil Mohammed AL GARBI,1488.5008065971006,1,2011,YEM,3-Nov-92
Ribeiro PINTO DE CARVALHO,1487.490410284083,1,2011,TLS,2-Feb-93
Arturo CASADO,1486.8723731830923,2,2011,ESP,26-Jan-83
Charles DELYS,1486.4832511295167,1,2011,FRA,9-Apr-82
Zebene ALEMAYEHU,1485.859388172519,2,2011,ETH,4-Sep-92
Peter VAN DER WESTHUIZEN,1485.8216045442964,3,2011,RSA,21-Dec-84
Sang-min SHIN,1485.3705448960654,1,2011,KOR,27-Jul-86
Leonel MANZANO,1484.9426468722218,8,2011,USA,12-Sep-84
Ismael Kipngetich KOMBICH,1484.8852545342124,3,2011,KEN,16-Jan-85
Ryan GREGSON,1482.9921735426183,5,2011,AUS,26-Apr-90
Taoufik MAKHLOUFI,1480.95643104427,4,2011,ALG,29-Apr-88
Florian CARVALHO,1477.8750807292017,3,2011,FRA,9-Mar-89
