Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Silas Kosgei KITUM,1493.7450713077044,7,2012,KEN,25-May-90
Ali Ahmed AL AMRI,1493.6000014643896,3,2012,KSA,28-Dec-87
Artem KOSINOV,1492.9548276719236,1,2012,KAZ,31-Jul-86
Ruben RAMOLEFI,1492.9544586400402,11,2012,RSA,17-Jul-78
Weynay GHEBRESELASSIE,1492.7376702303145,1,2012,ERI,24-Mar-94
James NIPPERESS,1492.2397280745427,1,2013,AUS,21-May-90
Antonio David JIMÉNEZ,1492.2198378048897,4,2012,ESP,18-Feb-77
Mario BAZÁN,1491.6868998003176,1,2012,PER,1-Sep-87
Bjørnar Ustad KRISTENSEN,1491.680091490667,4,2011,NOR,26-Jan-82
Mitko TSENOV,1491.6704152359298,1,2013,BUL,13-Jun-93
Ángel MULLERA,1491.5532818583374,7,2013,ESP,20-Apr-84
Meresa KAHSAY,1491.498185930739,2,2013,ETH,23-May-96
Albert MINCZÉR,1491.41843724724,1,2012,HUN,1-Oct-86
Elijah CHELIMO,1491.197114659823,8,2013,KEN,20-Apr-87
Kyle ALCORN,1491.0782994104773,4,2012,USA,18-Mar-85
Roberto ALAIZ,1490.5665262819625,1,2013,ESP,20-Jul-90
Cory LESLIE,1490.5663212524646,1,2013,USA,24-Oct-89
Bernard NGANGA,1490.3108150575126,8,2013,KEN,17-Jan-85
Steve SLATTERY,1490.2198465907636,6,2011,USA,14-Aug-80
Mark DRAPER,1490.0935172182171,2,2013,GBR,28-Jun-84
Andrey FARNOSOV,1490.0276400583093,3,2012,RUS,9-Jul-80
Alexandre GENEST,1489.470609063379,5,2013,CAN,30-Jun-86
Abdelaziz MERZOUGUI,1489.198171528731,1,2012,ESP,30-Aug-91
Mateusz DEMCZYSZAK,1488.6599761101734,1,2013,POL,18-Jan-86
Nahom Mesfin TARIKU,1488.3453809820007,7,2013,ETH,3-Jun-89
Hicham SIGUENI,1488.3338555966616,2,2013,MAR,30-Jan-93
Stuart STOKES,1487.9813261116594,2,2012,GBR,5-Dec-76
Luke GUNN,1487.9158898365822,4,2013,GBR,22-Mar-85
Vadim SLOBODENYUK,1487.80380611481,2,2013,UKR,17-Mar-81
Sebastián MARTOS,1486.757394275976,2,2013,ESP,20-Jun-89
Jaouad CHEMLAL,1486.6187670387153,1,2013,MAR,11-Apr-94
William NELSON,1486.5262535985826,7,2012,USA,11-Sep-84
Tareq Mubarak TAHER,1484.6682481645375,5,2013,BRN,1-Dec-86
Alberto Casimiro PAULO,1484.1127106431118,5,2012,POR,3-Oct-85
Patrick NASTI,1484.0630106660842,1,2013,ITA,30-Aug-89
Tomasz SZYMKOWIAK,1483.826708402804,7,2013,POL,5-Jul-83
Ben BRUCE,1483.5051932114693,9,2013,USA,10-Sep-82
Chris WINTER,1482.2763838685014,3,2013,CAN,22-Jul-86
Youcef ABDI,1482.2281766223286,9,2012,AUS,7-Dec-77
James WILKINSON,1481.7056488865032,3,2013,GBR,13-Jul-90
Vincent ZOUAOUI DANDRIEUX,1481.100482198205,8,2012,FRA,12-Oct-80
Steffen ULICZKA,1480.408558397412,4,2013,GER,17-Jul-84
Tarik Langat AKDAG,1479.8399049765505,14,2013,KEN,16-Jun-88
Daniel HULING,1474.8638469133869,10,2013,USA,16-Jul-83
Łukasz PARSZCZYŃSKI,1472.7952266953525,7,2013,POL,4-May-85
