Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Sergey SHUBENKOV,1618.8215885433715,32,2015,RUS,4-Oct-90
David OLIVER,1575.4664925675283,51,2015,USA,24-Apr-82
Orlando ORTEGA,1574.8698782971667,20,2015,CUB,29-Jul-91
Pascal MARTINOT-LAGARDE,1563.0756552281891,22,2015,FRA,22-Sep-91
Hansle PARCHMENT,1562.7145609295706,14,2015,JAM,17-Jun-90
Aries MERRITT,1545.8104151038578,40,2015,USA,24-Jul-85
Jason RICHARDSON,1533.4786490506053,48,2015,USA,4-Apr-86
Nicolas BOROME,1524.716326211109,1,2015,FRA,7-Oct-93
Xiang LIU,1519.687750121042,9,2012,CHN,13-Jul-83
Omar MCLEOD,1515.5942358842517,3,2015,JAM,25-Apr-94
Matthias BÜHLER,1513.1811667105178,3,2015,GER,2-Sep-86
Thomas DELMESTRE,1512.6987554024358,2,2015,FRA,31-Mar-91
Ronnie ASH,1511.0317837006025,9,2015,USA,2-Jul-88
Garfield DARIEN,1510.7195526004919,16,2015,FRA,22-Dec-87
Dayron ROBLES,1509.3365120359026,14,2014,CUB,19-Nov-86
Ryan BRATHWAITE,1508.5396515709294,18,2014,BAR,6-Jun-88
Johnathan CABRAL,1507.7532652249142,2,2015,CAN,31-Dec-92
Artur NOGA,1505.945429840596,13,2015,POL,2-May-88
William SHARMAN,1503.9847480636893,22,2014,GBR,12-Sep-84
Dimitri BASCOU,1502.5573469280835,15,2015,FRA,20-Jul-87
Andrew TURNER,1502.095169102547,21,2012,GBR,19-Sep-80
Djaly KINA SIELELE,1502.0473573307509,1,2015,FRA,29-Jun-93
Wenjun XIE,1501.6224935261594,13,2015,CHN,11-Jul-90
Adrien DEGHELT,1501.5090012265136,2,2012,BEL,10-May-85
Gregor TRABER,1501.1545314928376,2,2015,GER,2-Dec-92
Shane BRATHWAITE,1500.7620137978115,4,2015,BAR,8-Feb-90
Andrew POZZI,1500.2740571958147,1,2012,GBR,15-May-92
Emanuele ABATE,1500.2358029941634,4,2013,ITA,8-Jul-85
Guillaume WOLFF,1500.1713253452526,1,2013,FRA,4-Mar-89
Dexter FAULK,1500.1569416862671,2,2012,USA,14-Apr-84
Allen JOHNSON,1499.68193265546,1,2010,USA,1-Mar-71
Christopher BAILLIE,1499.5932543408821,1,2010,GBR,21-Apr-81
Richard PHILLIPS,1499.4730615918138,3,2012,JAM,26-Jan-83
Damien BROOTHAERTS,1499.3915293295747,1,2010,BEL,13-Mar-83
Yin JING,1499.3890516668087,1,2010,CHN,23-May-88
Mike VAN KRUCHTEN,1499.1375604735592,1,2010,NED,7-Apr-87
Dayron CAPETILLO,1499.12720694536,1,2010,CUB,11-Sep-87
Wei JI,1499.120340514541,1,2010,CHN,5-Feb-84
Helge SCHWARZER,1499.0756191206615,1,2010,GER,26-Nov-85
Richard DIAWARA,1498.987239524853,1,2015,FRA,21-Apr-95
Maksim LYNSHA,1498.9746843804169,2,2012,BLR,6-Apr-85
John YARBROUGH,1498.8964076408956,2,2010,USA,16-Aug-85
Willi MATHISZIK,1498.7030050376766,2,2011,GER,17-Jun-84
Tasuku TANONAKA,1498.649787305384,1,2011,JPN,23-Sep-78
Terrence TRAMMELL,1498.6473664613402,1,2011,USA,23-Nov-78
Paulo César VILLAR,1498.6156398543333,4,2012,COL,28-Jul-78
Barrett NUGENT,1498.5083364611087,2,2013,USA,29-Jan-90
Selim NURUDEEN,1498.494950163798,3,2013,NGR,1-Feb-83
Dominik BOCHENEK,1498.4136701757382,1,2011,POL,14-May-87
Alex AL AMEEN,1498.2831947874984,1,2012,GBR,2-Mar-89
Joao ALMEIDA,1498.2400714096034,1,2012,POR,5-Apr-88
Koen SMET,1498.2050087475254,1,2013,NED,9-Aug-92
David PAYNE,1498.001209920495,6,2013,USA,24-Jul-82
Dániel KISS,1497.932232343556,2,2012,HUN,12-Feb-82
Aleksey DRYOMIN,1497.90112871986,1,2012,RUS,10-May-89
Aleec HARRIS,1497.8864288483655,7,2015,USA,31-Oct-90
Fawzi Dahash AL SHAMMARI,1497.883004763972,1,2012,KUW,13-Feb-79
Ignacio MORALES,1497.8543602681466,1,2013,CUB,28-Jan-87
Tae-kyong PARK,1497.8478892461512,1,2011,KOR,30-Jul-80
Andreas KUNDERT,1497.783219035151,2,2011,SUI,1-Oct-84
Jackson QUINÓNEZ,1497.7237703711894,1,2012,ESP,12-Jun-80
Konstantin SHABANOV,1497.708144559848,3,2013,RUS,17-Nov-89
Kevin CRADDOCK,1497.7068448564914,6,2015,USA,25-Jun-87
Yohany PORTILLA,1497.6968653463741,1,2015,CUB,24-Jul-90
Dominic BERGER,1497.508479532909,2,2011,USA,19-May-86
Rohollah ASHGARI GANDMANI,1497.4280028895334,1,2012,IRI,8-Jan-82
