Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Hellen OBIRI,1619.2115642561303,12,2018,KEN,13-Dec-89
Almaz AYANA,1555.4817600623576,17,2017,ETH,21-Nov-91
Genzebe DIBABA,1544.962915929246,17,2018,ETH,8-Feb-91
Sifan HASSAN,1543.4182881464199,6,2018,NED,1-Jan-93
Vivian Jepkemoi CHERUIYOT,1540.8736423500452,19,2016,KEN,11-Sep-83
Senbere TEFERI,1533.5897126082962,16,2018,ETH,3-May-95
Mercy CHERONO,1521.2811615434143,29,2016,KEN,7-May-91
Letesenbet GIDEY,1519.3413674134931,9,2018,ETH,20-Mar-98
Viola Jelagat KIBIWOT,1514.100177766252,25,2016,KEN,22-Dec-83
Meseret DEFAR,1511.505321115721,14,2013,ETH,19-Nov-83
Caroline Chepkoech KIPKIRUI,1509.4546892550297,5,2018,KEN,26-May-94
Margaret Chelimo KIPKEMBOI,1508.2669067480101,7,2018,KEN,9-Feb-93
Agnes Jebet TIROP,1507.6593088086192,8,2018,KEN,23-Oct-95
Yasemin CAN,1507.5677548224394,5,2017,TUR,11-Dec-96
Laura MUIR,1507.3430361676226,2,2017,GBR,9-May-93
Tirunesh DIBABA,1507.1440062341667,9,2013,ETH,1-Oct-85
Sheila Chepkirui KIPROTICH,1505.8194638213704,2,2017,KEN,27-Dec-90
Shannon ROWBURY,1504.5252411519045,7,2017,USA,19-Sep-84
Janet KISA,1504.0968771601238,9,2016,KEN,5-Dec-92
Gudaf TSEGAY,1502.5217859076834,1,2018,ETH,23-Jan-97
Susan KRUMINS,1502.5133584269597,12,2017,NED,8-Jul-86
Faith KIPYEGON,1501.9988237090229,2,2015,KEN,10-Jan-94
Lilian Kasait RENGERUK,1501.6548281335695,4,2018,KEN,3-May-97
Sentayehu EJIGU,1501.232432363317,11,2011,ETH,28-Jun-85
Sally KIPYEGO,1501.15531335626,13,2016,KEN,19-Dec-85
Linet Chepkwemoi MASAI,1500.7798944894826,10,2013,KEN,5-Dec-89
Beatrice CHEPKOECH,1500.6801229116431,1,2017,KEN,6-Jul-91
Shelby HOULIHAN,1500.6062943572508,4,2017,USA,8-Feb-93
Margaret Wangari MURIUKI,1500.5387852827475,8,2013,KEN,21-Mar-86
Emily CHEBET,1500.4744598481695,1,2013,KEN,18-Feb-86
Lauren FLESHMAN,1500.4540147234425,6,2011,USA,26-Sep-81
Buze DIRIBA,1500.4513955257817,8,2013,ETH,9-Feb-94
Olga KUNGINA,1500.390618574144,2,2012,RUS,17-Dec-86
Gladys CHERONO,1500.2332118682116,1,2013,KEN,12-May-83
Tejitu DABA,1500.196358152789,6,2013,BRN,20-Aug-91
Elvan ABEYLEGESSE,1500.097810556042,2,2010,TUR,11-Sep-82
Priscah Jepleting CHERONO,1500.033485686929,4,2011,KEN,27-Jun-80
Werknesh KIDANE,1500.0277715270408,1,2012,ETH,7-Jan-81
Veronica WANJIRU,1500.0086652136592,3,2012,KEN,29-Oct-89
Meselech MELKAMU,1499.9934397450206,6,2011,ETH,19-Apr-85
Julie CULLEY,1499.9815231558641,2,2012,USA,10-Sep-81
Shalane FLANAGAN,1499.972374247931,5,2011,USA,8-Jul-81
Irene Chebet CHEPTAI,1499.961460869887,9,2017,KEN,4-Feb-92
Sylvia Jebiwot KIBET,1499.9524412843411,12,2013,KEN,28-Mar-84
Ines CHENONGE,1499.94110364685,2,2010,KEN,1-Feb-82
Lisa UHL,1499.918861297488,1,2010,USA,31-Aug-87
Kara GOUCHER,1499.9153933639968,1,2011,USA,9-Jul-78
Aheza KIROS,1499.9133579287518,1,2010,ETH,16-Oct-85
Lineth CHEPKURUI,1499.8978246704858,1,2011,KEN,23-Feb-87
Magdalena LEWY-BOULET,1499.8756325138838,1,2011,USA,1-Aug-73
Megumi KINUKAWA,1499.875255084849,1,2011,JPN,7-Aug-89
Freya MURRAY,1499.8744939133137,1,2010,GBR,20-Sep-83
Gladys CHEMWENO,1499.8722614688659,1,2010,KEN,4-Jul-88
Renee BAILLIE,1499.868273645422,1,2010,USA,25-Dec-81
Irene JELAGAT,1499.8657980291837,2,2015,KEN,10-Dec-88
Grace MOMANYI,1499.8607584056756,2,2011,KEN,13-Feb-81
Elizabeth MALOY,1499.8595441276834,1,2011,USA,10-Aug-85
Sara MOREIRA,1499.8478341345444,1,2011,POR,17-Oct-85
Lidia CHOJECKA,1499.8408046792047,1,2011,POL,25-Jan-77
Silvia WEISSTEINER,1499.838100205994,2,2012,ITA,13-Jul-79
Emily PIDGEON,1499.837120958833,1,2010,GBR,1-Jun-89
Kayo SUGIHARA,1499.8352852369,1,2011,JPN,24-Feb-83
René KALMER,1499.8342657445164,1,2010,RSA,3-Nov-80
Jenny SIMPSON,1499.830263313621,2,2013,USA,23-Aug-86
Ferhiwot GOSHU,1499.8281237780973,1,2010,ETH,28-Jun-90
Pauline Chemning KORIKWIANG,1499.8202092466654,7,2011,KEN,1-Mar-88
Katrina WOOTTON,1499.8187673091124,1,2012,GBR,2-Sep-85
Kayoko FUKUSHI,1499.8168224682927,1,2012,JPN,25-Mar-82
Yelena ZADOROZHNAYA,1499.811148255073,3,2011,RUS,3-Dec-77
Helen CLITHEROE,1499.8064940552144,4,2011,GBR,2-Jan-74
Desiree DAVILA,1499.7887902628277,3,2011,USA,26-Jul-83
Megan WRIGHT,1499.7871255831142,3,2011,CAN,27-Jan-82
Mercy Wanjiku NJOROGE,1499.7837743726932,1,2011,KEN,10-Jun-86
Sule UTURA,1499.7650222903258,7,2013,ETH,8-Feb-90
Florence KIPLAGAT,1499.764333854015,3,2010,KEN,27-Feb-87
Jessica AUGUSTO,1499.753772916472,3,2011,POR,8-Nov-81
Wude AYALEW,1499.75371876162,3,2011,ETH,4-Jul-87
Amy YODER BEGLEY,1499.7517652689028,3,2011,USA,11-Jan-78
Shitaye ESHETE,1499.7516806598614,4,2013,BRN,21-May-90
Emebet ANTENEH,1499.7391377377394,7,2012,ETH,13-Jan-92
Hitomi NIIYA,1499.734771754141,3,2012,JPN,26-Feb-88
Barbara PARKER,1499.7017212853987,1,2012,GBR,8-Nov-82
Yelena NAGOVITSYNA,1499.67204122121,4,2013,RUS,7-Dec-82
Alissa MCKAIG,1499.6447251461937,1,2012,USA,21-Feb-86
Esther CHEMTAI,1499.6421042170714,3,2011,KEN,4-Jun-88
Purity Cherotich RIONORIPO,1499.633449431015,2,2011,KEN,10-Jun-93
Almenesh BELETE,1499.6221493879343,2,2013,BEL,26-Jul-89
Ruti AGA,1499.5730908724609,1,2013,ETH,16-Jan-94
Mika YOSHIKAWA,1499.5629329310902,1,2012,JPN,16-Sep-84
Judit PLA,1499.559201971304,1,2012,ESP,2-May-78
Zipora WANJIRU,1499.5490531830326,1,2012,KEN,12-Aug-94
Viktoriya POLYUDINA,1499.5399509885883,1,2011,KGZ,29-Jun-89
Pauline NIYONGERE,1499.5345703760445,1,2011,BDI,12-Apr-88
Charlotte PURDUE,1499.5320864002724,1,2012,GBR,10-Jun-91
Tarah MCKAY,1499.511758146948,1,2012,CAN,1-May-87
Nadia EJJAFINI,1499.5075962698784,1,2012,ITA,8-Nov-77
Afera GODFAY,1499.4951055560664,1,2013,ETH,25-Sep-91
Fionnuala MCCORMACK,1499.492774193901,2,2012,IRL,24-Sep-84
Rhona AUCKLAND,1499.478983863853,1,2015,GBR,11-May-93
Chelsea SODARO,1499.4716284192534,1,2013,USA,9-May-89
Sheila REID,1499.452283936844,1,2012,CAN,2-Aug-89
Perine NENGAMPI,1499.43930059823,1,2015,KEN,1989
Dudu KARAKAYA,1499.422356435711,1,2012,TUR,11-Nov-85
Etagegne WOLDU,1499.3650641654153,1,2014,ETH,10-May-96
Miyuki UEHARA,1499.3631821328486,2,2016,JPN,22-Nov-95
Elena ROMAGNOLO,1499.337767475449,3,2012,ITA,5-Oct-82
Jennifer RHINES,1499.3311452360244,5,2011,USA,1-Jul-74
Waganesh MEKASHA,1499.3191890353382,3,2012,ETH,16-Jan-92
Huimin XIAO,1499.2635082171873,1,2013,CHN,1-Mar-92
Zakia Mrisho MOHAMED,1499.2586297239113,4,2012,TAN,19-Feb-84
Julia LUCAS,1499.2229473830034,1,2013,USA,4-Mar-84
Roman GIDEY,1499.2176337141907,1,2013,ETH,20-Feb-96
Hiwot AYALEW,1499.2139741898118,4,2014,ETH,6-Mar-90
