Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
LaShawn MERRITT,1652.782929649295,23,2014,USA,27-Jun-86
Kirani JAMES,1622.2559854563924,22,2014,GRN,1-Sep-92
Jonathan BORLÉE,1523.3886828493783,26,2013,BEL,22-Feb-88
Gil ROBERTS,1523.3560784254046,2,2014,USA,15-Mar-89
Youssef Ahmed MASRAHI,1522.4327850448383,16,2014,KSA,31-Dec-87
Renny QUOW,1519.7127280248242,10,2014,TTO,25-Aug-87
Isaac MAKWALA,1517.865630665341,5,2014,BOT,24-Sep-85
Pavel MASLÁK,1513.8148475517644,14,2014,CZE,21-Feb-91
Johan DELASSE,1511.25,1,2013,FRA,14-Nov-84
Jermaine GONZALES,1510.8426784296194,16,2012,JAM,26-Nov-84
Angelo TAYLOR,1510.3198114537777,10,2012,USA,29-Dec-78
Tony MCQUAY,1509.5261702326047,16,2014,USA,16-Apr-90
Rabah YOUSIF,1509.2009096540082,9,2012,SUD,11-Dec-86
Jarrin SOLOMON,1508.0624914383648,3,2013,TTO,11-Jan-86
Jeremy WARINER,1507.524525171979,13,2013,USA,31-Jan-84
Wayde VAN NIEKERK,1506.808743207262,3,2014,RSA,15-Jul-92
Christopher BROWN,1506.0736880641284,25,2014,BAH,15-Oct-78
Bryshon NELLUM,1504.77023903072,2,2012,USA,1-May-89
Gary KIKAYA,1502.724083978741,2,2010,COD,4-Feb-78
Deon LENDORE,1502.498891367077,3,2013,TTO,28-Oct-92
Kevin BORLÉE,1502.3436073532857,29,2014,BEL,22-Feb-88
Steven SOLOMON,1502.1870402920895,3,2012,AUS,16-May-93
Angel CHELALA,1501.600357133747,1,2013,FRA,23-Aug-89
David VERBURG,1501.466059793447,4,2014,USA,14-May-91
Anderson FREITAS HENRIQUES,1501.4278669187433,4,2014,BRA,3-Mar-92
Rondell BARTHOLOMEW,1501.15122735369,7,2011,GRN,7-Apr-90
Martyn ROONEY,1501.1476910961107,22,2014,GBR,3-Apr-87
Demetrius PINDER,1500.932832180129,7,2012,BAH,13-Feb-89
Ramon MILLER,1500.783676013643,6,2013,BAH,17-Feb-87
Ricardo CHAMBERS,1500.7826951536822,5,2011,JAM,7-Oct-84
Andretti BAIN,1500.704550367184,1,2010,BAH,1-Dec-85
LeJerald BETTERS,1500.493458860837,2,2010,USA,6-Feb-88
Brian MURPHY,1500.3645371997109,1,2012,IRL,16-Sep-82
Luguelín SANTOS,1500.26754100505,23,2014,DOM,12-Nov-92
Dane HYATT,1499.856274259998,2,2012,JAM,22-Jan-84
Robert TOBIN,1499.7335517131587,1,2010,GBR,20-Dec-83
Taegeon PARK,1499.6166886824124,1,2011,KOR,8-May-91
Oral THOMPSON,1499.2858403513965,1,2010,JAM,11-Dec-82
Andrew STEELE,1499.2386927506907,1,2012,GBR,19-Sep-84
Donald BLAIR-SANFORD,1499.22748414302,1,2012,ISR,2-Feb-87
Xiaosheng LIU,1499.2021816586735,1,2010,CHN,5-Jan-88
Arman Gino HALL,1499.145331721248,2,2013,USA,12-Feb-94
Femi OGUNODE,1499.0837213082755,3,2011,QAT,15-May-91
Claudio LICCIARDELLO,1499.0309233972234,1,2010,ITA,11-Jan-86
Michael MATHIEU,1498.9934564441132,1,2010,BAH,24-Jun-84
Leslie DJHONE,1498.966596138563,2,2010,FRA,18-Mar-81
Teddy ATINE-VENEL,1498.9456436719615,1,2011,FRA,16-Mar-85
Cedric VAN BRANTEGHEM,1498.9154029689976,1,2010,BEL,13-Mar-79
Mathieu GNANLIGO,1498.8952629856776,1,2011,BEN,13-Dec-86
Bershawn JACKSON,1498.7874087495934,1,2011,USA,8-May-83
Marcell DEÁK NAGY,1498.68304776811,1,2012,HUN,28-Jan-92
Sean WROE,1498.6459644055776,1,2011,AUS,18-Mar-85
Marco Francesco VISTALLI,1498.6050886987005,1,2011,ITA,3-Oct-87
Alberth BRAVO,1498.5933041928315,2,2012,VEN,29-Aug-87
Andrae WILLIAMS,1498.5855509396456,1,2010,BAH,12-Jul-83
Nicolau Ernesto PALANCA,1498.5671573377635,1,2011,ANG,15-Nov-88
David GREENE,1498.560320036575,1,2010,GBR,11-Apr-86
Danny MCFARLANE,1498.5369904059376,1,2010,JAM,14-Feb-72
Javon FRANCIS,1498.4246645604735,2,2013,JAM,14-Dec-94
Pako SERIBE,1498.4213154550648,1,2011,BOT,7-Apr-91
Greg NIXON,1498.40818006183,8,2011,USA,12-Sep-81
Josh SCOTT,1498.359404918604,1,2011,USA,3-Sep-85
David GILLICK,1498.3541717739345,2,2010,IRL,9-Jul-83
Chris CLARKE,1498.2828286675624,1,2011,GBR,25-Jan-90
Jianxin CHEN,1498.269976219011,1,2011,CHN,10-Jul-87
Mamoudou-Elimane HANNE,1498.1581605620286,1,2013,FRA,6-Mar-88
Vladimir KRASNOV,1498.028419497096,1,2013,RUS,19-Aug-90
Yoann DECIMUS,1497.8267618422556,1,2011,FRA,30-Nov-87
Ben OFFEREINS,1497.8210138000804,3,2010,AUS,12-Mar-86
