Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Dalilah MUHAMMAD,1581.069792815643,38,2019,USA,7-Feb-90
Sydney MCLAUGHLIN,1558.0341528972986,8,2019,USA,7-Aug-99
Shamier LITTLE,1545.3416740560965,23,2019,USA,20-Mar-95
Rushell CLAYTON,1529.027040763744,5,2019,JAM,18-Oct-92
Zuzana HEJNOVÁ,1522.7287852485408,65,2020,CZE,19-Dec-86
Yasmin GIGER,1518.2536893236415,4,2019,SUI,6-Nov-99
Ashley SPENCER,1513.8106306844002,19,2019,USA,8-Jun-93
Georganne MOLINE,1511.1422164792311,29,2018,USA,6-Mar-90
Femke BOL,1510.9287801567793,4,2020,NED,23-Feb-00
Lea SPRUNGER,1509.7028265010779,29,2020,SUI,5-Mar-90
Janieve RUSSELL,1507.4990863377764,34,2019,JAM,14-Nov-93
Kori CARTER,1507.0457905040237,15,2019,USA,3-Jun-92
Sage WATSON,1506.575227984601,20,2020,CAN,20-Jun-94
Anna RYZHYKOVA,1505.8704745483342,31,2020,UKR,24-Nov-89
Shiann SALMON,1505.8204653546509,2,2019,JAM,31-Mar-99
Kaliese SPENCER,1504.8336813681703,50,2016,JAM,6-May-87
Ristananna TRACEY,1504.0620985379855,21,2018,JAM,9-May-92
Lada VONDROVÁ,1503.4937136385724,1,2019,CZE,6-Sep-99
Petra FONTANIVE,1502.9403579245777,10,2017,SUI,10-Oct-88
Robine SCHÜRMANN,1502.8642969078262,4,2018,SUI,31-Jan-89
Zurian HECHAVARRÍA,1502.3387516531795,4,2019,CUB,10-Aug-95
Perri SHAKES-DRAYTON,1501.7905460697966,22,2013,GBR,21-Dec-88
Melaine WALKER,1500.7567462542524,17,2012,JAM,1-Mar-83
Hanne CLAES,1500.5578607265606,4,2019,BEL,4-Aug-91
Stina TROEST,1500.4825705660248,4,2016,DEN,17-Jan-94
Sara Slott PETERSEN,1500.3264462862412,32,2020,DEN,9-Apr-87
Solveig VRÅLE,1500.3151301138619,1,2018,NOR,26-Jul-99
T'erea BROWN,1500.3106898954893,10,2013,USA,24-Oct-89
Grace CLAXTON,1500.2146764091701,4,2017,PUR,19-Aug-93
Anastasiya RABCHENYUK,1500.13044492368,5,2011,UKR,14-Sep-83
Yelena CHURAKOVA,1500.0112613100746,6,2012,RUS,16-Dec-86
Elodie OUÉDRAOGO,1499.989000391649,6,2012,BEL,27-Feb-81
Nagihan KARADERE,1499.9730007775559,1,2011,TUR,1-Jan-84
Anastasiya OTT,1499.9704221442375,1,2013,RUS,7-Sep-88
Vanya STAMBOLOVA,1499.9582100928394,6,2013,BUL,28-Nov-83
Xiaoxiao HUANG,1499.955991412408,1,2012,CHN,3-Mar-83
Fawn DORR,1499.9537393474868,1,2010,USA,19-Apr-87
Angela MOROŞANU,1499.9478693823612,8,2013,ROU,26-Jul-86
Qi YANG,1499.9415149735678,1,2011,CHN,13-Apr-91
Jennifer ROCKWELL-GROSSARTH,1499.938155035668,1,2013,ITA,18-May-83
Ebony COLLINS,1499.9341298073841,1,2010,USA,11-Mar-89
Birsen ENGIN,1499.929561324333,1,2011,TUR,18-Oct-80
Queen HARRISON,1499.9198497807215,9,2012,USA,10-Sep-88
Vilde SVORTEVIK,1499.9065418296423,1,2014,NOR,18-May-94
Yevgeniya ISAKOVA,1499.9049452595152,2,2010,RUS,27-Nov-78
Irina KOLESNICHENKO,1499.8945194969938,7,2013,RUS,27-May-88
Hanitrasoa Olga RAZANAMALALA,1499.8837655761472,1,2011,MAD,8-Sep-88
Lucy María JARAMILLO,1499.877351487985,1,2012,ECU,23-Feb-83
Sheena JOHNSON-TOSTA,1499.8688775820729,6,2011,USA,1-Oct-82
Natalya ANTYUKH,1499.8605277107904,23,2014,RUS,26-Jun-81
Bimbo Miel AYEDOU,1499.8568600013887,1,2011,BEN,17-Aug-91
Fatima Sulaiman DAHMAN,1499.8469993217695,1,2011,YEM,10-Nov-92
Sarah-Lynn WELLS,1499.8461358136442,2,2012,CAN,10-Nov-89
Kyeong-mi SON,1499.8442309435718,1,2011,KOR,9-Feb-90
Jessica AGUILERA,1499.839493043091,1,2011,NCA,26-Jun-85
Nickiesha WILSON,1499.8352227108294,13,2013,JAM,28-Jul-86
Nicole LEACH,1499.830083131701,5,2012,USA,18-Jul-87
Tatyana AZAROVA,1499.8219823498168,1,2012,KAZ,2-Dec-85
Stephenie Ann MCPHERSON,1499.8211486504304,1,2012,JAM,25-Nov-88
Raasin MCINTOSH,1499.8100683427924,2,2012,USA,29-Apr-82
Jana REISSOVÁ,1499.809159593276,1,2014,CZE,1-Jan-96
Danielle DOWIE,1499.7856682289182,1,2013,JAM,5-May-92
Jailma SALES DE LIMA,1499.781571194817,2,2012,BRA,31-Dec-86
Dominique DARDEN,1499.7752530296584,4,2010,USA,9-Dec-83
Annerie MOOLMAN,1499.7695743935833,1,2013,RSA,9-Aug-90
Manuela GENTILI,1499.7477850217128,3,2012,ITA,7-Feb-78
Josanne LUCAS,1499.7418744670672,5,2011,TTO,14-May-84
Tereza VOKÁLOVÁ,1499.7297801927116,1,2016,CZE,16-Jun-98
Princesa María OLIVEROS,1499.7280820673968,1,2012,COL,10-Aug-75
Christine SALTERBERG,1499.7253542536937,1,2014,GER,9-Jun-94
Christine SPENCE,1499.7227399786516,3,2013,USA,25-Nov-81
Anna JESIEŃ,1499.722341118044,6,2012,POL,10-Dec-78
Noraseela MOHD KHALID,1499.7143548095419,1,2012,MAS,27-Sep-79
Bianca BAAK,1499.7108381515184,2,2015,NED,25-Jan-92
Ugonna NDU,1499.6898685377666,1,2013,NGR,27-Jun-91
Jasmine HYDER,1499.6858327474374,4,2012,USA,25-Aug-88
Christine Sonali MERRILL,1499.655319720237,2,2012,SRI,20-Aug-87
Stine TOMB,1499.6419520363152,2,2013,NOR,27-Jun-86
Kim Carina SCHMIDT,1499.6334310000852,1,2014,GER,21-Jan-92
Eilidh DOYLE,1499.6228922914215,53,2018,GBR,20-Feb-87
Ajoke ODUMOSU,1499.5799246473025,17,2013,NGR,27-Oct-87
Nikolina HORVAT,1499.568262822117,3,2012,CRO,18-Sep-86
Janeil BELLILLE,1499.55258040525,3,2016,TTO,18-Jun-89
Luisa VALESKE,1499.527620784418,1,2015,GER,9-Jan-94
Shona RICHARDS,1499.5054765466666,1,2014,GBR,1-Sep-95
Amaliya SHAROYAN,1499.5012652891667,2,2013,ARM,19-Jun-88
Nenah DE CONINCK,1499.4825362841357,1,2014,BEL,2-Sep-96
Eileen DEMES,1499.4613030504306,1,2016,GER,13-Oct-97
Lucie TACLÍKOVÁ,1499.377031632173,1,2015,CZE,30-Dec-93
Lashinda DEMUS,1499.3025443002384,25,2015,USA,10-Mar-83
Katsiaryna BELANOVICH,1499.2991364487702,1,2016,BLR,14-Jan-91
Michaela BIČIANOVÁ,1499.245214988126,1,2018,CZE,17-Jun-97
Karoline DALAND,1499.2290659450223,1,2016,NOR,13-Feb-99
Marlen AAKRE,1499.1273747351734,1,2015,NOR,17-Sep-93
Olena KOLESNYCHENKO,1499.0844797582724,3,2017,UKR,3-Jun-93
Jaide STEPTER,1499.0631208080458,3,2017,USA,25-Sep-94
Eglė STAISIUNAITĖ,1499.0484817731265,3,2015,LTU,30-Sep-88
Tereza JONASOVA,1498.9720771479856,1,2016,CZE,24-Jun-98
Shevon STODDART,1498.8796645514435,5,2015,JAM,21-Nov-82
Satomi KUBOKURA,1498.8358858721085,9,2016,JPN,27-Apr-82
Amaka OGOEGBUNAM,1498.7415753144453,3,2016,NGR,3-Mar-90
Sylvia SCHULZ,1498.7316495369319,2,2019,GER,3-Mar-99
Linda OLIVIERI,1498.6177371831557,1,2019,ITA,14-Jul-98
Jernail HAYES,1498.5934196111111,1,2016,USA,8-Jul-88
Vera BARBOSA,1498.514313255691,6,2016,POR,13-Jan-89
Phara ANACHARSIS,1498.5045173295266,5,2016,FRA,17-Dec-83
Elise MALMBERG,1498.3177750062405,3,2015,SWE,13-Jul-95
Inge DROST,1498.2403419487894,2,2016,NED,15-Jan-96
Sharolyn Shantell SCOTT,1498.208029263777,3,2016,CRC,27-Oct-83
Oksana AESCHBACHER,1498.138701111418,1,2019,SUI,25-Jun-98
Aurelie CHABOUDEZ,1498.071595355584,6,2017,FRA,9-May-93
Hanna TITIMETS,1498.0427399293171,11,2016,UKR,5-Mar-89
Jessie KNIGHT,1498.023944286398,1,2020,GBR,15-Jun-94
Emilia ANKIEWICZ,1497.9947445099776,3,2016,POL,22-Nov-90
Sarah CARLI,1497.9277778327305,2,2019,AUS,5-Sep-94
Hanneke OOSTERWEGEL,1497.8595446613006,1,2018,NED,10-Dec-96
Chanice TAYLOR-CHASE,1497.791905794987,1,2016,CAN,6-Aug-93
Aleksandra ROMANOVA,1497.7820149033012,1,2016,KAZ,26-Dec-90
Thi Huyen NGUYEN,1497.6740300333795,2,2016,VIE,19-May-93
Mariya MYKOLENKO,1497.6678806545474,1,2018,UKR,4-Apr-94
Lilit HARUTYUNYAN,1497.6306025929666,1,2016,ARM,4-Apr-93
Maureen Jelagat MAIYO,1497.5556121321893,2,2016,KEN,28-May-85
Natalya ASANOVA,1497.5351661324412,2,2016,UZB,29-Nov-89
Glory Onome NATHANIEL,1497.4666976020726,1,2017,NGR,23-Jan-96
Emma ZAPLETALOVÁ,1497.3649904679019,1,2020,SVK,24-Mar-00
Denisa ROSOLOVÁ,1497.353255942282,23,2017,CZE,21-Aug-86
Vera RUDAKOVA,1497.2556976269052,5,2019,RUS,20-Mar-92
Marzia CARAVELLI,1497.2486408558866,3,2017,ITA,23-Oct-81
Tiffany WILLIAMS,1497.214245406215,14,2016,USA,5-Feb-83
Lena WERNLI,1497.1536260124544,1,2018,SUI,5-Feb-01
Leah NUGENT,1496.9798840956364,8,2018,JAM,23-Nov-92
Déborah RODRÍGUEZ,1496.817261940067,5,2017,URU,2-Dec-92
Valeriya ANDREYEVA,1496.754297915777,1,2019,ANA,13-Aug-92
Andrea ROOTH,1496.7447585029677,1,2019,NOR,6-Mar-02
Sparkle MCKNIGHT,1496.729244444754,6,2017,TTO,21-Dec-91
Amalie IUEL,1496.7038642390444,10,2020,NOR,17-Apr-94
Kristina PRONZHENKO,1496.6492397141774,1,2017,TJK,10-Dec-88
Ghofrane MOHAMMAD,1496.638641518318,2,2016,SYR,6-Jun-89
Noelle MONTCALM,1496.5740878963957,4,2017,CAN,3-Apr-88
Hayat LAMBARKI,1496.493333082265,7,2016,MAR,18-May-88
Hanna PALMQVIST,1496.4864704390732,1,2020,SWE,20-Jan-96
Aminat JAMAL,1496.4388958416803,4,2019,BRN,27-Jun-97
Joanna LINKIEWICZ,1496.2839255732474,11,2019,POL,2-May-90
Gianna WOODRUFF,1496.2811757675017,4,2019,PAN,18-Nov-93
Line KLOSTER,1496.2493666924365,1,2018,NOR,27-Feb-90
Eri UTSUNOMIYA,1496.222959479391,1,2018,JPN,11-Apr-93
Axelle DAUWENS,1496.1751028727786,8,2016,BEL,1-Dec-90
Jessica MOREIRA,1496.1496048536242,1,2019,BRA,16-Nov-01
Xia XIAO,1496.0324698291631,3,2018,CHN,4-Jun-91
Justien GRILLET,1495.8665344873461,1,2018,BEL,18-Jul-94
Lauren WELLS,1495.8435787887581,8,2019,AUS,3-Aug-88
Kemi ADEKOYA,1495.6392666318718,12,2018,BRN,16-Jan-93
Sara KLEIN,1495.50124816382,1,2019,AUS,19-May-94
Karin DISCH,1495.3317485966109,1,2019,SUI,3-May-97
Paulien COUCKUYT,1495.2655652929768,2,2019,BEL,19-May-97
Drita ISLAMI,1495.208907554545,2,2017,MKD,1-Aug-96
Viktoriya TKACHUK,1495.155190580423,7,2020,UKR,8-Nov-94
Jessica TURNER,1494.79426083218,3,2019,GBR,8-Aug-95
Jackie BAUMANN,1494.6256879211414,3,2017,GER,24-Aug-95
Ronda WHYTE,1493.9596515725975,3,2019,JAM,6-Nov-90
Cassandra TATE,1493.6523757988284,29,2019,USA,11-Sep-90
Ayomide FOLORUNSO,1493.318704080034,13,2020,ITA,17-Oct-96
Carolina KRAFZIK,1492.5497084330548,2,2019,GER,27-Mar-95
Lauren BODEN,1492.0400689887197,12,2019,AUS,3-Aug-88
Agata ZUPIN,1491.6925161545091,3,2019,SLO,17-Mar-98
Mariam Mamdouh FARID,1491.4024599438972,1,2019,QAT,1-Feb-98
Zenéy VAN DER WALT,1491.2788604434381,2,2019,RSA,22-May-00
Yanique HAYE-SMITH,1491.0900020441795,1,2019,TKS,22-Mar-90
Yadisleidis PEDROSO,1490.5185227956217,21,2019,ITA,28-Jan-87
Nina BRINO FORGNON,1489.4845057684793,2,2019,FRA,8-Jun-98
Tia-Adana BELLE,1489.143095626401,5,2019,BAR,15-Jun-96
Lamiae LHABZ,1488.0917807577375,2,2019,MAR,19-May-84
Melissa GONZALEZ,1486.5198994026623,2,2019,COL,24-Jun-94
Meghan BEESLEY,1484.402383124208,19,2019,GBR,15-Nov-89
Wenda NEL,1481.7192946362027,37,2019,RSA,30-Jul-88
