Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Caster SEMENYA,1587.5712062282814,14,2012,RSA,7-Jan-91
Pamela JELIMO,1577.2881917060186,11,2012,KEN,5-Dec-89
Fantu MAGISO,1558.8493270907543,5,2012,ETH,9-Jun-92
Francine NIYONSABA,1557.969114612717,5,2012,BDI,5-May-93
Jennifer MEADOWS,1542.7237391872836,13,2011,GBR,17-Apr-81
Alysia MONTAÑO,1541.7230636805416,16,2012,USA,23-Apr-86
Yekaterina POISTOGOVA,1541.4382227939718,3,2012,RUS,1-Mar-91
Janeth JEPKOSGEI,1527.3097522338246,18,2012,KEN,13-Dec-83
Kenia SINCLAIR,1525.4975562905202,10,2011,JAM,14-Jul-80
Rowena COLE,1525.4607142857144,1,2012,GBR,13-Jan-92
Yelena KOFANOVA,1523.439228184426,3,2012,RUS,8-Aug-88
Halima HACHLAF,1516.7195281389886,10,2012,MAR,6-Sep-88
Molly LUDLOW,1514.251326091729,7,2012,USA,4-Aug-87
Rosibel GARCÍA,1509.8241842326465,4,2012,COL,13-Feb-81
Mariya SAVINOVA,1509.7052900468234,1,2010,RUS,13-Aug-85
Anna BALAKSHINA,1508.4008571428571,1,2010,RUS,22-Nov-86
Claire TARPLEE,1508.2963369440954,1,2012,IRL,22-Sep-88
Margarita MUKASHEVA,1507.757907814595,3,2012,KAZ,4-Jan-86
Alice SCHMIDT,1507.4336736408984,5,2012,USA,3-Oct-81
Liliya LOBANOVA,1506.8491051959509,2,2011,UKR,14-Oct-85
Maggie VESSEY,1506.6485702189075,11,2012,USA,23-Dec-81
Malika AKKAOUI,1506.408086681824,7,2012,MAR,25-Dec-87
Marilyn OKORO,1506.0258162163004,10,2012,GBR,23-Sep-84
Cherono KOECH,1504.3900029936522,6,2012,KEN,8-Dec-92
Brenda MARTINEZ,1503.9168540451083,1,2012,USA,8-Sep-87
Nancy Jebet LANGAT,1503.5564129260263,1,2010,KEN,22-Aug-81
Phillipa AUKETT,1502.6089198939103,1,2012,GBR,9-Sep-84
Morgan UCENY,1500.6401612303735,2,2011,USA,10-Mar-85
Christin WURTH-THOMAS,1500.492107352002,1,2010,USA,11-Jul-80
Tara BIRD,1499.6468670619538,1,2012,GBR,22-Jul-87
Lisa DOBRISKEY,1499.0275240563215,1,2010,GBR,23-Dec-83
Genzeb SHUMI,1498.6535969688084,2,2012,BRN,29-Jan-91
Diane CUMMINS,1498.6443024949533,1,2012,CAN,19-Jan-74
Celia TAYLOR,1498.5274659975012,1,2010,GBR,22-Jan-77
Yuneysi SANTIUSTI,1498.3660710785266,5,2012,CUB,24-Dec-84
Winny CHEBET,1498.290190164094,4,2012,KEN,20-Dec-90
Victoria GRIFFITHS,1498.239613992026,1,2010,GBR,9-Oct-84
Lucia HRIVNÁK,1498.0194124957038,7,2012,SVK,20-Nov-83
Annet NEGESA,1497.8519959970504,2,2011,UGA,24-Apr-92
Hellen OBIRI,1497.7578600181937,1,2011,KEN,13-Dec-89
Adelle TRACEY,1497.7208428326112,1,2012,GBR,27-May-93
Daniela REINA,1497.7121962693116,1,2010,ITA,15-May-81
Nikki HAMBLIN,1497.6489651106983,1,2011,NZL,20-May-88
Elisa CUSMA,1497.4274190680803,3,2010,ITA,24-Jul-81
Phoebe WRIGHT,1497.4215852643288,3,2011,USA,30-Aug-88
Erica MOORE,1497.2690092876298,1,2012,USA,25-Mar-88
Renata PLIŚ,1497.2682887375333,2,2011,POL,5-Feb-85
Hazel CLARK,1497.2102446306076,1,2010,USA,3-Oct-77
Nataliya LUPU,1497.177092347366,4,2012,UKR,14-Nov-87
Yong LI,1497.1715354944845,1,2010,CHN,18-Jun-88
Shannon ROWBURY,1497.1435059031837,1,2010,USA,19-Sep-84
Luiza GEGA,1496.9501221223165,1,2011,ALB,5-Nov-88
Hind DEHIBA CHAHYD,1496.8643711876744,2,2011,FRA,17-Mar-79
Marina ARZAMASOVA,1496.820111629173,3,2012,BLR,17-Dec-87
Anna WILLARD,1496.5810884603557,6,2012,USA,31-Mar-84
Rose Mary ALMANZA,1496.4631735565615,2,2012,CUB,13-Jul-92
Andrea FERRIS,1496.2771477342244,1,2012,PAN,21-Sep-87
Hannah BROOKS,1496.256692021459,1,2012,GBR,25-Jun-88
Heather KAMPF,1496.1860157102592,1,2011,USA,19-Jan-87
Haiyan ZHOU,1496.0072244146259,1,2010,CHN,3-Jan-90
Susan KRUMINS,1496.0072244146259,1,2010,NED,8-Jul-86
Angelika CICHOCKA,1495.9201026809678,3,2012,POL,15-Mar-88
Jing ZHAO,1495.2379030591574,1,2011,CHN,9-Jul-88
Ewelina SĘTOWSKA-DRYK,1495.1703805148577,2,2011,POL,5-Mar-80
Eglė BALČIŪNAITĖ,1495.0239394092587,3,2011,LTU,31-Oct-88
Alison LEONARD,1494.9778876989153,1,2012,GBR,17-Mar-90
Tintu LUKKA,1494.9025349723092,6,2012,IND,26-Apr-89
Lenka MASNÁ,1494.838585464889,2,2012,CZE,22-Apr-85
Jessica SMITH,1494.6741551526425,2,2012,CAN,11-Oct-89
Yeon-jung HUH,1494.4322227858243,1,2011,KOR,29-Oct-80
Hilary STELLINGWERFF,1494.270823871006,1,2012,CAN,7-Aug-81
Yuliya KREVSUN,1494.1553355587648,4,2011,UKR,8-Dec-80
Eunice Jepkoech SUM,1494.1190797392242,5,2012,KEN,10-Apr-88
Ajee WILSON,1494.018875571206,1,2012,USA,8-May-94
Lemlem BEREKET,1493.930327641504,1,2011,CAN,10-Dec-87
Annabelle Marie LASCAR,1493.879085707988,1,2012,MRI,25-Apr-85
Irina MARACHEVA,1493.8357511083464,1,2011,RUS,24-Sep-84
Gemma KERSEY,1493.6819274803033,1,2012,GBR,6-Feb-92
Yekaterina KOSTETSKAYA,1493.5887171268275,1,2011,RUS,31-Dec-86
Shuyi LU,1493.5490998186829,1,2011,CHN,11-Nov-87
Amna BAKHIT,1493.4437973790425,1,2012,SUD,14-Nov-90
Maryam Yusuf JAMAL,1493.1851588729933,2,2012,BRN,16-Sep-84
Truong Thanh HANG,1493.023415005231,1,2011,VIE,1-May-86
Jessica JUDD,1492.7955490282907,1,2012,GBR,7-Jan-95
Felismina CAVELA,1492.682191850001,1,2012,ANG,24-Aug-92
Ingvill MÅKESTAD BOVIM,1492.4215861950174,3,2011,NOR,7-Aug-81
Zahra BOURAS,1492.3899224485685,3,2011,ALG,13-Jan-87
Amy WEISSENBACH,1492.2712837223612,1,2012,USA,16-Jun-94
Elena Mirela LAVRIC,1492.2705099780949,2,2012,ROU,17-Feb-91
Loren BLEAKEN,1492.086041200971,1,2012,GBR,3-Sep-95
Elisabeth Victorie MANDABA,1491.7769938478887,1,2012,CAF,7-Jun-89
Melissa BISHOP-NRIAGU,1491.3198940549723,1,2012,CAN,5-Aug-88
Zourha ALI,1491.2433699382575,1,2011,DJI,23-Nov-94
Emma JACKSON,1490.4752890762998,7,2012,GBR,7-Jun-88
Elodie GUEGAN,1489.9307009843708,1,2012,FRA,19-Dec-85
Marta MILANI,1489.6704548044659,1,2012,ITA,9-Mar-87
Kaylee DODD,1489.263770580066,1,2012,GBR,28-Dec-95
Jenny SIMPSON,1489.2522317240523,1,2012,USA,23-Aug-86
Haley NEMRA,1488.8669763187784,1,2012,MHL,4-Oct-89
Aicha FALL,1487.8480835052205,1,2012,MTN,6-May-93
Svetlana USOVICH,1487.5819749792506,2,2011,BLR,14-Oct-80
Eleni FILANDRA,1487.4361208430832,2,2012,GRE,12-Jan-84
Charlotte BEST,1485.5156260848812,2,2012,GBR,7-Mar-85
Lynsey SHARP,1484.9754138333403,5,2012,GBR,11-Jul-90
Tamsyn MANOU,1484.7909817146449,2,2012,AUS,20-Jul-78
Elena POPESCU,1484.2359781957416,1,2012,MDA,6-Sep-89
Sarah ATTAR,1483.4755997248874,1,2012,KSA,27-Aug-92
Rabia ASHIQ,1483.2784631093518,1,2012,PAK,15-Apr-92
Amy ATKINSON,1483.270348034282,1,2012,GUM,5-Aug-89
Woroud SAWALHA,1482.5680632111284,1,2012,PLE,3-Nov-91
Merve AYDIN,1480.4188174733824,2,2012,TUR,17-Mar-90
Jemma SIMPSON,1479.7178119875878,9,2012,GBR,10-Feb-84
Geena GALL,1479.0817320359865,5,2012,USA,18-Jan-87
Neisha BERNARD-THOMAS,1478.081445670853,6,2012,GRN,21-Jan-81
Yvonne HAK,1463.3436536009904,7,2012,NED,30-Jun-86
