Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Christian COLEMAN,1652.7355725973687,15,2019,USA,6-Mar-96
Justin GATLIN,1603.801041837436,53,2019,USA,10-Feb-82
Noah LYLES,1574.5281733060651,7,2019,USA,18-Jul-97
Yohan BLAKE,1563.2058470313443,41,2019,JAM,26-Dec-89
Ronnie BAKER,1562.5417817278599,11,2018,USA,15-Oct-93
Akani SIMBINE,1555.1876826097432,38,2019,RSA,21-Sep-93
André DE GRASSE,1553.701146224508,20,2019,CAN,10-Nov-94
Zharnel HUGHES,1542.533039712061,11,2019,GBR,13-Jul-95
Usain BOLT,1542.3613550398495,34,2017,JAM,21-Aug-86
Zhenye XIE,1524.9545424737662,15,2019,CHN,17-Aug-93
Paweł WIESIOŁEK,1523.3357142857142,1,2019,POL,13-Aug-91
Janek ÕIGLANE,1523.3357142857142,1,2019,EST,25-Apr-94
Damian WARNER,1522.05,1,2019,CAN,4-Nov-89
Adam GEMILI,1519.0196035654603,22,2019,GBR,6-Oct-93
Ben Youssef MEITÉ,1517.3866362848048,25,2018,CIV,11-Nov-86
Asafa POWELL,1515.050274976863,35,2017,JAM,23-Nov-82
Aaron BROWN,1514.1682706212177,12,2019,CAN,27-May-92
Filippo TORTU,1513.03146440399,6,2019,ITA,15-Jun-98
Reece PRESCOD,1510.8226771452796,12,2019,GBR,29-Feb-96
Tyson GAY,1510.2200635691784,22,2016,USA,9-Aug-82
Jak Ali HARVEY,1510.1822025641645,14,2018,JAM,4-May-89
Michael RODGERS,1509.8524854211212,80,2019,USA,24-Apr-85
Raymond EKEVWO,1509.604217062938,2,2019,NGR,23-Mar-99
Kai KAZMIREK,1506.5917045251635,1,2019,GER,28-Jan-91
Ilya SHKURENYOV,1506.5917045251635,1,2019,ANA,11-Jan-91
Jimmy VICAUT,1506.34853864128,47,2019,FRA,27-Feb-92
Trayvon BROMELL,1505.5716057665118,6,2016,USA,10-Jul-95
Pierce LEPAGE,1505.5310443533835,1,2019,CAN,22-Jan-96
Marvin BRACY,1504.9780922544903,7,2016,USA,15-Dec-93
Kemar BAILEY-COLE,1504.8937822743305,21,2015,JAM,10-Jan-92
Daniel BAILEY,1504.2945151299145,17,2016,ANT,9-Sep-86
Paulo André CAMILO DE OLIVEIRA,1503.8955090584313,3,2019,BRA,20-Aug-98
Hassan TAFTIAN,1503.5175722642884,10,2019,IRI,4-May-93
Ryota YAMAGATA,1503.5172928921884,5,2016,JPN,10-Jun-92
Abdul Hakim SANI BROWN,1503.1915763782786,5,2019,JPN,6-Mar-99
Nesta CARTER,1503.1352538064548,54,2015,JAM,11-Oct-85
Femi OGUNODE,1503.1152791133768,10,2017,QAT,15-May-91
Shuhei TADA,1502.8490876580458,2,2017,JPN,24-Jun-96
Kemarley BROWN,1502.0912863897966,2,2016,BRN,20-Jul-92
Abdullah Abkar MOHAMMED,1501.903999361547,4,2018,KSA,1-Jan-97
Nickel ASHMEADE,1501.8012383840432,20,2016,JAM,7-Apr-90
Ameer WEBB,1501.7883185421776,3,2016,USA,19-Mar-91
Nethaneel MITCHELL-BLAKE,1501.5347392429169,1,2017,GBR,2-Apr-94
Rondel SORRILLO,1501.1768575980627,4,2016,TTO,21-Jan-86
Devon WILLIAMS,1501.0005870011678,1,2019,USA,17-Jan-94
Maicel UIBO,1501.0005870011678,1,2019,EST,27-Dec-92
Chijindu UJAH,1500.9858637000575,36,2019,GBR,5-Mar-94
Ryan SHIELDS,1500.8794883760497,1,2017,JAM,12-May-83
Emre Zafer BARNES,1500.7601167453406,2,2017,TUR,7-Nov-88
Steve MULLINGS,1500.755579684282,2,2011,JAM,29-Nov-82
Seye OGUNLEWE,1500.7365947750623,1,2016,NGR,30-Aug-91
James DASAOLU,1500.683832061951,23,2017,GBR,5-Sep-87
Anaso JOBODWANA,1500.5056809038474,2,2013,RSA,30-Jul-92
Rakieem SALAAM,1500.4967791913045,5,2013,USA,5-Apr-90
Rodrigo DO NASCIMENTO,1500.3912387466244,1,2019,BRA,26-Sep-94
Joel FEARON,1500.3496423145934,3,2016,GBR,11-Oct-88
Dentarius LOCKE,1500.2854587962902,3,2016,USA,12-Dec-89
Kei TAKASE,1500.1782523744746,1,2015,JPN,25-Nov-88
Michael FRATER,1500.1544145996627,21,2016,JAM,6-Oct-82
Walter DIX,1500.1300818721593,8,2013,USA,31-Jan-86
Lerone CLARKE,1500.1230085543896,10,2012,JAM,7-Jul-81
Derrick ATKINS,1500.0885866467556,4,2013,BAH,5-Jan-84
Amr Ibrahim Mostafa SEOUD,1500.0368672638706,1,2012,EGY,10-Jun-86
Ngonidzashe MAKUSHA,1500.034034250445,2,2011,ZIM,11-Mar-87
Adam HARRIS,1500.0024596047797,1,2013,GUY,21-Jul-87
Wallace SPEARMON,1499.9940052195084,2,2010,USA,24-Dec-84
Sam EFFAH,1499.9810435582701,1,2013,CAN,29-Dec-88
Yancarlos MARTÍNEZ,1499.9715832205384,1,2015,DOM,8-Jul-92
Dariusz KUĆ,1499.970662610775,3,2012,POL,24-Apr-86
Remaldo ROSE,1499.968935901517,1,2011,JAM,18-Nov-87
Kevin MAYER,1499.9613565166264,1,2019,FRA,10-Feb-92
Jason SMYTH,1499.954216178989,1,2011,IRL,4-Jul-87
Andrew FISHER,1499.9495332269844,4,2017,JAM,15-Dec-91
Nick SMITH,1499.9494926268794,1,2010,GBR,6-Dec-82
