Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Carmelita JETER,1669.4705992401307,18,2011,USA,24-Nov-79
Veronica CAMPBELL-BROWN,1594.7222481866543,9,2011,JAM,15-May-82
Kelly-Ann BAPTISTE,1572.309686980709,13,2011,TTO,14-Oct-86
Marshevet HOOKER,1555.8191276072864,10,2011,USA,25-Sep-84
Kerron STEWART,1536.9853116301356,6,2011,JAM,16-Apr-84
Shelly-Ann FRASER-PRYCE,1536.4748978297432,6,2011,JAM,27-Dec-86
Ivet LALOVA-COLLIO,1531.77361795234,7,2011,BUL,18-May-84
Blessing OKAGBARE-IGHOTEGUONOR,1525.5140729857828,12,2011,NGR,9-Oct-88
Véronique MANG,1508.8542388491205,3,2011,FRA,15-Dec-84
Myriam SOUMARE,1507.370241808578,4,2011,FRA,29-Oct-86
Murielle AHOURÉ,1507.1457285897889,1,2011,CIV,23-Aug-87
Michelle-Lee AHYE,1506.735497460007,2,2011,TTO,10-Apr-92
Olesya POVH,1506.2484207805578,3,2011,UKR,18-Oct-87
Ruddy ZANG MILAMA,1505.8228793871485,4,2011,GAB,6-Jun-87
Shalonda SOLOMON,1504.3249298161106,7,2011,USA,19-Dec-85
Nelky CASABONA,1502.7375826258963,1,2011,CUB,12-May-84
Jura LEVY,1501.5253178112853,3,2011,JAM,4-Nov-90
Sheniqua FERGUSON,1500.6876764907342,2,2011,BAH,24-Nov-89
Chandra STURRUP,1500.1607577860295,5,2010,BAH,12-Sep-71
Bianca KNIGHT,1499.976813909976,1,2010,USA,2-Jan-89
Aleksandra FEDORIVA-SPAYER,1499.6293866781305,2,2011,RUS,13-Sep-88
Andreea OGRĂZEANU,1498.5671216392288,1,2011,ROU,24-Mar-90
Leena GÜNTHER,1498.157939045086,1,2011,GER,16-Apr-91
Me'Lisa BARBER,1498.123120237172,1,2010,USA,4-Oct-80
Candyce MCGRONE,1498.0989946846298,2,2011,USA,24-Mar-89
Ana Claudia LEMOS,1497.3643370856753,2,2011,BRA,6-Nov-88
Olga SAFRONOVA,1496.8562464804754,1,2011,KAZ,5-Nov-91
Sheri-Ann BROOKS,1496.8389341959269,3,2010,JAM,11-Feb-83
Natalia POHREBNIAK,1496.386721620388,1,2011,UKR,19-Feb-88
Ezinne OKPARAEBO,1496.1085700644712,7,2011,NOR,3-Mar-88
Sherone SIMPSON,1495.976692861228,11,2011,JAM,12-Aug-84
Marta JESCHKE,1495.8248484580463,1,2011,POL,2-Jun-86
LaShauntea MOORE,1495.6015387346233,5,2011,USA,31-Jul-83
Yujia TAO,1495.3657627136618,1,2010,CHN,16-Feb-87
Consuella MOORE,1495.0664362889815,1,2010,USA,29-Aug-81
Laura TURNER,1494.8353085491754,2,2011,GBR,12-Aug-82
Yasmin KWADWO,1494.5324935667945,2,2011,GER,9-Nov-90
Chisato FUKUSHIMA,1494.4875339645855,2,2011,JPN,27-Jun-88
Aleen BAILEY,1494.170523837693,6,2011,JAM,25-Nov-80
Guzel KHUBBIEVA,1494.1578542447896,1,2011,UZB,2-May-76
Carrie RUSSELL,1494.1493098475169,3,2010,JAM,18-Oct-90
Tahesia HARRIGAN-SCOTT,1493.7782251712415,4,2010,IVB,15-Feb-82
Jeanette KWAKYE,1493.6600454378104,3,2011,GBR,20-Mar-83
Rosângela SANTOS,1493.5585334479297,2,2011,BRA,20-Dec-90
Audrey ALLOH,1493.2651419581612,1,2010,ITA,21-Jul-87
Lan JIANG,1493.2448843365578,1,2010,CHN,27-Jun-89
Jiabei YE,1492.5189138847434,1,2011,CHN,20-Jan-93
Schillonie CALVERT-POWELL,1492.35406180531,6,2011,JAM,27-Jul-88
Stephanie DURST,1492.0950041157844,1,2011,USA,6-Jan-82
Ching-Hsien LIAO,1492.0596939181817,1,2011,TPE,22-Jun-94
Oludamola OSAYOMI,1492.0206069549604,3,2011,NGR,26-Jun-86
Phobay KUTU-AKOI,1491.950166538296,1,2011,LBR,3-Dec-87
Hyelim JUNG,1491.9011663878134,1,2011,KOR,1-Jun-87
LaKya BROOKINS,1491.667202315749,1,2011,USA,28-Jul-89
Delphine Bertille ATANGANA,1490.9026107636128,1,2011,CMR,16-Aug-84
Yomara HINESTROZA,1490.7929648432378,1,2011,COL,20-May-88
Mikele BARBER,1490.7448772328503,7,2011,USA,4-Oct-80
Mariya RYEMYEN,1490.3922738476072,2,2011,UKR,2-Aug-87
Gloria ASUMNU,1489.9832489890741,4,2011,USA,22-May-85
Qiuping LIANG,1489.4958759440842,1,2011,CHN,11-Mar-88
Vladislava OVCHARENKO,1489.338485431224,1,2011,TJK,18-Dec-86
Diane BORG,1489.335818399606,1,2011,MLT,12-Sep-90
Muna LEE,1488.8422385918068,1,2011,USA,30-Oct-81
Kaina MARTINEZ,1488.6600180076857,1,2011,BIZ,20-Feb-86
Joice MADUAKA,1488.6132590929005,2,2010,GBR,30-Sep-73
Katherine ENDACOTT,1488.6075164657873,2,2010,GBR,29-Jan-80
Feta AHAMADA,1487.965411732379,1,2011,COM,24-Jun-87
Amatercia QUIVE,1487.826041146906,1,2011,MOZ,14-Mar-87
Joanne Priscilla LOUTOY,1487.81424136555,1,2011,SEY,31-Dec-92
Martina PRETELLI,1487.6229844162497,1,2011,SMR,28-Dec-88
Alexandria ANDERSON,1487.1934193876173,5,2011,USA,28-Jan-87
Lauryn WILLIAMS,1486.1802877171663,2,2011,USA,11-Sep-83
Montell DOUGLAS,1485.548565574613,2,2011,GBR,24-Jan-86
Verena SAILER,1485.2282267928242,3,2011,GER,16-Oct-85
Anyika ONUORA,1484.7695264044369,2,2011,GBR,28-Oct-84
Debbie FERGUSON-MCKENZIE,1484.4264470766216,8,2011,BAH,16-Jan-76
Pollara COBB,1483.5883064565214,1,2011,GUM,29-Jan-92
Djénébou DANTÉ,1483.0237205167891,1,2011,MLI,7-Aug-89
Alda PAULO,1482.9135085867738,1,2011,ANG,10-Jul-91
Gloria DIOGO,1482.7518582205444,1,2011,STP,13-Jan-84
Patricia TAEA,1482.7073807942977,1,2011,COK,25-May-93
Lovelite DETENAMO,1482.6263643490356,1,2011,NRU,22-Dec-93
Ivana ROZMAN,1482.3160171287277,1,2011,MKD,14-Jul-89
Samantha HENRY-ROBINSON,1480.7555359246312,2,2011,JAM,25-Sep-88
