Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Paul Kipsiele KOECH,1583.898380968314,8,2010,KEN,10-Nov-81
Ezekiel KEMBOI,1568.486880795872,4,2010,KEN,25-May-82
Brimin Kiprop KIPRUTO,1545.361154387508,6,2010,KEN,31-Jul-85
Mahiedine MEKHISSI,1527.7587696042133,2,2010,FRA,15-Mar-85
Linus Kipwambok CHUMBA,1517.6405575496642,4,2010,KEN,9-Feb-80
Benjamin KIPLAGAT,1510.1059618170991,4,2010,UGA,4-Mar-89
Bouabdellah TAHRI,1507.707923697999,1,2010,FRA,20-Dec-78
Richard Kipkemboi MATEELONG,1501.499797296873,4,2010,KEN,14-Oct-83
Elijah CHELIMO,1501.190135671987,3,2010,KEN,20-Apr-87
Silas Kosgei KITUM,1500.1416983709664,3,2010,KEN,25-May-90
Roba GARI,1500.0095431139464,3,2010,ETH,12-Apr-82
Saif Saaeed SHAHEEN,1499.576564637229,1,2010,QAT,15-Oct-82
Albert Kiptoo YATOR,1499.4027926521421,1,2010,KEN,6-Sep-93
Bjørnar Ustad KRISTENSEN,1497.9911244966993,1,2010,NOR,26-Jan-82
Ben BRUCE,1497.7037374736715,3,2010,USA,10-Sep-82
Antonio David JIMÉNEZ,1497.4874122844499,2,2010,ESP,18-Feb-77
Anthony FAMIGLIETTI,1496.6000404281162,1,2010,USA,8-Nov-78
Michael KIPYEGO,1496.0518666929752,4,2010,KEN,2-Oct-83
Bisluke Kipkorir KIPLAGAT,1496.0502404236072,1,2010,KEN,8-Aug-88
Tarik Langat AKDAG,1495.9532737823897,5,2010,KEN,16-Jun-88
Steffen ULICZKA,1495.7858295697888,1,2010,GER,17-Jul-84
Luke GUNN,1495.7744420046324,2,2010,GBR,22-Mar-85
Brian OLINGER,1495.6171545913899,1,2010,USA,2-Jun-83
Ivan LUKYANOV,1495.5723048717728,1,2010,MDA,31-Jan-81
Vincent ZOUAOUI DANDRIEUX,1495.4332643501077,1,2010,FRA,12-Oct-80
Stuart STOKES,1495.2296807940193,1,2010,GBR,5-Dec-76
Patrick Kipyegon TERER,1494.7471372677974,1,2010,KEN,6-Jul-89
Nouredine SMAIL,1494.6380392245264,1,2010,FRA,6-Feb-87
Wesley KIPROTICH,1493.5289986680832,1,2010,KEN,1-Aug-79
Alberto Casimiro PAULO,1492.4954564880459,1,2010,POR,3-Oct-85
Ali Ahmed AL AMRI,1492.3917120597548,1,2010,KSA,28-Dec-87
William NELSON,1492.2073444149264,1,2010,USA,11-Sep-84
Simon AYEKO,1492.2060942034873,1,2010,UGA,10-May-87
Mário TEIXEIRA,1491.9345412307594,1,2010,POR,20-Sep-74
Tomasz SZYMKOWIAK,1491.8756850883601,4,2010,POL,5-Jul-83
Youcef ABDI,1491.6444059316345,3,2010,AUS,7-Dec-77
Ruben RAMOLEFI,1490.6364653689038,2,2010,RSA,17-Jul-78
Rabie MAKHLOUFI,1490.2080213495665,1,2010,ALG,11-Nov-86
Irba LAKHAL,1490.1862106866765,1,2010,FRA,12-Dec-75
Kyle ALCORN,1489.9608727559882,2,2010,USA,18-Mar-85
Scott MACPHERSON,1489.656782281516,1,2010,USA,27-Feb-87
Ángel MULLERA,1489.241898109769,1,2010,ESP,20-Apr-84
Tareq Mubarak TAHER,1488.8632648113112,3,2010,BRN,1-Dec-86
Daniel HULING,1486.6517622315046,4,2010,USA,16-Jul-83
Mustafa MOHAMED,1486.5934669950673,2,2010,SWE,1-Mar-79
Krijn VAN KOOLWIJK,1483.6703565808757,2,2010,BEL,30-Aug-81
Steve SLATTERY,1472.6309519240112,4,2010,USA,14-Aug-80
