Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Timothy CHERUIYOT,1694.7019667472166,25,2019,KEN,20-Nov-95
Elijah Motonei MANANGOI,1577.84061883684,24,2019,KEN,5-Jan-93
Jakob INGEBRIGTSEN,1577.1442883656132,12,2019,NOR,19-Sep-00
Taoufik MAKHLOUFI,1565.888935431359,26,2019,ALG,29-Apr-88
Ayanleh SOULEIMAN,1550.2065181820767,33,2019,DJI,3-Dec-92
Niklas KAUL,1546.4339590556501,1,2019,GER,11-Feb-98
Ronald MUSAGALA,1536.9786837412287,15,2019,UGA,16-Dec-92
Marcin LEWANDOWSKI,1527.95175444921,15,2019,POL,13-Jun-87
Josh KERR,1524.456158784563,4,2019,GBR,8-Oct-97
Filip INGEBRIGTSEN,1524.3897914365311,20,2019,NOR,20-Apr-93
Matthew CENTROWITZ,1523.8354547768056,35,2019,USA,18-Oct-89
Tim NOWAK,1518.7722413522933,1,2019,GER,13-Aug-95
Asbel KIPROP,1517.2013294488906,46,2017,KEN,30-Jun-89
Jake WIGHTMAN,1516.0177579214055,11,2019,GBR,11-Jul-94
Craig ENGELS,1512.4037066627247,5,2019,USA,1-May-94
Ben BLANKENSHIP,1511.6470613720492,9,2019,USA,15-Dec-88
Chris O'HARE,1511.177735108574,19,2019,GBR,23-Nov-90
Ronald KWEMOI,1510.3930046139765,15,2019,KEN,19-Sep-95
Silas KIPLAGAT,1509.9857060738163,43,2018,KEN,20-Aug-89
Maicel UIBO,1509.567093887375,1,2019,EST,27-Dec-92
Hicham AKANKAM,1509.169632517203,3,2019,MAR,4-Apr-98
Brahim AKACHAB,1508.9976580604607,1,2017,MAR,9-Mar-93
Brahim KAAZOUZI,1507.776949997882,7,2019,MAR,15-Jun-90
Kalle BERGLUND,1507.223981702482,8,2019,SWE,11-Mar-96
Alexis MIELLET,1506.2048009218026,5,2019,FRA,5-May-95
Cedric DUBLER,1504.8808462972265,1,2019,AUS,13-Jan-95
Vincent KIBET,1504.8344880643785,19,2019,KEN,6-May-91
Mahiedine MEKHISSI,1504.5951817957653,4,2017,FRA,15-Mar-85
Sadik MIKHOU,1504.2408118765788,7,2018,BRN,25-Jul-90
Neil GOURLEY,1504.1771675207665,4,2019,GBR,7-Feb-95
Mohammed MOUSSAOUI,1503.5217632708582,1,2015,FRA,23-Dec-90
James Kiplagat MAGUT,1502.9286908934844,10,2016,KEN,20-Jul-90
Vitaliy ZHUK,1501.9955923534867,1,2019,BLR,10-Sep-96
Mo FARAH,1501.7011953870865,3,2016,GBR,23-Mar-83
Nathan BRANNEN,1501.5051327199046,10,2016,CAN,8-Sep-82
Mekonnen GEBREMEDHIN,1501.3320644508394,33,2016,ETH,11-Oct-88
Hicham BENGHERDA,1501.2680585766234,1,2013,ALG,1-Apr-83
Thomas FONTENELLE,1501.2489541866867,1,2015,FRA,12-Jan-87
Robert BIWOTT,1501.198767436148,9,2017,KEN,28-Jan-96
Cornelius TUWEI,1501.0857240383843,1,2019,KEN,24-May-93
Robby ANDREWS,1500.9268913134124,9,2018,USA,29-Mar-91
Charlie DA'VALL GRICE,1500.7648835980788,18,2019,GBR,7-Nov-93
Johan CRONJE,1500.6795924830426,11,2015,RSA,13-Apr-82
Amine LAALOU,1500.605764836529,5,2011,MAR,13-May-82
Caleb Mwangangi NDIKU,1500.5256961323835,7,2015,KEN,9-Oct-92
Cyril VINCENT-VIRY,1500.4971638057816,1,2015,FRA,28-Oct-89
Manuel OLMEDO,1500.4959613412575,5,2011,ESP,17-May-83
Nicholas Kiptanui KEMBOI,1500.4692732478516,6,2012,KEN,18-Dec-89
Tarik THABET,1500.4497563670316,1,2013,FRA,20-Feb-80
Samuel TEFERA,1500.2215812542408,10,2019,ETH,23-Oct-99
Hillary Kipkorir MAIYO,1500.2160752150517,1,2011,KEN,2-Oct-93
Nixon Kiplimo CHEPSEBA,1500.1808670125647,24,2015,KEN,12-Dec-90
Taoufick MANAR,1500.1789625816587,1,2013,FRA,10-Sep-88
Sylvain QUIRION,1500.1446974596056,2,2015,FRA,8-Jun-88
Imad TOUIL,1500.1073454940383,1,2011,ALG,11-Feb-89
Lopez LOMONG,1500.1072914895663,6,2013,USA,1-Jan-85
Yusuf Saad KAMEL,1500.1011075622514,2,2011,BRN,29-Mar-83
Haron KEITANY,1500.059866728428,3,2011,KEN,17-Dec-83
Andrew BADDELEY,1500.0564715298603,6,2012,GBR,20-Jun-82
Jack BOLAS,1500.0531196465881,1,2011,USA,1-Nov-87
Mehdi BAALA,1500.0408806497703,4,2011,FRA,17-Aug-78
Lawi LALANG,1500.0263346274355,1,2013,KEN,15-Jun-91
Stefan EBERHARDT,1500.0199121346525,1,2011,GER,12-Jan-85
Thomas CHAMNEY,1500.008302515393,1,2010,IRL,16-Apr-84
Pieter BRAUN,1500.00594099633,1,2019,NED,21-Jan-93
Morten MUNKHOLM,1499.979850073978,1,2011,DEN,22-Sep-85
Jermaine MAYS,1499.975502742443,1,2010,GBR,23-Dec-82
Suleiman Kipses SIMOTWO,1499.9696816440526,1,2010,KEN,21-Apr-80
Matt TEGENKAMP,1499.9663595614397,1,2010,USA,19-Jan-82
Fekadu DEJENE,1499.9661162255998,1,2011,ETH,29-Dec-92
Anter ZERGUELAINE,1499.959798934945,2,2010,ALG,4-Jan-85
Kamal BOULAHFANE,1499.957692408548,1,2010,ALG,1-Jul-76
Ricky STEVENSON,1499.9544275820867,1,2010,GBR,14-Nov-88
Álvaro FERNÁNDEZ CEREZO,1499.9523021155578,1,2010,ESP,7-Apr-81
Markos GENETI,1499.9512685937261,1,2010,ETH,7-Jun-84
Demma Daba BIKILA,1499.9474220897996,2,2010,ETH,18-Jul-89
Kristof VAN MALDEREN,1499.9453354542088,1,2010,BEL,30-May-83
Boaz Kiplagat LALANG,1499.944398482277,1,2010,KEN,8-Feb-89
Mitchell KEALEY,1499.944296004799,1,2010,AUS,28-Jan-84
Thomas Solberg EIDE,1499.943845308742,1,2011,NOR,20-Nov-92
Evan JAGER,1499.943445307634,1,2010,USA,8-Mar-89
Eliud KIPCHOGE,1499.9353620730667,1,2010,KEN,5-Nov-84
Alistair Ian CRAGG,1499.9343076117102,1,2010,IRL,13-Jun-80
Nick MCCORMICK,1499.9268414234025,2,2010,GBR,11-Sep-81
