Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Caster SEMENYA,1700.9811364209518,35,2017,RSA,7-Jan-91
Francine NIYONSABA,1628.3863193301386,25,2017,BDI,5-May-93
Margaret Nyairera WAMBUI,1565.8592843683941,13,2017,KEN,15-Sep-95
Ajee WILSON,1558.2923735514528,23,2017,USA,8-May-94
Melissa BISHOP-NRIAGU,1531.481923300425,21,2017,CAN,5-Aug-88
Charlene LIPSEY,1523.3375999679847,11,2017,USA,16-Jul-91
Lovisa LINDH,1518.0273951927907,5,2017,SWE,9-Jul-91
Shelayna OSKAN-CLARKE,1516.737818835169,15,2017,GBR,20-Jan-90
Brenda MARTINEZ,1516.5811513232995,21,2017,USA,8-Sep-87
Soumaya BOUSSAID,1514.6322964310596,1,2016,TUN,5-May-80
Halimah NAKAAYI,1512.0197597608314,4,2017,UGA,14-Oct-94
Noélie YARIGO,1511.9442191378876,7,2017,BEN,26-Dec-85
Habitam ALEMU,1511.2934855083968,14,2017,ETH,9-Jul-97
Rababe ARAFI,1510.339824280208,4,2015,MAR,12-Jan-91
Renelle LAMOTE,1509.7966718274715,10,2016,FRA,26-Dec-93
Joanna JÓŹWIK,1509.4278706012933,17,2017,POL,30-Jan-91
Lea MOSCHINI,1509.165857142857,1,2015,FRA,20-Jun-98
Eunice Jepkoech SUM,1508.584387151448,37,2017,KEN,10-Apr-88
Sifan HASSAN,1507.4517602529365,8,2017,NED,1-Jan-93
Lynsey SHARP,1506.637703921786,34,2017,GBR,11-Jul-90
Pamela JELIMO,1506.00992978706,11,2012,KEN,5-Dec-89
Yekaterina POISTOGOVA,1506.0007930198926,11,2014,RUS,1-Mar-91
Rose Mary ALMANZA,1505.7787160355795,15,2017,CUB,13-Jul-92
Nataliya LUPU,1505.271800761031,13,2015,UKR,14-Nov-87
Sahily DIAGO MESA,1505.2279435294536,2,2016,CUB,26-Aug-95
Angelika CICHOCKA,1504.861024404578,15,2017,POL,15-Mar-88
Amela TERZIĆ,1504.5572139095032,2,2016,SRB,2-Jan-93
Yasmine GRAZIANI,1504.454561873306,1,2016,FRA,1-Aug-94
Janeth JEPKOSGEI,1504.445079401557,32,2015,KEN,13-Dec-83
Kate GRACE,1504.2472814093492,5,2016,USA,24-Oct-88
Laura MUIR,1503.3358678960974,5,2017,GBR,9-May-93
Fadouwa LEDHEM,1502.9866812998744,1,2015,FRA,28-Sep-87
Winny CHEBET,1502.9343499801785,13,2016,KEN,20-Dec-90
Ophelie SEXTIUS,1502.4299999999998,1,2013,FRA,21-Feb-94
LaTavia THOMAS,1502.266935308662,2,2015,USA,17-Dec-88
Halima HACHLAF,1502.2277354902712,12,2013,MAR,6-Sep-88
Mariya SAVINOVA,1502.1718498271284,2,2013,RUS,13-Aug-85
Rowena COLE,1501.979825142857,1,2012,GBR,13-Jan-92
Yelena KOFANOVA,1501.8226343836207,3,2012,RUS,8-Aug-88
Jessica JUDD,1501.486265922844,5,2014,GBR,7-Jan-95
Marina ARZAMASOVA,1501.2358404862648,26,2017,BLR,17-Dec-87
Melanie LAVRIL,1501.048551141058,1,2016,FRA,18-Jun-96
Natalya PRYSHCHEPA,1500.8782605699744,4,2017,UKR,11-Sep-94
Rosibel GARCÍA,1500.7639285659302,4,2012,COL,13-Feb-81
Anna BALAKSHINA,1500.6532506514286,1,2010,RUS,22-Nov-86
Claire TARPLEE,1500.645123160773,1,2012,IRL,22-Sep-88
Alice SCHMIDT,1500.5780424623163,5,2012,USA,3-Oct-81
Marilyn OKORO,1500.5451440231163,17,2014,GBR,23-Sep-84
Liliya LOBANOVA,1500.5325864200372,2,2011,UKR,14-Oct-85
Fiona BENSON,1500.3898460865962,2,2015,CAN,25-May-92
Stephanie MICHEA,1500.3456771408892,1,2013,FRA,21-Oct-78
Nancy Jebet LANGAT,1500.2765466691276,1,2010,KEN,22-Aug-81
Phillipa AUKETT,1500.2028696109505,1,2012,GBR,9-Sep-84
Abeba AREGAWI,1500.145569133142,2,2015,SWE,5-Jul-90
Morgan UCENY,1500.049778937274,2,2011,USA,10-Mar-85
Christin WURTH-THOMAS,1500.0382662676916,1,2010,USA,11-Jul-80
Tara BIRD,1499.9725403827374,1,2012,GBR,22-Jul-87
Lisa DOBRISKEY,1499.9243802706194,1,2010,GBR,23-Dec-83
Sanne VERSTEGEN-WOLTERS,1499.9159382050793,4,2017,NED,10-Nov-85
Genzeb SHUMI,1499.8953037002943,2,2012,BRN,29-Jan-91
Yelena KOTULSKAYA,1499.8887557409857,3,2013,RUS,8-Aug-88
Celia TAYLOR,1499.8854957559656,1,2010,GBR,22-Jan-77
Zoe Therese BEDOUIN,1499.8728721423035,1,2015,FRA,18-Nov-91
Mary CAIN,1499.8704644607637,2,2014,USA,3-May-96
Victoria GRIFFITHS,1499.8631123840198,1,2010,GBR,9-Oct-84
Annet NEGESA,1499.8329712087307,2,2011,UGA,24-Apr-92
