Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Mo FARAH,1628.7409314773404,17,2015,GBR,23-Mar-83
Yomif KEJELCHA,1593.0802474803052,6,2015,ETH,1-Aug-97
Caleb Mwangangi NDIKU,1564.0298620806311,10,2015,KEN,9-Oct-92
Hagos GEBRHIWET,1560.1672413606384,21,2015,ETH,11-May-94
Thomas Pkemei LONGOSIWA,1546.3130149144167,28,2015,KEN,14-Jan-82
Edwin Cheruiyot SOI,1543.4815243192586,23,2015,KEN,3-Mar-86
Yenew ALAMIREW,1541.1387060290663,24,2015,ETH,27-May-90
Ben TRUE,1532.3712311443549,13,2015,USA,29-Dec-85
Galen RUPP,1529.2816700174164,22,2015,USA,8-May-86
Muktar EDRIS,1526.6503236423766,10,2015,ETH,14-Jan-94
Paul Kipngetich TANUI,1518.39778695091,4,2015,KEN,22-Dec-90
Isiah Kiplangat KOECH,1515.8502705707315,25,2015,KEN,19-Dec-93
Bernard LAGAT,1514.6926427809108,14,2015,USA,12-Dec-74
Dejen GEBREMESKEL,1513.4245368676397,15,2015,ETH,24-Nov-89
Abdelaati IGUIDER,1512.4067288045912,4,2015,MAR,25-Mar-87
Nick WILLIS,1508.628723980628,1,2015,NZL,25-Apr-83
Imane MERGA,1507.6873934720597,23,2015,ETH,15-Oct-88
Albert ROP,1506.3820626174092,13,2015,KEN,17-Jul-92
Stephen MOKOKA,1505.43336809619,1,2015,RSA,31-Jan-85
Vincent Kiprop CHEPKOK,1505.2278501432124,12,2013,KEN,5-Jul-88
Ali KAYA,1504.2431009250508,4,2015,TUR,20-Apr-94
John KIPKOECH,1503.9533463145763,10,2014,KEN,29-Dec-91
Nguse AMLOSOM,1503.5255878541434,1,2015,ERI,10-Nov-86
Tariku BEKELE,1503.3949110302385,13,2013,ETH,28-Feb-87
Ryan HILL,1502.9709028985844,9,2015,USA,31-Jan-90
Eliud KIPCHOGE,1502.3142453609519,12,2012,KEN,5-Nov-84
Bedan KAROKI,1501.865289838026,1,2015,KEN,21-Aug-90
Yasin HAJI,1501.4287985066528,2,2015,ETH,22-Jan-96
Abrar OSMAN,1501.403777542829,5,2015,ERI,1-Jan-94
Kenenisa BEKELE,1500.939715441355,4,2012,ETH,13-Jun-82
Dejeni REGASSA,1500.8037750428552,3,2013,BRN,18-Apr-89
Chris SOLINSKY,1500.8031420357297,4,2010,USA,5-Dec-84
Sammy Alex MUTAHI,1500.3009163021957,2,2010,KEN,1-Jun-89
Brandon BETHKE,1500.2292166823281,1,2011,USA,19-Jan-87
Evan JAGER,1500.1771859975956,1,2013,USA,8-Mar-89
Sileshi SIHINE,1500.082335834572,2,2012,ETH,29-Jan-83
Essa Ismail RASHED,1500.0225289541659,1,2010,QAT,14-Dec-86
Dathan RITZENHEIN,1499.7815833062027,2,2013,USA,30-Dec-82
Ahmad Hassan ABDULLAH,1499.7660620683082,1,2010,QAT,4-Apr-81
Geoffrey KAMWOROR,1499.7180112462843,1,2011,KEN,28-Nov-92
Cornelius KANGOGO,1499.7094149556278,2,2014,KEN,15-Dec-93
Saif Saaeed SHAHEEN,1499.706787863453,1,2010,QAT,15-Oct-82
Bekana DABA,1499.681118841423,3,2010,ETH,29-Jul-88
Bilisuma Shugi GELASSA,1499.6711866045484,3,2012,BRN,19-Jul-89
Ed MORAN,1499.6572708778517,1,2010,USA,27-May-81
Lawi LALANG,1499.5937047398409,4,2015,KEN,15-Jun-91
Juan VAN DEVENTER,1499.5644568327452,1,2010,RSA,26-Mar-83
Samuel CHELANGA,1499.5568640567863,1,2012,KEN,23-Feb-85
Mathew Kipkoech KISORIO,1499.4259618756273,5,2010,KEN,16-May-89
Dennis MASAI,1499.4048003330945,1,2011,KEN,1-Dec-91
Abera KUMA,1499.3863042691837,11,2012,ETH,31-Aug-90
Moukhled AL OUTAIBI,1499.2602884494067,1,2012,KSA,20-Jun-76
Ayele ABSHERO,1499.2568064810844,1,2010,ETH,28-Dec-90
Suguru OSAKO,1499.2010569266017,1,2015,JPN,23-May-91
John Kemboi CHERUIYOT,1499.1736579754815,1,2011,KEN,5-Jul-90
Aron KIFLE,1499.1418219706038,1,2015,ERI,20-Feb-98
James WALSH,1499.138726684807,1,2011,GBR,22-Sep-81
Mosinet GEREMEW,1499.1186754767357,1,2012,ETH,12-Feb-92
Kenneth Kiprop KIPKEMOI,1499.1073847529942,1,2013,KEN,2-Aug-84
Augustine Kiprono CHOGE,1499.0871447052975,6,2014,KEN,21-Jan-87
Getaneh MOLLA,1499.0489617200292,1,2015,ETH,10-Jan-94
Patrick Mutunga MWIKYA,1499.0484291565758,1,2011,KEN,20-Nov-94
Micah Kemboi KOGO,1499.043897259469,2,2010,KEN,30-Jun-86
Paul Kipsiele KOECH,1499.0391930047494,1,2015,KEN,10-Nov-81
Joseph EBUYA,1499.0320823724674,3,2010,KEN,20-Jun-87
Daniel Kipchirchir KOMEN,1499.009936357526,2,2011,KEN,27-Nov-84
Emmanuel Kipkemei BETT,1499.0049520033917,2,2012,KEN,29-Mar-85
Hosea Mwok MACHARINYANG,1499.0012157397969,2,2010,KEN,12-Jun-86
Yusuf Kibet BIWOTT,1498.970330051367,2,2010,KEN,12-Nov-86
Mumin GALA,1498.9457353386897,4,2012,DJI,6-Apr-86
Sylvain RUKUNDO,1498.9453190525114,1,2011,RWA,20-Dec-88
Lopez LOMONG,1498.9448918867988,4,2014,USA,1-Jan-85
Rui SILVA,1498.9089381877857,1,2011,POR,3-Aug-77
Andrew BUMBALOUGH,1498.873496507842,2,2014,USA,14-Mar-87
David Kiprotich BETT,1498.8710793545981,2,2012,KEN,18-Oct-92
Nick MCCORMICK,1498.8661068493543,1,2012,GBR,11-Sep-81
Josphat Kipkoech BETT,1498.7943088570628,3,2011,KEN,12-Jun-90
Adrian BLINCOE,1498.7908843128826,1,2012,NZL,4-Nov-79
Scott BAUHS,1498.786675216958,1,2011,USA,11-May-86
Jonathan Muia NDIKU,1498.754114088761,1,2014,KEN,18-Sep-91
Hunegnaw MESFIN,1498.7319763561504,1,2011,ETH,31-Jan-89
Gerard GAHUNGU,1498.6995591263785,1,2011,BDI,5-May-89
Sondre Nordstad MOEN,1498.6947763673193,2,2011,NOR,12-Jan-91
Leonard Patrick KOMON,1498.6838787307292,3,2010,KEN,10-Jan-88
Moses Ndiema MASAI,1498.5878648766843,3,2012,KEN,1-Jun-86
Kazuya WATANABE,1498.559257277901,1,2011,JPN,7-Jul-87
Hassan HIRT,1498.4708190599126,1,2012,FRA,16-Jan-80
