Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Hellen OBIRI,1576.1775480686795,18,2020,KEN,13-Dec-89
Sifan HASSAN,1541.6182573467852,9,2020,NED,1-Jan-93
Margaret Chelimo KIPKEMBOI,1525.888245034756,12,2019,KEN,9-Feb-93
Agnes Jebet TIROP,1523.108013967233,11,2019,KEN,23-Oct-95
Almaz AYANA,1519.9734336224487,17,2017,ETH,21-Nov-91
Genzebe DIBABA,1516.1866497345286,17,2018,ETH,8-Feb-91
Konstanze KLOSTERHALFEN,1516.0490810889073,4,2019,GER,18-Feb-97
Letesenbet GIDEY,1514.9764354447798,12,2020,ETH,20-Mar-98
Vivian Jepkemoi CHERUIYOT,1514.7145112460162,19,2016,KEN,11-Sep-83
Senbere TEFERI,1512.0922965389864,16,2018,ETH,3-May-95
Tsehay GEMECHU,1509.735302059472,3,2020,ETH,12-Dec-98
Lilian Kasait RENGERUK,1509.6816795695515,8,2019,KEN,3-May-97
Fantu WORKU,1508.583477727852,4,2019,ETH,29-Mar-99
Mercy CHERONO,1507.6612181556293,29,2016,KEN,7-May-91
Viola Jelagat KIBIWOT,1505.0760639958505,25,2016,KEN,22-Dec-83
Laura WEIGHTMAN,1504.6300644170324,4,2020,GBR,1-Jul-91
Meseret DEFAR,1504.1419156016595,14,2013,ETH,19-Nov-83
Sheila CHELANGAT,1503.4681194692575,2,2020,KEN,11-Apr-98
Laura MUIR,1502.643493020344,2,2017,GBR,9-May-93
Tirunesh DIBABA,1502.5718422443001,9,2013,ETH,1-Oct-85
Sheila Chepkirui KIPROTICH,1502.0950069756937,2,2017,KEN,27-Dec-90
Yasemin CAN,1501.599042667152,7,2020,TUR,11-Dec-96
Gudaf TSEGAY,1501.5309418103006,2,2020,ETH,23-Jan-97
Janet KISA,1501.4748757776447,9,2016,KEN,5-Dec-92
Shannon ROWBURY,1501.0731290308227,8,2020,USA,19-Sep-84
Susan KRUMINS,1500.9048090337053,12,2017,NED,8-Jul-86
Faith KIPYEGON,1500.719576535248,2,2015,KEN,10-Jan-94
Hawi FEYSA,1500.719011614482,2,2019,ETH,1-Feb-99
Sentayehu EJIGU,1500.443675650794,11,2011,ETH,28-Jun-85
Sally KIPYEGO,1500.4159128082533,13,2016,KEN,19-Dec-85
Linet Chepkwemoi MASAI,1500.2807620162139,10,2013,KEN,5-Dec-89
Jessica HULL,1500.2789902156057,1,2020,AUS,22-Oct-96
Beatrice CHEBET,1500.2711292091785,1,2019,KEN,5-Mar-00
Shelby HOULIHAN,1500.21826596861,4,2017,USA,8-Feb-93
Margaret Wangari MURIUKI,1500.1939627017891,8,2013,KEN,21-Mar-86
Emily CHEBET,1500.170805545341,1,2013,KEN,18-Feb-86
Lauren FLESHMAN,1500.1634453004394,6,2011,USA,26-Sep-81
Buze DIRIBA,1500.1625023892814,8,2013,ETH,9-Feb-94
Olga KUNGINA,1500.1406226866918,2,2012,RUS,17-Dec-86
Gladys CHERONO,1500.083956272556,1,2013,KEN,12-May-83
Tejitu DABA,1500.070688935004,6,2013,BRN,20-Aug-91
Elvan ABEYLEGESSE,1500.0352118001751,2,2010,TUR,11-Sep-82
Priscah Jepleting CHERONO,1500.0120548472946,4,2011,KEN,27-Jun-80
Werknesh KIDANE,1500.0099977497346,1,2012,ETH,7-Jan-81
Veronica WANJIRU,1500.0031194769172,3,2012,KEN,29-Oct-89
Meselech MELKAMU,1499.9976383082073,6,2011,ETH,19-Apr-85
Julie CULLEY,1499.993348336111,2,2012,USA,10-Sep-81
Shalane FLANAGAN,1499.990054729255,5,2011,USA,8-Jul-81
Irene Chebet CHEPTAI,1499.9861259131594,9,2017,KEN,4-Feb-92
Sylvia Jebiwot KIBET,1499.9828788623627,12,2013,KEN,28-Mar-84
Ines CHENONGE,1499.978797312866,2,2010,KEN,1-Feb-82
Lisa UHL,1499.9707900670955,1,2010,USA,31-Aug-87
Kara GOUCHER,1499.969541611039,1,2011,USA,9-Jul-78
Aheza KIROS,1499.9688088543508,1,2010,ETH,16-Oct-85
Lineth CHEPKURUI,1499.963216881375,1,2011,KEN,23-Feb-87
Magdalena LEWY-BOULET,1499.955227704998,1,2011,USA,1-Aug-73
Megumi KINUKAWA,1499.9550918305454,1,2011,JPN,7-Aug-89
Freya MURRAY,1499.954817808793,1,2010,GBR,20-Sep-83
Gladys CHEMWENO,1499.9540141287916,1,2010,KEN,4-Jul-88
Renee BAILLIE,1499.952578512352,1,2010,USA,25-Dec-81
Irene JELAGAT,1499.951687290506,2,2015,KEN,10-Dec-88
Grace MOMANYI,1499.949873026043,2,2011,KEN,13-Feb-81
Elizabeth MALOY,1499.949435885966,1,2011,USA,10-Aug-85
Caroline Chepkoech KIPKIRUI,1499.947338222942,8,2019,KEN,26-May-94
Sara MOREIRA,1499.9452202884358,1,2011,POR,17-Oct-85
Lidia CHOJECKA,1499.9426896845139,1,2011,POL,25-Jan-77
Silvia WEISSTEINER,1499.9417160741577,2,2012,ITA,13-Jul-79
Emily PIDGEON,1499.9413635451797,1,2010,GBR,1-Jun-89
Kayo SUGIHARA,1499.940702685284,1,2011,JPN,24-Feb-83
René KALMER,1499.940335668026,1,2010,RSA,3-Nov-80
Jenny SIMPSON,1499.9388947929037,2,2013,USA,23-Aug-86
Ferhiwot GOSHU,1499.938124560115,1,2010,ETH,28-Jun-90
Pauline Chemning KORIKWIANG,1499.9352753287997,7,2011,KEN,1-Mar-88
Katrina WOOTTON,1499.9347562312805,1,2012,GBR,2-Sep-85
Kayoko FUKUSHI,1499.9340560885853,1,2012,JPN,25-Mar-82
Yelena ZADOROZHNAYA,1499.932013371826,3,2011,RUS,3-Dec-77
Helen CLITHEROE,1499.930337859877,4,2011,GBR,2-Jan-74
Desiree DAVILA,1499.9239644946178,3,2011,USA,26-Jul-83
Megan WRIGHT,1499.923365209921,3,2011,CAN,27-Jan-82
Mercy Wanjiku NJOROGE,1499.9221587741695,1,2011,KEN,10-Jun-86
Sule UTURA,1499.915408024517,7,2013,ETH,8-Feb-90
