Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
David RUDISHA,1617.501032405393,31,2015,KEN,17-Dec-88
Nijel AMOS,1612.6098588048178,19,2015,BOT,15-Mar-94
Adam KSZCZOT,1602.4837449627375,29,2015,POL,2-Sep-89
Mohammed AMAN,1573.0753750246124,32,2015,ETH,10-Jan-94
Amel TUKA,1554.6532859774943,5,2015,BIH,9-Jan-91
Ayanleh SOULEIMAN,1548.1924537598743,8,2015,DJI,3-Dec-92
Nick SYMMONDS,1537.1953154983994,23,2013,USA,30-Dec-83
Musaeb Abdulrahman BALLA,1530.620557685184,16,2015,QAT,19-Mar-89
Taoufik MAKHLOUFI,1524.7685780044433,4,2015,ALG,29-Apr-88
Ferguson Cheruiyot ROTICH,1519.40836546097,18,2015,KEN,30-Nov-89
Robert BIWOTT,1512.2389535258928,3,2015,KEN,28-Jan-96
Marcin LEWANDOWSKI,1512.152901542478,39,2015,POL,13-Jun-87
Pierre-Ambroise BOSSE,1511.3747183012706,25,2015,FRA,11-May-92
Leonard Kirwa KOSENCHA,1507.7970415511886,5,2013,KEN,21-Aug-94
Abubaker KAKI,1507.5230806575046,22,2014,SUD,21-Jun-89
Duane SOLOMON,1506.5202449389758,21,2014,USA,28-Dec-84
Konstantin TOLOKONNIKOV,1505.685019294786,2,2015,RUS,26-Feb-96
Boris BERIAN,1504.3304240096504,3,2015,USA,19-Dec-92
Samir JAMMA,1504.2631145573177,2,2013,MAR,9-Feb-90
Yeimer LÓPEZ,1503.4045792949273,2,2014,CUB,20-Aug-82
Yuriy BORZAKOVSKIY,1503.2598582105534,6,2012,RUS,12-Apr-81
Abraham Kipchirchir ROTICH,1503.1207521235738,7,2015,KEN,26-Sep-93
Hamada MOHAMED,1503.0485270052918,3,2013,EGY,22-Oct-92
Mbulaeni MULAUDZI,1502.6888089970303,9,2013,RSA,8-Sep-80
Alfred Kirwa YEGO,1502.5285142864311,17,2012,KEN,28-Nov-86
Asbel KIPROP,1502.061069148398,13,2015,KEN,30-Jun-89
Khadevis ROBINSON,1502.0082985191405,8,2012,USA,19-Jul-76
Ali AL DARAAN,1501.5537774026202,2,2015,KSA,17-Apr-90
Antonio Manuel REINA,1501.380032048372,10,2012,ESP,13-Jun-81
Amine LAALOU,1501.0029752647022,3,2011,MAR,13-May-82
Mark ENGLISH,1500.9590100636665,7,2015,IRL,18-Mar-93
Robert LATHOUWERS,1500.9279070707094,2,2012,NED,8-Jul-83
Robin SCHEMBERA,1500.882637248079,1,2015,GER,1-Oct-88
Edwin Kiplagat MELLY,1500.4558385385337,1,2012,KEN,23-Apr-94
Kléberson DAVIDE,1500.362671017292,3,2013,BRA,20-Jul-85
Daniel NGHIPANDULWA,1500.1179100589952,1,2011,NAM,8-Jun-89
Mahfoud BRAHIMI,1500.0470678002894,2,2011,ALG,24-Feb-85
Darren ST. CLAIR,1500.007933349272,1,2010,GBR,6-Apr-85
Mohammed Khalaf AL AZEMI,1499.995294333181,2,2011,KUW,16-Jun-82
Clayton MURPHY,1499.9750445976317,2,2015,USA,26-Feb-95
Mouhcine EL AMINE,1499.858608917977,1,2011,MAR,18-Jan-82
Jan KUBISTA,1499.7336141945343,1,2013,CZE,23-Sep-90
James SHANE,1499.7024172489714,1,2011,GBR,18-Dec-89
Jacob HERNANDEZ,1499.5310749966156,1,2010,USA,8-Sep-85
Paul RENAUDIE,1499.5199476098342,1,2012,FRA,2-Apr-90
Anthony CHEMUT,1499.481482282019,7,2013,KEN,17-Dec-92
Abraham KIPLAGAT,1499.4813973927996,3,2013,KEN,9-Aug-84
Nick WILLIS,1499.4657622845873,1,2011,NZL,25-Apr-83
Amine EL MANAOUI,1499.4174180086002,6,2015,MAR,20-Nov-91
Gilbert KIPCHOGE,1499.3893834040505,1,2010,KEN,4-May-83
Rizak DIRSHE,1499.3846105637874,1,2010,SWE,5-Jan-72
Lutimar PAES,1499.3584506593484,1,2011,BRA,14-Dec-88
Sadjad MORADI,1499.203037988926,3,2012,IRI,30-Mar-83
Lachlan RENSHAW,1499.1889947402601,3,2012,AUS,2-Apr-87
Ashot HAYRAPETYAN,1499.188663367112,1,2011,ARM,13-Feb-86
Niall BROOKS,1499.1791875023896,1,2010,GBR,8-Jul-91
Christian SMITH,1499.1540365604383,1,2010,USA,31-Oct-83
Yusuf Saad KAMEL,1499.1523539644663,1,2010,BRN,29-Mar-83
Jackson Mumbwa KIVUVA,1499.0921633882726,12,2012,KEN,11-Aug-89
Andrew ELLERTON,1499.090416564065,1,2011,CAN,18-Nov-83
Belal Mansoor ALI,1499.0037515651081,2,2010,BRN,17-Oct-88
Ronald MUSAGALA,1498.9741019188436,3,2014,UGA,16-Dec-92
Luis Alberto MARCO,1498.9017481197393,7,2013,ESP,20-Aug-86
Karjuan WILLIAMS,1498.771911959744,2,2011,USA,5-Jul-87
