Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Justin GATLIN,1669.7212272431993,32,2015,USA,10-Feb-82
Usain BOLT,1648.0736699547049,27,2015,JAM,21-Aug-86
Tyson GAY,1575.7727196082199,21,2015,USA,9-Aug-82
Michael RODGERS,1575.1504078320465,49,2015,USA,24-Apr-85
Asafa POWELL,1560.1501711257888,29,2015,JAM,23-Nov-82
Jimmy VICAUT,1552.651601476357,30,2015,FRA,27-Feb-92
Kemar BAILEY-COLE,1537.7606656969956,21,2015,JAM,10-Jan-92
Femi OGUNODE,1534.6514683361515,4,2015,QAT,15-May-91
Yohan BLAKE,1534.1583262341633,19,2014,JAM,26-Dec-89
André DE GRASSE,1533.1365074011615,3,2015,CAN,10-Nov-94
Trayvon BROMELL,1530.0026972395756,3,2015,USA,10-Jul-95
Marvin BRACY,1528.0806047380133,3,2015,USA,15-Dec-93
Nesta CARTER,1524.1917731979545,54,2015,JAM,11-Oct-85
Adam GEMILI,1519.3824505202688,9,2015,GBR,6-Oct-93
Bingtian SU,1513.3921155417543,9,2015,CHN,29-Aug-89
Jak Ali HARVEY,1508.9827850668216,8,2015,JAM,4-May-89
Ramon GITTENS,1508.872941693799,7,2015,BAR,20-Jul-87
Churandy MARTINA,1507.5364447065062,19,2015,AHO,3-Jul-84
Steve MULLINGS,1505.830090156498,2,2011,JAM,29-Nov-82
Dentarius LOCKE,1504.1773424517498,1,2013,USA,12-Dec-89
Anaso JOBODWANA,1503.9018588259833,2,2013,RSA,30-Jul-92
Rakieem SALAAM,1503.8331727724128,5,2013,USA,5-Apr-90
Jeff DEMPS,1502.333381317152,1,2013,USA,8-Jan-90
Michael FRATER,1502.2158801268195,20,2012,JAM,6-Oct-82
Christophe LEMAITRE,1501.9923297947062,19,2015,FRA,11-Jun-90
Ben Youssef MEITÉ,1501.788551971792,5,2015,CIV,11-Nov-86
Nickel ASHMEADE,1501.6580788592937,18,2015,JAM,7-Apr-90
Chijindu UJAH,1501.4638047061194,11,2015,GBR,5-Mar-94
Kei TAKASE,1501.3754041240345,1,2015,JPN,25-Nov-88
Aaron BROWN,1501.3184015090717,4,2015,CAN,27-May-92
Walter DIX,1501.0037181493778,8,2013,USA,31-Jan-86
Lerone CLARKE,1500.9491400801676,10,2012,JAM,7-Jul-81
Akani SIMBINE,1500.862118648629,7,2015,RSA,21-Sep-93
Derrick ATKINS,1500.6835389410176,4,2013,BAH,5-Jan-84
Richard THOMPSON,1500.3828068503303,35,2015,TTO,7-Jun-85
Amr Ibrahim Mostafa SEOUD,1500.2844696286325,1,2012,EGY,10-Jun-86
Ngonidzashe MAKUSHA,1500.262609957139,2,2011,ZIM,11-Mar-87
Adam HARRIS,1500.0189784319423,1,2013,GUY,21-Jul-87
Ryota YAMAGATA,1499.9987006701253,3,2013,JPN,10-Jun-92
Wallace SPEARMON,1499.9537439776875,2,2010,USA,24-Dec-84
Sam EFFAH,1499.8537311594916,1,2013,CAN,29-Dec-88
Yancarlos MARTÍNEZ,1499.780734726378,1,2015,DOM,8-Jul-92
Dariusz KUĆ,1499.77363125598,3,2012,POL,24-Apr-86
Remaldo ROSE,1499.7603078820766,1,2011,JAM,18-Nov-87
Warren FRASER,1499.731905771836,1,2012,BAH,8-Jul-91
Jason SMYTH,1499.646729776151,1,2011,IRL,4-Jul-87
Nick SMITH,1499.6102826148106,1,2010,GBR,6-Dec-82
Carlos Rafael JORGE,1499.6094708089736,1,2011,DOM,24-Sep-86
Omar Jouma Bilal AL SALFA,1499.5860715564797,1,2010,UAE,15-Oct-89
Shawn CRAWFORD,1499.5853821791616,1,2010,USA,14-Jan-78
Brian DZINGAI,1499.556236781032,1,2010,ZIM,29-Apr-81
Leroy DIXON,1499.5378029399367,2,2010,USA,20-Jun-83
Sven KNIPPHALS,1499.524227539615,1,2015,GER,20-Sep-85
Dexter LEE,1499.444919573001,1,2010,JAM,18-Jan-91
Brendan CHRISTIAN,1499.4045904653867,1,2010,ANT,11-Dec-83
Reto Amaru SCHENKEL,1499.3738842302373,2,2011,SUI,28-Apr-88
Roberto DONATI,1499.3001599999998,1,2010,ITA,15-Mar-83
Joshua ROSS,1499.2229794518375,1,2013,AUS,9-Feb-81
Simone COLLIO,1499.1806924996677,2,2010,ITA,27-Dec-79
Aaron ARMSTRONG,1499.1606334364485,2,2011,TTO,14-Oct-77
Yahya Hassan HABEEB,1499.1324337665287,1,2010,KSA,2-Apr-86
Kimmari ROACH,1499.1307870037624,3,2013,JAM,17-Apr-89
Tony DARKWAH,1499.127313231007,1,2010,SWE,15-Jun-86
Tyron AKINS,1499.112643842156,1,2010,USA,6-Jan-86
Junior EJEHU,1499.1069079514534,1,2010,GBR,1-Feb-91
Francis OBIKWELU,1499.0953366190606,1,2011,POR,22-Nov-78
Philip Bjørnå BERNTSEN,1499.0910974006729,1,2010,NOR,13-Dec-89
Alexander NORDKVIST,1499.08741359743,1,2010,SWE,15-Jun-90
J-Mee SAMUELS,1499.0384727985606,3,2011,USA,20-May-87
Felix GÖLTL,1499.0346881068244,1,2011,GER,23-Mar-90
Ryan MOSELEY,1499.023718249813,2,2010,AUT,8-Oct-82
Yi LAO,1499.0002147629045,1,2011,CHN,11-Oct-85
Ronalds ARAJS,1498.9661261581123,1,2011,LAT,29-Nov-87
Ronald POGNON,1498.9292380888583,2,2010,FRA,16-Nov-82
Joseph Obinna METU,1498.83010759243,1,2012,NGR,12-Jul-88
Alvaro GOMEZ,1498.8210577336945,1,2011,COL,21-Feb-89
Shinji TAKAHIRA,1498.581173392587,1,2011,JPN,18-Jul-84
Rytis SAKALAUSKAS,1498.5681335638342,2,2012,LTU,27-Jun-87
Aziz ZAKARI,1498.5350907403476,1,2011,GHA,2-Sep-76
Dwain CHAMBERS,1498.5150164501088,8,2014,GBR,5-Apr-78
Tremayne GILLING,1498.5010685861253,2,2010,GBR,27-Jul-90
Abdourahim HAROUN,1498.4920833704223,1,2011,CHA,12-Apr-92
Mario FORSYTHE,1498.485902736214,9,2012,JAM,30-Oct-85
Rikki FIFTON,1498.4651903504057,1,2011,GBR,17-Jun-85
Cordero GRAY,1498.4287704496896,1,2013,USA,9-May-89
Chi Ho TSUI,1498.4089568482682,1,2011,HKG,17-Feb-90
Ryan BAILEY,1498.405850999553,18,2015,USA,13-Apr-89
Ivory WILLIAMS,1498.4047676630007,2,2011,USA,2-May-85
Geronimo GOELOE,1498.3639579444553,1,2011,ARU,18-Nov-81
Keiron ROGERS,1498.3391186330032,1,2011,AIA,8-Sep-88
Peter EMELIEZE,1498.3344608341386,2,2012,NGR,19-Apr-88
Rae Monzavous EDWARDS,1498.2975221611696,6,2011,USA,7-May-81
Ainsley WAUGH,1498.26420332794,2,2012,JAM,17-Sep-81
Nilson Andre DE OLIVEIRA,1498.2507832893675,2,2012,BRA,30-Jan-86
Christian MALCOLM,1498.157743466341,2,2011,GBR,3-Jun-79
Miguel LOPEZ,1498.0959801526728,1,2012,PUR,9-Apr-90
Julian FORTE,1497.9797597243673,4,2015,JAM,7-Jan-93
Joel FEARON,1497.9678940852355,1,2013,GBR,11-Oct-88
