Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Jack BOLAS,1501.8975639642,1,2011,USA,1-Nov-87
Mehdi BAALA,1501.46035700197,4,2011,FRA,17-Aug-78
Belal Mansoor ALI,1501.0008872508915,5,2012,BRN,17-Oct-88
Nathan BRANNEN,1500.8001139225498,4,2012,CAN,8-Sep-82
Caleb Mwangangi NDIKU,1500.717261881971,3,2012,KEN,9-Oct-92
Stefan EBERHARDT,1500.7113102513688,1,2011,GER,12-Jan-85
David BUSTOS,1500.710993648444,1,2012,ESP,25-Aug-90
Daniel Kipchirchir KOMEN,1500.6627140306196,11,2012,KEN,27-Nov-84
Thomas CHAMNEY,1500.2965861980242,1,2010,IRL,16-Apr-84
Fouad EL KAAM,1500.0483277956787,1,2012,MAR,27-May-88
Thomas LANCASHIRE,1499.479778526657,2,2010,GBR,2-Jul-85
Morten MUNKHOLM,1499.2801952581372,1,2011,DEN,22-Sep-85
Jermaine MAYS,1499.124897921069,1,2010,GBR,23-Dec-82
Collis BIRMINGHAM,1499.0886929703706,1,2010,AUS,27-Dec-84
Mohamed AL GARNI,1499.0828095265142,3,2012,QAT,1-Jul-92
Suleiman Kipses SIMOTWO,1498.916954019946,1,2010,KEN,21-Apr-80
Johan CRONJE,1498.8493668448637,1,2010,RSA,13-Apr-82
Matt TEGENKAMP,1498.79828108711,1,2010,USA,19-Jan-82
Fekadu DEJENE,1498.7895885345124,1,2011,ETH,29-Dec-92
Anter ZERGUELAINE,1498.563919429628,2,2010,ALG,4-Jan-85
Kamal BOULAHFANE,1498.4886691439417,1,2010,ALG,1-Jul-76
Jakub HOLUŠA,1498.373028415906,1,2011,CZE,20-Feb-88
Ricky STEVENSON,1498.3720415411594,1,2010,GBR,14-Nov-88
Álvaro FERNÁNDEZ CEREZO,1498.2961146675752,1,2010,ESP,7-Apr-81
Markos GENETI,1498.2591947347405,1,2010,ETH,7-Jun-84
Lopez LOMONG,1498.1247843582983,3,2011,USA,1-Jan-85
Demma Daba BIKILA,1498.1217881872817,2,2010,ETH,18-Jul-89
Kristof VAN MALDEREN,1498.0472484499535,1,2010,BEL,30-May-83
Boaz Kiplagat LALANG,1498.0137775161818,1,2010,KEN,8-Feb-89
Mitchell KEALEY,1498.0101167695175,1,2010,AUS,28-Jan-84
Thomas Solberg EIDE,1497.9940168017738,1,2011,NOR,20-Nov-92
Evan JAGER,1497.9797277818536,1,2010,USA,8-Mar-89
Eliud KIPCHOGE,1497.6909748323496,1,2010,KEN,5-Nov-84
Alistair Ian CRAGG,1497.6533068883698,1,2010,IRL,13-Jun-80
Nick MCCORMICK,1497.3865963435442,2,2010,GBR,11-Sep-81
Andrew WHEATING,1497.3314100805103,5,2012,USA,21-Nov-87
Geoff MARTINSON,1497.3252962510524,2,2011,CAN,26-Mar-86
Sindre BURAAS,1497.3104817377425,1,2011,NOR,8-May-89
Samir DAHMANI,1497.308187979268,1,2010,FRA,3-Apr-91
Zane ROBERTSON,1496.962045048935,1,2012,NZL,14-Nov-89
Hans Kristian FLØYSTAD,1496.9536978916362,1,2011,NOR,3-Apr-89
Mahiedine MEKHISSI,1496.8869085493102,1,2011,FRA,15-Mar-85
Will LEER,1496.6653634621762,2,2012,USA,15-Apr-85
Juan Carlos HIGUERO,1496.5214108362456,3,2011,ESP,3-Aug-78
Eduard VILLANUEVA,1496.5036627213992,4,2012,VEN,29-Dec-84
Abubaker KAKI,1496.4737516824603,2,2012,SUD,21-Jun-89
Otmane BELHARBAZI,1496.44730218296,1,2011,FRA,3-Nov-88
Alan WEBB,1496.4399474373045,1,2012,USA,13-Jan-83
Collins CHEBOI,1496.4203077029033,7,2012,KEN,25-Sep-87
Dorian ULREY,1496.3653698279977,1,2010,USA,11-Jul-87
Lewis MOSES,1496.3160821219763,1,2010,GBR,9-Jan-87
Jeremy ROFF,1496.197579047659,1,2010,AUS,22-Nov-83
Håkon BROX,1496.1003223372586,1,2011,NOR,18-Jan-85
Remmy Limo NDIWA,1495.9807784140075,3,2011,KEN,3-Feb-88
Colin MCCOURT,1495.9465396973883,2,2011,GBR,11-Dec-84
James BREWER,1495.940741984526,1,2012,GBR,18-Jun-88
Haikun ZHANG,1495.693663307557,1,2011,CHN,12-Mar-89
Craig MILLER,1495.4487523251998,1,2011,USA,3-Aug-87
Yegor NIKOLAYEV,1495.1288229987763,2,2012,RUS,28-Apr-88
James SHANE,1495.0536919741662,1,2011,GBR,18-Dec-89
Alex KIPCHIRCHIR,1495.0357222771554,2,2010,KEN,26-Nov-84
Deresse MEKONNEN,1494.9991874523107,6,2011,ETH,20-Oct-87
Craig MOTTRAM,1494.9421866626285,1,2012,AUS,18-Jun-80
Emad NOOR,1494.741231872184,1,2012,KSA,21-Apr-90
Linus KIPLAGAT,1494.677458430996,1,2012,KEN,23-Dec-94
Andrew J. ACOSTA,1494.3953967238144,1,2012,USA,13-Apr-88
Benson SEUREI,1494.245405606489,2,2012,KEN,27-Mar-84
Shouchun WEI,1494.1850029671593,1,2011,CHN,29-Aug-88
Jeffrey RISELEY,1493.8185107965865,4,2011,AUS,11-Nov-86
Jeroen D'HOEDT,1493.7956463301866,1,2011,BEL,10-Jan-90
Hamish CARSON,1493.7090089751882,1,2012,NZL,1-Nov-88
Chaminda Indika WIJEKOON,1493.7059880487254,2,2011,SRI,15-Sep-81
Charlie DA'VALL GRICE,1493.2290092266749,1,2012,GBR,7-Nov-93
Morten VELDE,1493.1154001944087,2,2011,NOR,19-Dec-84
Geoffrey Kipkoech RONO,1493.1023132788064,6,2011,KEN,21-Apr-87
Dawit WOLDE,1492.9029665028518,1,2012,ETH,19-May-91
Ryan MCNIFF,1492.7960669014024,1,2012,USA,13-Jan-88
Gideon GATHIMBA,1492.6464709709912,4,2012,KEN,9-Mar-80
Ribeiro PINTO DE CARVALHO,1492.49424617045,1,2011,TLS,2-Feb-93
Diego RUIZ,1492.4867977082095,4,2012,ESP,5-Feb-82
Arturo CASADO,1492.1234239098555,2,2011,ESP,26-Jan-83
Elijah Kipchirchir KIPTOO,1491.9693039747244,2,2012,KEN,9-Jun-86
Charles DELYS,1491.88995067771,1,2011,FRA,9-Apr-82
Hamza DRIOUCH,1491.7810037536774,3,2012,QAT,16-Nov-94
Álvaro RODRÍGUEZ,1491.6438354691536,3,2012,ESP,25-May-87
Zebene ALEMAYEHU,1491.5156329035112,2,2011,ETH,4-Sep-92
Dmitrijs JURKEVIČS,1491.2875386678857,2,2012,LAT,7-Jan-87
Carsten SCHLANGEN,1491.2743685928895,5,2012,GER,31-Dec-80
Sang-min SHIN,1491.222326937639,1,2011,KOR,27-Jul-86
Hillary Cheruiyot NGETICH,1491.0164948915763,1,2012,KEN,15-Sep-95
Ismael Kipngetich KOMBICH,1490.9311527205277,3,2011,KEN,16-Jan-85
Russell BROWN,1490.6434269509127,2,2012,USA,6-Mar-85
Ross MURRAY,1490.248401582261,2,2012,GBR,8-Oct-90
Aman WOTE,1490.198212388366,1,2012,ETH,18-Apr-84
Peter VAN DER WESTHUIZEN,1490.0337969594568,4,2012,RSA,21-Dec-84
Gregory BEUGNET,1489.7084538498902,1,2012,FRA,14-Sep-87
Teklit TEWELDEBRHAN,1489.5549761490242,1,2012,ERI,1-Oct-93
Jamale AARRASS,1489.3105313431422,1,2012,FRA,15-Nov-81
Ciaran O'LIONAIRD,1488.3450145888014,4,2012,IRL,11-Apr-88
Niall BROOKS,1487.945079935203,2,2012,GBR,8-Jul-91
Mohamed Hassan MOHAMED,1487.102271991123,1,2012,SOM,23-Aug-93
Tarek BOUKENSA,1486.9322719984034,6,2012,ALG,19-Nov-81
Andreas VOJTA,1486.8653638634373,2,2012,AUT,9-Jun-89
Mamadou BARRY,1486.7067190050295,1,2012,GUI,19-Dec-91
Niclas SANDELLS,1485.0222199874647,2,2012,FIN,14-Mar-84
Yoann KOWAL,1484.3113627500065,10,2012,FRA,28-May-87
Sam VAZQUEZ,1483.369628866555,1,2012,PUR,3-May-84
Rabiou GUERO GAO,1482.8191011520921,1,2012,NIG,1-Feb-88
Nabil Mohammed AL GARBI,1477.053688265017,2,2012,YEM,3-Nov-92
Florian CARVALHO,1474.53979846236,5,2012,FRA,9-Mar-89
Ryan GREGSON,1472.6922477905684,8,2012,AUS,26-Apr-90
