Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Silas KIPLAGAT,1609.610197385176,16,2012,KEN,20-Aug-89
Mekonnen GEBREMEDHIN,1569.0909269373874,18,2012,ETH,11-Oct-88
Asbel KIPROP,1564.35932984037,16,2012,KEN,30-Jun-89
Taoufik MAKHLOUFI,1560.1628132958626,9,2012,ALG,29-Apr-88
Nixon Kiplimo CHEPSEBA,1544.8876668045905,16,2012,KEN,12-Dec-90
Bernard LAGAT,1534.18986453565,4,2012,USA,12-Dec-74
Matthew CENTROWITZ,1533.911543326781,11,2012,USA,18-Oct-89
Abdelaati IGUIDER,1522.0923414903136,12,2012,MAR,25-Mar-87
Amine LAALOU,1521.639404597093,5,2011,MAR,13-May-82
Henrik INGEBRIGTSEN,1520.2471981697297,4,2012,NOR,24-Feb-91
Manuel OLMEDO,1517.7169546345367,5,2011,ESP,17-May-83
Nicholas Kiptanui KEMBOI,1516.763590529686,6,2012,KEN,18-Dec-89
Bethwell BIRGEN,1516.333761579544,6,2012,KEN,6-Aug-88
Ilham Tanui ÖZBILEN,1514.4273538121233,7,2012,KEN,5-Mar-90
Ayanleh SOULEIMAN,1512.6819549979139,1,2012,DJI,3-Dec-92
Leonel MANZANO,1512.0180799174918,14,2012,USA,12-Sep-84
Mohamed MOUSTAOUI,1509.7082760188823,7,2012,MAR,2-Apr-85
Nick WILLIS,1508.6278253995001,11,2012,NZL,25-Apr-83
Augustine Kiprono CHOGE,1508.5037150867179,9,2012,KEN,21-Jan-87
Hillary Kipkorir MAIYO,1507.7187362487052,1,2011,KEN,2-Oct-93
David TORRENCE,1505.7097717393053,2,2012,USA,26-Nov-85
James Kiplagat MAGUT,1504.1006303095678,2,2012,KEN,20-Jul-90
Imad TOUIL,1503.8346441343165,1,2011,ALG,11-Feb-89
Yusuf Saad KAMEL,1503.6118099226646,2,2011,BRN,29-Mar-83
Haron KEITANY,1502.1385862635793,3,2011,KEN,17-Dec-83
Andrew BADDELEY,1502.0173014496336,6,2012,GBR,20-Jun-82
