Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Usain BOLT,1668.4275555889617,17,2013,JAM,21-Aug-86
Warren WEIR,1628.3318455762528,16,2013,JAM,31-Oct-89
Nickel ASHMEADE,1577.3086093290667,15,2013,JAM,7-Apr-90
Walter DIX,1555.5273428292514,14,2013,USA,31-Jan-86
Yohan BLAKE,1549.9887471816032,7,2012,JAM,26-Dec-89
Churandy MARTINA,1540.7634373060177,27,2013,AHO,3-Jul-84
Curtis MITCHELL,1533.1728191626698,4,2013,USA,11-Mar-89
Christophe LEMAITRE,1531.729292799333,11,2013,FRA,11-Jun-90
Jason YOUNG,1530.64695070678,8,2013,JAM,21-Mar-91
Adam GEMILI,1526.2702532546102,4,2013,GBR,6-Oct-93
Anaso JOBODWANA,1526.2277278257397,6,2013,RSA,30-Jul-92
Serhiy SMELYK,1522.9627010126542,5,2013,UKR,19-Apr-87
Jaysuma SAIDY NDURE,1521.901553319623,25,2013,NOR,1-Jul-84
Wallace SPEARMON,1518.3004122841048,17,2013,USA,24-Dec-84
Alonso EDWARD,1517.0430246736046,7,2013,PAN,8-Dec-89
Jimmy VICAUT,1514.4231041865414,4,2013,FRA,27-Feb-92
Lykourgos-Stefanos TSAKONAS,1509.6790818488876,4,2013,GRE,8-Mar-90
Andrew HOWE,1508.6140796078548,1,2011,ITA,12-May-85
Justin GATLIN,1508.3678443135655,1,2013,USA,10-Feb-82
Isiah YOUNG,1507.9691067764343,6,2013,USA,5-Jan-90
Aaron BROWN,1507.4617718887139,2,2012,CAN,27-May-92
Bruno Lins TENORIO DE BARROS,1507.2655329618274,6,2013,BRA,7-Jan-87
Alex QUIÑÓNEZ,1507.2175755081057,5,2013,ECU,11-Aug-89
Tyson GAY,1506.5421451436403,2,2010,USA,9-Aug-82
Femi OGUNODE,1505.4548991781753,3,2011,QAT,15-May-91
Jason LIVERMORE,1504.9605803475579,2,2013,JAM,25-Apr-88
Antoine ADAMS,1503.8132003553137,3,2013,SKN,31-Aug-88
Christian MALCOLM,1503.425449002932,10,2012,GBR,3-Jun-79
Aldemir JUNIOR,1502.8153825156667,3,2013,BRA,8-Jun-92
Michael MATHIEU,1501.647490376685,2,2012,BAH,24-Jun-84
