Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Emmanuel Kipkurui KORIR,1630.348924256289,9,2018,KEN,15-Jun-95
Nijel AMOS,1579.5868087443923,35,2018,BOT,15-Mar-94
Wyclife KINYAMAL,1544.9042947515031,5,2018,KEN,2-Jul-97
David RUDISHA,1541.6551818953906,37,2017,KEN,17-Dec-88
Ferguson Cheruiyot ROTICH,1540.4219162116906,40,2018,KEN,30-Nov-89
Pierre-Ambroise BOSSE,1537.422231435633,40,2018,FRA,11-May-92
Jonathan KITILIT,1530.1020526126963,8,2018,KEN,24-Apr-94
Marcin LEWANDOWSKI,1524.816535927419,55,2018,POL,13-Jun-87
Taoufik MAKHLOUFI,1524.4138577286217,9,2016,ALG,29-Apr-88
Adam KSZCZOT,1520.258561060798,50,2018,POL,2-Sep-89
Clayton MURPHY,1519.3008695102358,12,2018,USA,26-Feb-95
Kipyegon BETT,1517.2800843834543,12,2018,KEN,1-Feb-98
Elijah Motonei MANANGOI,1514.921828496486,4,2018,KEN,5-Jan-93
Boris BERIAN,1512.9987029919607,7,2016,USA,19-Dec-92
Brandon MCBRIDE,1511.521966699947,16,2018,CAN,15-Jun-94
Ayanleh SOULEIMAN,1511.2023059007001,11,2016,DJI,3-Dec-92
Thijmen KUPERS,1510.3050886470369,8,2017,NED,4-Oct-91
Saúl ORDÓÑEZ,1509.811852558555,2,2018,ESP,10-Apr-94
Filip SASÍNEK,1509.7844025974027,1,2016,CZE,8-Jan-96
Yassine HETHAT,1507.8331453529713,2,2016,ALG,30-Aug-91
Robert BIWOTT,1507.631627390463,7,2017,KEN,28-Jan-96
Musaeb Abdulrahman BALLA,1506.61404046,16,2015,QAT,19-Mar-89
Mohammed AMAN,1506.5449189707456,40,2018,ETH,10-Jan-94
Donavan BRAZIER,1506.3681455901733,5,2017,USA,15-Apr-97
Abdessalem AYOUNI,1505.1817153262286,3,2017,TUN,16-May-94
Nick SYMMONDS,1504.6950772924424,24,2016,USA,30-Dec-83
Isaiah HARRIS,1504.0047399102255,3,2018,USA,18-Oct-96
Michał ROZMYS,1503.9485345238977,3,2018,POL,13-Mar-95
Christoph KESSLER,1503.4703423382057,1,2016,GER,28-Apr-95
Cornelius TUWEI,1502.6182867267603,1,2018,KEN,24-May-93
Cyril VINCENT-VIRY,1501.9911759672182,1,2016,FRA,28-Oct-89
Amel TUKA,1501.8467959967224,14,2018,BIH,9-Jan-91
Leonard Kirwa KOSENCHA,1501.6841609750563,5,2013,KEN,21-Aug-94
Abubaker KAKI,1501.624985422021,22,2014,SUD,21-Jun-89
Duane SOLOMON,1501.4083729068188,21,2014,USA,28-Dec-84
Tony VAN DIEPEN,1501.3808841177374,1,2016,NED,17-Apr-96
Konstantin TOLOKONNIKOV,1501.2279641676741,2,2015,RUS,26-Feb-96
Joseph DENG,1501.1118760995819,3,2018,AUS,7-Jul-98
Samir JAMMA,1500.9208327443803,2,2013,MAR,9-Feb-90
Andreas KRAMER,1500.7371997788882,4,2018,SWE,13-Apr-97
Yeimer LÓPEZ,1500.7353891277044,2,2014,CUB,20-Aug-82
Yuriy BORZAKOVSKIY,1500.7041293734796,6,2012,RUS,12-Apr-81
Abraham Kipchirchir ROTICH,1500.6740824586918,7,2015,KEN,26-Sep-93
Mbulaeni MULAUDZI,1500.5807827433587,9,2013,RSA,8-Sep-80
Alfred Kirwa YEGO,1500.546159085869,17,2012,KEN,28-Nov-86
Alfred KIPKETER,1500.5459248175284,24,2018,KEN,28-Dec-96
Thiago ANDRÉ,1500.502715553213,4,2018,BRA,4-Aug-95
Sho KAWAMOTO,1500.4748568410384,1,2016,JPN,1-Mar-93
Kléberson DAVIDE,1500.4461255141941,5,2016,BRA,20-Jul-85
Khadevis ROBINSON,1500.4337924801343,8,2012,USA,19-Jul-76
Ali AL DARAAN,1500.3356159189661,2,2015,KSA,17-Apr-90
Aurele VANDEPUTTE,1500.3068007137322,1,2016,BEL,14-May-95
Daniel ANDUJAR,1500.3039398146689,1,2016,ESP,14-May-94
Antonio Manuel REINA,1500.298086922448,10,2012,ESP,13-Jun-81
Amine LAALOU,1500.2166426571753,3,2011,MAR,13-May-82
Robert LATHOUWERS,1500.2004279272733,2,2012,NED,8-Jul-83
Robin SCHEMBERA,1500.190649645585,1,2015,GER,1-Oct-88
Edwin Kiplagat MELLY,1500.0984611243234,1,2012,KEN,23-Apr-94
Mostafa SMAILI,1500.0440479858894,4,2017,MAR,9-Jan-97
Daniel NGHIPANDULWA,1500.025468572743,1,2011,NAM,8-Jun-89
Mahfoud BRAHIMI,1500.0101666448627,2,2011,ALG,24-Feb-85
Darren ST. CLAIR,1500.0017136034426,1,2010,GBR,6-Apr-85
Mohammed Khalaf AL AZEMI,1499.998983575967,2,2011,KUW,16-Jun-82
Sylvain QUIRION,1499.9860883459855,1,2016,FRA,8-Jun-88
Mouhcine EL AMINE,1499.969459526283,1,2011,MAR,18-Jan-82
Peter BOL,1499.9640396536636,5,2018,AUS,22-Feb-94
Jan KUBISTA,1499.9424606660195,1,2013,CZE,23-Sep-90
James SHANE,1499.9357221257778,1,2011,GBR,18-Dec-89
Jacob HERNANDEZ,1499.8987121992689,1,2010,USA,8-Sep-85
Paul RENAUDIE,1499.8963086837239,1,2012,FRA,2-Apr-90
Anthony CHEMUT,1499.888000172916,7,2013,KEN,17-Dec-92
Abraham KIPLAGAT,1499.8879818368446,3,2013,KEN,9-Aug-84
Nick WILLIS,1499.8846046534707,1,2011,NZL,25-Apr-83
Gilbert KIPCHOGE,1499.8681068152748,1,2010,KEN,4-May-83
Rizak DIRSHE,1499.8670758817782,1,2010,SWE,5-Jan-72
Sadjad MORADI,1499.827856205608,3,2012,IRI,30-Mar-83
Lachlan RENSHAW,1499.8248228638963,3,2012,AUS,2-Apr-87
Ashot HAYRAPETYAN,1499.8247512872963,1,2011,ARM,13-Feb-86
Niall BROOKS,1499.822704500516,1,2010,GBR,8-Jul-91
Christian SMITH,1499.817271897055,1,2010,USA,31-Oct-83
Yusuf Saad KAMEL,1499.8169084563247,1,2010,BRN,29-Mar-83
Jackson Mumbwa KIVUVA,1499.8039072918668,12,2012,KEN,11-Aug-89
Andrew ELLERTON,1499.803529977838,1,2011,CAN,18-Nov-83
Belal Mansoor ALI,1499.7848103380632,2,2010,BRN,17-Oct-88
Mohamed Amine BELFERAR,1499.7823209827752,3,2016,ALG,16-Feb-91
Ronald MUSAGALA,1499.77840601447,3,2014,UGA,16-Dec-92
