Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Sanya RICHARDS-ROSS,1638.6589242661903,14,2012,USA,26-Feb-85
Amantle MONTSHO,1610.0714235921005,29,2012,BOT,4-Jul-83
Novlene WILLIAMS-MILLS,1561.2458276601374,24,2012,JAM,26-Apr-82
Allyson FELIX,1560.05690989889,10,2011,USA,18-Nov-85
Christine OHURUOGU,1545.9147537266902,13,2012,GBR,17-May-84
Francena MCCORORY,1542.5647842833341,16,2012,USA,20-Oct-88
Rose-Marie WHYTE-ROBINSON,1542.4889442686958,15,2012,JAM,8-Sep-86
DeeDee TROTTER,1514.8344036396575,10,2012,USA,8-Dec-82
Omolara OMOTOSHO,1513.0913017893383,2,2012,NGR,24-May-93
Libania GRENOT,1512.9898169304242,4,2012,ITA,12-Jul-83
Nataliya PYHYDA,1509.4819364275759,4,2012,UKR,30-Jan-81
Regina GEORGE,1508.3139523313844,2,2012,NGR,17-Feb-91
Antonina KRIVOSHAPKA,1506.5409175022435,7,2011,RUS,21-Jul-87
Joanne CUDDIHY,1505.8220490831245,3,2012,IRL,11-May-84
Alina LOHVYNENKO,1504.3526869897055,2,2012,UKR,18-Jul-90
Ndeye SOUMAH FATOU,1504.3249961276404,2,2011,SEN,6-Apr-86
Kaliese SPENCER,1504.1509631083504,1,2012,JAM,6-May-87
Christine DAY,1503.1653044997768,3,2012,JAM,23-Aug-86
Carol RODRÍGUEZ,1501.9791740649969,2,2012,PUR,16-Dec-85
Shereefa LLOYD,1500.376545953883,1,2010,JAM,2-Sep-82
Debbie DUNN,1500.1923187325158,16,2012,USA,26-Mar-78
Patricia HALL,1500.0149019302114,3,2012,JAM,16-Oct-82
Antonina YEFREMOVA,1498.964434181371,1,2011,UKR,19-Jul-81
Marta MILANI,1498.6725588824543,3,2011,ITA,9-Mar-87
Lashinda DEMUS,1498.456864530461,1,2010,USA,10-Mar-83
Kseniya ZADORINA,1498.3705012838284,1,2011,RUS,2-Mar-87
Tjipekapora HERUNGA,1498.3267027406332,3,2012,NAM,1-Jan-88
Natalya ANTYUKH,1498.3100181022623,2,2012,RUS,26-Jun-81
Joelma DAS NEVES SOUZA,1497.5358101608776,1,2012,BRA,13-Jul-84
Svetlana USOVICH,1497.4329678814433,1,2012,BLR,14-Oct-80
Aymeé MARTÍNEZ,1496.5235036320942,1,2011,CUB,17-Nov-88
Victoria BARR,1496.3027648515827,1,2010,GBR,14-Apr-82
Keshia KIRTZ,1496.184529079434,1,2010,USA,30-Jan-88
Natalya NAZAROVA,1496.1647973511172,1,2010,RUS,26-May-79
Vanya STAMBOLOVA,1496.0309997699571,1,2010,BUL,28-Nov-83
Melocia CLARKE,1496.0075737331504,1,2010,JAM,3-Apr-79
Perri SHAKES-DRAYTON,1495.8966225758973,2,2011,GBR,21-Dec-88
Jenna MARTIN,1495.888944121859,2,2012,CAN,31-Mar-88
Daysurami BONNE,1495.7450549937203,1,2011,CUB,9-Mar-88
Lee MCCONNELL,1495.7378857311057,5,2012,GBR,9-Oct-78
Kseniya KARANDYUK,1495.7299193555564,1,2011,UKR,21-Jun-86
Raysa SANCHEZ,1495.6097563132885,1,2012,DOM,6-May-88
Maris MÄGI,1495.5525502876098,2,2011,EST,11-Aug-87
Janin LINDENBERG,1495.520363640122,1,2011,GER,20-Jan-87
Marlena WESH,1495.2739441967583,2,2012,HAI,16-Feb-91
Xiaoyin TANG,1495.0635515208942,1,2012,CHN,29-Apr-85
Geisa Aparecida COUTINHO,1494.7274126848902,3,2012,BRA,1-Jun-80
Amy Mbacké THIAM,1494.1184092965727,2,2012,SEN,10-Nov-76
Afia CHARLES,1493.6401623279517,1,2012,ANT,22-Jul-92
