Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Salwa Eid NASER,1683.6996403138296,23,2019,BRN,23-May-98
Shaunae MILLER-UIBO,1599.1561346855553,23,2019,BAH,15-Apr-94
Shericka JACKSON,1552.4226620666586,23,2019,JAM,16-Jul-94
Stephenie Ann MCPHERSON,1543.1554594994911,55,2019,JAM,25-Nov-88
Phyllis FRANCIS,1542.5030434292198,24,2019,USA,4-May-92
Allyson FELIX,1532.0216996742533,24,2017,USA,18-Nov-85
Wadeline JONATHAS,1523.1107387292898,3,2019,USA,19-Feb-98
Aminatou SEYNI,1522.0148559485865,2,2019,NIG,24-Oct-96
Natasha HASTINGS,1521.5952030242843,48,2017,USA,23-Jul-86
Paola MORÁN,1515.8920849891902,2,2019,MEX,25-Feb-97
Francena MCCORORY,1513.302235729782,41,2016,USA,20-Oct-88
Sada WILLIAMS,1512.4249707432477,2,2019,BAR,1-Dec-97
Sydney MCLAUGHLIN,1511.0475116321254,1,2019,USA,7-Aug-99
Novlene WILLIAMS-MILLS,1510.5033445201898,61,2017,JAM,26-Apr-82
Caster SEMENYA,1509.4179152598663,3,2018,RSA,7-Jan-91
Iga BAUMGART-WITAN,1508.4787850027333,6,2019,POL,11-Apr-89
Quanera HAYES,1507.455549583676,4,2017,USA,7-Mar-92
Amantle MONTSHO,1507.2699910109127,46,2017,BOT,4-Jul-83
Shakima WIMBLEY,1507.2010410538805,12,2019,USA,23-Apr-95
Christine DAY,1505.7886304944582,23,2016,JAM,23-Aug-86
Justyna ŚWIĘTY-ERSETIC,1505.7544289643004,16,2019,POL,3-Dec-92
Sanya RICHARDS-ROSS,1505.0676281886467,23,2016,USA,26-Feb-85
Christine OHURUOGU,1504.4712729073776,34,2016,GBR,17-May-84
Chrisann GORDON,1504.4194408162439,3,2017,JAM,18-Sep-94
Mary MORAA,1503.7867651634142,2,2019,KEN,15-Jun-00
Galefele MOROKO,1503.7029511914684,1,2019,BOT,16-Apr-97
Julienne MBOCK-HANG,1502.916,1,2016,CMR,2-Jun-99
Kemi ADEKOYA,1502.6983351908711,3,2016,BRN,16-Jan-93
Kseniya AKSYONOVA,1502.1460821119979,3,2019,RUS,14-Jan-88
Shamier LITTLE,1501.6699200746875,2,2018,USA,20-Mar-95
Polina MILLER,1501.405970559536,1,2019,ANA,9-Jun-00
Tamara SALAŠKI,1501.3812287840142,2,2017,SRB,16-Oct-88
Nataliya PYHYDA,1501.1464119944949,8,2015,UKR,30-Jan-81
Maeva CONTION,1500.657075901955,1,2015,FRA,31-May-92
Tiffani SILVA MARINHO,1500.516415737647,1,2019,BRA,6-May-99
Joan MEDJID,1500.3627635667558,2,2015,FRA,29-Sep-95
Anneisha MCLAUGHLIN-WHILBY,1500.3047505238337,1,2017,JAM,6-Jan-86
Kseniya RYZHOVA,1500.1894384887635,4,2013,RUS,19-Apr-87
Antonina KRIVOSHAPKA,1500.183103828191,7,2011,RUS,21-Jul-87
Rose-Marie WHYTE-ROBINSON,1500.1641960586817,18,2013,JAM,8-Sep-86
Joanne CUDDIHY,1500.162980113213,3,2012,IRL,11-May-84
Joanna ATKINS,1500.1292864652894,3,2014,USA,31-Jan-89
DeeDee TROTTER,1500.1246902011935,12,2014,USA,8-Dec-82
Tiguida DIAROUMA,1500.12444377072,1,2013,FRA,7-Jun-94
Alina LOHVYNENKO,1500.1218473785148,2,2012,UKR,18-Jul-90
Ndeye SOUMAH FATOU,1500.1210722115986,2,2011,SEN,6-Apr-86
Carol RODRÍGUEZ,1500.0554042071058,2,2012,PUR,16-Dec-85
Shereefa LLOYD,1500.0105408768145,1,2010,JAM,2-Sep-82
Debbie DUNN,1500.0053836936706,16,2012,USA,26-Mar-78
Anais DESROSES,1499.980241719858,1,2015,FRA,3-Jun-89
Antonina YEFREMOVA,1499.9710107846995,1,2011,UKR,19-Jul-81
Marta MILANI,1499.962840144332,3,2011,ITA,9-Mar-87
Lashinda DEMUS,1499.9568020829197,1,2010,USA,10-Mar-83
Kseniya ZADORINA,1499.9543844647387,1,2011,RUS,2-Mar-87
Natalya ANTYUKH,1499.9526913227473,2,2012,RUS,26-Jun-81
Mariya MIKHAILYUK,1499.9487405629764,1,2015,RUS,29-Jan-91
Svetlana USOVICH,1499.928139529686,1,2012,BLR,14-Oct-80
Keshia KIRTZ,1499.9260825711822,2,2013,USA,30-Jan-88
Aymeé MARTÍNEZ,1499.9026803512752,1,2011,CUB,17-Nov-88
Victoria BARR,1499.8965010781492,1,2010,GBR,14-Apr-82
Natalya NAZAROVA,1499.8926388711282,1,2010,RUS,26-May-79
Nadezhda KOTLYAROVA,1499.8902914783046,2,2015,RUS,12-Jun-89
Vanya STAMBOLOVA,1499.8888933951603,1,2010,BUL,28-Nov-83
Melocia CLARKE,1499.8882376160564,1,2010,JAM,3-Apr-79
Perri SHAKES-DRAYTON,1499.8851316937407,2,2011,GBR,21-Dec-88
Jenna MARTIN,1499.8849167461694,2,2012,CAN,31-Mar-88
Daysurami BONNE,1499.8808887714722,1,2011,CUB,9-Mar-88
Lee MCCONNELL,1499.8806880780023,5,2012,GBR,9-Oct-78
Kseniya KARANDYUK,1499.8804650704715,1,2011,UKR,21-Jun-86
Raysa SANCHEZ,1499.8771012743318,1,2012,DOM,6-May-88
Maris MÄGI,1499.8754998717313,2,2011,EST,11-Aug-87
Janin LINDENBERG,1499.8745988515961,1,2011,GER,20-Jan-87
Marlena WESH,1499.8677006842663,2,2012,HAI,16-Feb-91
Xiaoyin TANG,1499.8618110358552,1,2012,CHN,29-Apr-85
Anne-noelle CLERIMA,1499.8567785653036,1,2013,FRA,8-Sep-95
Yekaterina RENZHINA,1499.847651614772,2,2015,RUS,18-Oct-94
Afia CHARLES,1499.8219652481437,1,2012,ANT,22-Jul-92
Anna RYZHYKOVA,1499.8152446823083,1,2011,UKR,24-Nov-89
Racheal NACHULA,1499.8090148991673,2,2011,ZAM,14-Jan-90
Jingwen CHEN,1499.8000782122913,1,2012,CHN,8-Feb-90
Davita PRENDERGAST,1499.79738231606,3,2011,JAM,16-Dec-84
Fantu MAGISO,1499.7925077463874,2,2011,ETH,9-Jun-92
Ruth Sophia SPELMEYER,1499.781674889623,4,2017,GER,19-Sep-90
Norma GONZÁLEZ,1499.7815947354575,2,2011,COL,11-Aug-82
Tsholofelo SELEMELA-THIPE,1499.7685426255152,1,2016,RSA,12-Sep-86
Denisa ROSOLOVÁ,1499.768052831343,7,2011,CZE,21-Aug-86
Sandrine THIÉBAUD-KANGNI,1499.765306409552,1,2011,TOG,21-Apr-76
Jennifer CAREY,1499.759142927387,1,2013,IRL,29-Jun-90
Evodie Lydie SARAMANDJI,1499.7498865635534,1,2011,CAF,3-Aug-83
Betty BURUA,1499.7495334793864,1,2011,PNG,24-Nov-86
Alaa Hikmat AL QAYSI,1499.738740628602,1,2011,IRQ,14-Sep-85
Amy Mbacké THIAM,1499.729603305787,4,2013,SEN,10-Nov-76
Monica HARGROVE,1499.7183306473844,4,2011,USA,30-Dec-82
Joyce SAKARI,1499.7091141583678,2,2012,KEN,6-Jun-86
Chisato TANAKA,1499.7058717670825,1,2012,JPN,13-Aug-88
Marina MASLENKO,1499.7022916648386,1,2012,KAZ,3-Jul-82
Yinka AJAYI,1499.6982853056772,2,2017,NGR,11-Aug-97
Kelly MASSEY,1499.6866166342343,1,2014,GBR,11-Jan-85
Rebecca ALEXANDER,1499.686325201607,1,2013,USA,2-May-90
Margot BOULABI,1499.6790938296422,1,2013,FRA,7-Jul-96
Eilidh DOYLE,1499.6636385711722,1,2013,GBR,20-Feb-87
Ilona USOVICH,1499.656461361932,1,2013,BLR,14-Nov-82
Kaliese SPENCER,1499.6529404531134,2,2014,JAM,6-May-87
Chiara BAZZONI,1499.6483159305517,2,2013,ITA,5-Jul-84
Aliann Tabitha POMPEY,1499.6381669171847,3,2012,GUY,9-Mar-78
Joelma DAS NEVES SOUZA,1499.5853650536608,2,2013,BRA,13-Jul-84
Yanmin ZHAO,1499.5690243191673,1,2013,CHN,26-Jan-91
Ingrid Yahocza NARVÁEZ SOLIS,1499.5533576187954,1,2012,NCA,15-Feb-94
Zamzam MOHAMED FARAH,1499.5259284403621,1,2012,SOM,19-Mar-91
Ebonie FLOYD,1499.5250813756927,1,2013,USA,21-Oct-83
Maziah MAHUSIN,1499.5250634533475,1,2012,BRU,18-Mar-93
Hristina RISTESKA,1499.5233360979673,1,2012,MKD,21-Dec-91
Yadisleidis PEDROSO,1499.5161136047632,1,2013,ITA,28-Jan-87
Margaret ADEOYE,1499.5139928133585,1,2013,GBR,22-Apr-85
Zourha ALI,1499.5102727853116,1,2012,DJI,23-Nov-94
Kimberly HYACINTHE,1499.5101421775253,1,2013,CAN,28-Mar-89
Ambwene SIMUKONDA,1499.5032462638198,2,2012,MAW,23-Mar-84
Danni ALAKIJA,1499.4995628287345,1,2012,FIJ,3-May-96
Greta TASLAKIAN,1499.4871009781527,1,2013,LBN,16-Aug-85
Agné ŠERKŠNIENĖ,1499.4857802595768,2,2013,LTU,18-Feb-88
Ashley SPENCER,1499.4852897949656,3,2016,USA,8-Jun-93
Sarah-lise DEGNY,1499.464883834334,1,2013,FRA,13-Aug-92
Tjipekapora HERUNGA,1499.4575363989275,5,2013,NAM,1-Jan-88
Laureleen CONCORIET,1499.4306155826266,1,2016,FRA,7-Dec-00
Olesea COJUHARI,1499.4305450450283,2,2013,MDA,29-Mar-90
Graciela MARTINS,1499.4148420962629,2,2012,GBS,5-Apr-87
Olha ZEMLYAK,1499.399227474707,5,2015,UKR,16-Jan-90
Muriel HURTIS,1499.3802954496523,4,2012,FRA,25-Mar-79
Nicola SANDERS,1499.3624843510024,5,2012,GBR,23-Jun-82
Caitlin SARGENT-JONES,1499.3566260756584,1,2013,AUS,14-Jun-92
Patricia HALL,1499.3459128931245,6,2014,JAM,16-Oct-82
Sade SEALY,1499.305275280075,1,2013,BAR,18-Nov-91
Kadecia BAIRD,1499.2984911870717,1,2013,GUY,24-Feb-95
Geisa Aparecida COUTINHO,1499.298080640941,6,2016,BRA,1-Jun-80
Stephie MATETA,1499.2966146322215,1,2015,FRA,24-Sep-87
Kanika BECKLES,1499.2734263103748,1,2016,GRN,3-Oct-91
Olivia BORLÉE,1499.2595447673893,1,2014,BEL,10-Apr-86
Elin MORAITI,1499.2559465733032,1,2014,SWE,16-Jun-91
Esther CREMER,1499.2483487433246,2,2013,GER,29-Mar-88
Ashley KELLY,1499.2339028181286,2,2017,IVB,25-Mar-91
Jasmine HYDER,1499.2026109623284,1,2015,USA,25-Aug-88
Margaret BAMGBOSE,1499.1679306087885,2,2016,NGR,19-Oct-93
Maureen Jelagat MAIYO,1499.1306053132637,2,2015,KEN,28-May-85
Phumlile Sibonakele NDZINISA,1499.0151247723484,2,2013,SWZ,21-Aug-92
Jessica DUFOUR,1498.9938243177048,1,2015,FRA,29-Sep-93
Kendall ELLIS,1498.9075942817824,7,2019,USA,8-Mar-96
Alicia BROWN,1498.891015642819,2,2016,CAN,21-Jan-90
Aliyah ABRAMS,1498.875319392358,3,2019,GUY,3-Apr-97
Shericka WILLIAMS,1498.8606415728655,25,2014,JAM,17-Sep-85
Mariam KROMAH,1498.7500816930647,1,2016,LBR,1994
Gloria HOOPER,1498.5636476805319,1,2015,ITA,3-Mar-92
Lena KANDISSOUNON,1498.5350048697446,1,2015,FRA,26-Nov-98
Małgorzata HOŁUB-KOWALIK,1498.5128218884242,5,2017,POL,30-Oct-92
Lisneidy VEITÍA,1498.4268298587149,1,2015,CUB,29-Apr-94
Kabange MUPOPO,1498.335537994486,6,2016,ZAM,21-Sep-92
Omolara OMOTOSHO,1498.3159659012674,5,2016,NGR,24-May-93
Olha BIBIK,1498.3063884547246,1,2016,UKR,5-Feb-90
Matilda HELLQVIST,1498.2753538171946,1,2016,SWE,28-Jul-93
