Athlete,Rating,Number Of Races
Tirunesh DIBABA,1593.7128252305279,3
Gladys CHERONO,1526.409531590435,1
Vivian Jepkemoi CHERUIYOT,1524.2568800322224,2
Sally KIPYEGO,1524.1831302599116,2
Belaynesh OLJIRA,1516.8020038986342,3
Emily CHEBET,1506.8416980771563,1
Werknesh KIDANE,1506.7821714867755,2
Florence KIPLAGAT,1505.7839038970096,1
Linet Chepkwemoi MASAI,1503.9808906038456,1
Priscah Jepleting CHERONO,1501.9354295136368,1
Hitomi NIIYA,1501.5633868019618,2
Shitaye ESHETE,1501.2716635999104,3
Meselech MELKAMU,1500.6737184234362,1
Joanne PAVEY,1500.0949196317465,1
Aberu KEBEDE,1499.3799912806167,1
Julia BLEASDALE,1499.0514126703288,1
Sule UTURA,1498.5623468279941,1
Selly Chepyego KAPTICH,1498.2824737615445,1
Jennifer RHINES,1498.178144335498,1
Caroline NYAKAGWA,1497.9051862887616,1
Jessica AUGUSTO,1497.7844931088493,1
Kayoko FUKUSHI,1497.4977326914757,1
Tigist KIROS GEBRESELASSIE,1497.4167895183487,1
Abebech AFEWORK,1497.3228496685506,1
Aheza KIROS,1496.7516247205826,1
Kara GOUCHER,1496.6783835867882,1
Janet CHEROBON-BAWCOM,1496.3009634337996,1
Hikari YOSHIMOTO,1496.2583163799213,1
Pauline Chemning KORIKWIANG,1496.1197072527762,1
Shalane FLANAGAN,1496.0165316570797,2
Lisa UHL,1495.7597410359638,1
Kayo SUGIHARA,1495.7453806619874,1
Ababel YESHANEH,1495.346225819807,1
Kavita TUNGAR,1495.2907930068184,1
Sara MOREIRA,1495.2266773149995,1
Krisztina PAPP,1495.022294090714,1
Fionnuala MCCORMACK,1494.6790405871968,1
Mika YOSHIKAWA,1494.088368668229,1
Preeja SREEDHARAN,1493.7634513421026,1
Megumi KINUKAWA,1493.6254547680242,1
Sabrina MOCKENHAUPT,1493.411505530462,1
Marisol ROMERO ROSALES,1493.1260338741617,1
Nadia EJJAFINI,1492.5680388143978,1
Jordan HASAY,1492.0949847502343,1
Christelle DAUNAY,1491.7984083403994,2
Olga SKRYPAK,1491.3622708001294,1
Dulce FÉLIX,1489.8356857505396,2
Eloise WELLINGS,1489.0142473522642,1
Karolina NADOLSKA,1488.383930316037,1
Amy CRAGG,1487.1485001176206,2
Juliet CHEKWEL,1486.3960454537846,1
Gulshat GAYNETDINOVA,1482.5138213739997,1
