Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Christian COLEMAN,1605.5992057138637,9,2018,USA,6-Mar-96
Ronnie BAKER,1604.2363028797668,11,2018,USA,15-Oct-93
Justin GATLIN,1571.6140074149498,46,2018,USA,10-Feb-82
Usain BOLT,1570.602258399749,34,2017,JAM,21-Aug-86
Reece PRESCOD,1540.3022736145397,10,2018,GBR,29-Feb-96
Jimmy VICAUT,1540.2739116918394,44,2018,FRA,27-Feb-92
Noah LYLES,1538.82440371675,4,2018,USA,18-Jul-97
André DE GRASSE,1535.0179424215814,13,2018,CAN,10-Nov-94
Yohan BLAKE,1532.4166854526015,33,2018,JAM,26-Dec-89
Bingtian SU,1531.14306948057,23,2018,CHN,29-Aug-89
Akani SIMBINE,1530.369838063053,28,2018,RSA,21-Sep-93
Ben Youssef MEITÉ,1528.9777271413413,25,2018,CIV,11-Nov-86
Asafa POWELL,1525.0837916281048,35,2017,JAM,23-Nov-82
Chijindu UJAH,1521.1567851589105,34,2018,GBR,5-Mar-94
Zharnel HUGHES,1518.1079566056515,4,2018,GBR,13-Jul-95
Tyson GAY,1517.033439281964,22,2016,USA,9-Aug-82
Jak Ali HARVEY,1516.970337606941,14,2018,JAM,4-May-89
Hassan TAFTIAN,1514.8883684572193,9,2018,IRI,4-May-93
Trayvon BROMELL,1509.286009610853,6,2016,USA,10-Jul-95
Marvin BRACY,1508.2968204241508,7,2016,USA,15-Dec-93
Kemar BAILEY-COLE,1508.1563037905512,21,2015,JAM,10-Jan-92
Daniel BAILEY,1507.1575252165244,17,2016,ANT,9-Sep-86
Ryota YAMAGATA,1505.8621548203141,5,2016,JPN,10-Jun-92
Nesta CARTER,1505.225423010758,54,2015,JAM,11-Oct-85
Femi OGUNODE,1505.1921318556283,10,2017,QAT,15-May-91
Filippo TORTU,1505.0442703109966,1,2018,ITA,15-Jun-98
Shuhei TADA,1504.7484794300767,2,2017,JPN,24-Jun-96
Kemarley BROWN,1503.4854773163274,2,2016,BRN,20-Jul-92
Tyquendo TRACEY,1503.3780848134106,4,2018,JAM,10-Jun-93
Abdullah Abkar MOHAMMED,1503.1733322692453,4,2018,KSA,1-Jan-97
Nickel ASHMEADE,1503.002063973405,20,2016,JAM,7-Apr-90
Ameer WEBB,1502.9805309036296,3,2016,USA,19-Mar-91
Julian FORTE,1502.7901124628438,11,2017,JAM,7-Jan-93
Nethaneel MITCHELL-BLAKE,1502.557898738195,1,2017,GBR,2-Apr-94
Rondel SORRILLO,1501.9614293301047,4,2016,TTO,21-Jan-86
Ryan SHIELDS,1501.4658139600829,1,2017,JAM,12-May-83
Emre Zafer BARNES,1501.2668612422344,2,2017,TUR,7-Nov-88
Steve MULLINGS,1501.2592994738034,2,2011,JAM,29-Nov-82
Seye OGUNLEWE,1501.2276579584372,1,2016,NGR,30-Aug-91
Michael RODGERS,1501.2218709568815,70,2018,USA,24-Apr-85
James DASAOLU,1501.1397201032519,23,2017,GBR,5-Sep-87
Anaso JOBODWANA,1500.8428015064123,2,2013,RSA,30-Jul-92
Rakieem SALAAM,1500.827965318841,5,2013,USA,5-Apr-90
Joel FEARON,1500.5827371909895,3,2016,GBR,11-Oct-88
Dentarius LOCKE,1500.475764660484,3,2016,USA,12-Dec-89
Kei TAKASE,1500.2970872907913,1,2015,JPN,25-Nov-88
Michael FRATER,1500.2573576661043,21,2016,JAM,6-Oct-82
Walter DIX,1500.2168031202655,8,2013,USA,31-Jan-86
Lerone CLARKE,1500.205014257316,10,2012,JAM,7-Jul-81
Derrick ATKINS,1500.1476444112595,4,2013,BAH,5-Jan-84
Amr Ibrahim Mostafa SEOUD,1500.0614454397846,1,2012,EGY,10-Jun-86
Ngonidzashe MAKUSHA,1500.056723750742,2,2011,ZIM,11-Mar-87
Adam HARRIS,1500.0040993412997,1,2013,GUY,21-Jul-87
Wallace SPEARMON,1499.9900086991804,2,2010,USA,24-Dec-84
Sam EFFAH,1499.9684059304502,1,2013,CAN,29-Dec-88
Yancarlos MARTÍNEZ,1499.9526387008975,1,2015,DOM,8-Jul-92
Dariusz KUĆ,1499.9511043512916,3,2012,POL,24-Apr-86
Remaldo ROSE,1499.9482265025285,1,2011,JAM,18-Nov-87
Jason SMYTH,1499.9236936316488,1,2011,IRL,4-Jul-87
Andrew FISHER,1499.9158887116405,4,2017,JAM,15-Dec-91
Nick SMITH,1499.915821044799,1,2010,GBR,6-Dec-82
Carlos Rafael JORGE,1499.9156456947383,1,2011,DOM,24-Sep-86
Omar Jouma Bilal AL SALFA,1499.9105914561997,1,2010,UAE,15-Oct-89
Shawn CRAWFORD,1499.9104425506987,1,2010,USA,14-Jan-78
Brian DZINGAI,1499.9041471447028,1,2010,ZIM,29-Apr-81
Leroy DIXON,1499.9001654350263,2,2010,USA,20-Jun-83
Sven KNIPPHALS,1499.8972331485566,1,2015,GER,20-Sep-85
Dexter LEE,1499.880102627768,1,2010,JAM,18-Jan-91
Brendan CHRISTIAN,1499.8713915405235,1,2010,ANT,11-Dec-83
Reto Amaru SCHENKEL,1499.8647589937314,2,2011,SUI,28-Apr-88
Roberto DONATI,1499.84883456,1,2010,ITA,15-Mar-83
Joshua ROSS,1499.8321635615969,1,2013,AUS,9-Feb-81
Simone COLLIO,1499.823029579928,2,2010,ITA,27-Dec-79
Aaron ARMSTRONG,1499.8186968222726,2,2011,TTO,14-Oct-77
Yahya Hassan HABEEB,1499.8126056935703,1,2010,KSA,2-Apr-86
Kimmari ROACH,1499.8122499928127,3,2013,JAM,17-Apr-89
Tony DARKWAH,1499.8114996578975,1,2010,SWE,15-Jun-86
Tyron AKINS,1499.8083310699058,1,2010,USA,6-Jan-86
Junior EJEHU,1499.807092117514,1,2010,GBR,1-Feb-91
Francis OBIKWELU,1499.8045927097169,1,2011,POR,22-Nov-78
Philip Bjørnå BERNTSEN,1499.8036770385452,1,2010,NOR,13-Dec-89
Alexander NORDKVIST,1499.8028813370447,1,2010,SWE,15-Jun-90
J-Mee SAMUELS,1499.792310124489,3,2011,USA,20-May-87
Felix GÖLTL,1499.791492631074,1,2011,GER,23-Mar-90
Ryan MOSELEY,1499.7891231419594,2,2010,AUT,8-Oct-82
Yi LAO,1499.7840463887874,1,2011,CHN,11-Oct-85
Ronalds ARAJS,1499.7766832501522,1,2011,LAT,29-Nov-87
Ronald POGNON,1499.7687154271935,2,2010,FRA,16-Nov-82
Joseph Obinna METU,1499.7473032399648,1,2012,NGR,12-Jul-88
Alvaro GOMEZ,1499.745348470478,1,2011,COL,21-Feb-89
Shinji TAKAHIRA,1499.6935334527986,1,2011,JPN,18-Jul-84
Rytis SAKALAUSKAS,1499.6907168497883,2,2012,LTU,27-Jun-87
Aziz ZAKARI,1499.683579599915,1,2011,GHA,2-Sep-76
Dwain CHAMBERS,1499.6792435532234,8,2014,GBR,5-Apr-78
Tremayne GILLING,1499.676230814603,2,2010,GBR,27-Jul-90
Abdourahim HAROUN,1499.6742900080112,1,2011,CHA,12-Apr-92
Mario FORSYTHE,1499.6729549910222,9,2012,JAM,30-Oct-85
Rikki FIFTON,1499.6684811156877,1,2011,GBR,17-Jun-85
Cordero GRAY,1499.6606144171328,1,2013,USA,9-May-89
Chi Ho TSUI,1499.656334679226,1,2011,HKG,17-Feb-90
Ryan BAILEY,1499.6556638159034,18,2015,USA,13-Apr-89
Ivory WILLIAMS,1499.6554298152082,2,2011,USA,2-May-85
Geronimo GOELOE,1499.646614916002,1,2011,ARU,18-Nov-81
Gerald PHIRI,1499.6427756047228,11,2016,ZAM,6-Oct-88
Keiron ROGERS,1499.6412496247285,1,2011,AIA,8-Sep-88
Peter EMELIEZE,1499.640243540174,2,2012,NGR,19-Apr-88
Rae Monzavous EDWARDS,1499.6322647868124,6,2011,USA,7-May-81
Ainsley WAUGH,1499.6250679188352,2,2012,JAM,17-Sep-81
Nilson Andre DE OLIVEIRA,1499.6221691905034,2,2012,BRA,30-Jan-86
Christian MALCOLM,1499.6020725887297,2,2011,GBR,3-Jun-79
Miguel LOPEZ,1499.5887317129773,1,2012,PUR,9-Apr-90
Kenroy ANDERSON,1499.5506600077717,1,2012,JAM,27-Jun-87
Masashi ERIGUCHI,1499.5483618258381,1,2012,JPN,17-Dec-88
Moudjib TOYB,1499.5379181196954,1,2011,COM,14-Oct-88
Nil DE OLIVEIRA,1499.5273329373636,1,2012,SWE,3-Sep-86
Tilak Ram THARU,1499.5183942956849,1,2011,NEP,10-Apr-93
Craig PICKERING,1499.5168663278591,3,2011,GBR,16-Oct-86
Fabio CERUTTI,1499.512784684248,1,2012,ITA,26-Sep-85
Martin KELLER,1499.507701191032,1,2013,GER,26-Sep-86
