Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
LaShawn MERRITT,1626.9415231454468,29,2015,USA,27-Jun-86
Wayde VAN NIEKERK,1621.8242023503174,10,2015,RSA,15-Jul-92
Kirani JAMES,1616.478605292452,29,2015,GRN,1-Sep-92
Luguelín SANTOS,1541.2374892598766,28,2015,DOM,12-Nov-92
Renny QUOW,1526.956334226767,15,2015,TTO,25-Aug-87
Machel CEDENIO,1526.3482770900525,5,2015,TTO,6-Sep-95
David VERBURG,1525.03237468828,11,2015,USA,14-May-91
Teddy ATINE-VENEL,1522.9333788190743,2,2015,FRA,16-Mar-85
Rabah YOUSIF,1518.5891672274122,15,2015,SUD,11-Dec-86
Gil ROBERTS,1514.0136470552425,2,2014,USA,15-Mar-89
Jonathan BORLÉE,1513.491364091405,29,2015,BEL,22-Feb-88
Kevin BORLÉE,1513.0824078694814,33,2015,BEL,22-Feb-88
Christopher BROWN,1510.864297363742,30,2015,BAH,15-Oct-78
Javon FRANCIS,1509.6281306596125,4,2015,JAM,14-Dec-94
Steven GARDINER,1509.1053515793233,4,2015,BAH,12-Sep-95
Isaac MAKWALA,1508.4716043648973,13,2015,BOT,24-Sep-85
Youssef Ahmed MASRAHI,1508.2718874609332,21,2015,KSA,31-Dec-87
Tony MCQUAY,1507.346272847799,20,2015,USA,16-Apr-90
Johan DELASSE,1507.0251650894636,2,2015,FRA,14-Nov-84
Ludvy VAILLANT,1506.785042929906,1,2015,FRA,15-Mar-95
Jermaine GONZALES,1506.5056070577716,16,2012,JAM,26-Nov-84
Angelo TAYLOR,1506.1918868722664,10,2012,USA,29-Dec-78
Jarrin SOLOMON,1504.837494863019,3,2013,TTO,11-Jan-86
Lalonde GORDON,1504.453228156673,11,2015,TTO,25-Nov-88
Bryshon NELLUM,1503.5865440807402,4,2015,USA,1-May-89
Gary KIKAYA,1501.6344503872447,2,2010,COD,4-Feb-78
Deon LENDORE,1501.499334820246,3,2013,TTO,28-Oct-92
Steven SOLOMON,1501.3122241752535,3,2012,AUS,16-May-93
Matthew HUDSON-SMITH,1501.0210914108186,2,2015,GBR,26-Oct-94
