Athlete,Rating,Number Of Races
Mo FARAH,1607.6210252040337,6
Geoffrey KAMWOROR,1537.9136467085923,3
Paul Kipngetich TANUI,1536.5863835909959,6
Galen RUPP,1527.012935102757,6
Bedan KAROKI,1517.3023884177924,5
Ibrahim JEILAN,1516.742644120266,2
Kenenisa BEKELE,1515.0638828543467,3
Abrar OSMAN,1504.526063444788,1
Emmanuel Kipkemei BETT,1504.2567484142692,5
Imane MERGA,1503.8179171627796,5
Abera KUMA,1502.7324449506505,4
Tariku BEKELE,1502.0332907258964,2
Vincent Kiprop CHEPKOK,1501.9287687732997,2
Ali KAYA,1501.769470529578,1
Stephen SAMBU,1501.7398480124316,1
Zersenay TADESE,1501.6682306167013,3
Kenneth Kiprop KIPKEMOI,1501.0764585720249,3
Lucas Kimeli ROTICH,1500.7410301864702,2
Geoffrey KIRUI,1500.5543557111982,3
Martin Irungu MATHATHI,1500.2892596353172,1
Gebregziabher GEBREMARIAM,1500.1048273855754,1
Peter Cheruiyot KIRUI,1499.940562809727,1
Mathew Kipkoech KISORIO,1499.9089695291905,1
Polat Kemboi ARIKAN,1499.8233428603025,1
Mark Kosgei KIPTOO,1499.8079519260323,1
Eliud KIPCHOGE,1499.7787336784654,1
Leonard Patrick KOMON,1499.722556853454,2
Yigrem DEMELASH,1499.6122562425599,2
Sileshi SIHINE,1499.518228705561,2
John Kemboi CHERUIYOT,1499.4663724124575,1
Paul LONYANGATA,1499.301688762765,1
Isiah Kiplangat KOECH,1499.2995807331754,1
Ayele ABSHERO,1499.172611447648,1
Chesari Kirui JACOB,1499.1065039893272,1
Rui SILVA,1499.0048838425546,1
Robert KAJUGA,1498.9086924473208,1
Moses Ndiema MASAI,1498.876843733843,2
Dathan RITZENHEIN,1498.5516098113221,2
Moukhled AL OUTAIBI,1498.517593742184,1
Scott BAUHS,1498.4917249117752,1
Kaan Kigen ÖZBILEN,1498.4209393523151,3
Moses Ndiema KIPSIRO,1498.2511022563444,2
Birhan NEBEBEW,1498.2500689574647,2
Ben ST. LAWRENCE,1498.1115177091433,1
Tsuyoshi UGACHI,1498.0516276967815,1
Thomas AYEKO,1498.0077711865588,2
Dejen GEBREMESKEL,1497.8172762034114,1
Juan Carlos ROMERO BERNAL,1497.6980226506298,1
Juan Luis BARRIOS,1497.6769598559827,1
Muktar EDRIS,1497.621965007935,1
Ayad LAMDASSEM,1497.5828378252581,1
Matt TEGENKAMP,1497.5471640041058,2
Daniel Lemashon SALEL,1497.4266035471055,2
Joshua CHEPTEGEI,1497.3670593306701,2
Chris DERRICK,1497.3174321607003,1
Dennis MASAI,1496.9933951983412,3
Chris THOMPSON,1496.9781624281181,1
Mohammed AHMED,1496.949503419558,3
Mosinet GEREMEW,1496.712732137673,1
Bouabdellah TAHRI,1496.6265112214307,1
Titus Kipjumba MBISHEI,1496.6095006539226,2
Abdi NAGEEYE,1496.4741021907098,1
Yuki SATO,1496.2643884608283,2
Mykola LABOVSKIY,1496.2517290578066,1
Samuel CHELANGA,1496.1379932555822,1
Cameron LEVINS,1496.076024391422,4
Bashir ABDI,1495.97884010402,1
Diego ESTRADA,1495.9021001412957,2
Leonard KORIR,1495.4336068908979,1
Collis BIRMINGHAM,1495.4117170174918,1
El Hassan EL ABBASSI,1494.582856596606,3
Nguse AMLOSOM,1494.5136439056394,3
Yevgeniy RYBAKOV,1494.2657182293328,1
Wilson Kiprono TOO,1494.0801193308303,1
Goitom KIFLE,1493.7234816304724,3
Josphat Kipkoech BETT,1493.408629957591,4
Shadrack KIPCHIRCHIR,1493.0098012003891,1
Zane ROBERTSON,1492.566412315865,1
Timothy TOROITICH,1492.0183758786839,5
Daniele MEUCCI,1491.8552418416953,4
Tetsuya YOROIZAKA,1491.5938082674547,1
Hassan MEAD,1490.8394784330283,2
Vincent Kipsegechi YATOR,1490.5305398533505,1
Suguru OSAKO,1490.5143839984798,2
Teklemariam MEDHIN,1489.0070920639168,5
Aweke AYALEW,1488.7235104298516,1
Arne GABIUS,1487.534923283522,2
Kenta MURAYAMA,1487.1098796640113,1
Yuta SHITARA,1483.7969551164247,1
Stephen MOKOKA,1482.0841651299165,4
