Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Dafne SCHIPPERS,1610.2891821585508,9,2015,NED,15-Jun-92
Allyson FELIX,1599.8219442228701,29,2015,USA,18-Nov-85
Elaine THOMPSON,1557.356873532008,5,2015,JAM,28-Jun-92
Tori BOWIE,1545.8293669838845,4,2015,USA,27-Aug-90
Veronica CAMPBELL-BROWN,1545.68617985712,13,2015,JAM,15-May-82
Blessing OKAGBARE-IGHOTEGUONOR,1544.0917337547066,12,2015,NGR,9-Oct-88
Candyce MCGRONE,1536.83828304089,8,2015,USA,24-Mar-89
Jeneba TARMOH,1533.6711421638147,21,2015,USA,27-Sep-89
Shelly-Ann FRASER-PRYCE,1531.6063418554713,14,2014,JAM,27-Dec-86
Murielle AHOURÉ,1531.0075085221356,16,2015,CIV,23-Aug-87
Tiffany TOWNSEND,1520.0613283703115,9,2015,USA,14-Jun-89
Dina ASHER-SMITH,1519.3000598594972,5,2015,GBR,4-Dec-95
Marie-Josée TA LOU,1516.1420630556545,2,2015,CIV,18-Nov-88
Myriam SOUMARE,1513.5778884138022,17,2014,FRA,29-Oct-86
Tianna BARTOLETTA,1512.406988240998,1,2014,USA,30-Aug-85
Mariya RYEMYEN,1512.1979374750117,14,2013,UKR,2-Aug-87
Rosângela SANTOS,1510.7494247783081,3,2015,BRA,20-Dec-90
Semoy HACKETT,1510.1826200978653,2,2015,TTO,27-Nov-88
Ivet LALOVA-COLLIO,1509.8594373978979,14,2015,BUL,18-May-84
Sherone SIMPSON,1508.7788760947287,21,2015,JAM,12-Aug-84
Carmelita JETER,1508.383958701406,15,2013,USA,24-Nov-79
Kerron STEWART,1506.9868884523207,11,2015,JAM,16-Apr-84
Lea SPRUNGER,1505.544960409485,3,2013,SUI,5-Mar-90
Anthonique STRACHAN,1505.1579151169299,13,2015,BAH,22-Aug-93
Jenna PRANDINI,1505.1380426447517,2,2015,USA,20-Nov-92
Bianca KNIGHT,1503.246522020609,20,2014,USA,2-Jan-89
Joanna ATKINS,1502.2756788489858,2,2014,USA,31-Jan-89
Elisabeth SLETTUM,1502.2342680077218,1,2013,NOR,31-Aug-86
Kai SELVON,1501.993966964434,6,2013,TTO,13-Apr-92
Lenora GUION FIRMIN,1501.592572929931,2,2013,FRA,7-Aug-91
Marshevet HOOKER,1501.1043929629684,1,2011,USA,25-Sep-84
Abiodun OYEPITAN,1501.0023608055258,5,2012,GBR,30-Dec-79
Shalonda SOLOMON,1500.8740494514982,14,2015,USA,19-Dec-85
Franciela KRASUCKI,1500.754435096911,1,2013,BRA,26-Apr-88
Natasha HASTINGS,1500.53731444731,3,2014,USA,23-Jul-86
Rose-Marie WHYTE-ROBINSON,1500.436773107895,1,2010,JAM,8-Sep-86
Agné ŠERKŠNIENĖ,1500.2908385097517,1,2013,LTU,18-Feb-88
Olesya POVH,1500.1453466994972,1,2011,UKR,18-Oct-87
Anna KIEŁBASIŃSKA,1500.0679298053378,5,2015,POL,26-Jun-90
LaShauntea MOORE,1500.0130708606357,6,2013,USA,31-Jul-83
Justine PALFRAMAN,1499.9917095488436,3,2015,RSA,4-Nov-93
Janelle REDHEAD,1499.9179159133428,4,2012,GRN,27-Dec-89
Mikele BARBER,1499.9135316381173,1,2012,USA,4-Oct-80
Alexandria ANDERSON,1499.8656323648272,1,2011,USA,28-Jan-87
Johanna DANOIS,1499.85957243317,3,2013,FRA,4-Apr-87
Christine AMERTIL,1499.7933782995042,1,2010,BAH,18-Aug-79
Mariely SÁNCHEZ,1499.656116495962,3,2013,DOM,30-Dec-88
Ashlee KIDD,1499.566868122072,1,2010,USA,26-Jul-85
Natalie KNIGHT,1499.5422570894898,1,2010,USA,24-Oct-86
Christy UDOH,1499.5210027883086,1,2012,NGR,30-Sep-91
Endurance ABINUWA,1499.4264418888529,1,2011,NGR,31-Jul-87
Ebonie FLOYD,1499.3916298965373,1,2010,USA,21-Oct-83
Kelly-Ann BAPTISTE,1499.3393793612772,3,2010,TTO,14-Oct-86
Ezinne OKPARAEBO,1499.298240484548,1,2012,NOR,3-Mar-88
Evelyn Carolina de Oliveira DOS SANTOS,1499.297332671495,2,2012,BRA,11-Apr-85
Joëlle GOLAY,1499.2326236018575,1,2013,SUI,15-Oct-87
Kimberlyn DUNCAN,1499.229544128534,8,2015,USA,2-Aug-91
Cydonie MOTHERSILL,1499.2279845743178,5,2011,CAY,19-Mar-78
Lina JACQUES-SEBASTIEN,1499.1528618312616,1,2010,FRA,10-May-85
Monica HARGROVE,1499.1517502591996,1,2010,USA,30-Dec-82
Samantha HENRY-ROBINSON,1499.1253592841915,3,2013,JAM,25-Sep-88
Vanda FERREIRA GOMES,1499.0374415795827,1,2011,BRA,7-Nov-88
Porscha LUCAS,1499.0063395339785,2,2010,USA,18-Jun-88
Sanya RICHARDS-ROSS,1498.9999640402011,7,2015,USA,26-Feb-85
Emily FREEMAN,1498.963860853491,2,2010,GBR,24-Nov-80
Sabina VEIT,1498.9212324136097,1,2015,SLO,2-Dec-85
Libania GRENOT,1498.9140662456084,1,2012,ITA,12-Jul-83
Marika POPOWICZ-DRAPAŁA,1498.8807657368002,1,2013,POL,28-Apr-88
Norma GONZÁLEZ,1498.7987834430116,1,2012,COL,11-Aug-82
Yelizaveta BRYZGINA,1498.7932322925271,6,2013,UKR,28-Nov-89
Ramona PAPAIOANNOU,1498.76121966361,1,2015,CYP,15-Jun-89
Sheri-Ann BROOKS,1498.7055807485785,3,2012,JAM,11-Feb-83
Nivea SMITH,1498.700841842477,3,2013,BAH,18-Feb-90
