Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Meseret DEFAR,1588.77562589291,14,2013,ETH,19-Nov-83
Genzebe DIBABA,1575.5143097781029,7,2014,ETH,8-Feb-91
Tirunesh DIBABA,1555.123504893262,9,2013,ETH,1-Oct-85
Vivian Jepkemoi CHERUIYOT,1551.31488016314,14,2012,KEN,11-Sep-83
Almaz AYANA,1540.9012467350103,6,2014,ETH,21-Nov-91
Mercy CHERONO,1530.4788662865226,20,2014,KEN,7-May-91
Viola Jelagat KIBIWOT,1529.050642445819,15,2014,KEN,22-Dec-83
Sally KIPYEGO,1514.210147554405,11,2014,KEN,19-Dec-85
Sentayehu EJIGU,1509.5095089762126,11,2011,ETH,28-Jun-85
Gelete BURKA,1509.1195101016747,8,2013,ETH,23-Jan-86
Linet Chepkwemoi MASAI,1506.0177043941558,10,2013,KEN,5-Dec-89
Margaret Wangari MURIUKI,1504.1572938483605,8,2013,KEN,21-Mar-86
Emily CHEBET,1503.6609556185933,1,2013,KEN,18-Feb-86
Lauren FLESHMAN,1503.503200026561,6,2011,USA,26-Sep-81
Buze DIRIBA,1503.4829901680716,8,2013,ETH,9-Feb-94
Olga KUNGINA,1503.014032207902,2,2012,RUS,17-Dec-86
Gladys CHERONO,1501.7994742917567,1,2013,KEN,12-May-83
Tejitu DABA,1501.5151092036176,6,2013,BRN,20-Aug-91
Betsy SAINA,1501.2266008843637,1,2014,KEN,30-Jun-88
Elvan ABEYLEGESSE,1500.7547110805722,2,2010,TUR,11-Sep-82
Priscah Jepleting CHERONO,1500.2583772139574,4,2011,KEN,27-Jun-80
Werknesh KIDANE,1500.2142864740808,1,2012,ETH,7-Jan-81
Veronica WANJIRU,1500.066861216506,3,2012,KEN,29-Oct-89
Meselech MELKAMU,1499.9493807486201,6,2011,ETH,19-Apr-85
Julie CULLEY,1499.8574317582145,2,2012,USA,10-Sep-81
Shalane FLANAGAN,1499.7868383327996,5,2011,USA,8-Jul-81
Sylvia Jebiwot KIBET,1499.6330346013988,12,2013,KEN,28-Mar-84
Ines CHENONGE,1499.545552830631,2,2010,KEN,1-Feb-82
Lisa UHL,1499.3739297645682,1,2010,USA,31-Aug-87
Kara GOUCHER,1499.3471710184945,1,2011,USA,9-Jul-78
Aheza KIROS,1499.331465499627,1,2010,ETH,16-Oct-85
Lineth CHEPKURUI,1499.2116101117745,1,2011,KEN,23-Feb-87
Molly HUDDLE,1499.095104604145,13,2014,USA,31-Aug-84
Magdalena LEWY-BOULET,1499.0403743355237,1,2011,USA,1-Aug-73
Megumi KINUKAWA,1499.0374620744524,1,2011,JPN,7-Aug-89
Freya MURRAY,1499.0315888372975,1,2010,GBR,20-Sep-83
Gladys CHEMWENO,1499.014363185694,1,2010,KEN,4-Jul-88
Renee BAILLIE,1498.9835929430724,1,2010,USA,25-Dec-81
Grace MOMANYI,1498.9256049820656,2,2011,KEN,13-Feb-81
Elizabeth MALOY,1498.9162355531107,1,2011,USA,10-Aug-85
Sara MOREIRA,1498.8258806677788,1,2011,POR,17-Oct-85
Lidia CHOJECKA,1498.7716410432463,1,2011,POL,25-Jan-77
Silvia WEISSTEINER,1498.7507731943986,2,2012,ITA,13-Jul-79
Emily PIDGEON,1498.7432172749486,1,2010,GBR,1-Jun-89
Kayo SUGIHARA,1498.72905275386,1,2011,JPN,24-Feb-83
René KALMER,1498.7211863002824,1,2010,RSA,3-Nov-80
Jenny SIMPSON,1498.6903033458418,2,2013,USA,23-Aug-86
Ferhiwot GOSHU,1498.6737945840832,1,2010,ETH,28-Jun-90
Pauline Chemning KORIKWIANG,1498.6127256687164,7,2011,KEN,1-Mar-88
Katrina WOOTTON,1498.6015996073484,1,2012,GBR,2-Sep-85
Kayoko FUKUSHI,1498.5865931195444,1,2012,JPN,25-Mar-82
Yelena ZADOROZHNAYA,1498.5428106101313,3,2011,RUS,3-Dec-77
Helen CLITHEROE,1498.506898574186,4,2011,GBR,2-Jan-74
Alice Aprot NAWOWUNA,1498.5053092625662,2,2010,KEN,2-Jan-94
Shannon ROWBURY,1498.498781752969,4,2014,USA,19-Sep-84
Joanne PAVEY,1498.488657282418,5,2014,GBR,20-Sep-73
Irene Chebet CHEPTAI,1498.4106813821918,2,2013,KEN,4-Feb-92
Desiree DAVILA,1498.370295237868,3,2011,USA,26-Jul-83
Megan WRIGHT,1498.3574504869935,3,2011,CAN,27-Jan-82
Mercy Wanjiku NJOROGE,1498.3315923818923,1,2011,KEN,10-Jun-86
Eilish MCCOLGAN,1498.2112569113574,1,2012,GBR,25-Nov-90
Sule UTURA,1498.1869003883157,7,2013,ETH,8-Feb-90
Florence KIPLAGAT,1498.1815883797447,3,2010,KEN,27-Feb-87
Jessica AUGUSTO,1498.1000996641333,3,2011,POR,8-Nov-81
Wude AYALEW,1498.0996818026233,3,2011,ETH,4-Jul-87
Amy YODER BEGLEY,1498.0846085563503,3,2011,USA,11-Jan-78
Shitaye ESHETE,1498.0839557088082,4,2013,BRN,21-May-90
Belaynesh OLJIRA,1497.9983311984633,2,2013,ETH,26-Jun-90
Emebet ANTENEH,1497.987173902311,7,2012,ETH,13-Jan-92
Hitomi NIIYA,1497.953485757262,3,2012,JPN,26-Feb-88
Barbara PARKER,1497.6984667083238,1,2012,GBR,8-Nov-82
Irene JELAGAT,1497.550343888931,1,2014,KEN,10-Dec-88
Alia SAEED MOHAMMED,1497.5243892802473,1,2011,UAE,18-May-91
Yelena NAGOVITSYNA,1497.4694538673614,4,2013,RUS,7-Dec-82
Kate AVERY,1497.2979102976478,1,2012,GBR,10-Oct-91
Alissa MCKAIG,1497.2586816835924,1,2012,USA,21-Feb-86
Esther CHEMTAI,1497.2384584650563,3,2011,KEN,4-Jun-88
Purity Cherotich RIONORIPO,1497.1716777084491,2,2011,KEN,10-Jun-93
Almenesh BELETE,1497.084486018013,2,2013,BEL,26-Jul-89
Ruti AGA,1496.7059480899757,1,2013,ETH,16-Jan-94
Mika YOSHIKAWA,1496.6275689127342,1,2012,JPN,16-Sep-84
Judit PLA,1496.598780642779,1,2012,ESP,2-May-78
Janet KISA,1496.5339215474764,3,2014,KEN,5-Dec-92
Zipora WANJIRU,1496.5204720912993,1,2012,KEN,12-Aug-94
Viktoriya POLYUDINA,1496.4502391094766,1,2011,KGZ,29-Jun-89
Pauline NIYONGERE,1496.4087220373829,1,2011,BDI,12-Apr-88
Charlotte PURDUE,1496.389555557657,1,2012,GBR,10-Jun-91
Susan KRUMINS,1496.28551317133,3,2013,NED,8-Jul-86
Tarah MCKAY,1496.2327017511427,1,2012,CAN,1-May-87
Nadia EJJAFINI,1496.2005885021476,1,2012,ITA,8-Nov-77
Afera GODFAY,1496.104209537549,1,2013,ETH,25-Sep-91
Agnes Jebet TIROP,1496.0925785007466,3,2014,KEN,23-Oct-95
Fionnuala MCCORMACK,1496.08622063195,2,2012,IRL,24-Sep-84
Chelsea SODARO,1495.9230587905372,1,2013,USA,9-May-89
Sheila REID,1495.773795808982,1,2012,CAN,2-Aug-89
Alemitu HAROYE,1495.6740482809319,3,2014,ETH,9-May-95
Dudu KARAKAYA,1495.542873732338,1,2012,TUR,11-Nov-85
Caroline Chepkoech KIPKIRUI,1495.4802494370542,1,2013,KEN,26-May-94
Magdalyne MASAI,1495.303112882928,2,2013,KEN,21-Nov-93
Sifan HASSAN,1495.1302099572802,1,2014,NED,1-Jan-93
Etagegne WOLDU,1495.1008037454876,1,2014,ETH,10-May-96
Elena ROMAGNOLO,1494.8901811377223,3,2012,ITA,5-Oct-82
Jennifer RHINES,1494.8390836113008,5,2011,USA,1-Jul-74
Waganesh MEKASHA,1494.746828976377,3,2012,ETH,16-Jan-92
Huimin XIAO,1494.3171930338522,1,2013,CHN,1-Mar-92
Zakia Mrisho MOHAMED,1494.2795503388224,4,2012,TAN,19-Feb-84
Mimi BELETE,1494.0241362548272,1,2014,BRN,9-Jun-88
Julia LUCAS,1494.0042236342865,1,2013,USA,4-Mar-84
Roman GIDEY,1493.963223103323,1,2013,ETH,20-Feb-96
Hiwot AYALEW,1493.9349860324987,4,2014,ETH,6-Mar-90
Betlhem DESALEGN,1493.8677140333011,1,2013,UAE,13-Nov-91
Sandra LÓPEZ,1493.4845328828578,1,2012,MEX,16-Apr-84
Azmera GEBRU,1493.45930298021,4,2013,ETH,21-Oct-95
Roxana BÎRCĂ,1493.4366711643042,1,2012,ROU,22-Jun-88
Sophie DUARTE,1493.1870601132296,2,2013,FRA,31-Jul-81
Julia BLEASDALE,1493.0833881774606,6,2014,GBR,9-Sep-81
Layes ABDULLAYEVA,1492.7910677700434,2,2012,AZE,29-May-91
Dominika NOWAKOWSKA,1492.6173633470594,2,2013,POL,25-Jan-85
Haftamnesh TESFAYE,1492.576191622387,1,2014,ETH,28-Apr-94
Clemence CALVIN,1492.5726797451562,1,2014,FRA,17-May-90
Giuli DEKANADZE,1492.2404455135456,1,2013,GEO,11-Jan-95
Misaki ONISHI,1492.2364707323377,1,2013,JPN,24-Feb-85
Gotytom GEBRESLASE,1490.9507432590976,3,2013,ETH,15-Jan-95
Stephanie TWELL,1490.5707035456057,3,2013,GBR,17-Aug-89
Enatnesg ALAMREW,1490.4761464621588,1,2014,ETH,1995
Eloise WELLINGS,1490.22944753627,5,2012,AUS,9-Nov-82
Dolores CHECA,1490.002933598289,6,2014,ESP,27-Dec-82
Amy CRAGG,1489.8178052406363,6,2013,USA,21-Jan-84
Carolina TABARES,1489.6164431425782,1,2013,COL,18-Jun-86
Genet YALEW,1489.08599474732,9,2013,ETH,31-Dec-92
Jackie ARESON,1486.3154925567287,4,2013,USA,31-Mar-88
Karoline Bjerkeli GRØVDAL,1485.8444243225836,4,2013,NOR,14-Jun-90
Kim CONLEY,1478.7216233093332,6,2014,USA,14-Mar-86
