Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Karsten WARHOLM,1665.2702831727158,25,2019,NOR,28-Feb-96
Abderrahman SAMBA,1609.6224179369874,15,2019,QAT,5-Sep-95
Rai BENJAMIN,1594.8114845797854,7,2019,USA,27-Jul-97
Kyron MCMASTER,1552.326205015751,13,2019,IVB,3-Jan-97
Yasmani COPELLO,1546.2321926869918,34,2019,TUR,15-Apr-87
Alison DOS SANTOS,1517.487086348487,4,2019,BRA,3-Jun-00
Luke CAMPBELL,1514.6500040810138,3,2019,GER,22-Nov-94
TJ HOLMES,1512.2428505696798,17,2019,USA,2-Jul-95
Ludvy VAILLANT,1511.769516872468,6,2019,FRA,15-Mar-95
Kerron CLEMENT,1507.3416814607256,42,2018,USA,31-Oct-85
Annsert WHYTE,1507.2391393702972,12,2018,JAM,4-Oct-87
Michael TINSLEY,1506.8361357383092,43,2016,USA,21-Apr-84
Takatoshi ABE,1506.570993958495,11,2019,JPN,12-Nov-91
Bonface MUCHERU,1505.781214983017,11,2017,KEN,2-May-92
Vít MÜLLER,1505.6552123566341,4,2019,CZE,31-Aug-96
Javier CULSON,1505.413052500356,55,2017,PUR,25-Jul-84
Denis KUDRYAVTSEV,1504.1694155109783,5,2015,RUS,13-Apr-92
Byron ROBINSON,1502.8716770230221,4,2019,USA,10-May-95
Johnny DUTCH,1502.1325848048,19,2016,USA,20-Jan-89
Angelo TAYLOR,1501.881256243973,17,2012,USA,29-Dec-78
Eric FUTCH,1501.5472492791102,3,2017,USA,25-Apr-93
Emir BEKRIĆ,1501.4664366779332,7,2013,SRB,14-Mar-91
Varg KÖNIGSMARK,1501.0887510857144,1,2013,GER,28-Apr-92
Omar CISNEROS,1501.015356113397,16,2015,CUB,19-Nov-89
David GREENE,1500.77103976604,24,2015,GBR,11-Apr-86
Ramsey ANGELA,1500.5576049103365,1,2018,NED,6-Nov-99
Timofey CHALYY,1500.5084923804468,5,2015,RUS,7-Apr-94
Brent LARUE,1500.3403404268756,2,2012,SLO,26-Apr-87
Joshua ABUAKU,1500.1802129320456,1,2016,GER,7-Jul-96
Brendan COLE,1500.118069208557,2,2012,AUS,29-May-81
Stanislav MELNYIKOV,1500.0521142756188,4,2012,UKR,26-Feb-87
Silvio SCHIRRMEISTER,1500.049469994743,1,2012,GER,7-Dec-88
Tetsuya TATENO,1499.9978363503938,1,2012,JPN,5-Aug-91
Sébastien MAILLARD,1499.9251018214068,1,2010,FRA,2-May-81
LaRon BENNETT,1499.9180986614574,1,2011,USA,25-Nov-82
Jeshua ANDERSON,1499.917901852086,4,2013,USA,22-Jun-89
Nathan WOODWARD,1499.9156121275737,3,2012,GBR,17-Oct-89
Michal BROŽ,1499.9065418296423,1,2013,CZE,16-Jun-92
Kenneth MEDWOOD,1499.903588591337,3,2012,BIZ,14-Dec-87
Nils DUERINCK,1499.8949921300823,1,2010,BEL,20-Mar-84
Andreas TOTSÅS,1499.888282393993,1,2010,NOR,1-Jul-81
Bandar Yahya AL SHARAKILI,1499.8882278373735,1,2010,KSA,6-Mar-87
Aleksandr DEREVYAGIN,1499.8717510929228,5,2012,RUS,24-Mar-79
Periklis IAKOVAKIS,1499.8683329316023,1,2012,GRE,24-Mar-79
Amaurys VALLE,1499.8593426737493,2,2012,CUB,18-Jan-90
Amaechi MORTON,1499.8561362655964,1,2012,NGR,30-Oct-89
Vyacheslav SAKAYEV,1499.8548761324032,1,2012,RUS,12-Jan-88
Leford GREEN,1499.8313667224475,15,2015,JAM,14-Nov-86
Yasuhiro FUEKI,1499.814813680755,1,2013,JPN,20-Dec-85
Adrien CLEMENCEAU,1499.8092596841375,1,2012,FRA,25-May-88
Jesper ARTS,1499.809159593276,1,2013,NED,2-Apr-92
Richard DAVENPORT,1499.8031253930253,1,2011,GBR,12-Sep-85
Ivan SHABLYUYEV,1499.771958990019,1,2015,RUS,17-Apr-88
Seung-yun LEE,1499.763521685632,1,2011,KOR,28-Feb-89
Hederson ALVES ESTEFANI,1499.7399244855815,1,2017,BRA,11-Sep-91
Jabir MADARI PILLYALIL,1499.7358355116994,2,2019,IND,8-Jun-96
Jean Antonio VIEILLESSE,1499.7348368270732,1,2011,MRI,24-Jan-86
Jamele MASON,1499.7326246740076,2,2012,PUR,19-Oct-89
Justin GAYMON,1499.730630041753,18,2013,USA,13-Dec-86
Andreas RITZ,1499.7253542536937,1,2013,SUI,3-Aug-89
Josef ROBERTSON,1499.7014280482863,3,2012,JAM,14-May-87
Ashton EATON,1499.6981963639262,1,2014,USA,21-Jan-88
Bershawn JACKSON,1499.680289430581,38,2018,USA,8-May-83
Josef PROROK,1499.6750607484591,1,2012,CZE,16-Nov-87
Artem DYATLOV,1499.656095993389,1,2012,UZB,22-May-89
Héni KECHI,1499.6408460583502,2,2012,FRA,31-Aug-80
Stephane YATO,1499.6334310000852,1,2013,FRA,11-Sep-92
Richard YATES,1499.6225779008314,3,2012,GBR,26-Jan-86
Yuta IMAZEKI,1499.6191099515008,2,2012,JPN,6-Nov-87
Jorge PAULA,1499.574336893521,2,2012,POR,8-Oct-84
