Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Adrien CLEMENCEAU,1499.1169429821193,1,2012,FRA,25-May-88
Jesper ARTS,1499.1164795985005,1,2013,NED,2-Apr-92
Richard DAVENPORT,1499.088543486228,1,2011,GBR,12-Sep-85
José Reynaldo BENCOSME DE LEON,1499.0037383924482,3,2012,ITA,16-May-92
Ivan SHABLYUYEV,1498.9442545834208,1,2015,RUS,17-Apr-88
Seung-yun LEE,1498.9051929890377,1,2011,KOR,28-Feb-89
Jean Antonio VIEILLESSE,1498.7723927179318,1,2011,MRI,24-Jan-86
Jamele MASON,1498.762151268554,2,2012,PUR,19-Oct-89
Justin GAYMON,1498.752916859969,18,2013,USA,13-Dec-86
Andreas RITZ,1498.728491915249,1,2013,SUI,3-Aug-89
Josef ROBERTSON,1498.6177224457692,3,2012,JAM,14-May-87
Ashton EATON,1498.602760944103,1,2014,USA,21-Jan-88
Josef PROROK,1498.4956516132384,1,2012,CZE,16-Nov-87
Artem DYATLOV,1498.407851821247,1,2012,UZB,22-May-89
Héni KECHI,1498.3372502701407,2,2012,FRA,31-Aug-80
Stephane YATO,1498.3029212966908,1,2013,FRA,11-Sep-92
Richard YATES,1498.2526754668124,3,2012,GBR,26-Jan-86
Yuta IMAZEKI,1498.2366201458376,2,2012,JPN,6-Nov-87
Jorge PAULA,1498.0293374700045,2,2012,POR,8-Oct-84
Stef VANHAEREN,1497.975546939344,1,2013,BEL,15-Jan-92
Vincent Kiplangat KOSGEI,1497.9660431032307,3,2012,KEN,11-Nov-85
Yuta KONISHI,1497.93614841254,1,2015,JPN,31-Jul-90
Mowen BOINO,1497.912552030964,1,2013,PNG,16-Dec-79
Vít MÜLLER,1497.8860218144023,1,2016,CZE,31-Aug-96
Viktor LEPTIKOV,1497.8287997009757,1,2012,KAZ,2-Jul-87
Winder Bolivar CUEVAS,1497.7865477931996,1,2012,DOM,1-Aug-88
Jonathan PUEMI,1497.6043346487754,1,2013,SUI,7-Apr-91
Yoann DECIMUS,1497.5008560473123,1,2013,FRA,30-Nov-87
Mohamed SEGHAIER,1496.8913427795032,2,2016,TUN,18-Jul-88
Zhilong LI,1496.703861656732,3,2012,CHN,9-Mar-88
Pieter BENEKE,1496.6051004188216,1,2013,RSA,18-Jul-90
Isa PHILLIPS,1496.5380198043754,12,2013,JAM,22-Apr-84
Petter OLSON,1496.5257572808512,1,2014,SWE,14-Feb-91
Michael STIGLER,1496.4822558240317,2,2015,USA,4-May-92
Takatoshi ABE,1496.3513226618488,2,2013,JPN,12-Nov-91
Niall FLANNERY,1496.2537101095722,5,2015,GBR,26-Apr-91
Tom BURTON,1496.1831289395468,1,2015,GBR,29-Jan-88
Rhys WILLIAMS,1496.1381264063377,13,2014,GBR,27-Feb-84
Quincy DOWNING,1496.011470081739,1,2015,USA,16-Jan-93
Matěj MACH,1495.8264938351726,1,2016,CZE,17-Nov-97
Jaak-Heinrich JAGOR,1495.6176702996977,2,2016,EST,11-May-90
Jaheel HYDE,1495.4504183134854,3,2016,JAM,2-Feb-97
Tristan THOMAS,1495.0992335310484,5,2013,AUS,23-May-86
Roxroy CATO,1494.8922629541444,6,2016,JAM,1-May-88
Michael COCHRANE,1494.8225429962858,1,2015,NZL,13-Aug-91
Félix SÁNCHEZ,1494.5438029661864,32,2015,DOM,30-Aug-77
Georg FLEISCHHAUER,1494.5213599428541,8,2013,GER,21-Oct-88
Joachim SANDBERG,1494.046881347993,1,2016,NOR,18-May-95
Yuki MATSUSHITA,1493.746269844795,3,2016,JPN,9-Sep-91
Andrés Byron SILVA,1493.3994690647105,6,2016,URU,27-Mar-86
Leonardo CAPOTOSTI,1492.2695289324843,2,2015,ITA,24-Jul-88
Mattia TAJANA,1492.0877315275702,1,2016,SUI,23-Aug-96
Takayuki KISHIMOTO,1492.0398500867814,4,2015,JPN,6-May-90
Wen CHENG,1491.39316903475,6,2015,CHN,6-Apr-89
Johannes Gerhardus MARITZ,1491.37790506592,1,2015,NAM,20-Dec-90
Dmitriy KOBLOV,1491.2887023244853,1,2016,KAZ,30-Nov-92
Patryk DOBEK,1490.865972426112,8,2016,POL,13-Feb-94
Miloud RAHMANI,1490.837225753057,3,2016,ALG,30-Oct-83
Saber BOUKEMOUCHE,1490.832650547163,1,2015,ALG,20-Apr-92
Mahau SUGUIMATI,1490.7878637278377,8,2016,BRA,13-Nov-84
Jacob PAUL,1490.6297597749844,1,2016,GBR,6-Feb-95
Oskari MÖRÖ,1490.5508407374368,3,2016,FIN,31-Jan-93
Øyvind Strømmen KJERPESET,1490.1089190905577,2,2016,NOR,12-Dec-91
Michael BULTHEEL,1490.0642481183356,11,2016,BEL,30-Jun-86
Mickael FRANCOIS,1490.0239945365097,4,2015,FRA,12-Mar-88
Jonathan CARBE,1489.2864357908811,1,2016,SWE,22-Mar-90
Sebastian RODGER,1489.1046254097123,5,2016,GBR,29-Jun-91
Nick SMIDT,1488.8614516012008,1,2016,NED,12-May-97
Marcio TELES,1488.6167686577892,1,2016,BRA,27-Jan-94
Jose Luis GASPAR,1488.0844153978073,1,2016,CUB,25-Aug-95
Chieh CHEN,1487.867319573075,2,2016,TPE,8-May-92
Le Roux HAMMAN,1487.8041702418664,1,2016,RSA,6-Jan-92
Kurt Leone COUTO,1487.6660103682484,8,2016,MOZ,14-May-85
Keisuke NOZAWA,1487.264340697066,3,2016,JPN,7-Jun-91
Martin KUČERA,1487.2356394743701,1,2016,SVK,10-May-90
Eric ALEJANDRO,1484.3701129791561,7,2016,PUR,15-Apr-86
Miles UKAOMA,1484.0542209596076,4,2016,NGR,21-Jul-92
Jack GREEN,1483.9436886652165,11,2016,GBR,6-Oct-91
Eric CRAY,1483.936788812863,5,2016,PHI,6-Nov-88
Ned Justeen AZEMIA,1483.1170798886408,1,2016,SEY,21-Aug-97
Amadou NDIAYE,1482.995470416644,2,2016,SEN,6-Dec-92
Lindsay HANEKOM,1482.8498756170748,1,2016,RSA,15-May-93
Jehue GORDON,1473.9027694966876,37,2016,TTO,15-Dec-91
Maoulida DAROUECHE,1470.1974946623404,4,2016,COM,7-Feb-90
