Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Wayde VAN NIEKERK,1660.2120767524643,15,2016,RSA,15-Jul-92
LaShawn MERRITT,1632.3876473586058,37,2016,USA,27-Jun-86
Kirani JAMES,1625.2214248063747,34,2016,GRN,1-Sep-92
Machel CEDENIO,1560.1439677860076,11,2016,TTO,6-Sep-95
Luguelín SANTOS,1545.9949354185374,32,2016,DOM,12-Nov-92
Karabo SIBANDA,1528.120384512589,3,2016,BOT,2-Jul-98
Bralon TAPLIN,1527.6478841787425,8,2016,GRN,8-May-92
Matthew HUDSON-SMITH,1522.9828201388746,7,2016,GBR,26-Oct-94
Gil ROBERTS,1521.8997382434177,4,2016,USA,15-Mar-89
Predea MANOUNOU,1520.55,1,2016,FRA,2-Jul-97
Ali Khamis KHAMIS,1518.23349510198,3,2016,BRN,30-Jun-95
Renny QUOW,1516.1738005360603,15,2015,TTO,25-Aug-87
Teddy ATINE-VENEL,1513.7600272914447,2,2015,FRA,16-Mar-85
Javon FRANCIS,1512.2440097191454,6,2016,JAM,14-Dec-94
Luka JANEŽIČ,1511.7138581365584,4,2016,SLO,14-Nov-95
David VERBURG,1508.9498212538801,14,2016,USA,14-May-91
Lalonde GORDON,1504.9726735900067,13,2016,TTO,25-Nov-88
Yoandys LESCAY,1504.3547733243317,2,2016,CUB,5-Jan-94
Christopher MATENS SIDA,1504.2582521472477,1,2016,FRA,3-Jul-97
Johan DELASSE,1504.2150990536782,2,2015,FRA,14-Nov-84
Ludvy VAILLANT,1504.0710257579435,1,2015,FRA,15-Mar-95
Jermaine GONZALES,1503.903364234663,16,2012,JAM,26-Nov-84
Angelo TAYLOR,1503.71513212336,10,2012,USA,29-Dec-78
Jarrin SOLOMON,1502.9024969178115,3,2013,TTO,11-Jan-86
Bryshon NELLUM,1502.151926448444,4,2015,USA,1-May-89
Fitzroy DUNKLEY,1501.3826106649258,1,2016,JAM,20-Mar-93
Tony MCQUAY,1501.0193971850965,22,2016,USA,16-Apr-90
Christopher BROWN,1500.9879521637404,32,2016,BAH,15-Oct-78
Gary KIKAYA,1500.980670232347,2,2010,COD,4-Feb-78
Anderson FREITAS HENRIQUES,1500.5140320907476,4,2014,BRA,3-Mar-92
Onkabetse NKOBOLO,1500.4705640897355,1,2015,BOT,22-Jul-93
Rondell BARTHOLOMEW,1500.4144418473286,7,2011,GRN,7-Apr-90
Demetrius PINDER,1500.3358195848464,7,2012,BAH,13-Feb-89
Ramon MILLER,1500.282123364911,6,2013,BAH,17-Feb-87
Ricardo CHAMBERS,1500.2817702553255,5,2011,JAM,7-Oct-84
Youssef Ahmed MASRAHI,1500.2734457389763,22,2016,KSA,31-Dec-87
Andretti BAIN,1500.253638132186,1,2010,BAH,1-Dec-85
LeJerald BETTERS,1500.1776451899013,2,2010,USA,6-Feb-88
Brian MURPHY,1500.1312333918959,1,2012,IRL,16-Sep-82
Dane HYATT,1499.9482587335992,2,2012,JAM,22-Jan-84
Robert TOBIN,1499.9040786167373,1,2010,GBR,20-Dec-83
Taegeon PARK,1499.8620079256684,1,2011,KOR,8-May-91
Baboloki THEBE,1499.8435050724188,2,2016,BOT,18-Mar-97
Oral THOMPSON,1499.7429025265023,1,2010,JAM,11-Dec-82
Andrew STEELE,1499.7259293902484,1,2012,GBR,19-Sep-84
Xiaosheng LIU,1499.7127853971224,1,2010,CHN,5-Jan-88
Arman Gino HALL,1499.6923194196493,2,2013,USA,12-Feb-94
Femi OGUNODE,1499.670139670979,3,2011,QAT,15-May-91
