Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Andrew STEELE,1498.7311545844846,1,2012,GBR,19-Sep-84
Donald BLAIR-SANFORD,1498.7124735717002,1,2012,ISR,2-Feb-87
Xiaosheng LIU,1498.6703027644558,1,2010,CHN,5-Jan-88
Arman Gino HALL,1498.5755528687464,2,2013,USA,12-Feb-94
Femi OGUNODE,1498.472868847126,3,2011,QAT,15-May-91
Claudio LICCIARDELLO,1498.384872328706,1,2010,ITA,11-Jan-86
Michael MATHIEU,1498.3224274068557,1,2010,BAH,24-Jun-84
Leslie DJHONE,1498.2776602309386,2,2010,FRA,18-Mar-81
Teddy ATINE-VENEL,1498.2427394532697,1,2011,FRA,16-Mar-85
Cedric VAN BRANTEGHEM,1498.1923382816622,1,2010,BEL,13-Mar-79
Mathieu GNANLIGO,1498.158771642796,1,2011,BEN,13-Dec-86
Bershawn JACKSON,1497.979014582656,1,2011,USA,8-May-83
Marcell DEÁK NAGY,1497.8050796135167,1,2012,HUN,28-Jan-92
Wayde VAN NIEKERK,1497.7789765209463,1,2013,RSA,15-Jul-92
Sean WROE,1497.743274009296,1,2011,AUS,18-Mar-85
Marco Francesco VISTALLI,1497.6751478311671,1,2011,ITA,3-Oct-87
Alberth BRAVO,1497.6555069880524,2,2012,VEN,29-Aug-87
Andrae WILLIAMS,1497.6425848994097,1,2010,BAH,12-Jul-83
Nicolau Ernesto PALANCA,1497.6119288962723,1,2011,ANG,15-Nov-88
David GREENE,1497.6005333942917,1,2010,GBR,11-Apr-86
Danny MCFARLANE,1497.5616506765627,1,2010,JAM,14-Feb-72
Javon FRANCIS,1497.3744409341227,2,2013,JAM,14-Dec-94
Pako SERIBE,1497.368859091775,1,2011,BOT,7-Apr-91
Greg NIXON,1497.3469667697163,8,2011,USA,12-Sep-81
Josh SCOTT,1497.2656748643399,1,2011,USA,3-Sep-85
David GILLICK,1497.2569529565576,2,2010,IRL,9-Jul-83
Liemarvin BONEVACIA,1497.2134467303367,2,2012,NED,5-Apr-89
Chris CLARKE,1497.1380477792704,1,2011,GBR,25-Jan-90
Jianxin CHEN,1497.1166270316853,1,2011,CHN,10-Jul-87
Mamoudou-Elimane HANNE,1496.930267603381,1,2013,FRA,6-Mar-88
Vladimir KRASNOV,1496.7140324951602,1,2013,RUS,19-Aug-90
Yoann DECIMUS,1496.3779364037596,1,2011,FRA,30-Nov-87
Ben OFFEREINS,1496.3683563334675,3,2010,AUS,12-Mar-86
William COLLAZO,1496.3528648641568,3,2011,CUB,31-Aug-86
Antoine GILLET,1496.0740176390545,1,2011,BEL,22-Mar-88
Jordan BOASE,1496.0567462495114,1,2011,USA,10-Oct-85
Gustavo CUESTA,1496.056678813599,2,2013,DOM,14-Nov-88
Shijie DENG,1496.038357615505,1,2011,CHN,2-Aug-89
Javere BELL,1495.824503175234,2,2013,JAM,20-Sep-92
Allodin FOTHERGILL,1495.6847900554362,3,2012,JAM,2-Jul-87
Arnold SORINA,1495.677278117039,1,2011,VAN,6-Jan-88
Pavel TRENIKHIN,1495.6031738483516,4,2012,RUS,24-Mar-86
Felix FRANCOIS,1495.258568982797,1,2012,SWE,8-Nov-90
Tabarie HENRY,1495.2010895431158,9,2012,ISV,1-Dec-87
David NEVILLE,1495.1413713670277,8,2011,USA,1-Jun-84
Daundre BARNABY,1494.990130585813,1,2012,CAN,9-Dec-90
Edino STEELE,1494.758490676822,1,2013,JAM,1-Jun-87
Ahmed Mohamed AL MERJABI,1494.6737291372688,1,2011,OMA,9-Sep-90
Jamaal TORRANCE,1494.6215650540485,6,2011,USA,20-Jul-83
Camara KERFALA,1494.2806076839051,1,2011,GUI,7-May-88
Renny QUOW,1494.1041012263513,9,2011,TTO,25-Aug-87
Janis LEITIS,1493.6280510704341,1,2012,LAT,13-Apr-89
Thomas SCHNEIDER,1493.5276158188194,1,2012,GER,7-Nov-88
Kristijan ERFEMOV,1493.5149398473839,1,2012,MKD,31-Aug-90
Winston GEORGE,1493.3699898336872,1,2012,GUY,19-May-87
Elias AMADO,1493.3318934141412,1,2012,SWE,1986
Marc MACEDOT,1493.1218670619537,1,2013,FRA,15-Sep-88
Bereket DESTA,1492.9166442754724,1,2012,ETH,23-May-90
Omar JOHNSON,1492.8572753615258,2,2013,JAM,25-Nov-88
Nicholas MAITLAND,1492.6131165171323,1,2013,JAM,27-Nov-89
Sergey ZAYKOV,1492.5359552128268,1,2012,KAZ,23-Sep-87
Nelson STONE,1491.648898267123,2,2012,PNG,2-Jun-84
Kevin MOORE,1491.3157217811245,1,2013,MLT,29-Jul-90
Jose MELENDEZ,1491.0532040898665,2,2013,VEN,19-May-93
Huadong ZHANG,1490.6101547523012,1,2013,CHN,1-Feb-93
LaToy WILLIAMS,1490.263467621193,1,2013,BAH,28-May-88
Brian GREGAN,1489.976425743805,2,2013,IRL,31-Dec-89
Mame-Ibra ANNE,1489.9217880149863,1,2013,FRA,7-Nov-89
Calvin SMITH,1489.843626182977,7,2013,USA,10-Dec-87
Vitaliy BUTRYM,1489.7412265448484,1,2012,UKR,10-Jan-91
Richard STRACHAN,1489.7287219581935,1,2013,GBR,18-Nov-86
Zaw Win THET,1489.7147220112815,1,2012,MYA,1-Mar-91
Dylan BORLÉE,1489.4569748180793,1,2013,BEL,20-Sep-92
Sajjad HASHEMI,1489.3906176445605,1,2012,IRI,22-Aug-91
Yannick FONSAT,1489.1583327982848,1,2013,FRA,16-Jun-88
Michael BINGHAM,1488.7197983983697,10,2013,GBR,13-Apr-86
Abdoulaye TOURE,1488.530603445087,1,2013,FRA,21-Aug-88
Hamdinou CHEIKH EL WELY,1488.2879741612442,1,2013,MTN,7-Jul-94
Erison HURTAULT,1487.5419210147265,6,2012,DMA,29-Dec-84
Rusheen MCDONALD,1487.4444413951937,4,2012,JAM,17-Aug-92
Johan WISSMAN,1486.3066861940824,4,2013,SWE,2-Nov-82
Augusto José STANLEY,1486.1559482997195,2,2012,PAR,3-Aug-87
Marcin MARCINISZYN,1485.7742219098247,4,2012,POL,7-Sep-82
Angelo GARLAND,1485.5704934760652,1,2013,TKS,24-Jul-94
Oscar PISTORIUS,1485.3476922171667,9,2012,RSA,22-Nov-86
Nery BRENES,1485.2454471323153,8,2013,CRC,25-Sep-85
Riker HYLTON,1485.240691351128,3,2013,JAM,13-Dec-88
Bahaa AL FARRA,1484.9355869769008,2,2012,PLE,10-Mar-91
Nigel LEVINE,1484.6219967506715,10,2013,GBR,30-Apr-89
Nick EKELUND ARENANDER,1481.9836681476118,5,2013,DEN,23-Jan-89
Yuzo KANEMARU,1479.4843725802289,6,2013,JPN,18-Sep-87
Ak. Hafiy Tajuddin ROSITI,1470.8997355683264,3,2013,BRU,4-Jul-91
Conrad WILLIAMS,1468.3665208711245,7,2013,GBR,20-Mar-82
