Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Phanencer CHEMION,1494.583311135195,2,2012,KEN,8-Apr-89
Lennie WAITE,1494.5719589598161,1,2013,GBR,4-Feb-86
Clarisse CRUZ,1494.4590809697174,3,2013,POR,9-Jul-78
Bridget FRANEK,1494.4345827099373,12,2013,USA,8-Nov-87
Yuan JIN,1494.2011620287285,1,2012,CHN,11-Feb-88
Svitlana SHMIDT,1493.930765580793,1,2011,UKR,20-Mar-90
Marcela LUSTIGOVÁ,1493.9293242390586,1,2011,CZE,11-Nov-82
Kaltoum BOUAASAYRIYA,1493.842523084967,1,2012,MAR,23-Aug-82
Wioletta FRANKIEWICZ,1493.818612713363,3,2012,POL,9-Jun-77
Ancuţa BOBOCEL,1493.3126084940009,12,2013,ROU,3-Oct-87
Dorcus INZIKURU,1493.1522338035043,3,2012,UGA,2-Feb-82
Mary BALLINGER,1493.0121496594948,1,2013,USA,5-May-88
Fancy CHEROTICH,1492.9361270261472,4,2013,KEN,10-Aug-90
Karoline Bjerkeli GRØVDAL,1492.4626149556284,4,2011,NOR,14-Jun-90
Stephanie REILLY,1492.4221044012152,3,2012,IRL,23-Feb-78
Birtukan Fente ALEMU,1492.1299118860452,6,2013,ETH,18-Jun-89
Annuo YIN,1491.648832809576,1,2012,CHN,23-Mar-92
Özlem KAYA,1491.5264414087708,1,2012,TUR,20-Apr-90
Lisa AGUILERA,1491.1277067761644,7,2011,USA,30-Nov-79
Virginia NYAMBURA,1490.7635965811637,1,2013,KEN,20-Jul-93
Lyudmila LEBEDEVA,1490.4434533490457,1,2013,RUS,23-May-90
Claire PERRAUX,1490.1514237597394,2,2013,FRA,6-Oct-87
Rolanda BELL,1489.7982037322472,1,2013,PAN,27-Oct-87
Sviatlana KUDZELICH,1489.5308322105916,1,2012,BLR,7-May-87
Gladys Jerotich KIPKEMOI,1489.1862469196726,8,2013,KEN,15-Oct-86
Matylda KOWAL,1489.00917906338,1,2012,POL,11-Jan-89
Cristina CASANDRA,1488.7849352400526,4,2012,ROU,1-Feb-77
Sandra ERIKSSON,1488.2788014211233,4,2013,FIN,4-Jun-89
Diana MARTÍN,1488.109628878015,5,2013,ESP,1-Apr-81
Helen HOFSTEDE,1487.9703866599425,2,2013,NED,31-Dec-80
Shalaya KIPP,1487.9555068364866,3,2013,USA,19-Aug-90
Polina JELIZAROVA,1487.2725864023068,6,2013,LAT,1-May-89
Charlotta FOUGBERG,1487.251759189964,1,2013,SWE,19-Jun-85
Mekdes BEKELE,1487.0823475247248,6,2013,ETH,20-Jan-87
Korene HINDS,1486.8353995607063,6,2012,JAM,18-Jan-76
Salima EL OUALI ALAMI,1486.3090251861859,5,2013,MAR,29-Dec-83
Silvia DANEKOVA,1486.2125052992742,3,2013,BUL,7-Feb-83
Natalya ARISTARKHOVA,1483.8394984470851,1,2013,RUS,31-Oct-89
Angela María FIGUEROA,1483.7741589222642,2,2012,COL,28-Jun-84
Sara HALL,1483.5858993797601,4,2013,USA,15-Apr-83
Eilish MCCOLGAN,1483.2066991002619,10,2013,GBR,25-Nov-90
Katarzyna KOWALSKA,1480.9062795714565,12,2013,POL,7-Apr-85
Stephanie GARCIA,1480.6983043383207,4,2013,USA,3-May-88
Beverly RAMOS,1480.120428541215,8,2013,PUR,24-Aug-87
Sudha SINGH,1479.606685000664,3,2013,IND,25-Jun-86
Birtukan ADAMU,1477.7691950651465,12,2013,ETH,29-Apr-92
Nicole BUSH,1475.98936566675,4,2013,USA,4-Apr-86
Ashley HIGGINSON,1473.71184994534,4,2013,USA,17-Mar-89
