Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Sifan HASSAN,1628.7977432221544,37,2019,ETH,1-Jan-93
Faith KIPYEGON,1603.37510114845,34,2019,KEN,10-Jan-94
Laura MUIR,1592.1931465292391,32,2019,GBR,9-May-93
Genzebe DIBABA,1567.9508676467312,26,2019,ETH,8-Feb-91
Shelby HOULIHAN,1561.6040966914768,11,2019,USA,8-Feb-93
Gudaf TSEGAY,1559.6809869305735,32,2019,ETH,23-Jan-97
Gabriela DEBUES-STAFFORD,1526.78033891941,8,2019,CAN,13-Sep-95
Rababe ARAFI,1525.3534078401635,40,2019,MAR,12-Jan-91
Caster SEMENYA,1523.2887015625117,6,2018,RSA,7-Jan-91
Winny CHEBET,1521.7825531492324,22,2019,KEN,20-Dec-90
Jenny SIMPSON,1518.9356699391178,52,2019,USA,23-Aug-86
Konstanze KLOSTERHALFEN,1516.8645783768002,7,2019,GER,18-Feb-97
Shannon ROWBURY,1510.2489615004085,37,2017,USA,19-Sep-84
Hellen OBIRI,1509.8690957634578,27,2017,KEN,13-Dec-89
Meraf BAHTA,1509.2881414313201,15,2017,SWE,24-Jun-89
Winnie NANYONDO,1507.418880930882,8,2019,UGA,23-Aug-93
Abeba AREGAWI,1507.29447895165,33,2015,ETH,5-Jul-90
Dawit SEYAUM,1505.9226339444294,23,2019,ETH,27-Jul-96
Jessica HULL,1505.624811562352,3,2019,AUS,22-Oct-96
Angelika CICHOCKA,1505.1836972369733,18,2018,POL,15-Mar-88
Yolanda NGARAMBE,1504.8115289245775,3,2019,SWE,14-Sep-91
Mercy CHERONO,1503.1166723409356,4,2015,KEN,7-May-91
Hanna KLEIN,1502.6967442672233,3,2017,GER,6-Apr-93
Tatyana TOMASHOVA,1501.6834915511663,6,2015,RUS,1-Jul-75
Maryam Yusuf JAMAL,1500.9376620301875,23,2014,BRN,16-Sep-84
Nancy Jebet LANGAT,1500.6881669859408,21,2013,KEN,22-Aug-81
Viola Jelagat KIBIWOT,1500.6320253428762,21,2015,KEN,22-Dec-83
Anna MISHCHENKO,1500.5621615948792,8,2012,UKR,25-Aug-83
Kenia SINCLAIR,1500.4853362196422,1,2011,JAM,14-Jul-80
Anna WILLARD,1500.4581727411573,8,2012,USA,31-Mar-84
Kate VAN BUSKIRK,1500.3722881098015,2,2013,CAN,9-Jun-87
Kalkidan GEZAHEGNE,1500.3297951223462,8,2011,ETH,8-May-91
Violah CHEPTOO,1500.279321629798,6,2016,KEN,1-Mar-89
Mariem ALAOUI SELSOULI,1500.2727768880732,1,2011,MAR,8-Apr-84
Meseret DEFAR,1500.1279779574443,1,2010,ETH,19-Nov-83
Ibtissam LAKHOUAD,1500.1239975977646,17,2013,MAR,7-Dec-80
Lisa DOBRISKEY,1500.1071820042685,17,2013,GBR,23-Dec-83
Gelete BURKA,1500.0676119832333,12,2013,ETH,23-Jan-86
Helen CLITHEROE,1500.025546289146,2,2011,GBR,2-Jan-74
Ann Karindi MWANGI,1499.9751841359925,1,2010,KEN,8-Dec-88
Lucia HRIVNÁK,1499.952565807622,5,2012,SVK,20-Nov-83
René KALMER,1499.9454397690668,1,2010,RSA,3-Nov-80
Erin DONOHUE,1499.939664891076,3,2011,USA,8-May-83
Brianna FELNAGLE,1499.9371082650785,1,2011,USA,9-Dec-86
Shalane FLANAGAN,1499.9276674823152,2,2011,USA,8-Jul-81
Sally KIPYEGO,1499.9234476089605,1,2011,KEN,19-Dec-85
Morag MACLARTY,1499.9185709386045,1,2010,GBR,10-Feb-86
Molly HUDDLE,1499.9089607060369,1,2011,USA,31-Aug-84
Lindsey GALLO,1499.9009490935437,1,2010,USA,29-Nov-81
Charlotte BROWNING,1499.8984061938233,1,2010,GBR,8-Oct-87
Charlotte SCHÖNBECK,1499.8963518952637,1,2010,SWE,22-Dec-84
Fanjanteino FELIX,1499.8957256039953,2,2011,FRA,26-Jan-80
Nuria FERNÁNDEZ,1499.8945238459278,6,2012,ESP,16-Aug-76
Lidia CHOJECKA,1499.8922394570986,1,2011,POL,25-Jan-77
Heidi DAHL,1499.890823310132,1,2010,USA,15-Feb-86
Malindi ELMORE,1499.8704186234445,2,2011,CAN,13-Mar-80
Stevie STOCKTON,1499.8638631657718,1,2011,GBR,23-Aug-89
Stacey SMITH,1499.8460011652871,3,2011,GBR,24-Feb-90
Genzeb SHUMI,1499.828276427127,3,2012,BRN,29-Jan-91
Thandiwe NYATHI,1499.8280188585595,1,2011,ZIM,26-May-92
Hilary STELLINGWERFF,1499.8167178073654,10,2016,CAN,7-Aug-81
Sinimole PAULOSE,1499.815702890965,1,2012,IND,24-Jun-83
Abbey MCGHEE,1499.8143194133231,1,2011,GBR,2-Mar-90
Fei XUE,1499.7846766002228,1,2012,CHN,8-Aug-89
Elizabeth MALOY,1499.7807220675395,1,2012,USA,10-Aug-85
Janet ACHOLA,1499.7708684273543,1,2012,UGA,26-Jun-88
Sara HALL,1499.7620760896784,2,2011,USA,15-Apr-83
Lucy OLIVER,1499.749712376149,2,2012,NZL,18-Nov-88
Hind DEHIBA CHAHYD,1499.7488246891344,5,2012,FRA,17-Mar-79
Christin WURTH-THOMAS,1499.7451479211804,9,2011,USA,11-Jul-80
Yelena KOROBKINA,1499.7313003566173,3,2013,RUS,25-Nov-90
Meskerem ASSEFA,1499.729530079848,6,2012,ETH,3-Oct-91
Tereza ČAPKOVÁ,1499.7283896745466,1,2012,CZE,24-Jul-87
Viktoria TEGENFELDT,1499.7259014311453,1,2012,SWE,27-Sep-87
Marina MUNĆAN,1499.7016127561483,2,2012,SRB,6-Nov-82
Josephine MOULTRIE,1499.6859758775377,1,2013,GBR,19-Nov-90
Federica DEL BUONO,1499.6820262903234,1,2014,ITA,12-Dec-94
Senbere TEFERI,1499.658869483153,5,2015,ETH,3-May-95
Yelena SOBOLEVA,1499.6370509343903,3,2013,RUS,3-Oct-82
Emma JACKSON,1499.6315684156875,1,2013,GBR,7-Jun-88
Gabriele GRUNEWALD,1499.5826729220835,12,2015,USA,25-Jun-86
Janeth JEPKOSGEI,1499.5775337442617,6,2013,KEN,13-Dec-83
