Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Mo FARAH,1584.8272711890572,24,2017,GBR,23-Mar-83
Selemon BAREGA,1575.7249648698462,7,2018,ETH,20-Jan-00
Paul CHELIMO,1563.6578330822272,10,2018,USA,27-Oct-90
Muktar EDRIS,1563.6265484952662,24,2018,ETH,14-Jan-94
Birhanu BALEW,1562.756551143443,8,2018,BRN,27-Feb-96
Yomif KEJELCHA,1548.1645600853024,16,2018,ETH,1-Aug-97
Hagos GEBRHIWET,1547.6035743802472,28,2018,ETH,11-May-94
Joshua CHEPTEGEI,1513.9202306654456,6,2017,UGA,12-Sep-96
Abadi HADIS,1513.5844913960577,6,2018,ETH,6-Nov-97
Bernard LAGAT,1513.42754070104,18,2016,USA,12-Dec-74
Geoffrey KAMWOROR,1511.6395302180663,3,2017,KEN,28-Nov-92
Andrew BUTCHART,1511.4609113264592,6,2017,GBR,14-Oct-91
Mohammed AHMED,1510.6581285650927,15,2018,CAN,5-Jan-91
Ibrahim JEILAN,1508.8718465652366,7,2016,ETH,12-Jun-89
Justyn KNIGHT,1508.3406923187536,2,2017,CAN,19-Jul-96
Caleb Mwangangi NDIKU,1507.8655700103823,13,2017,KEN,9-Oct-92
Thomas Pkemei LONGOSIWA,1507.830955940741,32,2016,KEN,14-Jan-82
Aron KIFLE,1506.4377127372381,6,2018,ERI,20-Feb-98
Galen RUPP,1506.3248407237616,22,2015,USA,8-May-86
Stanley Waithaka MBURU,1506.1122134484726,1,2018,KEN,9-Apr-00
Abdelaati IGUIDER,1505.773797408812,6,2016,MAR,25-Mar-87
Evan JAGER,1504.2678199819998,2,2016,USA,8-Mar-89
Yenew ALAMIREW,1503.9339471382932,30,2017,ETH,27-May-90
Dejen GEBREMESKEL,1503.7729071990177,18,2016,ETH,24-Nov-89
Abrar OSMAN,1502.9575219352018,7,2016,ERI,1-Jan-94
Nick WILLIS,1501.8638043798155,1,2015,NZL,25-Apr-83
Richard YATOR,1501.4584312525824,3,2018,KEN,6-Apr-98
Vincent Kiprop CHEPKOK,1501.1292156309337,12,2013,KEN,5-Jul-88
Edwin Cheruiyot SOI,1500.9512861854028,28,2016,KEN,3-Mar-86
Morgan MCDONALD,1500.9415710574076,1,2017,AUS,23-Apr-96
John KIPKOECH,1500.8539228039485,10,2014,KEN,29-Dec-91
Nguse AMLOSOM,1500.7615269764947,1,2015,ERI,10-Nov-86
Tariku BEKELE,1500.7333007825314,13,2013,ETH,28-Feb-87
Albert ROP,1500.6334373111135,21,2018,KEN,17-Jul-92
Isiah Kiplangat KOECH,1500.583660793939,30,2016,KEN,19-Dec-93
Yigrem DEMELASH,1500.500001262943,7,2016,ETH,26-Jan-94
Eliud KIPCHOGE,1500.4998769979657,12,2012,KEN,5-Nov-84
Bedan KAROKI,1500.4029026050134,1,2015,KEN,21-Aug-90
Nibret MELAK,1500.2902826689608,1,2018,ETH,9-Oct-99
Stephen MOKOKA,1500.2750308143488,2,2016,RSA,31-Jan-85
Kenenisa BEKELE,1500.2029785353327,4,2012,ETH,13-Jun-82
Dejeni REGASSA,1500.1736154092564,3,2013,BRN,18-Apr-89
Chris SOLINSKY,1500.1734786797174,4,2010,USA,5-Dec-84
Sammy Alex MUTAHI,1500.064997921274,2,2010,KEN,1-Jun-89
Brandon BETHKE,1500.0495108033829,1,2011,USA,19-Jan-87
Sileshi SIHINE,1500.0177845402675,2,2012,ETH,29-Jan-83
Essa Ismail RASHED,1500.0048662540996,1,2010,QAT,14-Dec-86
Dathan RITZENHEIN,1499.9528219941399,2,2013,USA,30-Dec-82
Ahmad Hassan ABDULLAH,1499.9494694067544,1,2010,QAT,4-Apr-81
Saif Saaeed SHAHEEN,1499.9366661785057,1,2010,QAT,15-Oct-82
Bekana DABA,1499.9311216697472,3,2010,ETH,29-Jul-88
Bilisuma Shugi GELASSA,1499.9289763065822,3,2012,BRN,19-Jul-89
Ed MORAN,1499.925970509616,1,2010,USA,27-May-81
Lawi LALANG,1499.9122402238054,4,2015,KEN,15-Jun-91
Juan VAN DEVENTER,1499.905922675873,1,2010,RSA,26-Mar-83
Mathew Kipkoech KISORIO,1499.8760077651355,5,2010,KEN,16-May-89
Dennis MASAI,1499.8714368719484,1,2011,KEN,1-Dec-91
Abera KUMA,1499.8674417221434,11,2012,ETH,31-Aug-90
Moukhled AL OUTAIBI,1499.840222305072,1,2012,KSA,20-Jun-76
Ayele ABSHERO,1499.8394701999143,1,2010,ETH,28-Dec-90
John Kemboi CHERUIYOT,1499.821510122704,1,2011,KEN,5-Jul-90
James WALSH,1499.8139649639184,1,2011,GBR,22-Sep-81
Mosinet GEREMEW,1499.8096339029748,1,2012,ETH,12-Feb-92
Kenneth Kiprop KIPKEMOI,1499.8071951066468,1,2013,KEN,2-Aug-84
Augustine Kiprono CHOGE,1499.8028232563443,6,2014,KEN,21-Jan-87
Patrick Mutunga MWIKYA,1499.7944606978203,1,2011,KEN,20-Nov-94
Micah Kemboi KOGO,1499.7934818080453,2,2010,KEN,30-Jun-86
Joseph EBUYA,1499.790929792453,3,2010,KEN,20-Jun-87
Daniel Kipchirchir KOMEN,1499.7861462532255,2,2011,KEN,27-Nov-84
Emmanuel Kipkemei BETT,1499.7850696327323,2,2012,KEN,29-Mar-85
Hosea Mwok MACHARINYANG,1499.784262599796,2,2010,KEN,12-Jun-86
Yusuf Kibet BIWOTT,1499.7775912910952,2,2010,KEN,12-Nov-86
Mumin GALA,1499.7722788331569,4,2012,DJI,6-Apr-86
Sylvain RUKUNDO,1499.7721889153422,1,2011,RWA,20-Dec-88
Lopez LOMONG,1499.772096647548,4,2014,USA,1-Jan-85
Rui SILVA,1499.7643306485618,1,2011,POR,3-Aug-77
Andrew BUMBALOUGH,1499.7566752456937,2,2014,USA,14-Mar-87
David Kiprotich BETT,1499.7561531405934,2,2012,KEN,18-Oct-92
Nick MCCORMICK,1499.7550790794605,1,2012,GBR,11-Sep-81
Josphat Kipkoech BETT,1499.7395707131254,3,2011,KEN,12-Jun-90
Adrian BLINCOE,1499.7388310115825,1,2012,NZL,4-Nov-79
Scott BAUHS,1499.7379218468627,1,2011,USA,11-May-86
Jonathan Muia NDIKU,1499.7308886431724,1,2014,KEN,18-Sep-91
Hunegnaw MESFIN,1499.7261068929286,1,2011,ETH,31-Jan-89
Gerard GAHUNGU,1499.719104771298,1,2011,BDI,5-May-89
Leonard Patrick KOMON,1499.7157178058374,3,2010,KEN,10-Jan-88
Moses Ndiema MASAI,1499.6949788133638,3,2012,KEN,1-Jun-86
Kazuya WATANABE,1499.6887995720265,1,2011,JPN,7-Jul-87
Hassan HIRT,1499.6696969169411,1,2012,FRA,16-Jan-80
Seung-ho BAEK,1499.6467373644214,1,2011,KOR,16-Dec-90
Faisa Dame TASAMA,1499.6412271832055,1,2013,ETH,12-Oct-87
Titus Kipjumba MBISHEI,1499.637241120405,3,2011,KEN,28-Oct-90
James Kwalia C'KURUI,1499.6281182747057,2,2012,QAT,12-Jun-84
Alberto LOZANO DE PEDRO,1499.6155373508104,1,2013,ESP,23-Feb-87
Vincent RONO,1499.586921424711,1,2014,KEN,11-Dec-90
Abraham KIPLIMO,1499.5762671176801,2,2012,UGA,14-Apr-89
Cornelius KANGOGO,1499.571452246073,3,2016,KEN,15-Dec-93
Jamal HITRANE,1499.5680927412673,1,2013,MAR,1-Sep-89
Abdelhadi EL HACHIMI,1499.5670809925869,1,2013,BEL,15-Dec-74
Christian NGNINGBA,1499.5652155483835,1,2011,GAB,30-Dec-84
Bouabdellah TAHRI,1499.564161015274,2,2014,FRA,20-Dec-78
Yohan DURAND,1499.5604534974818,1,2012,FRA,14-May-85
Chesari Kirui JACOB,1499.5506435145219,3,2012,KEN,6-Apr-84
Amanuel MESEL,1499.5470037841517,4,2012,ERI,29-Dec-90
Matt TEGENKAMP,1499.544774419313,3,2012,USA,19-Jan-82
Abdishakor Nagea ABDULLE,1499.5416992068294,1,2011,SOM,23-Jun-93
Polat Kemboi ARIKAN,1499.5377138729798,2,2012,TUR,12-Dec-90
Kidane TADESSE,1499.521381107073,1,2012,ERI,31-Aug-87
Andrew BAYER,1499.491063470311,1,2013,USA,3-Feb-90
Byron PIEDRA,1499.4785376191817,1,2013,ECU,19-Aug-82
Serhiy LEBID,1499.4757618391834,1,2012,UKR,15-Jul-75
Daniel Lemashon SALEL,1499.4575267054374,4,2012,KEN,11-Dec-90
Moses Mukono LETOYIE,1499.4534342927807,1,2014,KEN,27-Nov-95
Geoffrey KIRUI,1499.45195268706,2,2013,KEN,16-Feb-93
Eric SEBAHIRE,1499.4496751965542,1,2013,RWA,6-Jan-85
Lucas Kimeli ROTICH,1499.445902230526,8,2012,KEN,16-Apr-90
Ben ST. LAWRENCE,1499.4069425864159,4,2013,AUS,7-Nov-81
Rabah ABOUD,1499.389010039563,2,2012,ALG,1-Jan-81
Javier CARRIQUEO,1499.379392766194,2,2012,ARG,29-May-79
Vincent Kipsegechi YATOR,1499.3750247388869,5,2012,KEN,11-Jul-89
Moses KIBET,1499.3556301611866,2,2012,UGA,23-Mar-91
Kaan Kigen ÖZBILEN,1499.3201762787141,4,2013,KEN,15-Jan-86
Abudllah Abdulaziz AL JOUD,1499.3197557247217,1,2012,KSA,10-Jul-75
Paul Kipsiele KOECH,1499.312958308415,2,2016,KEN,10-Nov-81
Geofrey KUSURO,1499.288830710256,2,2012,UGA,12-Feb-89
Debeli GEZMU,1499.2557772683722,1,2014,ETH,14-Apr-96
Rene HERRERA,1499.242105252646,1,2012,PHI,24-May-79
Craig MOTTRAM,1499.2258304632924,7,2012,AUS,18-Jun-80
Daniele MEUCCI,1499.1804392074932,4,2013,ITA,7-Oct-85
Ruben SANCA,1499.1751496977154,1,2012,CPV,13-Dec-86
Mark Kosgei KIPTOO,1499.1566080861955,10,2013,KEN,21-Jun-76
Teklemariam MEDHIN,1499.140326362939,5,2013,ERI,24-Jun-89
Girma MECHESO,1499.0869624172947,1,2014,USA,16-Jan-88
