Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Karsten WARHOLM,1600.7166274147855,9,2017,NOR,28-Feb-96
Kerron CLEMENT,1569.6400892398642,37,2017,USA,31-Oct-85
Yasmani COPELLO,1556.2469613573296,18,2017,TUR,15-Apr-87
Kyron MCMASTER,1539.037856874283,2,2017,IVB,3-Jan-97
Abderrahman SAMBA,1530.5742559775422,4,2017,QAT,5-Sep-95
Kariem HUSSEIN,1526.7351864566544,20,2017,SUI,4-Jan-89
TJ HOLMES,1526.0308546764359,3,2017,USA,2-Jul-95
Kemar MOWATT,1519.954109506562,3,2017,JAM,12-Mar-95
Bershawn JACKSON,1519.8099879788097,34,2017,USA,8-May-83
Rasmus MÄGI,1519.404948022774,21,2017,EST,4-May-92
Michael TINSLEY,1518.9892659397474,43,2016,USA,21-Apr-84
Bonface MUCHERU,1516.05893050838,11,2017,KEN,2-May-92
Javier CULSON,1515.0362569454335,55,2017,PUR,25-Jul-84
Jaheel HYDE,1513.0209751697507,5,2017,JAM,2-Feb-97
Byron ROBINSON,1511.9646131240293,3,2017,USA,10-May-95
Denis KUDRYAVTSEV,1511.581709752717,5,2015,RUS,13-Apr-92
Abdelmalik LAHOULOU,1510.4941560465109,7,2017,ALG,7-May-92
Nicholas BETT,1510.4673192260457,12,2017,KEN,27-Jan-90
Thomas BARR,1509.9082022730558,13,2017,IRL,24-Jul-92
Juander SANTOS,1509.9066167464916,3,2017,DOM,7-May-95
Johnny DUTCH,1505.9238466800002,19,2016,USA,20-Jan-89
Angelo TAYLOR,1505.225711788814,17,2012,USA,29-Dec-78
Eric FUTCH,1504.297914664195,3,2017,USA,25-Apr-93
Emir BEKRIĆ,1504.073435216481,7,2013,SRB,14-Mar-91
Dany BRAND,1503.7555012695052,1,2016,SUI,23-Feb-96
Jeffery GIBSON,1503.0332470724165,12,2016,BAH,15-Aug-90
Varg KÖNIGSMARK,1503.0243085714287,1,2013,GER,28-Apr-92
Omar CISNEROS,1502.8204336483257,16,2015,CUB,19-Nov-89
David GREENE,1502.141777127889,24,2015,GBR,11-Apr-86
Timofey CHALYY,1501.412478834574,5,2015,RUS,7-Apr-94
Brent LARUE,1500.945390074654,2,2012,SLO,26-Apr-87
Takatoshi ABE,1500.5112510678357,4,2017,JPN,12-Nov-91
Joshua ABUAKU,1500.5005914779044,1,2016,GER,7-Jul-96
Brendan COLE,1500.3279700237695,2,2012,AUS,29-May-81
Stanislav MELNYIKOV,1500.1447618767193,4,2012,UKR,26-Feb-87
Silvio SCHIRRMEISTER,1500.1374166520643,1,2012,GER,7-Dec-88
Tetsuya TATENO,1499.9939898622047,1,2012,JPN,5-Aug-91
Sergio FERNÁNDEZ,1499.8350081913532,4,2017,ESP,1-Apr-93
Sébastien MAILLARD,1499.7919495039077,1,2010,FRA,2-May-81
LaRon BENNETT,1499.7724962818265,1,2011,USA,25-Nov-82
Jeshua ANDERSON,1499.7719495891283,4,2013,USA,22-Jun-89
Nathan WOODWARD,1499.7655892432608,3,2012,GBR,17-Oct-89
Michal BROŽ,1499.740393971229,1,2013,CZE,16-Jun-92
Kenneth MEDWOOD,1499.732190531492,3,2012,BIZ,14-Dec-87
Nils DUERINCK,1499.708311472451,1,2010,BEL,20-Mar-84
Andreas TOTSÅS,1499.6896733166477,1,2010,NOR,1-Jul-81
Bandar Yahya AL SHARAKILI,1499.6895217704814,1,2010,KSA,6-Mar-87
Aleksandr DEREVYAGIN,1499.6437530358967,5,2012,RUS,24-Mar-79
Periklis IAKOVAKIS,1499.63425814334,1,2012,GRE,24-Mar-79
Amaurys VALLE,1499.6092852048591,2,2012,CUB,18-Jan-90
Amaechi MORTON,1499.6003785155458,1,2012,NGR,30-Oct-89
Vyacheslav SAKAYEV,1499.5968781455645,1,2012,RUS,12-Jan-88
