Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
David RUDISHA,1664.1374853814254,18,2012,KEN,17-Dec-88
Mohammed AMAN,1583.4155171777195,10,2012,ETH,10-Jan-94
Abubaker KAKI,1555.6501095260214,18,2012,SUD,21-Jun-89
Nijel AMOS,1555.5607485782361,3,2012,BOT,15-Mar-94
Leonard Kirwa KOSENCHA,1555.426319144627,4,2012,KEN,21-Aug-94
Timothy KITUM,1532.2347716736588,6,2012,KEN,20-Nov-94
Adam KSZCZOT,1531.6167193964352,9,2012,POL,2-Sep-89
Nick SYMMONDS,1531.3847554142717,16,2012,USA,30-Dec-83
Abraham Kipchirchir ROTICH,1528.9884144044422,2,2012,KEN,26-Sep-93
Marcin LEWANDOWSKI,1521.5036847805054,17,2012,POL,13-Jun-87
Duane SOLOMON,1519.1564148111167,9,2012,USA,28-Dec-84
Andrew OSAGIE,1516.4968128839414,12,2012,GBR,19-Feb-88
Job KINYOR,1516.446220347375,3,2012,KEN,8-May-90
Yuriy BORZAKOVSKIY,1515.0919361599695,6,2012,RUS,12-Apr-81
Alfred Kirwa YEGO,1511.7060846594031,17,2012,KEN,28-Nov-86
Mbulaeni MULAUDZI,1511.6129604754744,8,2011,RSA,8-Sep-80
Hamada MOHAMED,1511.3506565446123,2,2012,EGY,22-Oct-92
Taoufik MAKHLOUFI,1511.054710325916,1,2012,ALG,29-Apr-88
Khadevis ROBINSON,1509.2976783293539,8,2012,USA,19-Jul-76
Asbel KIPROP,1508.3664978094127,8,2012,KEN,30-Jun-89
Kléberson DAVIDE,1507.928926402484,2,2011,BRA,20-Jul-85
André OLIVIER,1506.7930954985814,4,2012,RSA,29-Dec-89
Antonio Manuel REINA,1506.389037260982,10,2012,ESP,13-Jun-81
Kevin LÓPEZ,1506.3470554442397,5,2012,ESP,12-Jun-90
Rafith RODRÍGUEZ,1505.9131916909614,3,2012,COL,1-Jun-89
Amine LAALOU,1504.6434040032518,3,2011,MAR,13-May-82
Robert LATHOUWERS,1504.2958660680993,2,2012,NED,8-Jul-83
Edwin Kiplagat MELLY,1502.110363604323,1,2012,KEN,23-Apr-94
Wesley VÁZQUEZ,1501.224208602886,1,2012,PUR,27-Mar-94
Daniel NGHIPANDULWA,1500.5458799027547,1,2011,NAM,8-Jun-89
Anthony CHEMUT,1500.2318606829,4,2012,KEN,17-Dec-92
Mahfoud BRAHIMI,1500.217906482821,2,2011,ALG,24-Feb-85
Darren ST. CLAIR,1500.0367284688532,1,2010,GBR,6-Apr-85
Mohammed Khalaf AL AZEMI,1499.9782145054673,2,2011,KUW,16-Jun-82
Mouhcine EL AMINE,1499.345411657301,1,2011,MAR,18-Jan-82
Yeimer LÓPEZ,1499.1795034197403,1,2010,CUB,20-Aug-82
Andrew WHEATING,1498.936015075658,4,2011,USA,21-Nov-87
James SHANE,1498.6223020785715,1,2011,GBR,18-Dec-89
Charles JOCK,1498.4242861110135,1,2011,USA,23-Nov-89
David TORRENCE,1498.3490537243297,1,2010,USA,26-Nov-85
Leonel MANZANO,1498.3441935368328,1,2010,USA,12-Sep-84
Pierre-Ambroise BOSSE,1498.3039164762567,3,2012,FRA,11-May-92
Jacob HERNANDEZ,1497.8290509102574,1,2010,USA,8-Sep-85
Paul RENAUDIE,1497.7775352307126,1,2012,FRA,2-Apr-90
Nick WILLIS,1497.52667724346,1,2011,NZL,25-Apr-83
Thomas Arne ROTH,1497.2017179218242,1,2010,NOR,11-Feb-91
Gilbert KIPCHOGE,1497.1730713150494,1,2010,KEN,4-May-83
Rizak DIRSHE,1497.1509748323497,1,2010,SWE,5-Jan-72
Lutimar PAES,1497.029864163651,1,2011,BRA,14-Dec-88
Abraham KIPLAGAT,1496.6976815295138,2,2010,KEN,9-Aug-84
Sadjad MORADI,1496.3103610598446,3,2012,IRI,30-Mar-83
Lachlan RENSHAW,1496.2453460197244,3,2012,AUS,2-Apr-87
Ashot HAYRAPETYAN,1496.2438118847772,1,2011,ARM,13-Feb-86
Niall BROOKS,1496.1999421406936,1,2010,GBR,8-Jul-91
Christian SMITH,1496.0835025946212,1,2010,USA,31-Oct-83
Yusuf Saad KAMEL,1496.0757127984564,1,2010,BRN,29-Mar-83
Musaeb Abdulrahman BALLA,1495.8656941248673,4,2012,QAT,19-Mar-89
Jackson Mumbwa KIVUVA,1495.7970527234847,12,2012,KEN,11-Aug-89
Andrew ELLERTON,1495.7889655743752,1,2011,CAN,18-Nov-83
Robby ANDREWS,1495.6433027537364,1,2012,USA,29-Mar-91
Belal Mansoor ALI,1495.3877387273528,2,2010,BRN,17-Oct-88
Tamás KAZI,1494.6791687036327,3,2012,HUN,16-May-85
Adnan Taes Agar AL MNTFAGE,1494.5890009007803,1,2012,IRQ,24-Mar-80
Karjuan WILLIAMS,1494.3144072210373,2,2011,USA,5-Jul-87
Augustine Kiprono CHOGE,1494.2636876902366,2,2010,KEN,21-Jan-87
Boaz Kiplagat LALANG,1494.2070514461006,11,2012,KEN,8-Feb-89
Abraham CHEPKIRWOK,1493.755389788883,1,2011,UGA,18-Nov-88
Xiaofei YANG,1493.6450339853504,1,2012,CHN,18-Feb-90
Mario SCAPINI,1493.5255042811018,1,2012,ITA,2-Feb-89
Rob NOVAK,1493.2129993921712,1,2011,USA,20-Mar-86
Jeffrey RISELEY,1493.0408980610591,2,2012,AUS,11-Nov-86
Andy GONZÁLEZ,1492.763739934771,2,2012,CUB,17-Oct-87
Masato YOKOTA,1492.4891793384586,2,2012,JPN,19-Nov-87
Brice ETES,1492.1641703664468,2,2011,MON,11-Apr-84
Luis Alberto MARCO,1492.0662932272307,5,2012,ESP,20-Aug-86
Geoff HARRIS,1492.0005074578066,2,2012,CAN,30-Jan-87
Hamza DRIOUCH,1491.627941106281,2,2011,QAT,16-Nov-94
Ivan TUKHTACHEV,1491.6050076693305,1,2012,RUS,12-Jul-89
Fabiano PECANHA,1491.4867484903757,2,2012,BRA,5-Jun-82
Fernando Lina DA SILVA,1491.4809658031913,1,2011,BRA,10-Oct-86
David Mutinda MUTUA,1491.3899639147853,5,2012,KEN,20-Apr-92
Michael RUTT,1491.3430795010381,2,2012,USA,28-Oct-87
Jakub HOLUŠA,1491.2978498429547,3,2012,CZE,20-Feb-88
Abdulaziz Ladan MOHAMMED,1490.939259316692,2,2012,KSA,7-Jan-91
Amine EL MANAOUI,1490.9269485413415,1,2012,MAR,20-Nov-91
Richard BLAGG,1490.8337416591107,1,2011,GIB,3-Nov-88
Tyler MULDER,1490.8144034764896,2,2012,USA,15-Feb-87
Hamid OUALICH,1490.7832716290322,2,2012,FRA,26-Apr-88
Ahmad FARHAN,1490.652951976395,1,2011,PAK,11-Jan-90
Zaw Win THET,1490.6233491935106,1,2011,MYA,1-Mar-91
Johan SVENSSON,1490.5459576592668,1,2012,SWE,16-May-89
Shifaz MOHAMED,1490.4805250152076,1,2011,MDV,17-Aug-86
Jeff LASTENNET,1490.2470436500987,2,2011,FRA,26-Aug-87
Xiudong XIA,1489.6538535193336,1,2012,CHN,19-Jan-88
Nabil MADI,1489.5760552067754,1,2012,ALG,9-Jun-81
Diomar DE SOUZA,1489.4786029287175,1,2012,BRA,24-Aug-89
Matthew CENTROWITZ,1489.3815491262735,1,2012,USA,18-Oct-89
Giordano BENEDETTI,1489.3606739799088,1,2012,ITA,22-May-89
Elijah GREER,1489.2556400781227,2,2012,USA,24-Oct-90
Sören LUDOLPH,1488.1696891039965,1,2012,GER,25-Feb-88
Julius MUTEKANGA,1486.4058747047907,2,2012,UGA,1-Dec-87
Gareth WARBURTON,1485.954013667225,5,2012,GBR,23-Apr-83
Mukhtar MOHAMMED,1483.5034454624838,4,2012,GBR,1-Dec-90
Samorn KIENG,1483.4959110766385,1,2012,CAM,4-Mar-83
Manuel Andre ANTONIO,1483.3753694236464,1,2012,ANG,3-Nov-88
Arnold SORINA,1482.936769301573,1,2012,VAN,6-Jan-88
Erzhan ASKAROV,1482.726047845354,1,2012,KGZ,29-Sep-85
Prince MUMBA,1482.5552301034227,3,2012,ZAM,28-Aug-84
Ismail Ahmed ISMAIL,1482.157064842514,3,2012,SUD,10-Sep-84
Benjamín ENZEMA,1482.0843664588688,1,2012,GEQ,25-Mar-89
Moise JOSEPH,1481.9210650867794,2,2012,HAI,27-Dec-81
Michael RIMMER,1481.3945476002164,12,2012,GBR,3-Feb-86
Moussa CAMARA,1481.348824082794,3,2012,MLI,12-Feb-88
Richard KIPLAGAT,1480.2745633619274,7,2012,KEN,3-May-84
Andreas BUBE,1478.1924427739077,8,2012,DEN,13-Jul-87
Derek MANDELL,1477.514072467472,2,2012,GUM,18-Sep-86
