Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Vivian Jepkemoi CHERUIYOT,1642.5413337865002,14,2012,KEN,11-Sep-83
Meseret DEFAR,1620.8151159929362,9,2012,ETH,19-Nov-83
Tirunesh DIBABA,1570.1413637000537,6,2012,ETH,1-Oct-85
Sally KIPYEGO,1533.8388898071041,10,2012,KEN,19-Dec-85
Mercy CHERONO,1531.4584758448,12,2012,KEN,7-May-91
Sentayehu EJIGU,1526.4153027117018,11,2011,ETH,28-Jun-85
Viola Jelagat KIBIWOT,1525.4923636028711,8,2012,KEN,22-Dec-83
Linet Chepkwemoi MASAI,1524.76487728424,9,2012,KEN,5-Dec-89
Gelete BURKA,1524.6864663723063,5,2012,ETH,23-Jan-86
Sylvia Jebiwot KIBET,1521.108433430537,9,2012,KEN,28-Mar-84
Lauren FLESHMAN,1509.7311111848915,6,2011,USA,26-Sep-81
Olga KUNGINA,1508.372311688617,2,2012,RUS,17-Dec-86
Joanne PAVEY,1505.0500468301934,4,2012,GBR,20-Sep-73
Genzebe DIBABA,1504.285476019847,3,2011,ETH,8-Feb-91
Tejitu DABA,1504.1016121224702,4,2012,BRN,20-Aug-91
Elvan ABEYLEGESSE,1502.0964196682557,2,2010,TUR,11-Sep-82
Shitaye ESHETE,1501.6712163746581,3,2012,BRN,21-May-90
Priscah Jepleting CHERONO,1500.717714483215,4,2011,KEN,27-Jun-80
Buze DIRIBA,1500.7116232942494,1,2012,ETH,9-Feb-94
Werknesh KIDANE,1500.59524020578,1,2012,ETH,7-Jan-81
Veronica WANJIRU,1500.185725601405,3,2012,KEN,29-Oct-89
Meselech MELKAMU,1499.85939096839,6,2011,ETH,19-Apr-85
Julie CULLEY,1499.6039771061514,2,2012,USA,10-Sep-81
Shalane FLANAGAN,1499.4078842577765,5,2011,USA,8-Jul-81
Yelena NAGOVITSYNA,1499.07718290742,2,2012,RUS,7-Dec-82
Ines CHENONGE,1498.7376467517524,2,2010,KEN,1-Feb-82
Lisa UHL,1498.2609160126894,1,2010,USA,31-Aug-87
Kara GOUCHER,1498.186586162485,1,2011,USA,9-Jul-78
Aheza KIROS,1498.142959721186,1,2010,ETH,16-Oct-85
Belaynesh OLJIRA,1497.9999511342553,1,2010,ETH,26-Jun-90
Almaz AYANA,1497.9342708294482,1,2012,ETH,21-Nov-91
Lineth CHEPKURUI,1497.8100280882627,1,2011,KEN,23-Feb-87
Stephanie TWELL,1497.7889481921775,1,2010,GBR,17-Aug-89
Sule UTURA,1497.4828743249755,5,2011,ETH,8-Feb-90
Magdalena LEWY-BOULET,1497.3343731542327,1,2011,USA,1-Aug-73
Megumi KINUKAWA,1497.3262835401458,1,2011,JPN,7-Aug-89
Freya MURRAY,1497.3099689924925,1,2010,GBR,20-Sep-83
Gladys CHEMWENO,1497.2621199602618,1,2010,KEN,4-Jul-88
Renee BAILLIE,1497.17664706409,1,2010,USA,25-Dec-81
Magdalyne MASAI,1497.1627530343785,1,2012,KEN,21-Nov-93
Grace MOMANYI,1497.0155693946267,2,2011,KEN,13-Feb-81
Elizabeth MALOY,1496.9895432030862,1,2011,USA,10-Aug-85
Dolores CHECA,1496.9099586090204,3,2011,ESP,27-Dec-82
Jenny SIMPSON,1496.8191715130793,1,2011,USA,23-Aug-86
Sara MOREIRA,1496.7385574104967,1,2011,POR,17-Oct-85
Lidia CHOJECKA,1496.5878917867958,1,2011,POL,25-Jan-77
Silvia WEISSTEINER,1496.5299255399955,2,2012,ITA,13-Jul-79
Emily PIDGEON,1496.5089368748572,1,2010,GBR,1-Jun-89
Kayo SUGIHARA,1496.4695909829443,1,2011,JPN,24-Feb-83
René KALMER,1496.447739723007,1,2010,RSA,3-Nov-80
Ferhiwot GOSHU,1496.3160960668972,1,2010,ETH,28-Jun-90
Hiwot AYALEW,1496.1466498976906,2,2011,ETH,6-Mar-90
Pauline Chemning KORIKWIANG,1496.1464601908783,7,2011,KEN,1-Mar-88
Katrina WOOTTON,1496.1155544648568,1,2012,GBR,2-Sep-85
Kayoko FUKUSHI,1496.0738697765123,1,2012,JPN,25-Mar-82
Yelena ZADOROZHNAYA,1495.9522516948095,3,2011,RUS,3-Dec-77
Julia BLEASDALE,1495.8641922822576,5,2012,GBR,9-Sep-81
