Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Genzebe DIBABA,1609.2057504859156,17,2015,ETH,8-Feb-91
Sifan HASSAN,1597.6589518475757,16,2015,ETH,1-Jan-93
Jenny SIMPSON,1576.5697575080355,30,2015,USA,23-Aug-86
Faith KIPYEGON,1569.5062865204366,16,2015,KEN,10-Jan-94
Abeba AREGAWI,1556.284559812112,33,2015,ETH,5-Jul-90
Dawit SEYAUM,1548.817766164554,9,2015,ETH,27-Jul-96
Laura MUIR,1539.488664872584,10,2015,GBR,9-May-93
Hellen OBIRI,1535.7572687980767,23,2014,KEN,13-Dec-89
Shannon ROWBURY,1532.5495019287796,29,2015,USA,19-Sep-84
Mercy CHERONO,1524.0483976924024,4,2015,KEN,7-May-91
Tatyana TOMASHOVA,1512.9899039441848,6,2015,RUS,1-Jul-75
Laura WEIGHTMAN,1508.8480571363925,19,2015,GBR,1-Jul-91
Angelika CICHOCKA,1508.1235919117657,4,2015,POL,15-Mar-88
Mary KURIA,1507.4816219352983,3,2013,KEN,29-Nov-87
Maryam Yusuf JAMAL,1507.2350465292243,23,2014,BRN,16-Sep-84
Nancy Jebet LANGAT,1505.3099304470757,21,2013,KEN,22-Aug-81
Rababe ARAFI,1505.0542552230113,11,2015,MAR,12-Jan-91
Viola Jelagat KIBIWOT,1504.8767387567627,21,2015,KEN,22-Dec-83
Anna MISHCHENKO,1504.3376666271565,8,2012,UKR,25-Aug-83
Kenia SINCLAIR,1503.7448782379806,1,2011,JAM,14-Jul-80
Anna WILLARD,1503.5352834965852,8,2012,USA,31-Mar-84
Kate VAN BUSKIRK,1502.8725934398265,2,2013,CAN,9-Jun-87
Kalkidan GEZAHEGNE,1502.5447154502035,8,2011,ETH,8-May-91
Mariem ALAOUI SELSOULI,1502.1047599388367,1,2011,MAR,8-Apr-84
Katie MACKEY,1501.0615212976725,4,2015,USA,12-Nov-87
Meseret DEFAR,1500.987484239538,1,2010,ETH,19-Nov-83
Ibtissam LAKHOUAD,1500.956771587691,17,2013,MAR,7-Dec-80
Lisa DOBRISKEY,1500.827021637876,17,2013,GBR,23-Dec-83
Meraf BAHTA,1500.5918412790888,2,2014,SWE,24-Jun-89
Gelete BURKA,1500.521697401492,12,2013,ETH,23-Jan-86
Helen CLITHEROE,1500.1971164285947,2,2011,GBR,2-Jan-74
Brenda MARTINEZ,1499.8852846411348,7,2014,USA,8-Sep-87
Ann Karindi MWANGI,1499.808519567845,1,2010,KEN,8-Dec-88
Lucia HRIVNÁK,1499.6339954291825,5,2012,SVK,20-Nov-83
René KALMER,1499.5790105637875,1,2010,RSA,3-Nov-80
Erin DONOHUE,1499.5344513200314,3,2011,USA,8-May-83
Brianna FELNAGLE,1499.5147242675803,1,2011,USA,9-Dec-86
Shalane FLANAGAN,1499.4418787215673,2,2011,USA,8-Jul-81
