Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Timothy CHERUIYOT,1656.5915754922737,17,2018,KEN,20-Nov-95
Elijah Motonei MANANGOI,1612.3984045171417,22,2018,KEN,5-Jan-93
Matthew CENTROWITZ,1534.6380370882412,32,2018,USA,18-Oct-89
Ayanleh SOULEIMAN,1534.123033960112,25,2018,DJI,3-Dec-92
Asbel KIPROP,1528.6688824148177,46,2017,KEN,30-Jun-89
Filip INGEBRIGTSEN,1528.2624353429353,14,2018,NOR,20-Apr-93
Taoufik MAKHLOUFI,1528.2165523151884,22,2016,ALG,29-Apr-88
Chris O'HARE,1526.6754277734722,18,2018,GBR,23-Nov-90
Brahim KAAZOUZI,1524.798170215874,5,2018,MAR,15-Jun-90
Silas KIPLAGAT,1516.6428434563604,43,2018,KEN,20-Aug-89
Samuel TEFERA,1516.236562975771,4,2018,ETH,23-Oct-99
Brahim AKACHAB,1514.9960967674347,1,2017,MAR,9-Mar-93
Ronald KWEMOI,1514.2779006409405,11,2017,KEN,19-Sep-95
Marcin LEWANDOWSKI,1513.7012843788812,9,2018,POL,13-Jun-87
Aman WOTE,1511.0065233688142,26,2018,ETH,18-Apr-84
Abdelaati IGUIDER,1510.6305289018946,42,2018,MAR,25-Mar-87
Nick WILLIS,1510.083749275445,29,2018,NZL,25-Apr-83
Charles Cheboi SIMOTWO,1509.377557232725,9,2018,KEN,6-May-95
Mahiedine MEKHISSI,1507.6586363262754,4,2017,FRA,15-Mar-85
Jakob INGEBRIGTSEN,1507.2667248140465,4,2018,NOR,19-Sep-00
Sadik MIKHOU,1507.0680197942984,7,2018,BRN,25-Jul-90
Justus SOGET,1506.8961716751428,4,2018,KEN,22-Oct-99
Jakub HOLUŠA,1506.3018798064802,19,2018,CZE,20-Feb-88
Mohammed MOUSSAOUI,1505.86960545143,1,2015,FRA,23-Dec-90
James Kiplagat MAGUT,1504.8811514891404,10,2016,KEN,20-Jul-90
Jake WIGHTMAN,1503.9885956190783,7,2018,GBR,11-Jul-94
Mo FARAH,1502.8353256451442,3,2016,GBR,23-Mar-83
George Meitamei MANANGOI,1502.756978167236,2,2018,KEN,29-Nov-00
Nathan BRANNEN,1502.5085545331744,10,2016,CAN,8-Sep-82
Mekonnen GEBREMEDHIN,1502.2201074180657,33,2016,ETH,11-Oct-88
Hicham BENGHERDA,1502.1134309610388,1,2013,ALG,1-Apr-83
Thomas FONTENELLE,1502.0815903111443,1,2015,FRA,12-Jan-87
John GREGOREK,1502.0369498064172,3,2017,USA,7-Dec-91
Robert BIWOTT,1501.9979457269137,9,2017,KEN,28-Jan-96
Adel MECHAAL,1501.8158056146515,7,2018,ESP,5-Dec-90
Robby ANDREWS,1501.5448188556875,9,2018,USA,29-Mar-91
Johan CRONJE,1501.1326541384042,11,2015,RSA,13-Apr-82
Amine LAALOU,1501.0096080608819,5,2011,MAR,13-May-82
Caleb Mwangangi NDIKU,1500.8761602206391,7,2015,KEN,9-Oct-92
Cyril VINCENT-VIRY,1500.8286063429696,1,2015,FRA,28-Oct-89
Manuel OLMEDO,1500.8266022354292,5,2011,ESP,17-May-83
Nicholas Kiptanui KEMBOI,1500.7821220797528,6,2012,KEN,18-Dec-89
Tarik THABET,1500.7495939450523,1,2013,FRA,20-Feb-80
Hillary Kipkorir MAIYO,1500.3601253584197,1,2011,KEN,2-Oct-93
Nixon Kiplimo CHEPSEBA,1500.301445020941,24,2015,KEN,12-Dec-90
Taoufick MANAR,1500.2982709694313,1,2013,FRA,10-Sep-88
Sylvain QUIRION,1500.241162432676,2,2015,FRA,8-Jun-88
Imad TOUIL,1500.1789091567307,1,2011,ALG,11-Feb-89
Lopez LOMONG,1500.178819149277,6,2013,USA,1-Jan-85
Yusuf Saad KAMEL,1500.1685126037519,2,2011,BRN,29-Mar-83
Haron KEITANY,1500.0997778807134,3,2011,KEN,17-Dec-83
Andrew BADDELEY,1500.0941192164341,6,2012,GBR,20-Jun-82
Jack BOLAS,1500.0885327443139,1,2011,USA,1-Nov-87
Mehdi BAALA,1500.068134416284,4,2011,FRA,17-Aug-78
Lawi LALANG,1500.043891045726,1,2013,KEN,15-Jun-91
Stefan EBERHARDT,1500.0331868910878,1,2011,GER,12-Jan-85
Thomas CHAMNEY,1500.013837525655,1,2010,IRL,16-Apr-84
Morten MUNKHOLM,1499.9664167899634,1,2011,DEN,22-Sep-85
Jermaine MAYS,1499.9591712374051,1,2010,GBR,23-Dec-82
Suleiman Kipses SIMOTWO,1499.9494694067544,1,2010,KEN,21-Apr-80
Matt TEGENKAMP,1499.9439326023999,1,2010,USA,19-Jan-82
Fekadu DEJENE,1499.9435270426661,1,2011,ETH,29-Dec-92
Anter ZERGUELAINE,1499.9329982249083,2,2010,ALG,4-Jan-85
Kamal BOULAHFANE,1499.9294873475799,1,2010,ALG,1-Jul-76
Ricky STEVENSON,1499.9240459701443,1,2010,GBR,14-Nov-88
Álvaro FERNÁNDEZ CEREZO,1499.9205035259301,1,2010,ESP,7-Apr-81
Markos GENETI,1499.9187809895438,1,2010,ETH,7-Jun-84
Demma Daba BIKILA,1499.912370149666,2,2010,ETH,18-Jul-89
Kristof VAN MALDEREN,1499.9088924236812,1,2010,BEL,30-May-83
Boaz Kiplagat LALANG,1499.907330803795,1,2010,KEN,8-Feb-89
Mitchell KEALEY,1499.9071600079985,1,2010,AUS,28-Jan-84
Thomas Solberg EIDE,1499.9064088479035,1,2011,NOR,20-Nov-92
Evan JAGER,1499.90574217939,1,2010,USA,8-Mar-89
Eliud KIPCHOGE,1499.892270121778,1,2010,KEN,5-Nov-84
Alistair Ian CRAGG,1499.8905126861837,1,2010,IRL,13-Jun-80
Nick MCCORMICK,1499.8780690390045,2,2010,GBR,11-Sep-81
Andrew WHEATING,1499.8754942687162,5,2012,USA,21-Nov-87
Geoff MARTINSON,1499.875209021889,2,2011,CAN,26-Mar-86
Sindre BURAAS,1499.8745178359559,1,2011,NOR,8-May-89
Hans Kristian FLØYSTAD,1499.857871728832,1,2011,NOR,3-Apr-89
Will LEER,1499.8444191976912,2,2012,USA,15-Apr-85
Juan Carlos HIGUERO,1499.8377029439757,3,2011,ESP,3-Aug-78
Eduard VILLANUEVA,1499.8368748879293,4,2012,VEN,29-Dec-84
Abubaker KAKI,1499.8354793584967,2,2012,SUD,21-Jun-89
Otmane BELHARBAZI,1499.8342453306482,1,2011,FRA,3-Nov-88
Alan WEBB,1499.8339021876345,1,2012,USA,13-Jan-83
Lewis MOSES,1499.828123127483,1,2010,GBR,9-Jan-87
Jeremy ROFF,1499.8225942480472,1,2010,AUS,22-Nov-83
Håkon BROX,1499.818056638967,1,2011,NOR,18-Jan-85
Romain VOGT,1499.8136801489081,1,2013,FRA,26-Dec-87
Remmy Limo NDIWA,1499.8124791976838,3,2011,KEN,3-Feb-88
Colin MCCOURT,1499.8108817561215,2,2011,GBR,11-Dec-84
James BREWER,1499.81061125803,1,2012,GBR,18-Jun-88
Craig MILLER,1499.7876569884843,1,2011,USA,3-Aug-87
Daniel Kipchirchir KOMEN,1499.7863844253377,13,2013,KEN,27-Nov-84
Oliver PREAU,1499.7762585031987,1,2015,FRA,6-Nov-88
Yegor NIKOLAYEV,1499.7727303658307,2,2012,RUS,28-Apr-88
James SHANE,1499.7692250527468,1,2011,GBR,18-Dec-89
Alex KIPCHIRCHIR,1499.768386658563,2,2010,KEN,26-Nov-84
Deresse MEKONNEN,1499.7666820897748,6,2011,ETH,20-Oct-87
Craig MOTTRAM,1499.7640226609315,1,2012,AUS,18-Jun-80
Linus KIPLAGAT,1499.7516715005563,1,2012,KEN,23-Dec-94
Andrew J. ACOSTA,1499.738511629546,1,2012,USA,13-Apr-88
Shouchun WEI,1499.7286954984359,1,2011,CHN,29-Aug-88
Jeffrey RISELEY,1499.7115964397256,4,2011,AUS,11-Nov-86
Jeroen D'HOEDT,1499.710529675181,1,2011,BEL,10-Jan-90
Bernard LAGAT,1499.7080704235645,6,2015,USA,12-Dec-74
Chaminda Indika WIJEKOON,1499.7063465784013,2,2011,SRI,15-Sep-81
Morten VELDE,1499.67879211147,2,2011,NOR,19-Dec-84
Geoffrey Kipkoech RONO,1499.6781815283362,6,2011,KEN,21-Apr-87
Ryan MCNIFF,1499.663893297352,1,2012,USA,13-Jan-88
Gideon GATHIMBA,1499.6569137496226,4,2012,KEN,9-Mar-80
Yann LOMBARDOT,1499.653041317044,1,2013,FRA,18-May-89
Ribeiro PINTO DE CARVALHO,1499.6498115493287,1,2011,TLS,2-Feb-93
Diego RUIZ,1499.649464033874,4,2012,ESP,5-Feb-82
Elijah Kipchirchir KIPTOO,1499.6253198462446,2,2012,KEN,9-Jun-86
Charles DELYS,1499.621617538819,1,2011,FRA,9-Apr-82
Galen RUPP,1499.6198175235922,1,2014,USA,8-May-86
Morhad AMDOUNI,1499.6186117735879,7,2016,FRA,21-Jun-88
Hamza DRIOUCH,1499.6165345111317,3,2012,QAT,16-Nov-94
Álvaro RODRÍGUEZ,1499.6101347876488,3,2012,ESP,25-May-87
Dmitrijs JURKEVIČS,1499.593511404089,2,2012,LAT,7-Jan-87
Sang-min SHIN,1499.5904688856026,1,2011,KOR,27-Jul-86
Guillaume TABARY,1499.5790105637875,1,2013,FRA,13-Jan-85
Ismael Kipngetich KOMBICH,1499.576883861329,3,2011,KEN,16-Jan-85
Russell BROWN,1499.5634597278217,2,2012,USA,6-Mar-85
Jamal HAIRANE,1499.5478523291836,1,2017,QAT,26-May-93
Nick SYMMONDS,1499.5358512990324,1,2013,USA,30-Dec-83
Peter VAN DER WESTHUIZEN,1499.5350168309403,4,2012,RSA,21-Dec-84
Gregory BEUGNET,1499.5198376228204,1,2012,FRA,14-Sep-87
Teklit TEWELDEBRHAN,1499.5126769672092,1,2012,ERI,1-Oct-93
Jamale AARRASS,1499.5012721503454,1,2012,FRA,15-Nov-81
Teshome DIRIRSA,1499.4971187332435,2,2013,ETH,25-Apr-94
Florian ARNOULD,1499.4971140599596,1,2013,FRA,7-Nov-86
James KAAN,1499.4926660666224,1,2013,AUS,17-Sep-90
Adam MALEK,1499.480531554029,1,2015,MAR,1997
Augustine Kiprono CHOGE,1499.4702012708435,12,2013,KEN,21-Jan-87
Zebene ALEMAYEHU,1499.4618527965886,3,2013,ETH,4-Sep-92
Ciaran O'LIONAIRD,1499.4562250006552,4,2012,IRL,11-Apr-88
Niall BROOKS,1499.4375656494567,2,2012,GBR,8-Jul-91
Mohamed Hassan MOHAMED,1499.3982436020178,1,2012,SOM,23-Aug-93
Tarek BOUKENSA,1499.390312082358,6,2012,ALG,19-Nov-81
Youssef ACH-CHATOUANI,1499.3896867736837,1,2013,FRA,9-May-84
Lee EMANUEL,1499.3845316670418,1,2013,GBR,24-Jan-85
Bouabdellah TAHRI,1499.3587145759564,6,2013,FRA,20-Dec-78
Haikun ZHANG,1499.350997397231,2,2013,CHN,12-Mar-89
Flavio SEHOHLE,1499.3131849210868,1,2013,RSA,14-Oct-90
Zane ROBERTSON,1499.310431395841,2,2013,NZL,14-Nov-89
Belal Mansoor ALI,1499.30236637808,6,2013,BRN,17-Oct-88
Niclas SANDELLS,1499.3011966957351,2,2012,FIN,14-Mar-84
Tesfaye CHERU,1499.2818660896764,1,2013,ETH,2-Mar-93
Haining TENG,1499.270047263099,1,2013,CHN,25-Jun-93
Yoann KOWAL,1499.2680309404643,10,2012,FRA,28-May-87
Carsten SCHLANGEN,1499.2420189039412,8,2013,GER,31-Dec-80
Frederic VAZ,1499.2416515707678,1,2015,CPV,13-Jun-90
Sam VAZQUEZ,1499.224093404398,1,2012,PUR,3-May-84
Rabiou GUERO GAO,1499.198407983352,1,2012,NIG,1-Feb-88
Collis BIRMINGHAM,1499.1948386912718,2,2015,AUS,27-Dec-84
Yann DUHAMEL,1499.1917432939363,1,2013,FRA,14-Apr-89
Valentin SMIRNOV,1499.1123308273345,2,2013,RUS,13-Feb-86
Paul ROBINSON,1499.084691186294,1,2014,IRL,24-May-91
Emad NOOR,1499.0358328519303,2,2013,KSA,21-Apr-90
Andreas VOJTA,1498.9157648285127,3,2013,AUT,9-Jun-89
Ross MURRAY,1498.9117610144497,3,2015,GBR,8-Oct-90
Kinley TENZIN,1498.840333577938,1,2013,BHU,1996
Youssef JBARA,1498.826341572642,1,2015,FRA,5-Sep-90
Youssouf HISS BACHIR,1498.8223977420544,2,2018,DJI,1-Jan-87
Omar BACHIR,1498.811166324338,1,2013,NIG,3-Nov-86
Omar Mohamed ABDI,1498.7902052032455,1,2013,SOM,1-Jan-91
Nicolas RIFFLARD,1498.7878664492305,2,2015,FRA,27-Oct-90
Hillary Cheruiyot NGETICH,1498.7676402267452,5,2017,KEN,15-Sep-95
Arturo CASADO,1498.724883872176,4,2013,ESP,26-Jan-83
Yassine HETHAT,1498.6337886542285,1,2015,ALG,30-Aug-91
Patrick CASEY,1498.6150951293116,1,2018,USA,23-May-90
Bashir ABDI,1498.6142039486363,1,2015,BEL,10-Feb-89
Matthieu LE STUM,1498.6007125291128,1,2015,FRA,27-Sep-88
Mamadou BARRY,1498.574961336552,2,2013,GUI,19-Dec-91
Florian ORTH,1498.5070030003094,1,2015,GER,24-Jul-89
Elias RAMDI,1498.3024625398516,1,2015,FRA,21-Mar-98
Nabil Mohammed AL GARBI,1498.1428681374987,3,2013,YEM,3-Nov-92
Dorian ULREY,1498.1362721827963,2,2015,USA,11-Jul-87
Mohamed MOUSTAOUI,1498.1250169254563,15,2016,MAR,2-Apr-85
Zakaria MAZOUZI,1498.1096425398978,4,2015,MAR,15-Jun-85
Hamish CARSON,1498.0985799775976,2,2016,NZL,1-Nov-88
Mohamed AL GARNI,1498.0964353046952,6,2014,QAT,1-Jul-92
Vincent LETTING,1498.0568207101392,2,2017,KEN,16-Jun-93
Lei LI,1497.8328855705836,1,2015,CHN,3-Nov-92
Federico BRUNO,1497.8204614385654,1,2017,ARG,18-Jun-93
Hicham AKANKAM,1497.7863903272225,2,2018,MAR,4-Apr-98
Staffan EK,1497.775672917976,1,2015,SWE,13-Nov-91
Helio GOMES,1497.6894469254516,1,2015,POR,27-Dec-84
Thomas LANCASHIRE,1497.6861114453764,4,2016,GBR,2-Jul-85
Florian PERRIN FIEVEZ,1497.6776387101058,2,2015,FRA,26-Apr-90
Dale KING-CLUTTERBUCK,1497.6617181517909,1,2015,GBR,1-Jan-92
Takieddine HEDEILLI,1497.6218241613205,1,2017,ALG,6-Jun-96
Isaac KIMELI,1497.5300283807962,1,2017,BEL,9-Mar-94
Abdi Waiss MOUHYADIN,1497.4370142512544,4,2016,DJI,3-Jul-96
Homiyu TESFAYE,1497.4217246657572,15,2017,GER,23-Jun-93
Victor CORRALES VAQUERO,1497.4192498117777,1,2015,ESP,12-Mar-89
Julian MATTHEWS,1497.403059865429,3,2016,NZL,21-Jul-88
Oussama NABIL,1497.2663182122947,1,2016,MAR,18-Feb-96
Said ADEN,1497.1829402652284,1,2017,QAT,1993
Carlos Martín DÍAZ DEL RIO,1497.1107409279202,2,2015,CHI,9-Jul-93
Neil GOURLEY,1497.1066797678661,1,2018,GBR,7-Feb-95
Taresa TOLOSA,1496.9716705763708,6,2018,ETH,15-Jun-98
Tom MARSHALL,1496.9559200282984,1,2017,GBR,12-Jun-89
Leonel MANZANO,1496.8578177054906,27,2015,USA,12-Sep-84
Awad AL SHARAFAT,1496.7910246902443,1,2015,JOR,25-Dec-93
Adam CLARKE,1496.666162447159,1,2017,GBR,3-Apr-91
Paulo Amotun LOKORO,1496.607818946489,1,2016,ROT,1-Jan-92
Dumisane HLASELO,1496.2228188946679,3,2016,RSA,8-Jun-89
Abdelkarim BEN ZAHRA,1496.1497413614516,1,2017,MAR,27-Oct-98
Carlos ALONSO,1496.0500641800845,2,2016,ESP,15-Sep-89
Robbie FITZGIBBON,1496.0396828574867,1,2017,GBR,23-Mar-96
Yemaneberhan CRIPPA,1495.99529218059,1,2018,ITA,15-Oct-96
Ali HAMDI,1495.6366480407617,1,2017,BEL,2-Nov-89
James WEST,1495.6158840874086,1,2018,GBR,30-Jan-96
Vincent KIBET,1495.3978133378214,13,2018,KEN,6-May-91
Josh KERR,1495.3459042491027,1,2017,GBR,8-Oct-97
Brannon KIDDER,1495.3170047822916,1,2017,USA,18-Nov-93
Santino Kenyi ORENG,1495.2589660900267,1,2016,SSD,14-Aug-93
David TORRENCE,1495.227585711536,5,2017,USA,26-Nov-85
Badr EL JALAOUI,1495.203873058239,1,2017,MAR,28-Jan-93
Baptiste MISCHLER,1495.0074353795326,1,2018,FRA,23-Nov-97
Hicham OULADHA,1494.941691453152,1,2018,MAR,31-Jan-95
Mohamed MAAMON RAGEH,1494.925758321664,1,2016,YEM,1998
Ben BLANKENSHIP,1494.8857689741592,7,2017,USA,15-Dec-88
Michał ROZMYS,1494.776924387877,2,2017,POL,13-Mar-95
Jinson JOHNSON,1494.7537477133296,1,2018,IND,15-Mar-91
Abderrahmane ANOU,1494.5215137565358,1,2017,ALG,29-Jan-91
Augusto RAMOR SOARES,1494.4227444842245,1,2016,TLS,22-Aug-86
Ilham Tanui ÖZBILEN,1494.4076859503703,17,2016,KEN,5-Mar-90
Simon DENISSEL,1494.3854594167233,4,2018,FRA,22-May-90
Henrik INGEBRIGTSEN,1494.2658431376062,24,2018,NOR,24-Feb-91
Timo BENITZ,1494.238675633002,3,2017,GER,24-Dec-91
Izaic YORKS,1494.166599451179,1,2018,USA,17-Apr-94
Alexandre SADDEDINE,1494.0931919245531,1,2018,FRA,29-Sep-94
Saoud Jouma AL ZAABI,1493.8761510074503,1,2016,UAE,7-Aug-88
Younéss ESSALHI,1493.8638853610478,4,2018,MAR,20-Feb-93
Mohad ABDIKADAR SHEIK ALI,1493.716119297872,2,2018,ITA,12-Jun-93
Ferguson Cheruiyot ROTICH,1493.6937080185003,1,2018,KEN,30-Nov-89
Charles PHILIBERT-THIBOUTOT,1493.6443783144368,9,2018,CAN,31-Dec-90
Salim KEDDAR,1493.6281611088712,3,2016,ALG,23-Nov-93
