Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Noah LYLES,1602.2675610471574,15,2020,USA,18-Jul-97
André DE GRASSE,1554.8466583807665,14,2019,CAN,10-Nov-94
Ramil GULIYEV,1540.772316846333,33,2020,TUR,29-May-90
Aaron BROWN,1537.404659231015,27,2019,CAN,27-May-92
Alex QUIÑÓNEZ,1534.5996820221362,21,2019,ECU,11-Aug-89
Michael NORMAN,1526.1653406878397,3,2019,USA,3-Dec-97
Adam GEMILI,1524.4952376765696,17,2020,GBR,6-Oct-93
Usain BOLT,1519.4617075749416,25,2016,JAM,21-Aug-86
Zhenye XIE,1516.4835074648258,10,2019,CHN,17-Aug-93
Zharnel HUGHES,1511.7208571024223,13,2019,AIA,13-Jul-95
Yohan BLAKE,1509.3275085069658,14,2019,JAM,26-Dec-89
Wayde VAN NIEKERK,1508.9847806461157,5,2017,RSA,15-Jul-92
Akeem BLOOMFIELD,1508.9526668057379,1,2018,JAM,10-Nov-97
Justin GATLIN,1508.6466254956945,9,2016,USA,10-Feb-82
Jereem RICHARDS,1507.9470655139507,14,2019,TTO,13-Jan-94
Arthur CISSÉ,1507.7873066323532,1,2020,CIV,29-Dec-96
Anaso JOBODWANA,1506.1818526502161,19,2019,RSA,30-Jul-92
LaShawn MERRITT,1506.12794034841,4,2017,USA,27-Jun-86
Yancarlos MARTÍNEZ,1505.8515071964334,6,2019,DOM,8-Jul-92
Julian FORTE,1505.2623343682553,11,2020,JAM,7-Jan-93
Kyle GREAUX,1504.4050631416617,10,2019,TTO,26-Apr-88
Abdul Hakim SANI BROWN,1504.3894824293134,5,2017,JPN,6-Mar-99
Taymir BURNET,1503.914094936295,2,2019,NED,1-Oct-92
Miguel FRANCIS,1503.142130330511,6,2019,ANT,28-Mar-95
Femi OGUNODE,1502.972452038694,12,2016,QAT,15-May-91
Christophe LEMAITRE,1502.921027103175,35,2020,FRA,11-Jun-90
Ján VOLKO,1502.6716594644295,3,2020,SVK,2-Nov-96
Ameer WEBB,1502.5382253340326,21,2018,USA,19-Mar-91
Alan DUVIGNEAU,1502.4299999999998,1,2016,FRA,3-Feb-95
Nickel ASHMEADE,1502.1832803407697,34,2016,JAM,7-Apr-90
Felix SVENSSON,1502.0591064398184,1,2020,SWE,9-Aug-97
Isaac MAKWALA,1501.942719128961,5,2017,BOT,24-Sep-85
Fred KERLEY,1501.7253464032287,2,2017,USA,7-May-95
David LIMA,1501.3801784469042,2,2017,POR,6-Sep-90
Walter DIX,1501.350840420987,15,2016,USA,31-Jan-86
Deniz ALMAS,1501.254444074783,1,2020,GER,17-Jul-97
Nery BRENES,1501.1352058831264,3,2016,CRC,25-Sep-85
Rai BENJAMIN,1501.1328961963472,2,2018,USA,27-Jul-97
Kyree KING,1501.1178819106435,2,2017,USA,9-Jul-94
Warren WEIR,1501.1036138873378,22,2017,JAM,31-Oct-89
Rondel SORRILLO,1501.059351375805,11,2016,TTO,21-Jan-86
Jason YOUNG,1500.8579184793052,8,2013,JAM,21-Mar-91
Julian REUS,1500.745860981831,2,2016,GER,29-Apr-88
Salem Eid YAQOOB,1500.6090639464467,3,2017,BRN,1-Mar-96
Daniel TALBOT,1500.599291833484,14,2017,GBR,1-May-91
Ramon GITTENS,1500.5562435877737,1,2016,BAR,20-Jul-87
Jimmy VICAUT,1500.4037546093564,4,2013,FRA,27-Feb-92
Dylan VERMONT,1500.3456771408892,1,2016,FRA,24-Aug-99
Jorge VIDES,1500.3070770199006,1,2016,BRA,24-Nov-92
Clarence MUNYAI,1500.290563808726,6,2019,RSA,20-Feb-98
Roberto SKYERS,1500.2753725700811,6,2016,CUB,12-Nov-91
Jiří POLÁK,1500.2597564977204,1,2020,CZE,22-Apr-98
Matteo GALVAN,1500.2410066269372,2,2016,ITA,24-Aug-88
Tyson GAY,1500.1629794842095,3,2014,USA,9-Aug-82
Christian MALCOLM,1500.0958906492083,10,2012,GBR,3-Jun-79
Sean MCLEAN,1500.061834143491,2,2016,USA,23-Mar-92
