Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Caster SEMENYA,1695.9884530377014,41,2018,RSA,7-Jan-91
Francine NIYONSABA,1608.719247380946,32,2018,BDI,5-May-93
Ajee WILSON,1572.7146227961125,29,2018,USA,8-May-94
Natoya GOULE,1534.2778821386282,12,2018,JAM,30-Mar-91
Halimah NAKAAYI,1529.8918656263754,5,2018,UGA,14-Oct-94
Habitam ALEMU,1524.8104934554035,20,2018,ETH,9-Jul-97
Ce'Aira BROWN,1524.8030882281757,1,2018,USA,4-Nov-93
Margaret Nyairera WAMBUI,1519.887989929257,17,2018,KEN,15-Sep-95
Eglė BALČIŪNAITĖ,1519.0074780901323,8,2018,LTU,31-Oct-88
Melissa BISHOP-NRIAGU,1518.8891539802548,21,2017,CAN,5-Aug-88
Shelayna OSKAN-CLARKE,1515.4108177880032,16,2018,GBR,20-Jan-90
Lynsey SHARP,1514.611389955779,39,2018,GBR,11-Jul-90
Soumaya BOUSSAID,1508.7793778586356,1,2016,TUN,5-May-80
Brenda MARTINEZ,1506.8533047702358,22,2018,USA,8-Sep-87
Joanna JÓŹWIK,1505.6567223607758,17,2017,POL,30-Jan-91
Lea MOSCHINI,1505.4995142857142,1,2015,FRA,20-Jun-98
Lore HOFFMANN,1505.3841650016943,1,2018,SUI,25-Jul-96
Noélie YARIGO,1505.338123586645,8,2018,BEN,26-Dec-85
Pamela JELIMO,1503.605957872236,11,2012,KEN,5-Dec-89
Yekaterina POISTOGOVA,1503.6004758119357,11,2014,RUS,1-Mar-91
Rose Mary ALMANZA,1503.4672296213475,15,2017,CUB,13-Jul-92
Rababe ARAFI,1503.1964121504316,7,2018,MAR,12-Jan-91
Nataliya LUPU,1503.1630804566184,13,2015,UKR,14-Nov-87
Sahily DIAGO MESA,1503.1367661176719,2,2016,CUB,26-Aug-95
Angelika CICHOCKA,1502.9166146427467,15,2017,POL,15-Mar-88
Amela TERZIĆ,1502.734328345702,2,2016,SRB,2-Jan-93
Yasmine GRAZIANI,1502.6727371239836,1,2016,FRA,1-Aug-94
Janeth JEPKOSGEI,1502.667047640934,32,2015,KEN,13-Dec-83
Kate GRACE,1502.5483688456097,5,2016,USA,24-Oct-88
Natalya PRYSHCHEPA,1502.1351531842279,5,2018,UKR,11-Sep-94
Fadouwa LEDHEM,1501.7920087799248,1,2015,FRA,28-Sep-87
Laura MUIR,1501.7765423669885,6,2018,GBR,9-May-93
Winny CHEBET,1501.760609988107,13,2016,KEN,20-Dec-90
Ophelie SEXTIUS,1501.4579999999996,1,2013,FRA,21-Feb-94
LaTavia THOMAS,1501.3601611851973,2,2015,USA,17-Dec-88
Halima HACHLAF,1501.3366412941627,12,2013,MAR,6-Sep-88
Mariya SAVINOVA,1501.3031098962772,2,2013,RUS,13-Aug-85
Rowena COLE,1501.187895085714,1,2012,GBR,13-Jan-92
Yelena KOFANOVA,1501.0935806301723,3,2012,RUS,8-Aug-88
Jessica JUDD,1500.8917595537064,5,2014,GBR,7-Jan-95
Marina ARZAMASOVA,1500.7415042917587,26,2017,BLR,17-Dec-87
Melanie LAVRIL,1500.6291306846347,1,2016,FRA,18-Jun-96
Rosibel GARCÍA,1500.458357139558,4,2012,COL,13-Feb-81
Anna BALAKSHINA,1500.3919503908571,1,2010,RUS,22-Nov-86
Claire TARPLEE,1500.3870738964638,1,2012,IRL,22-Sep-88
Alice SCHMIDT,1500.3468254773898,5,2012,USA,3-Oct-81
Marilyn OKORO,1500.32708641387,17,2014,GBR,23-Sep-84
Liliya LOBANOVA,1500.3195518520224,2,2011,UKR,14-Oct-85
Fiona BENSON,1500.233907651958,2,2015,CAN,25-May-92
