Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Kemar BAILEY-COLE,1502.9362693645983,21,2015,JAM,10-Jan-92
Daniel BAILEY,1502.5767090779486,17,2016,ANT,9-Sep-86
Paulo André CAMILO DE OLIVEIRA,1502.3373054350586,3,2019,BRA,20-Aug-98
Hassan TAFTIAN,1502.110543358573,10,2019,IRI,4-May-93
Ryota YAMAGATA,1502.110375735313,5,2016,JPN,10-Jun-92
Abdul Hakim SANI BROWN,1501.9149458269671,5,2019,JPN,6-Mar-99
Nesta CARTER,1501.8811522838728,54,2015,JAM,11-Oct-85
Femi OGUNODE,1501.869167468026,10,2017,QAT,15-May-91
Shuhei TADA,1501.7094525948273,2,2017,JPN,24-Jun-96
Kemarley BROWN,1501.2547718338778,2,2016,BRN,20-Jul-92
Abdullah Abkar MOHAMMED,1501.1423996169283,4,2018,KSA,1-Jan-97
Nickel ASHMEADE,1501.0807430304258,20,2016,JAM,7-Apr-90
Ameer WEBB,1501.0729911253065,3,2016,USA,19-Mar-91
Nethaneel MITCHELL-BLAKE,1500.9208435457501,1,2017,GBR,2-Apr-94
Rondel SORRILLO,1500.7061145588377,4,2016,TTO,21-Jan-86
Devon WILLIAMS,1500.6003522007004,1,2019,USA,17-Jan-94
Maicel UIBO,1500.6003522007004,1,2019,EST,27-Dec-92
Chijindu UJAH,1500.5915182200342,36,2019,GBR,5-Mar-94
Ryan SHIELDS,1500.5276930256296,1,2017,JAM,12-May-83
Emre Zafer BARNES,1500.4560700472043,2,2017,TUR,7-Nov-88
Steve MULLINGS,1500.453347810569,2,2011,JAM,29-Nov-82
Seye OGUNLEWE,1500.4419568650374,1,2016,NGR,30-Aug-91
James DASAOLU,1500.4102992371706,23,2017,GBR,5-Sep-87
Anaso JOBODWANA,1500.3034085423083,2,2013,RSA,30-Jul-92
Rakieem SALAAM,1500.2980675147828,5,2013,USA,5-Apr-90
Rodrigo DO NASCIMENTO,1500.2347432479746,1,2019,BRA,26-Sep-94
Joel FEARON,1500.209785388756,3,2016,GBR,11-Oct-88
Dentarius LOCKE,1500.171275277774,3,2016,USA,12-Dec-89
Kei TAKASE,1500.1069514246847,1,2015,JPN,25-Nov-88
Michael FRATER,1500.0926487597976,21,2016,JAM,6-Oct-82
Walter DIX,1500.0780491232954,8,2013,USA,31-Jan-86
Lerone CLARKE,1500.0738051326339,10,2012,JAM,7-Jul-81
Derrick ATKINS,1500.0531519880533,4,2013,BAH,5-Jan-84
Amr Ibrahim Mostafa SEOUD,1500.0221203583224,1,2012,EGY,10-Jun-86
Ngonidzashe MAKUSHA,1500.0204205502669,2,2011,ZIM,11-Mar-87
Adam HARRIS,1500.0014757628678,1,2013,GUY,21-Jul-87
Wallace SPEARMON,1499.996403131705,2,2010,USA,24-Dec-84
Sam EFFAH,1499.988626134962,1,2013,CAN,29-Dec-88
Yancarlos MARTÍNEZ,1499.9829499323232,1,2015,DOM,8-Jul-92
Dariusz KUĆ,1499.9823975664651,3,2012,POL,24-Apr-86
Remaldo ROSE,1499.9813615409103,1,2011,JAM,18-Nov-87
Kevin MAYER,1499.976813909976,1,2019,FRA,10-Feb-92
Jason SMYTH,1499.9725297073933,1,2011,IRL,4-Jul-87
Andrew FISHER,1499.9697199361908,4,2017,JAM,15-Dec-91
Nick SMITH,1499.9696955761278,1,2010,GBR,6-Dec-82
Carlos Rafael JORGE,1499.9696324501056,1,2011,DOM,24-Sep-86
Omar Jouma Bilal AL SALFA,1499.967812924232,1,2010,UAE,15-Oct-89
Shawn CRAWFORD,1499.9677593182516,1,2010,USA,14-Jan-78
Brian DZINGAI,1499.9654929720928,1,2010,ZIM,29-Apr-81
Leroy DIXON,1499.9640595566093,2,2010,USA,20-Jun-83
Sven KNIPPHALS,1499.9630039334802,1,2015,GER,20-Sep-85
Dexter LEE,1499.9568369459962,1,2010,JAM,18-Jan-91
Brendan CHRISTIAN,1499.9537009545884,1,2010,ANT,11-Dec-83
Reto Amaru SCHENKEL,1499.9513132377433,2,2011,SUI,28-Apr-88
Roberto DONATI,1499.9455804415998,1,2010,ITA,15-Mar-83
Joshua ROSS,1499.9395788821748,1,2013,AUS,9-Feb-81
Simone COLLIO,1499.936290648774,2,2010,ITA,27-Dec-79
Aaron ARMSTRONG,1499.9347308560182,2,2011,TTO,14-Oct-77
Yahya Hassan HABEEB,1499.9325380496855,1,2010,KSA,2-Apr-86
Kimmari ROACH,1499.9324099974124,3,2013,JAM,17-Apr-89
Tony DARKWAH,1499.932139876843,1,2010,SWE,15-Jun-86
Tyron AKINS,1499.930999185166,1,2010,USA,6-Jan-86
Junior EJEHU,1499.930553162305,1,2010,GBR,1-Feb-91
Francis OBIKWELU,1499.9296533754982,1,2011,POR,22-Nov-78
Philip Bjørnå BERNTSEN,1499.9293237338763,1,2010,NOR,13-Dec-89
Alexander NORDKVIST,1499.9290372813362,1,2010,SWE,15-Jun-90
J-Mee SAMUELS,1499.925231644816,3,2011,USA,20-May-87
Felix GÖLTL,1499.9249373471866,1,2011,GER,23-Mar-90
Ryan MOSELEY,1499.9240843311054,2,2010,AUT,8-Oct-82
Yi LAO,1499.9222566999633,1,2011,CHN,11-Oct-85
Ronalds ARAJS,1499.9196059700548,1,2011,LAT,29-Nov-87
Ronald POGNON,1499.9167375537895,2,2010,FRA,16-Nov-82
Joseph Obinna METU,1499.9090291663874,1,2012,NGR,12-Jul-88
Alvaro GOMEZ,1499.9083254493717,1,2011,COL,21-Feb-89
Shinji TAKAHIRA,1499.8896720430075,1,2011,JPN,18-Jul-84
Rytis SAKALAUSKAS,1499.8886580659241,2,2012,LTU,27-Jun-87
Aziz ZAKARI,1499.8860886559696,1,2011,GHA,2-Sep-76
Dwain CHAMBERS,1499.8845276791603,8,2014,GBR,5-Apr-78
Tremayne GILLING,1499.883443093257,2,2010,GBR,27-Jul-90
Abdourahim HAROUN,1499.882744402884,1,2011,CHA,12-Apr-92
Mario FORSYTHE,1499.8822637967683,9,2012,JAM,30-Oct-85
Rikki FIFTON,1499.8806532016474,1,2011,GBR,17-Jun-85
Cordero GRAY,1499.8778211901677,1,2013,USA,9-May-89
Chi Ho TSUI,1499.8762804845214,1,2011,HKG,17-Feb-90
Ryan BAILEY,1499.8760389737251,18,2015,USA,13-Apr-89
Ivory WILLIAMS,1499.8759547334748,2,2011,USA,2-May-85
Geronimo GOELOE,1499.8727813697606,1,2011,ARU,18-Nov-81
Gerald PHIRI,1499.8713992177,11,2016,ZAM,6-Oct-88
Keiron ROGERS,1499.870849864902,1,2011,AIA,8-Sep-88
Peter EMELIEZE,1499.8704876744628,2,2012,NGR,19-Apr-88
Rae Monzavous EDWARDS,1499.8676153232523,6,2011,USA,7-May-81
Ainsley WAUGH,1499.8650244507808,2,2012,JAM,17-Sep-81
Nilson Andre DE OLIVEIRA,1499.8639809085812,2,2012,BRA,30-Jan-86
Christian MALCOLM,1499.8567461319426,2,2011,GBR,3-Jun-79
Miguel LOPEZ,1499.851943416672,1,2012,PUR,9-Apr-90
Kenroy ANDERSON,1499.838237602798,1,2012,JAM,27-Jun-87
Masashi ERIGUCHI,1499.8374102573016,1,2012,JPN,17-Dec-88
Moudjib TOYB,1499.8336505230905,1,2011,COM,14-Oct-88
Nil DE OLIVEIRA,1499.8298398574507,1,2012,SWE,3-Sep-86
Tilak Ram THARU,1499.8266219464465,1,2011,NEP,10-Apr-93
Craig PICKERING,1499.8260718780293,3,2011,GBR,16-Oct-86
Fabio CERUTTI,1499.8246024863292,1,2012,ITA,26-Sep-85
Martin KELLER,1499.8227724287713,1,2013,GER,26-Sep-86
Ramone MCKENZIE,1499.8226714347693,1,2012,JAM,15-Nov-90
Mohd FADLIN,1499.821089006416,1,2011,INA,28-Oct-89
Dmitriy ILYIN,1499.8194334308232,1,2011,KGZ,24-May-89
Michael TUMI,1499.8117157585416,1,2013,ITA,12-Feb-90
Samuel FRANCIS,1499.8109716195745,3,2013,QAT,27-Mar-87
Darvis PATTON,1499.8086010357028,6,2012,USA,4-Dec-77
Simeon WILLIAMSON,1499.805289295446,1,2012,GBR,16-Jan-86
Martial MBANDJOCK,1499.7898175296864,6,2011,FRA,14-Oct-85
Terrell WILKS,1499.7895858765803,1,2013,USA,30-Dec-89
Béranger BOSSÉ,1499.7816163200919,1,2012,CAF,9-Mar-85
Paul Kim WILLIAMS,1499.7759716774522,1,2012,USA,5-Apr-86
Maurice MITCHELL,1499.773327454524,2,2014,USA,22-Dec-89
Ángel David RODRÍGUEZ,1499.771992162457,4,2013,ESP,25-Apr-80
Travis PADGETT,1499.7711000767076,8,2012,USA,13-Dec-86
Isidro MONTOYA,1499.7638575452868,1,2012,COL,3-Nov-90
Marlon DEVONISH,1499.7511815986072,10,2012,GBR,1-Jun-76
Denis DIMITROV,1499.7453057642906,1,2013,BUL,10-Feb-94
Clayton VAUGHN,1499.727166076029,1,2015,USA,15-May-92
Marek NIIT,1499.7201248495503,2,2012,EST,9-Aug-87
Jason YOUNG,1499.7018790506474,1,2013,JAM,21-Mar-91
Andrew HINDS,1499.6958117212923,4,2013,BAR,25-Apr-84
Simon MAGAKWE,1499.6935393330266,7,2019,RSA,14-May-86
Alonso EDWARD,1499.6862461397563,1,2014,PAN,8-Dec-89
Yasir Baalghytten AL NASHIRI,1499.684640364614,1,2013,KSA,13-Dec-87
Fernando LUMAIN,1499.6842363027072,1,2012,INA,18-Oct-89
Ahmed AZNEEM,1499.6820799359093,1,2012,MDV,1989
Adam ZAVACKÝ,1499.6800169049743,1,2013,SVK,27-Jun-88
Artur Bruno ROJAS DA SILVA,1499.677354984774,1,2012,BOL,27-May-93
Gerard KOBEANE,1499.6718395852067,2,2012,BUR,24-Apr-88
Fabrice COIFFIC,1499.6704698878616,1,2012,MRI,25-Aug-84
Mosito LEHATA,1499.6473040467645,1,2016,LES,8-Apr-89
Aleksandr BREDNEV,1499.646257616022,1,2013,RUS,4-Feb-88
Innocent BOLOGO,1499.640632059095,1,2013,BUR,5-Sep-89
Jeremy BASCOM,1499.620669280754,2,2013,GUY,15-Oct-83
Omar MCLEOD,1499.6134419682494,1,2016,JAM,25-Apr-94
Jason ROGERS,1499.5950702941993,4,2013,SKN,31-Aug-91
Ramon GITTENS,1499.5579407114951,10,2017,BAR,20-Jul-87
Lucas JAKUBCZYK,1499.5402499127558,1,2016,GER,28-Apr-85
Idrissa ADAM,1499.5401293054306,1,2013,CMR,28-Dec-84
. SAPWATURAHMAN,1499.538050882355,1,2013,INA,13-May-94
Suwaibou SANNEH,1499.5273795682956,4,2013,GAM,10-Mar-90
Devilert Arsene KIMBEMBE,1499.525821935173,2,2012,CGO,14-Sep-84
Alex QUIÑÓNEZ,1499.5246204449206,1,2013,ECU,11-Aug-89
Zhiqiang WU,1499.520025070698,1,2014,CHN,10-Apr-94
Ee Foo YEO GARY,1499.5178204060658,2,2012,SGP,30-Aug-86
Calvin Kang LI LOONG,1499.5068801159323,1,2013,SGP,16-Apr-90
Shernyl BURNS,1499.4959313511738,1,2013,MNT,11-Oct-91
Daniel TALBOT,1499.4742080925607,1,2014,GBR,1-May-91
Pascal MANCINI,1499.4465356704613,2,2014,SUI,18-Apr-89
Mark LEWIS-FRANCIS,1499.4080868522033,9,2013,GBR,4-Sep-82
Justyn WARNER,1499.4054092737265,9,2015,CAN,28-Jun-87
Emmanuel CALLENDER,1499.3787545977239,3,2017,TTO,10-May-84
Jaysuma SAIDY NDURE,1499.3653790524709,18,2014,NOR,1-Jul-84
Shavez HART,1499.3585000460885,2,2016,BAH,6-Sep-92
Levi Asher CADOGAN,1499.3434127211344,2,2015,BAR,8-Nov-95
Jeffrey VANAN,1499.3254524854588,1,2015,SUR,21-Dec-92
Joseph MILLAR,1499.324200304255,1,2017,NZL,24-Sep-92
Jacques RIPARELLI,1499.3168532923355,1,2015,ITA,27-Mar-83
Calesio NEWMAN,1499.291053780867,4,2015,USA,20-Aug-86
Trell KIMMONS,1499.2802327424179,27,2015,USA,13-Jul-85
Guy-Elphege ANOUMAN,1499.1979727531048,1,2015,FRA,13-Jun-94
Charles SILMON,1499.1902917595626,5,2015,USA,4-Jul-91
Justin WALKER,1499.185729704031,1,2015,USA,30-Nov-90
Joseph MORRIS,1499.1628988843318,1,2015,USA,4-Oct-89
Cravon GILLESPIE,1499.1593803312912,2,2019,USA,31-Jul-96
Yazaldes NASCIMENTO,1499.1195591865292,1,2015,POR,17-Apr-86
Keith RICKS,1499.092415765303,1,2015,USA,9-Oct-90
Sean SAFO-ANTWI,1499.0447619623278,1,2016,GHA,31-Oct-90
Yendountien TIEBEKABE,1499.0411262667621,1,2015,TOG,18-Jan-91
Tyquendo TRACEY,1499.038216374883,11,2019,JAM,10-Jun-93
Jonathan QUARCOO,1498.987523239481,1,2016,NOR,13-Oct-96
Diondre BATSON,1498.8559252916302,3,2015,USA,13-Jul-92
Aska CAMBRIDGE,1498.8055446519024,5,2017,JPN,31-May-93
Georni JARAMILLO,1498.798120237172,1,2019,VEN,6-Mar-89
Tim NOWAK,1498.798120237172,1,2019,GER,13-Aug-95
Ogho-Oghene EGWERO,1498.7928351949697,4,2016,NGR,26-Nov-88
Sean MCLEAN,1498.779652363146,2,2016,USA,23-Mar-92
Christopher BELCHER,1498.7555541313627,6,2019,USA,29-Jan-94
Emmanuel BIRON,1498.724298081458,2,2015,FRA,29-Jul-88
Mahamat Goubaye YOUSSOUF,1498.7104925507692,1,2015,CHA,27-Jun-98
Jahvid BEST,1498.6889617352087,1,2016,LCA,30-Jan-89
Youxue MO,1498.6830108128952,1,2016,CHN,10-Feb-96
Boby YASPI,1498.6793856573026,1,2015,INA,28-Oct-87
Yunier PÉREZ,1498.6730922161296,3,2017,CUB,16-Feb-85
Mark ANDERSON,1498.6261972894285,1,2015,BIZ,16-Nov-91
Everton CLARKE,1498.4741863414033,1,2016,JAM,24-Dec-92
Brendon RODNEY,1498.4611879572856,1,2017,CAN,9-Apr-92
Taymir BURNET,1498.4594272003924,2,2019,NED,1-Oct-92
Christophe LEMAITRE,1498.440553043704,23,2018,FRA,11-Jun-90
Harry ADAMS,1498.4316814925992,2,2015,USA,27-Nov-89
Holder Ocante DA SILVA,1498.4151322342577,3,2015,GBS,22-Jan-88
Dennis LEAL,1498.3129151280732,1,2018,SWE,29-Oct-94
Jamial ROLLE,1498.2594947026914,1,2016,BAH,16-Apr-80
Ján VOLKO,1498.218170050502,1,2017,SVK,2-Nov-96
Adrian GRIFFITH,1498.2011126298696,1,2016,BAH,11-Nov-84
Richard THOMPSON,1498.16407654326,37,2016,TTO,7-Jun-85
Edward OSEI-NKETIA,1498.144512616785,1,2019,NZL,8-May-01
Lindon VICTOR,1498.123120237172,1,2019,GRN,23-Feb-93
Aziz OUHADI,1498.1023763764467,5,2016,MAR,24-Jul-84
Akeem HAYNES,1498.074210191432,2,2016,CAN,3-Nov-92
Jurgen THEMEN,1498.0347222401124,3,2016,SUR,26-Oct-85
Gabriel MVUMVURE,1498.012229913821,5,2016,ZIM,23-Feb-88
Keston BLEDMAN,1498.0088263062867,30,2017,TTO,8-Mar-88
Reza GHASEMI,1498.007742569716,4,2016,IRI,24-Jul-87
Deniz ALMAS,1497.978494182024,1,2020,GER,17-Jul-97
Peimeng ZHANG,1497.8980142405114,7,2016,CHN,13-Mar-87
Barakat AL HARTHI,1497.8494695734514,5,2018,OMA,15-Jun-88
Mark Otieno ODHIAMBO,1497.7808476005453,1,2017,KEN,11-May-93
Federico CATTANEO,1497.754713207191,1,2017,ITA,14-Jul-93
Edel Rogelio AMORES,1497.7216282187708,1,2018,CUB,5-Oct-98
Austin HAMILTON,1497.6564920831584,1,2017,SWE,29-Jul-97
Jin Wei Timothee YAP,1497.6463192010601,1,2016,SGP,5-Jan-94
Brijesh LAWRENCE,1497.6452985064593,2,2016,SKN,27-Dec-89
Sudirman HADI,1497.5907303107995,1,2016,INA,9-Mar-96
Mohammed ABUKHOUSA,1497.5853623030594,1,2016,PLE,30-Dec-92
Jarrion LAWSON,1497.5821567302585,1,2017,USA,6-May-94
Warren FRASER,1497.5760060702937,2,2017,BAH,8-Jul-91
Martin ROE,1497.5457766625018,1,2019,NOR,1-Apr-92
Pieter BRAUN,1497.5457766625018,1,2019,NED,21-Jan-93
Méba-Mickaël ZEZE,1497.5406443246566,1,2017,FRA,19-May-94
Lamont Marcell JACOBS,1497.5237867489122,4,2020,ITA,26-Sep-94
Bingtian SU,1497.5041428736358,27,2019,CHN,29-Aug-89
Henrico BRUINTJIES,1497.498394242115,6,2018,RSA,16-Jul-93
Darrell WESH,1497.3999588358622,1,2016,HAI,21-Feb-92
David LIMA,1497.3755449504488,1,2017,POR,6-Sep-90
Thando ROTO,1497.3059777876333,2,2018,RSA,26-Sep-95
Wilfried KOFFI HUA,1497.2933045211253,5,2016,CIV,12-Oct-87
Senoj-Jay GIVANS,1497.2886881128434,1,2017,JAM,30-Dec-93
Samuel GORDON,1497.276270963909,1,2018,GBR,5-Oct-94
Antoine ADAMS,1497.271261056957,6,2016,SKN,31-Aug-88
Andrew ROBERTSON,1497.2051438392616,3,2019,GBR,17-Dec-90
Rodman TELTULL,1497.1632126129193,2,2016,PLW,29-Jan-94
Jeff DEMPS,1496.8213329869213,3,2018,USA,8-Jan-90
Ramil GULIYEV,1496.8143538782151,2,2018,TUR,29-May-90
Yoshihide KIRYU,1496.7789562840585,11,2019,JPN,15-Dec-95
Solomon SIMMONS,1496.740792190602,1,2019,USA,26-Sep-93
Mouhamadou FALL,1496.5595974917894,2,2020,FRA,25-Feb-92
Riste PANDEV,1496.486788874545,2,2016,MKD,25-Jan-94
Devin QUINN,1496.474843787376,1,2019,USA,8-Jun-96
Solomon BOCKARIE,1496.4735675582185,3,2016,NED,18-May-87
Vitaliy ZHUK,1496.4680330979143,1,2019,BLR,10-Sep-96
Niklas KAUL,1496.4680330979143,1,2019,GER,11-Feb-98
Diego PALOMEQUE,1496.4454829169033,1,2017,COL,5-Dec-93
Fakhri BIN ISMAIL,1496.4279709714983,2,2016,BRU,6-Mar-91
Romell GLAVE,1496.40394067245,1,2019,JAM,11-Nov-99
Jeremy DODSON,1496.402902587794,1,2017,SAM,30-Aug-87
Yuki KOIKE,1496.373734248629,6,2019,JPN,13-May-95
Ambdoul Karim RIFFAYN,1496.253582034516,1,2017,COM,2-Jun-92
Jean Tarcisius BATAMBOC,1496.202549227451,1,2017,CMR,1-Oct-87
Beejay LEE,1496.1899037744095,2,2017,USA,5-Mar-93
Brandon CARNES,1496.0568995838787,2,2018,USA,6-Mar-95
Andrew POZZI,1496.0325058448493,1,2018,GBR,15-May-92
Ncincilili TITI,1496.02885977946,1,2018,RSA,15-Dec-93
Emmanuel MATADI,1495.986531985965,5,2019,LBR,15-Apr-91
Julian REUS,1495.9304876910037,6,2017,GER,29-Apr-88
Eetu RANTALA,1495.9003009179135,1,2018,FIN,5-Jun-93
Tommy RAMDHAN,1495.8836584970288,1,2019,GBR,28-Nov-96
Cedric DUBLER,1495.3657627136618,1,2019,AUS,13-Jan-95
Kendal WILLIAMS,1495.349003730575,1,2019,USA,23-Sep-95
Fredrik SAMUELSSON,1495.2858924908078,1,2019,SWE,16-Feb-95
Thomas VAN DER PLAETSEN,1495.2858924908078,1,2019,BEL,24-Dec-90
O'dain ROSE,1495.2825756903158,3,2018,SWE,19-Jul-92
Ojie EDOBURUN,1494.9841068642536,7,2019,GBR,2-Jun-96
Julian FORTE,1494.9357218217942,13,2020,JAM,7-Jan-93
Joseph Paul AMOAH,1494.526811363366,1,2019,GHA,12-Jan-97
Cejhae GREENE,1494.144978126609,7,2019,ANT,6-Oct-95
Kukyoung KIM,1494.0706409594911,5,2019,KOR,19-Apr-91
Rohan BROWNING,1493.8530749743759,1,2019,AUS,31-Dec-97
Divine ODUDURU,1493.8214274682746,1,2019,NGR,7-Oct-96
Hassan SAAID,1493.5068217712083,3,2017,MDV,4-Mar-92
Devon ALLEN,1493.418173158004,1,2019,USA,12-Dec-94
Thando DLODLO,1493.3566251423276,1,2019,RSA,22-Apr-99
Basile ROLNIN,1493.3453740243765,1,2019,FRA,21-Jan-94
Keisuke USHIRO,1493.3453740243765,1,2019,JPN,24-Jul-86
Harrison WILLIAMS,1493.2448843365578,1,2019,USA,7-Mar-96
Demek KEMP,1493.072889901134,1,2019,USA,26-Apr-96
Lalu Muhammad ZOHRI,1493.059401759593,1,2019,INA,1-Jul-00
Churandy MARTINA,1492.6882432744133,32,2018,AHO,3-Jul-84
Zhouzheng XU,1492.6362977557328,1,2019,CHN,26-Dec-95
Richard KILTY,1491.8428235691654,11,2019,GBR,2-Sep-89
Vitor Hugo DOS SANTOS,1491.8385419058513,2,2019,BRA,1-Feb-96
Kim COLLINS,1491.7428306461975,51,2017,SKN,5-Apr-76
Isiah YOUNG,1491.4631226715205,19,2019,USA,5-Jan-90
James ELLINGTON,1491.3233983527434,7,2019,GBR,6-Sep-85
Gavin SMELLIE,1491.267491685412,6,2018,CAN,26-Jun-86
Mario BURKE,1491.0143685561648,3,2020,BAR,18-Mar-97
Usheoritse ITSEKIRI,1490.0225520731083,1,2019,NGR,31-Jan-98
Kemar HYMAN,1489.9159591068378,9,2019,CAY,11-Oct-89
Hakeem HUGGINS,1489.7321361279926,1,2019,SKN,21-Jan-97
Ebrima CAMARA,1489.6824956932894,1,2019,GAM,18-Sep-96
Owaab BARROW,1489.5571325324688,1,2019,QAT,20-Aug-01
Oliver BROMBY,1488.7246559993348,2,2019,GBR,30-Mar-98
Ratu Banuve TABAKAUCORO,1488.5085398287833,3,2019,FIJ,4-Sep-92
Cameron BURRELL,1487.5114721121345,6,2019,USA,11-Sep-94
Arthur CISSÉ,1485.7096062184773,12,2020,CIV,29-Dec-96
Harry AIKINES-ARYEETEY,1482.024025222638,21,2019,GBR,29-Aug-88
Alex WILSON,1477.5211947489872,8,2019,SUI,19-Sep-90
