Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Nancy Jebet LANGAT,1607.7963291416027,6,2010,KEN,22-Aug-81
Gelete BURKA,1543.4881106844596,5,2010,ETH,23-Jan-86
Lisa DOBRISKEY,1534.746557635417,5,2010,GBR,23-Dec-83
Meseret DEFAR,1512.6991285948834,1,2010,ETH,19-Nov-83
Morgan UCENY,1508.603856336391,4,2010,USA,10-Mar-85
Ibtissam LAKHOUAD,1507.6825092851218,3,2010,MAR,7-Dec-80
Christin WURTH-THOMAS,1506.499881558119,5,2010,USA,11-Jul-80
Mimi BELETE,1503.7888972486874,4,2010,BRN,9-Jun-88
Jenny SIMPSON,1502.8403631761614,1,2010,USA,23-Aug-86
Erin DONOHUE,1502.779137570743,2,2010,USA,8-May-83
Hind DEHIBA CHAHYD,1502.1984028635611,2,2010,FRA,17-Mar-79
Fanjanteino FELIX,1502.0649014987348,1,2010,FRA,26-Jan-80
Abeba AREGAWI,1500.6778294474939,2,2010,ETH,5-Jul-90
Anna MISHCHENKO,1500.4907462303615,1,2010,UKR,25-Aug-83
Irene JELAGAT,1499.659431235717,1,2010,KEN,10-Dec-88
Helen CLITHEROE,1499.5290537449082,1,2010,GBR,2-Jan-74
Siham HILALI,1498.459264057769,2,2010,MAR,2-May-86
Janeth JEPKOSGEI,1497.6402116698287,1,2010,KEN,13-Dec-83
Ann Karindi MWANGI,1497.5375458827843,1,2010,KEN,8-Dec-88
Laura WEIGHTMAN,1497.232799974867,1,2010,GBR,1-Jul-91
Shalane FLANAGAN,1496.6219105597565,1,2010,USA,8-Jul-81
Shannon ROWBURY,1496.2519484651243,5,2010,USA,19-Sep-84
Renata PLIŚ,1495.9261979372468,1,2010,POL,5-Feb-85
Stacey SMITH,1495.5338315195645,1,2010,GBR,24-Feb-90
Genzebe DIBABA,1494.7827653268073,2,2010,ETH,8-Feb-91
Susan KRUMINS,1494.7317576948826,1,2010,NED,8-Jul-86
René KALMER,1494.586041200971,1,2010,RSA,3-Nov-80
Hannah ENGLAND,1494.4847836879815,2,2010,GBR,6-Mar-87
Sara HALL,1492.4379056966566,1,2010,USA,15-Apr-83
Morag MACLARTY,1491.9198732135487,1,2010,GBR,10-Feb-86
Lindsey GALLO,1490.1712746190756,1,2010,USA,29-Nov-81
Charlotte BROWNING,1489.9189451461102,1,2010,GBR,8-Oct-87
Stephanie TWELL,1489.807702643087,6,2010,GBR,17-Aug-89
Charlotte SCHÖNBECK,1489.7150990924326,1,2010,SWE,22-Dec-84
Heidi DAHL,1489.1665029518579,1,2010,USA,15-Feb-86
Sarah BROWN,1487.69019458123,2,2010,USA,15-Oct-86
Viola Jelagat KIBIWOT,1484.0707814694592,4,2010,KEN,22-Dec-83
Treniere MOSER,1483.9055629912782,3,2010,USA,27-Oct-81
Ingvill MÅKESTAD BOVIM,1483.6859198109487,5,2010,NOR,7-Aug-81
Anna WILLARD,1482.804978816282,3,2010,USA,31-Mar-84
Maryam Yusuf JAMAL,1478.5506832356502,4,2010,BRN,16-Sep-84
Hilary STELLINGWERFF,1476.8203815024353,3,2010,CAN,7-Aug-81
