Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Caster SEMENYA,1581.0536517105552,9,2011,RSA,7-Jan-91
Jennifer MEADOWS,1571.206231978806,13,2011,GBR,17-Apr-81
Janeth JEPKOSGEI,1560.6293601422362,12,2011,KEN,13-Dec-83
Alysia MONTAÑO,1560.3167287239985,12,2011,USA,23-Apr-86
Kenia SINCLAIR,1542.495927150867,10,2011,JAM,14-Jul-80
Halima HACHLAF,1530.8016574728513,7,2011,MAR,6-Sep-88
Mariya SAVINOVA,1516.1754834113726,1,2010,RUS,13-Aug-85
Anna BALAKSHINA,1514.0014285714285,1,2010,RUS,22-Nov-86
Fantu MAGISO,1511.5369985644356,2,2011,ETH,9-Jun-92
Liliya LOBANOVA,1511.415175326585,2,2011,UKR,14-Oct-85
Maggie VESSEY,1511.1616902648293,9,2011,USA,23-Dec-81
Malika AKKAOUI,1509.955719477693,3,2011,MAR,25-Dec-87
Nancy Jebet LANGAT,1505.9273548767105,1,2010,KEN,22-Aug-81
Lucia HRIVNÁK,1505.2020315163973,6,2011,SVK,20-Nov-83
Angelika CICHOCKA,1501.5642307256774,2,2011,POL,15-Mar-88
Morgan UCENY,1501.0669353839558,2,2011,USA,10-Mar-85
Christin WURTH-THOMAS,1500.8201789200034,1,2010,USA,11-Jul-80
Alice SCHMIDT,1499.8816853279504,3,2011,USA,3-Oct-81
Lenka MASNÁ,1499.5708226872484,1,2011,CZE,22-Apr-85
Winny CHEBET,1499.0331193884876,2,2010,KEN,20-Dec-90
Rosibel GARCÍA,1498.9083036686384,2,2011,COL,13-Feb-81
Emma JACKSON,1498.8599741253124,5,2011,GBR,7-Jun-88
Eunice Jepkoech SUM,1498.4116904132215,4,2011,KEN,10-Apr-88
Lisa DOBRISKEY,1498.379206760536,1,2010,GBR,23-Dec-83
Celia TAYLOR,1497.5457766625018,1,2010,GBR,22-Jan-77
Molly LUDLOW,1497.3784823903366,2,2011,USA,4-Aug-87
Victoria GRIFFITHS,1497.0660233200438,1,2010,GBR,9-Oct-84
Maryam Yusuf JAMAL,1496.878383256575,1,2010,BRN,16-Sep-84
Merve AYDIN,1496.5793726222587,1,2011,TUR,17-Mar-90
Annet NEGESA,1496.4199933284176,2,2011,UGA,24-Apr-92
Cherono KOECH,1496.2934677828325,3,2011,KEN,8-Dec-92
Hellen OBIRI,1496.2631000303227,1,2011,KEN,13-Dec-89
Daniela REINA,1496.186993782186,1,2010,ITA,15-May-81
Nikki HAMBLIN,1496.0816085178303,1,2011,NZL,20-May-88
Yuneysi SANTIUSTI,1495.8741396563594,2,2011,CUB,24-Dec-84
Elisa CUSMA,1495.7123651134673,3,2010,ITA,24-Jul-81
Phoebe WRIGHT,1495.7026421072144,3,2011,USA,30-Aug-88
Renata PLIŚ,1495.447147895889,2,2011,POL,5-Feb-85
Hazel CLARK,1495.3504077176794,1,2010,USA,3-Oct-77
Yong LI,1495.2858924908078,1,2010,CHN,18-Jun-88
Shannon ROWBURY,1495.2391765053062,1,2010,USA,19-Sep-84
Nataliya LUPU,1494.98210929684,1,2011,UKR,14-Nov-87
Luiza GEGA,1494.916870203861,1,2011,ALB,5-Nov-88
Hind DEHIBA CHAHYD,1494.7739519794577,2,2011,FRA,17-Mar-79
Anna WILLARD,1494.1369698541703,5,2011,USA,31-Mar-84
Charlotte BEST,1493.724015578026,1,2011,GBR,7-Mar-85
Heather KAMPF,1493.6433595170988,1,2011,USA,19-Jan-87
Haiyan ZHOU,1493.3453740243765,1,2010,CHN,3-Jan-90
Susan KRUMINS,1493.3453740243765,1,2010,NED,8-Jul-86
Tintu LUKKA,1492.7431043387373,3,2011,IND,26-Apr-89
Marilyn OKORO,1492.5185625192228,6,2011,GBR,23-Sep-84
Lynsey SHARP,1492.396247458389,1,2011,GBR,11-Jul-90
Tamsyn MANOU,1492.126051302077,1,2011,AUS,20-Jul-78
Jing ZHAO,1492.0631717652625,1,2011,CHN,9-Jul-88
Ewelina SĘTOWSKA-DRYK,1491.9506341914298,2,2011,POL,5-Mar-80
Eglė BALČIŪNAITĖ,1491.7065656820978,3,2011,LTU,31-Oct-88
Jemma SIMPSON,1491.1874046035173,6,2011,GBR,10-Feb-84
Yeon-jung HUH,1490.720371309707,1,2011,KOR,29-Oct-80
Yelena KOFANOVA,1490.3281365717503,1,2011,RUS,8-Aug-88
Yuliya KREVSUN,1490.2588925979414,4,2011,UKR,8-Dec-80
Lemlem BEREKET,1489.8838794025069,1,2011,CAN,10-Dec-87
Irina MARACHEVA,1489.7262518472435,1,2011,RUS,24-Sep-84
Marina ARZAMASOVA,1489.3362158042946,2,2011,BLR,17-Dec-87
Yekaterina KOSTETSKAYA,1489.3145285447126,1,2011,RUS,31-Dec-86
Shuyi LU,1489.2484996978048,1,2011,CHN,11-Nov-87
Truong Thanh HANG,1488.372358342052,1,2011,VIE,1-May-86
Geena GALL,1487.9599985708942,2,2011,USA,18-Jan-87
Ingvill MÅKESTAD BOVIM,1487.369310325029,3,2011,NOR,7-Aug-81
Zahra BOURAS,1487.316537414281,3,2011,ALG,13-Jan-87
Margarita MUKASHEVA,1485.6876526528958,1,2011,KAZ,4-Jan-86
Zourha ALI,1485.4056165637626,1,2011,DJI,23-Nov-94
Neisha BERNARD-THOMAS,1485.012433373453,4,2010,GRN,21-Jan-81
Pamela JELIMO,1480.237327773968,3,2011,KEN,5-Dec-89
Svetlana USOVICH,1479.3032916320844,2,2011,BLR,14-Oct-80
Yvonne HAK,1461.2783714668494,5,2011,NED,30-Jun-86
