Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Timothy CHERUIYOT,1626.7495802371982,27,2020,KEN,20-Nov-95
Jakob INGEBRIGTSEN,1564.8797708507218,16,2020,NOR,19-Sep-00
Elijah Motonei MANANGOI,1546.704371302104,24,2019,KEN,5-Jan-93
Taoufik MAKHLOUFI,1539.5333612588154,26,2019,ALG,29-Apr-88
Ayanleh SOULEIMAN,1530.123910909246,33,2019,DJI,3-Dec-92
Niklas KAUL,1527.86037543339,1,2019,GER,11-Feb-98
Ronald MUSAGALA,1522.1872102447371,15,2019,UGA,16-Dec-92
Marcin LEWANDOWSKI,1515.451977201551,16,2020,POL,13-Jun-87
Filip INGEBRIGTSEN,1515.2073184837875,21,2020,NOR,20-Apr-93
Josh KERR,1514.6736952707379,4,2019,GBR,8-Oct-97
Matthew CENTROWITZ,1514.3012728660833,35,2019,USA,18-Oct-89
Jake WIGHTMAN,1511.8702243371745,12,2020,GBR,11-Jul-94
Tim NOWAK,1511.263344811376,1,2019,GER,13-Aug-95
Stewart MCSWEYN,1510.9619362762378,9,2020,AUS,1-Jun-95
Oliwier MUTWIL,1510.485324234589,1,2020,POL,27-Oct-99
Asbel KIPROP,1510.3207976693343,46,2017,KEN,30-Jun-89
Ben BLANKENSHIP,1506.9882368232295,9,2019,USA,15-Dec-88
Chris O'HARE,1506.7066410651441,19,2019,GBR,23-Nov-90
Ronald KWEMOI,1506.2358027683858,15,2019,KEN,19-Sep-95
Silas KIPLAGAT,1505.99142364429,43,2018,KEN,20-Aug-89
Maicel UIBO,1505.740256332425,1,2019,EST,27-Dec-92
Hicham AKANKAM,1505.5017795103217,3,2019,MAR,4-Apr-98
Brahim AKACHAB,1505.3985948362765,1,2017,MAR,9-Mar-93
Brahim KAAZOUZI,1504.6661699987294,7,2019,MAR,15-Jun-90
Marek KALOUS,1504.2963927390197,1,2020,CZE,8-Mar-00
Craig ENGELS,1504.282221409035,7,2020,USA,1-May-94
Alexis MIELLET,1503.7228805530813,5,2019,FRA,5-May-95
Selemon BAREGA,1503.3884906715257,1,2020,ETH,20-Jan-00
Cedric DUBLER,1502.9285077783359,1,2019,AUS,13-Jan-95
Mahiedine MEKHISSI,1502.7571090774593,4,2017,FRA,15-Mar-85
Sadik MIKHOU,1502.5444871259472,7,2018,BRN,25-Jul-90
Ondřej HODBOĎ,1502.2342740393342,1,2020,CZE,1-Jun-01
Mohammed MOUSSAOUI,1502.1130579625149,1,2015,FRA,23-Dec-90
James Kiplagat MAGUT,1501.7572145360907,10,2016,KEN,20-Jul-90
Kalle BERGLUND,1501.460467678275,10,2020,SWE,11-Mar-96
Soufiane EL BAKKALI,1501.4216716415403,1,2020,MAR,7-Jan-96
Neil GOURLEY,1501.2317545684737,5,2020,GBR,7-Feb-95
Vitaliy ZHUK,1501.1973554120918,1,2019,BLR,10-Sep-96
Jan KUNČICKÝ,1501.1846325104948,1,2020,CZE,11-Jan-99
Mo FARAH,1501.0207172322519,3,2016,GBR,23-Mar-83
Nathan BRANNEN,1500.9030796319425,10,2016,CAN,8-Sep-82
Mekonnen GEBREMEDHIN,1500.7992386705037,33,2016,ETH,11-Oct-88
Hicham BENGHERDA,1500.7608351459742,1,2013,ALG,1-Apr-83
Boaz KIPRUGUT,1500.756094861947,1,2020,KEN,18-May-98
Thomas FONTENELLE,1500.749372512012,1,2015,FRA,12-Jan-87
Robert BIWOTT,1500.719260461689,9,2017,KEN,28-Jan-96
Cornelius TUWEI,1500.6514344230304,1,2019,KEN,24-May-93
Robby ANDREWS,1500.5561347880475,9,2018,USA,29-Mar-91
